QueryText,KccAns
Farmer asked query on Weather,5                        32    28
weed management in groundnut,weed management in groundnut :RECOMMENDED TO SPRAY QUIZALOPOP ETHYL 400 ML PER ACRE
LEAF HOPPER,METHYL OXYDEMETON 25 EC 2ML 1LITER WATER SPRAY
TELL ME WHIT  GRUB CONTROL IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
IRRELEVANT CALLL,IRRELEVANT CALLL
Asked about Increase yield in groundnut Foliar nutrient spray,:       :     2
Information about root rot in Groundnut crop,2
ASKED ABOUT TO NEMATODE CONTROL IN GRUNDNUT,3   25-30
TELL ME ABOUT INSECT CONTROL IN,75  5
TELL ME ABOUT INSECT CONTROL IN GNUT,40   4     15
Asking about Root rot control in groundnut,:      :   25            2
PEST PROBLEM OF FIELD,QUINALPHOS 4 LIT PER HECTER WITH IRRIGATION
Asked about groundnut season and varieties,:       :     : TMVGn 13 CO 6 VRI Gn 7 BSR 2
root rot in groundnut,apply trichoderma viridi 2kgac mixed with thozhu uram
Farmer asked about insect control in groundnut crop,SC
ROOT ROT IN GROUND NUT,SPRAY VALIDAMYCIN  2MLLIT WATER
how to control Groundnut leaf miner,spray Dimethiate 30 EC 660 mlhectare to control Groundnut leaf miner
Farmer asked weed control in crop  Farmer asked weed control in crop,16        EC  40      -
irrigation,at time of flowering
TELL ME BLIGHT CONTROL IN LEAF SPOT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
ASKED ABOUT TO  MICRO NUTRIENT MANAGEMENT,4 ML           4
seed treatment for groundnut,apply  rhizobium 3 gm  kilo seed
TELL ME WEATHAR INFORMATION JODHPURA,NO RAIN FALL IN 5 DAY IN THIEAS AREA
when to plant groundnut,groundnut should be plant after 20june but before first week of july
BORER MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY NOVALURON 1ML PER LITRE WATER
groundnut Tobacco caterpillar: Spodoptera litura,quinalphos 30 ml per pump and to spray
Information about of irrigation in groundnut,20
ground nut weedicide at afetr 15-20 days of sowing,recommended spraying of persuit  15-2 lit acre
Information regarding how to seed treatment in groundnut crop,seed treatment in groundnut crop-use of chloropyriphos 4 mlkg seedor bavastin 3 gmkg seed
farmer asked about post emergent weed management in groundnut,Recommended to go for manual weeding
tobacco caterpiller,spray imidachlopride 2mlneemoil 3mlteepol 1mllit of water
ask about varieties in groundnut crop,:
Asking about leaf folder management in groundnut,:      : :      15
TELL ME VERAETIES IN GROUNDNUT,VERAETIES IN GROUNDNUT GG7TG37ATAG24
ask about control of root rot problem,I suggested drenching blue copper 40 gram pump
THRIPS IN GROUNDNUT,RECOMMENDED TO SPRAY MONOCROTOPHOS 400 ML ACRE
ASKED ABOUT PLANT PROTECTION IN GROUNDNUT,SPRAY-DIMETHOATE 2MLLITER
TELL ME WEATHER INFORMATION,rain possibility nest 2-3 days
NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY FERROUS SULPHATE 20 GRAMS CITRIC ACID 2 GRAMS1 LITRE OF WATER
GROUNDNUT SPODOPTERA MANAGEMENT,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 150 LITRES OF WATER  ACRE
GROUND NUT LEAF EATING CATER PILLAR MANAGEMENT,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 150 LITRES OF WATER  ACRE
groundnut in sucking pest,Traizophos 20 ml  10 lit water
Ask about Gernal informationall information provided,- thanks for calling in kisan call centre
Asking about Alternaria leaf blight management in groundnut,:    : :
Asked about Disease management,Suggested to spray SAAF :- carbendazimbavistin  mancozeb 2 gmlit of water
Farmer asked query on Weather,:        :            31     23      8
Asked about plant protection in groundnut,suggested to spray monocrotophos  15 ml per 1 liter of water
groundnut disease,mancozeb 3gm per liter water
Farmer asked query on Weather,1             8
Red hairy caterpillars in groundnut,Recommended to spray Fipronil 5 SC  30ml in 15 litre water to control  Red hairy caterpillars in groundnut
TELL ME ABOUT THE SEED TREATMENT IN GROUNDNUT       20   40,--         2                       20   6ML                     4
WHITE FLT IN GROUND NUT,RECOMMENDED TO SPRAY TRIAZOPHOS  300 ML PER ACRE
ASKED ABOUT  DISEASE CONTROL IN,--     50  250
asking about hairy caterpillar management in groundnut,Recommended for spray Thiodicarb 2gram  litre of water
GROUNDNUT HELICOVERPA,RECOMMENDED TO SPRAY IMAMECTIN BENZOATE 90GRAM ACRE
groundnut leaf eating caterpillar,RECOMMENDED TO SPRAY  QUINOLPHOSEKALUX FLASH DHANULUXQUINGUARD 400 ML PER ACRE
ASKING ABOUT CONTROL OF TIKKA DISEASE IN GROUNDNUT,METALAXYL 8  MANCOZEB 64 72 WP
Asking about Required seed rate for Groundnut,:     :  50         58
white colour leaves in gnut at 15 das,suggested for soil testing as there may be any deficiency in the soil
GAL GA RAHA HAI,2 GRAMLIT PANI ME MILAKAR SPRAY KAR DE
FERTILISER DOSE IN GROUNDNUT,RECOMMENDED TO APPLY 8 KG UREA  16 KG PHOSPORUS  16 KG POTASH IN ONE ACRE
asking abt ground nut wilt,I hv suggested karbedizem 5gmpump
Asking about Indoxacarb chemical affected for moringa intercrop with groundnut,:        :
Asked about Groundnut Kadiri 1812 total days information,: Kadiri 1812       :
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,20  05
variety of ground nut,jl-24kopargaon
seeds rate,36 kg per acre
Asking about Disease spreading months for Groundnut and Prevent disese in Groundnut,:           :       -
-All information,provided - Thanks for calling in kisaan call center
availability of groundnut seed,availability of groundnut seed-contact block office or co-operative society
Top dressing fertilizer management for groundnut,recommended for apply 6 kg urea12 kg potash 20 DASacre
fertilizer dose in groundnut and till crop,recommended for fertilizer  schedule in til  40kg urea 68 kg DAP hacter
Asked about management of caterpillar in groundnut,:       :  4  10
package practice of ground nut,seed rate -50 kg acretreat the seed 7 days before with captanthiram
STEM ROT,CARBENDAZIMMANCOZEB 400GMACRE
Ask about general information,Suggested: All information is provided - Thanks for calling kisan call center
Asking about groundnut foliar application informationorganic,:      :
root problem of groundnut,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
Asking for variety of groundnut,GG 257
SOWING TIME OF GROUNDNUT,MAY-JUNE
TELL ME SEED RATE OF GROUNDNUT,100 KG PER HEC USE SEED IN GROUNDNUT
TELL ME WEEDA CONTROL IN GT NUT,SPRAY IN PENDAMITHALIN 3 LT   HA
Farmer asked query on varieties of groundnut,Recommended to Varieties of groundnut is Kediri  - 6 and Kediri - 7 and  Kediri - 9 KediriAnantha and Kediri - Aamarawathi
Farmer asked  organic sucking pest control in groundnut crop,40         ppm
TELL ME TERMOTS CONTROL IN GROUNDNUT,CLOROPIRIFOSH 20EC 1 LITTERBIGHA
Market price for small onion,Recommended for  small onion Market price Rs24kg
ASKED ABOUT TO NUTRIENT MANAGEMENT IN GROUNDNUT,SSP 375   35
FARMER ASKED ABOUT ATTACK OF SUCKING PEST IN GROUNDNUT,10
ASKING ABOUT SEED TREATMENT IN GROUNDNUT,RECOMMENDED FOR APPLY MANCOZEB 75WP  25 GM 1KG OF SEED
Farmer needs information regarding herbicide in groundnut crop,-                -
Asked about Late leaf spot management in Groundnut,:     :      2
Gypsum application in groundnut,Advised to apply Gypsum 100kg per acre of land
Farmer asked white fly control information of Groundnut crop,SP  -7
Asked about weed management in groundnut,:      : 15 - 20
GRONDNUT VARIETY,M-13  TG-37A
TELL ME LEAF BORER CONTROL IN GROUNDNUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER
groundnut leaf feeder management,recommended for spray chlopyrifos 2 ml  liter of water
ROOT ROT IN GROUNDNUT,RECOMMENDED TO DRENCH 600 GRAMS OF BLITAX PER ACRE
TELL ME ABOUT WEATHER INFORMATION,HEAVY RAIN POSSIBILITY IN NEXT 3-4 DAYS
TELL ME WEATHER INFORMATION OF JAIPUR,THREE DAYS RAINFALL
CONTROL OF  WHITEGRUB IN GROUNDNUT,Monocrotophos 36  s L 800 ml  hac Rate of spray
TELL ME BLACK ROOT CONTROL IN GROUNDNUT,POSSIBILITY OF COMING MANSOON IN YOUR DISTRICT UP TO 15 JULY
variety,tj-24kopargaon
Farmer asked seed treatment of white grub control groundnut crop,30  FS
Asked about groundnut root rot managment,1   20
top dressing for groundnut,recommended for apply urea 25kgpotash 10kgac
Leaf miner and leaf feeder management in Groundnut,Recommended for spray quinalphos -2ml  neem oil -3ml  sticking agent -05 ml 1 litre of water
Asking about leaf spot disease management in groundnut crop,:       :    2      1
GROUNDNUT ROOT ROT MANAGEMENT,GROUNDNUT ROOT ROT MANAGEMENT : RECOMMENDED  TO DRENCH  COPPER OXY CHLORIDE  3 GRAMS  1 LITRE OF WATER
Information about weather,Kisan bhai aapke shetra mein 1 july ko barish ki sambhavna hai
PLANT PROTECTION,SPRAY SAAF 2 GML OF WATER
Farmer asked query on Weather,JAISALMER JAISALMER                      9    29     19
NUTRIENT MANAGEMENT IN GROUND NUT CROP,--RECOMMENDED TO APPLY GYPSUM 150 KG PER ACRE
TELL ME PLANT PROTECTION IN GROUNDNUT,TERMITE CONTROL IN WHEAT CHOLOROPYRIFOS 20 EC 1 LITRE  PER BIGHA
PLANT PROTECTION,SPRAY SAFF2gmlit
ASKING ABOUT FERTILIZER DOSE FOR GROUND NUT,-
ask for gnut yellowing leaf and drying control,i suggested to sprey carbandazim 25 gmpump
ask about spacing of groundnut,- -      -    -     -
ground nut stem rot,SAAF 2GRLT   OF WATER
Farmer needs information regarding weed management of soybean crop,--                20-25
basal fertilizer in groundnut,DAP 25kgac
Information about Termite control in Groundnut crop,Chlorpyriphos 20 ec 1
LEAF BLIGHT IN GROUNT NUT,RECOMMENDED TO SPRAY BAVISTIN 2G  PLANTOMYCIN 1 G IN 1 LIT OF WATER FOR LEAF BLIGHT IN GROUNT NUT
farmer asked about irish weeidicide,165    8                   -
leaf minor control on groundnut crop,you can spray profex super 40 mili pamp water for leaf minor control on groundnut crop
Asking about Groundnut seed treatment,:     :     10
ASKED ABOUT HOW TO CONTROL WEED IN GROUNDNUT FIELD,Imazethapyr 10 SL
ASKING ABOUT Tobacco caterpillar in groundnut,Recommended for spray profenophos 2ml  lit
Asking about aphids in Ground nut,Recommended for Fipronil 2 ml Teepol 1 mllitre of water
Ask about seed treatments of fungus Problem in Ground nut Crop,DS
Asking about leaf miner in groundnut,:     :   2
Farmer asked Larvae control information of groundnut,magfali        SC
Information about Weed control in Groundnut crop,-
GROUND NUT CULTIVATION,DETAIL PACKAGE OF PRACTICE EXPLAINED ABOUT GROUND NUT CULTIVATION
fertilizers related,give information
FARMER ASKED ABOUT ATTACK OF LEAF EATING CATERPILLAR OF GROUNDNUT,EC
basal fertilizer groundnut,apply DAP 50  kg  AC
TELL ME PLANT PROTECTION IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG  PER HA IN ROOT ZONE
JHANSI ME VARISH,JHANSI ME VARISH KI SAMBHAVNA -HALKI SE BHARI HO SAKTI HAIN
TELL ME YELLOWING CONTROL IN GROUNDNUT,SPRAY OF ZINK SULPHATE  5 GRAM UREA 10 GRAM PER LITER WATER
Farmer asked Army worm Problem in GROUNDNUT crop,EC 15
HERBICIDES,Pursuit imazethapyr 30ml 15 lit water
asked about water management in groundnut,-
FERTILIZER SPRAY ON GROUNDNUT AND WATER MANAGEMENT IN GROUNDNUT,-                    -                          -                         -
how to control fungal disseses in peanut,spray 2 gm mancozeb  per litre water
tell me about pest in groundnut,SPRAY OF PROFENOFOS 15 ML PER LITER WATER
ASKED ABOUT TO INSECT CONTROL IN GROUNDNUT,25   1
ASK FOR GROUNDNUT VARATIE INFORMATION,SUGG TO GG -2
seed rate of groundnut,seed rate of groundnut  40 kg  acar
Farmer asked Helicoverpa  Larvae Problem in Groundnut crop,EC 0
TELL ME CONTROL OF LEAF BORER OF GROUNDNUT,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
ask for fertilizer application in ground nut,use DAP fertilizer for the basal application
HOW TO CONTROL TOBACCO CATER PILLER IN GROUND NUT,RECOMMENDED TRACER SPINTER 75 GRAMULU IN 200 LITER WATER TO CONTROL
Asking about water management in groundnut,:     :           20     2     1  2
asked about grounnut information,drenching of redomild gold and humic acid 30 ml 15 lit water
Ask about nutrient management,G -4
Asked about Root rot management in Groundnut,:       :   1     20
pest,spray quinolphos 2mllitre
Farmer asked White Fly problem in groundnut crop,SP                       PPM  -
Tobacco caterpillar control in groundnut,recommended for Spray profenophos 2 ml  mancozeb 2 g lit of water
Asking about groundnut top dressing fertilizer management,Recommended for apply Borax 4 Kg  Gypsum 150 kg  acre
Farmer asked weed control in Groundnut crop,SP
detail for groundnut drip irrigation detail,explain the detail  contact to AO office
asking about Attack of Aphids on groundnut,Spray - Admire 5 gm15 Liter of Water Imida 70 wp-Bayer
TELL ME  MANDI RATE GROUNDNUT,MANDI RATE GROUNDNUT RS 4700 RUPAY PER UQ
fertilizer for groundnut,fertilizer for groundnut  - 1846  JIPASAM 1 BAG ACRE
ask for gnut yellow leaf,suggest:give ammonium sulphet fertilizer
Farmer asked white grub control information in Groundnut crop,GR 2
plant protection,sray saff2gmlit
Red Hairy caterpillars control in groundnut,recommended for Spray quinalphos 2ml  lit of water
TELL ME YELLOW LEAF CONTROL OF GROUNDNUT,YELLOW LEAF CONTROL OF GROUNDNUT-FERAS SALFET 4GMLIT
Asking about Groundnut foliar nutrition spray management,:     : TNAU   - 2  200
weeds,pendimithalin
YELLOWING,SPRAY MICROLLA 3015 LITER WATER
Ground nut root grub management,Recommended for apply carbofuron 5 kg neem cake 20 kgac
water management in ground nut,water supply at the time of 20-25 days stage crop
Control of wilting in ground nut,SPRAY Kasugamycin 5  Copper Oxychloride 45WP  15 GM  LITER OF WATER
how to control disases in ground nut,recomended 500 gms of mancozeb acre is recomended
FERTILIZERS,UREA POTASH
groundnut top dressing fertilizer management,Recommended for apply gypsum 75 kg  borax 4 kg   ac
Farmer asked larva control information of cotton crop,EC
varities,sb 11 western mahabali
Information regarding Weather report of Theog,Weather report of Theog is cloudy and some  chances of rainfall
Asked about groundnut foliar spray,2    200
ask gnut yallow leaf,I suggest hirakashi 100gm  citric acid 10gmpump
Top dressing for groundnut,Recommended for apply urea 25 kg  potash 10 kg  micro nutrient 5 kg  acre
Asking about  chemical pesticide and Boron using same time,:             :     7
Farmer asked query on Weather,THERE IS CHANCE OF CLOUDY WEATHER   RAIN  IN YOUR AREA
TELL ME SEED TREATMEN OF GROUNDNUT,PLS USE CARBANDAZIM-3GMKG SEED CLORO-25MLG SEED
bacterial blight of groundnut crop,use redomil gold 20grapump
weater information,kissan Bhai aapke yaha es saptah 17 may tak mausam saaf rahegabarish ki sambhavna nhi hai
farmer want to know about how to comtrol wees in groundnut crop at 60 days,Farmers weeding for weed control in crops of peanuts you made Garai
TELL ME ROOT ROT CONTROL IN GROUNDNUT,SPRAY OF CARBENDAZIM 2 GM PER LITER WATER
TELL ME WEATHER INFORMATION,RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT SKY CLOUDLY
TELL ME YELOW LEAF CONTROL OF GROUNDNUT,YELOW LEAF CONTROL OF GROUNDNUT-FERAS SALFET 5GMLIT
FARMER ASKED ABOUT  SEED TREATMENT IN GROUNDNUT,-    -   -
TELL ME ABOUT FIRST IRRIGATION IN GROUNDNUT,30
TELL ME SOWING TIME OF GROUNDNUT,--     1   15
ASKED ABOUT TO DISEASE CONTROL IN  GROUNDNUT,8   64      2
Farmer want to know about control of sucking pest in Groundnut crop,Recommended for Spray imidachloprid 178SL 5 to 7 ml  per pump
Farmer asked query on Weather,:-          -
harvesting,3 month
asking about groundnut root rot,recommended for apply pseudomonas fluorescens - 1 kg  FYM -20 kg acre
moong phalli  ke patti me kida laga hai,chloropyriphas 50  cypermethri 5   2 ml liter pani ke darv se pray kare
TELL ME ABOUT THE GROUNDNUT IN NUTRIENT MANAGEMENT,90
groundnut season,groundnut season June  july
GROUNDNUT FERTILIZER MANAGEMENT,RECOMMENDED TO APPLY UREA 25-30KGACRE
Ask for groundnut fertilizer information,I suggested to visit soil testing lab
ABOUT MINIKITS IN GROUND NUT,RECOMMENDED TO CONTACT MANDAL AGRICULTURE OFFICER
nutuients  in gnut,Zinc sulphate- 4 kgacre Borax- 4 kgacre Gypsum- 200 kgacre
farmer asked about weedicide residue information,- D
TELL ME WITE GURB CONTROL IN GROUNDNUT,USE CARTAP  HYDROCHLORIDE 3 KGBHIGA  WITH IRRIGATION
groundnut whiteflies,recommended to spray dimethoate 400mlacre
Information about control of Termites in Groundnut crop,Fipronil 03 GR  8 kg
leaf minor in groundnut,Recommended to spray confider 05ml liter
Seed treatment of groundnut,Carbendazim se beej upcharit kre
TELL ME SSED TREATMENT IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 ML PER KG SEED FOR SEED TREATMENT IN GROUNDNUT
Information about fertilizer use in groundnut crop,10     10
GROUNDNUT HERBICIDE,--     :  10                  2      20
asking for the agriculture related messages,recommended for the downloading of kisan suvidha
LATH IN GNUT,PHORET 2 G 4 KGBIGHA
leaf spot in ground nut,Spray mancozeb 2 gm lit
Farmer asked query on Weather,KHAJUWALA                  -
Asking about Propiconazole 25 EC used for Groundnut control tikka leaf spot,:        25 EC   :        25 EC 1
Asking about sowing season for groundnut,:          :  -       -
On how many days first irrigation is done in groundnut,-     15  20
TELL ME WEATHER REPORT IN JAIPUR,RAIN POSSIBILITY IN NEXT 3-4 DAYS AND CLOUDY SKY
ask for wilt in g nut,spay bavistin 15 gm per pump
TELL ME WEATHER CONDITION IN NAWANSHAHAR DIST,CLEAN WEATHER WILL BE FOR NEXT 5 DAYS
Ask about yellowing leaves in groundnut crop,150     15
Asking about leaf caterpillar  management for  groundnut,:     :      1             2
Asking about Tobacco caterpillar management in groundnut,:    :    25    15     5
Aphids in groundnut,Recommended for Spray imidaclopride 2 mlliter of water
TELL ME DOSE OF FERTILIZER FOR GROUNDNUT,GIVE 11 UREA  50KG SSPBIGHA  FERTILIZER FOR GROUNDNUT BEFORE SOWING AT LAST PLOUGHING
TELL ME ABOUT USE OF calcium nitrate,5
Information regarding seed treatment of Groundnut,50 WP   2
TELL ME GROUNDUT FIRST IRRIGATON,25-30 DAYS AFTAR SEED SOWING
ASKAsk about weather information,No possibilities of rain in next 5 days
TELL ME WEATHAR INFORMATION  HANUMANGARH,LIGHT RAIN MAY BE NEXT 2-3 DAYS
FARMER ASKED QUERY ABOUT ON TIKKA LEAF SPOT MANAGEMENT IN GROUND NUT,RECOMMENDED TO SPRAY MANCOZEB 600 GMACRE
Leaf minor,Spray Azadirictine 30 ml15 Lit of Water
rainfall,rainfall may be occer in next 5 DAYS IN YOUR DISTRICT
Asked about Plant protection in groundnut,suggested to spray ALIKA  1 ml per 1 liter of water
Farmer asked query on Weather,39      29     8
Basal fertilizer management for groundnut,Recommended for apply DAP 50 kg  gysum 50 kgac
disconnect,disconnect
WEED MANAGEMENT IN GROUNDNUT,RECOMMENDED SPRAY OF TARGASUPER  2 ML PER 1 LITRE OF WATER
Asking about Root rot management for Groundnut,:            5   1
weedicide in groundnut,weedicide in groundnut - parchut use as a weedicide in groun nut
Leaf miner in ground nut,Recommended for spray Fipronil 2 ml  Teepol 1 ml litre of water
G NUT LEAF MGMT,QUINOLPHOS DHANULUXQUINGUARD 400 ML PER ACRE
Attack of Caterpillar,Spray Proclaim10 gm15 liter of WaterEmamectin BenzoateSyngenta
Ask about Varieties of summer Groundnut crop,----
ask for fertilizer,provide info
CONTROL  OF  LEAF FOLDING IN GROUND NUT,SPRAY QUINALPHOS 2  ML  LIT OF WATER
GROUNDNUT KE PATEE  LAL RANG KE HO RAHI HAI,ZINC MAGNEEZ CARBAMET 2 KG
jassides,spray imidachlopride
GROWTH IN GROUND NUT,SPRAY AGRO MIN MAX- 1 KG  ACRE
Aphids control in groundnut,recommended for spray dimethoate 15mlteepol 1mllit of water
mugfali me patti pili spoted symtopms,Daimethoate 30 EC 2 grammliter pani me mialker spray kare
ask about seed treatment in groundnut,I suggested to treated with thirum and choloropyriphos
FARMER ASKED ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,-                                 -
ASK ABOUT GJG 32 GROUNDNUT VARITIES CHARACTERISTICS,--          -           -
FARMER ASKED QUERY ABOUT VARIETIES  IN GROUNDNUT,RECOMMENDED VARIETIES OF GROUNDNUT ARE TAG-24 KHADIRI-7 KHADIRI-8 BOLD BHEEMA DHARANI
Farmer asked query on Weather,:          :             37      26
TELL ME ABOUT INSECT CONTROL IN GROUDNUT CROP,30  2
Farmer asked Army worm Problem in COTTON CROP,SC 7-8
Varieties of Ground Nut,- :- :- -  -    - --  -       -
asked about weed management in groundnut,spray parsut after oner month of sowing
TELL ME INSECT CONTROL IN  GROUNDNUT,SPRAY OF PROFENOFOS  CYPERMETHRIN 15 ML PER LITER WATER
Asked about Tobacco caterpillar management in groundnut,--:     : :      2
Ask about planting material information,all information provided - thanks for calling in kisan call centre
sowing season of ground nut,recommended  sowing season of ground nut  june - july
insect problem in ground nut,ap daimethiod 2 mililiter paani me ghol banaakar chhidkav kare
WEATHER CONDATION,Mostly clearPrecip chance: 10Humidity: 89
Farmer wants to know information about How to control of fungal attack in groundnut crop,Recommended for to control of fungal attack spray carbandazim  mancozeb 40gmpump and streptocyclin 2 gram at 15 liter of water
early leaf spot in groundnut,recommended for spray Carbendazim 2gm  lit of water
Groundnut whitefly control,Recommended for groundnut  whitefly control  Spray trizophos 2mllit
Information about insect control in peanut crop,03  GR  8  10
FERTILIZER USE  IN GROUNDNUT,RECOMMENDED TO USE COMPLEX FERTILIZER AND UREA AND AT 40 DAYS TIME USE 200 KG ZYPSUM
TELL ME SOIL TREATMENT FOR CONTROL OF WILT DISEASE,1   3
plant protection query,10GR 3  4
TELL ME WEATHER CONDITION IN HOSHIARPUR DIST,93 CHANCE OF RAIN NEXT DAY
Ask about Mealy Bug control informaiton,Suggested: Chloropyriphos 20  EC 50 mlpump spray
Farmer asked Spotted bollworm problem in GROUNDNUT crop,EC 10
asked aobut whitish growth on groundnut,spraying of sulpher  or score  kawacha
Ask about GJG 32 groundnut variety related information,-           -
Farmer asked query on Weather,:                  37       14
GROUND NUT VARIETIES,24
Farmer asked query on Weather,CLOUDY WEATHER THERE IS NO CHANCES OF SHOWERS IN YOUR AREA
tell me thrips in groundnut,SPRAY OF QUINOLPHOS 25 EC 2 ML PER LITER WATER
TELL ME CONTROL ROOT ROT,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION
ABOUT HIGH YIELD OF GROUNDNUT,25
ASKING ABOUT CONTROL OF COLLAR ROT IN GROUND NUT,RECOMMENDED FOR SPRAY THIOPHANATE METHYL 70 WP  1 GMLIT OF WATER
DOSS OF GYPSUM,60 KG BIGHA  GYPSUM
groundnut varieties,groundnut varieties -tag 24  elephanta
Ask about sucking pests problem in crop,Acephate 75 sp 15 grampump spray
Asked about Kadiri lepaksi  groundnut variety,:      :- 1812
Fertilizer application at first top dressing in groundnut,Recommended to apply 100 kg SSP Dhanzyme gold 5kg per acre at first top dressing in groundnut
disease,carbondizium 1gmlit
asking about Groundnut top dressing fertilizer management25 days,:     :  5   12
FARMER ASKED ABOUT ATTACK OF WHITE GRUB IN GROUNDNUT,-  40
Farmer Asked sucking pests control information in Groundnut crop,WG 7
FUNGAL ATTACK,mancozeb and carbendazim
Ask about fertilizer in ground nut crop,-
TELL ME ABOUT WEATHER INFORMATION,RAIN POSSIBILITY IN NEXT 2 DAYS AND CLOUD
ask for weediside in groundnut,suggest:spray pendimithelin 1kg500 lit of water
WEEDICIDE IN GROUNDNUT,WEEDICIDE IN GROUNDNUT-SPRAY OXYFLUROFEN 235EC 80MLACRE
Asking about groundnut kadir 1812 seed rate  planting spacing,:      :   32  50
TOBACCO CATERPILLAR IN GROUNDNUT,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITRES OF WATER  ACRE
Attack of Wilt,DrenchingBlue Copper 30 gm humic acid 30 ml Copper Oxichloride-syngenta
Wilting in Groundnut,Recommended to spray Copper oxychloride 50WP  3gm  Plantomycin  1gm with 1 liter of water for control of Wilting in Groundnut
WEATHER CONDATON,Mostly clearPrecip chance: 1Humidity: 38
Groundnut top dressing fertilizer management,recommended Groundnut top dressing fertilizer management Apply gypsum 80 kg  ac
Asked about Pest management in ground nut,Recommended to spray Chloropyriphos 20 EC - 2 ml per lit water
FERTILIZER APPLICATION IN GROUND NUT,--RECOMMENDED TO APPLY MOP-33KG AND GYPSUM-200KGACRE
ask for gorundnut fertilizer dose,suggest:give 12kg dapvigha in groundnut
PUFFINESS IN GROUND,APPLY GYPSUM  100KGACRE FOR CORRECTION OF PUFFINESS IN GROUND
ground nut me kale wall wali soodi lagi hai,Quinalphos 2 ml liter spray kare
Farmer asked Heliothis Larvae Problem in ground nut crop,40
FARMER ASKED Varieties of Ground Nut,- - :- --         - -  -
farmer want to know information about seed treatment in groundnut crop,I                kg                          kg                      5    kg        I
Farmer asked fungus control information of  gnut crop,WP    WP 10-15
farmer asked query on weed management in groundnut,-does not recommended after 30 days of planting
ASKED ABOUT TO INSECT CONTROL IN GROUNDUNT,5   1-15    3
TELL ME BLACK ROOT CONTROL IN GROUNDNUT,black root rot control in groundnut CARBENDAZIM 250 GM PER BIGHA DRANCHING
Asking about Weed management for Groundnut herbicide spray,:     :
ASKING ABOUT BORER PEST IN GROUNDNUT CROP,SPRAY   EMAMECTIN BENZOATE 5  SG  05 GM  1 LIT OF WATER
DOSE OF BORAX,DOSE OF BORAX IS 4 GRAM PER 1 LITRE WATER
varieties related query,- -- 12-24
TELL ME PEST CONTROL  IN GROUNDNUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER  MENCOJEB 2GM PAR LITAR WATER
Asked about Pest management,Recommended to spray Chloropyriphos 20 EC - 2 ml per lit water
mugfali ka research institute kaha he,junagarh  gujrat me he
collar rot in ground nut,recommended to spray zineb-3gmlit of water
ask for castor varitey information,suggest: castor varitey gch-67
top dressing fertilizer management for groundnut,apply 150 kg gypusum ac
groundnut fertilizers dose,groundnut fertilizers dose--mop75kgurea25kg par acar
ground nut sucking pest management,RECOMMENDED TO SPRAY IMIDACLOPRID 60 ML 200 LITERS OF WATER  ACRE
SUCKING PEST,ETHION 2MLLIT
Basal fertilizer dose,Apply SSP 60kg Mixed NPK 60kg per acre
Asking about weather forecast,TODAYS weather is CLOUDY and LIGHT Possibility of Rainfall
-,-  -  -    --     ------ -- -
groundnut leaf miner and tobacco caterpillar management,recommended for profenophos 2 ml 1 litre of water
FARMER ASKED ABOUT CULTIVATION PERIOD OF GROUNDNUT,-   -   -                   -
ground nut cut worms,RECOMMENDED TO SPRAY FLUBENDAMIDEFAME 40-50 ML PER ACRE
GROUND NUT SUCKING PEST,RECOMMENDED TO SPRAY ACETAMIPRID   40 GRAMS  150 LITRES OF WATER ACRE
Ask about fungus problem in groundnut  Root,:                EC        -
Asked varieties of groundnut,varieties of groundnut TAg-24  Sb-11
OILSEED CROPS,BASAL DOSE - AMMONIUM SULPHATE  80KG  SSP 150KG
VARIETY OF GOUND NUT,VARIETY OF GOUND NUT- DEVISMRUTI
ASKED ABOUT ATTACK OF WHITE GRUB,DRENCHING BIVHERIA BASIYANA 75 GM IN 15 LITER WATER
TELL ME CONTROL BLACK ROOT IN GROUNDUT CROP,BAVISTIN 250GRAM PER BIGHA WITH IRRIGATION
disese in ground nut,copperoxycloride 50 wp  2-3gramlit of water
LEAF YELLOW IN GROUNDNUT,SPRAY OF ZINK SALFET 3 GRAM UREA 8 GRAM PER LITER WATER
groundnut wilt,mancozeb 35 gram per pump and to drenching
