QueryText,KccAns
ASKED ABOUT TO  ROOT ROT  DISEASE CONTROL IN  GROUNDNUT CROP,50  250
YALLOWING IN GROUNDNUT,FERROUS SULPHATE 5 GM  1GM NIMBU KA SAT PAR LITAR WATER
--TELL ME WHITEFLY CONTROL IN GROUNDNUT,20  05
groundnut seed info,groundnut seed- phule pragati kopargaon-1
TELL ME WHITE GRAB CONTROL OF GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
GROUNDNUT RATE OF JAIPUR,4700 RS QU GROUND RATE JAIPUR RATE
ask for gnut weedicide,hand weeding
TELL ME CHEMICAL FOR SEED TREATMENT IN GROUNDNUT,USE CHLOROTHELONIL 25 GM PER KG SEED
Farmer asked termitewhite grub control information of groundnut,-  -           SGCG
asking about weed management application time in  groundnut,:        : : 3
Ask about weed control information in Groundnut crop,16        EC  25
For vegetative growth of Groundnut,Recommended to spray Multi-K 75gm per litre of water for vegetative growth of Groundnut
trichoderma application,recommended 5gliter
Root rot in Groundnut,Recommended for drench with copper oxy chloride 25 g litre
Asking About groundnut irrigation after sowing,Suggest to give irrigation after 20 days of sowing
ground nut pest,spray chloropyriphos 2mlliter
Asked about nematode management in groundnut,:      :     100            20
sowing depth of groundnut,depth 3-4cm
Weather information for groundnut crop,apke kshetra me es saptah 30 september tak barish ki sambhavna nahi hai
FARMER ASKED ABOUT FERTILIZER DOSE FOR  GROUNDNUT,25     50
WEATHER REPORT,THERE IS A CHANCE  OF CLOUDY SHOWERS IN YOUR AREA
moong phali me sudi lag rahi hai,apply corbofuran-10 kg acre
Information  regarding disease control in Groundnut,spray -Mancozeb M-45  2 gm or bavastin  1 gm liter water
LEAF CURL IN GROUNDNUT,RECOMENDED TO SPRAY IMIDACHLOPRID 1ML3LITER WATER TO CONTROLL LEAF CURL IN GROUNDNUT
TELL ME CUT WORM CONTROL IN  PEANUT,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
LEAF BLIGHT IN GROUNDNUT,SPRAY MANCOZEB 3G PER 1LTR WATER
APHID,ROGER 2MLLIT
ask about larvae in gnut,suggest:cypermethrin 10 ml per 10 liter water and to spray
Farmer wants to know information about how to control sucking pest in ground nut crop,Recommended for to control sucking pest in  ground nut crop spray imedachlorprid 5-7 ml at 15 liter of water
Ask about yellowing leaf  problemin groundnut,--            9
Farmer asked query on Weather,:   -      : :            37  C    26 C     6
Farmer asked weed control in crop,16       EC  40
Asking about Groundnut top Dressing fertilizer application at Earthing up,:      :  80    4
Insect Management In Groundnut Crop,20EC 1
weeds,spray 2-4 d
weed control in groundnut,spray imazethapyr400 mllitre of water for weed control in groundnut
ASKED ABOUT TO DISEASE CONTROL IN  GROUNDNUT  CROP,12   63    2
GROUNDNUT CROP IS AFFECTED BY YELLOWING PROBLEM,USE ZINK SULPHATE BY SOIL APPLICATION WITH IRRIGATION
g nut variety,tag 24  ya bhumugachi lagavd karavi
GROUNDNUT SUCKING PEST MANAGEMENT,RECOMMENDED TO SPRAY IMIDACLOPRID 60 ML 200 LITRES OF WATER  ACRE
tikka leaf spot sigatoka leaf spot in ground nut,spraying of chlorothalonil 2 grmslit water
to know about the weather information of chhindwara distric,plstoday 20 rain fall of chhindwara dist
ground leaf curl,RECOMMENDED TO SPRAY CHLORIPYRIPHOS 500 MLAcre
Stem rot control in groundnut,recommended for soil application of Trichoderma viride 25 kgha
ask for azetobektr information,suggest: no any requirement in groudnut
Asking about Pesticide spraying time information,:     :  8-11  3-6
YELLOWING,SPRAY  BAVISTIN 30 GM15 LITER WATER
control of sucking pest attack,spraying of karate  bavistin
TELL ME ABOUT THE CONTROL OF WHITEGRUB IN GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
farmer asked about seed treatment in groundnut,recommended to go for fungicidal seed treatment with MANCOZEB  3g per kg seed OR with Trichoderma  8 g per kg seedand also go for insecticide treatment with Imidacloprid  2 ml per kg seed
TELL ME TERMITE CONTROL IN GROUNDNUT,TERMITE CONTROL IN KHARIF CROPS CHOLOROPYRIFOS 20 EC 1 LITRE PER BIGHA WITH IRRIGATION
TELL ME CONTROL OF WHITE GRUB IN GROUNDNUT,DENTOS 2GM PER KG SEED TREATMENT OF GROUNDNUT
Farmer asked Fall Armyworm problem in groundnut crop,SG 7-8
tell me plant protection,carbendazim 2gm kg seed
Farmer asked query on Weather,THERE IS A MEDIUM TO HEAVY RAINFALL IN THE NEXT THREE DAYS BUT PARTLY CLOUDY WEATHER WILL REMAIN
Ask about larvae control information,Suggested: Lambda cyhalothrin 25 EC 15 mlpump spray
yellow of groundnut,spray of zink sulphate
Asked about giving fertilizer at the time of sowing of groundnut crop,130  DAP
Asked about Weed management in groundnut,Suggested to go for hand weeding and intercultural operation
PEST MANAGEMENT IN GROUNDNUT,--RECOMMENDED TO DRENCH CHLORIPYRIFOS 6ML LITRE
TELL ME BETTER PRODUCTION IN SOYANEAN,SPRAY OF THIO UREA 05 GM PER LITER WATER FOR BETTER PRODUCTION IN SOYABEAN
ground nut   fertilizer management,recommended to apply  gypsum   200 kg acre
asking about Leaf spot management in Groundnut 20 days,:     20    :  5
control of root grubs,cartap hysrochloride8kgacre
TELL ME INSECT CONTROL IN GROUND NUT,4
WILTING IN GROUND NUT,SPRAY RIDOMIL GOLD  25 GM  1 LITER OF WATER FOR WILTING IN GROUND NUT
Asked about varieties of groundnut,-  -  -      -
STEM ROT PROBLEM IN IN GROUNDNUT CROP,RECOMMENDED TO SPRAY CARBENDIZM 200 GRACRE
Farmer asked miteredmiteant Problem in groundnut  crop,EC
collar rot in ground nut,spray bavistin 2 gram per litre water
TELL ME DISEASE CONTROAL OF GROUNDNUT,SPARY OF KARBENDAJIN 250 GM BIGA
GROUND NUT NUTRIENT MANAGEMENT,RECOMMENDED TO SPRAY FERROUS SULPHATE 20 GRAMS CITRIC ACID 2 GRAMS1 LITRE OF WATER
farmer asked about attack of caterpiller on gnut ccrop,--  -
VARITIES OF GNUT,VARITIES OF GNUT - SB -11  TAG-24  KOPARGAON -1
GROUNDNUT TOBBACCO CATERPILLAR,GROUNDNUT TOBBACCO CATERPILLAR : RECOMMENDED TO SPRAY EMMAMECTIN BENZOATE 90 GRAM PER ACRE
Farmer asked growth problem in Groundnut crop,15
ask for fungus in gnut,I suggested tricogama bactria mix with sand and apply in field
ground nut early leaf blight,RECOMMENDED TO SPRAY CARBENDAZIM BAVISTIN DEROSAL CARBENDAZIM 1GRAM PER LITER WATER
TELL ME NUTRIET MANAGEMENT IN GROUNDNUT,SPRAY MICRO NUTRIENT 4 GLIT WATER
WEEDICIDES IN GROUNDNUT,ALACHLORLASSO  ALATOP  1 LITRE PER ACRE
asking about groundnut  sucking pest management,recomemnded for spray neem oil - 3 ml  teepol- 1 ml lit of water
varieties,phule pragatikopargaon-1
Asked about disease management in  groundnut,suggested to spray hexaconozole  1 ml per 1 liter of water
moong phali me kida laga hai,amida chlorpide20 mlli warter
Asking about top fertilizer management for groundnutborax,:    : :4  sand 20 kg
Farmer wants to know information about how to control white grud in groundnut,1   05  virtako 25
want to know about weather report information,cloudy Weather rain and drizzles in the date of july 22 to july 27
Ask about groundnut leaf yellow chlorosis problem,emoni      10
ask gnut growth,i suggest nurmada can fertilizer
groundnut seed TG 37A Groundnut Seeds  information,Descriptions :- Errect Plant type- Recommended for kharif  Summer SeasonErrect Plant typeRecommended for kharif  Summer SeasonDark green foliage with medium leavesHigh yieldedMedium plant height plantResistent for Biotic  A-biotic Stress
gypsum application in groundnut,apply gypsum  200 kg acre
Asked about plant protection in ground nut,--Suggested to spray Monocrotophos at 15 ml per litre
TELL ME CONTROL IN WHITE GRUB,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
TELL ME ABOUT THE CONTROL OF FUNGAL INFECTION IN GROUNDNUT,3
preemergence weedicide in groundnut,preemergence weedicide in groundnut - spray gol 500 ml  ha
variety,kopergaon 1 phule pragati use gypsum 50kg acre
Insect control in groundnut crop,Carbofuran 3 GR 8-10 Kilogramacre dalvaye
Asking about Groundnut rich and Borox fertilizer availability,:
Information about Weed management in Groundnut,20  25
TELL ME ABOUT WEATHER INFORMATION,RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY
Asked about sucking pest management in sesame and groundnut,:      :    2
Ask about Plant Growth Retardant Information,-        SL
ATTACK OF THRIPS ON GROUNDNUT,Spray Karate 10 ml15 Liter of WaterLambda 5 SC-Syngenta
Asked about fertilizer spray for Groundnut,- ::          -
Asking about Foliar nutrient spray for Groundnut crop TNAU Groundnut rich,:       :     2
ASKED ABOUT WEED MANAGEMENT,USE PENDAMITHELIN
wilting of ground nut,spray 2gram saaf  1gram plantomycin  in 1ltr water
Ask about sucking pests problem in crop White Flies,WG   WS 8
TELL ME SEED TRITMENT OF GROUNDNUT,TRITMENT OF GROUNDNUT CARBENDAJIM 2 GMKILOCLOPAYRIPHOS 4 ML KILOPSB CULTURE 6 GM KILO SEED
MICRO NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED FOR SPRAY GRADE 2    2-3 GMML  LIT OF WATER  BOZNMO
ask about yellowing leaf control in groundnut,-
pod rot in groundnut,spray 30 gm mancozeb  carbendazimsaafsixer per 15 ltr of water to control pod rot in groundnut
GROUNDNUT AFFECTED BY ROOT ROT DISEASE,GIVE BAVISTIN 250GM BIGHA WITH IRRIGATION WATER
Asking about Leaf caterpillar management in groundnut,Recommended for spray Chlorantraniliprole 5 ml 10 litre of water
LEAF BLIGHT IN GROUNDNUT,RECOMMENDED TO SPRAY MANCOZEAB 2GM LIT WATER FOR CONTROL OF LEAF BLIGHT IN GROUNDNUT
Ask about use fertilizer information in Groundnut crop,200
Ask about Larvae control in Ground nut crop,GR 2
Farmer asked growth problem in Groundnut crop,15  30
basal fertilizer management in groundnut,apply dap 50kg  ac
yellowing leaf control,spray hirakachi powder 100 gm10 gm citric acid
TELL ME INSECT CONTROL IN  GROUNDNUT,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
Farmer asked about yellowing of leaves of groundut,100       10
lat in groundnut,bavistin 250 gram per bhiga
Asked about Urea application in Groundnut at 80 DAS,:  80     : 80
plant protection in moongphali,Dimethoate 30 EC 2 ml  liter pani ka ghol banaker spray kare
asked about leaf minor management in groundnut,:        :  2   1
G NUT variety,western 51  ya bhumugachi lagavd karavi
THIKKA LEAF SPOT DAMAGE,RECOMMENDED TO SPRAY PROFICONAZOL 1 MILLI LITER  LITER WATER
groundnut varieties,groundnut varietiesfule pragati kopergaon 1
TELL ME PEST CONTROL IN GRONDUNT,SPRAY OF MENCOZEB 2 GM PER LITER WATER
Asking about thiruvallur today weather Report,Recommended for thiruvallur today weather Report : very Light Rain fall 01  24 mm
Asking about aphids management in groundnut,:     : 10    4
Asked about Groundnut top dressing application at earthing up,:      :  80    4
asking about Leaf roller in groundnut,recommended for spray neem oil 3mlteepol 1mllit of water
catter piller on ground nut,catter piller on ground nut - Spray Tracer 30 ml  15 lit of water
Farmer asked query on Weather,29        24       5
asked about sucking pest management in sesame,:         :  2  1
root rot,apply saaf 2gm litre water spray
root rot in groundnut,2gram saaf 1gram plantomycin in 1ltr water
ABOUT COLLAR ROT IN GROUNDNUT,USE TRICHODERMA 25 KG MIX WITH FYM 100 KG PER BIGHA
TELL ME CONTROL TARMAIET PEST OF GROUNDNUT,USE-CALORPARIPOS 4LITERHAC
Farmer asked Larvae control information of groundnut crop,40         ppm
GROUNDNUT LEAF CURL,Recommended spray of CONFIDOR  2ml4litre of water                       05
Ask about variety of ground nut,-
farmer asked query on nutrient management in ground nut,-RECOMENDED TO APPLY GYPSUM  200KG PER  ACRE
Asking about Groundnut Seed treatment with bio control agent,:     :      10
APHIDS IN G NUT,RECOMMENDED FOR SPRAY ROGOR 2MLL OF WATER FOR APHIDS IN G NUT
Ask about sucking pests problem in crop,ZC
Farmer asked Flea Beetle problem in groundnut crop,EC
Asked about leaf miner sucking pest management in groundnut,:           :
earwing in groundnut,spray chloropyriphos 2ml in 1ltr water
10 din ke moongphali me kharpatwar,ab koi dawa nahi padegi
Asked about Wilt  Attack in ground nut,:-       - 1      1000
ask for groundnut root problem related information,suggest:spray metalexil m z 3gm10 lit of water
Groundnut-Fertilizers,DAP
FERTILIZER DOSE,GYPSUM 1 BAG PER ACER
WEED MANAGEMENT IN GROUNDNUT,RECOMMENDED HAND WEEDING
Asking about rat management for groundnut field,:        : :                  2    -  95    2   1
late leaf spot in groundnut,spray carbendazim 2gmlit
GROUND NUT PLANTING,4530 CM ROWPLANT :GROUND NUT PLANTING
DISEASE PROBLEM IN PEA NUT,Carbendazim 50 WP  2-3  gram liter pani ka ghol banaker spray kare
Farmer asked query on Weather,BIKANER   KOLAYAT                     37    28      9
WATER MANAGEMENT FOR GROUNDNUT,:-                -                          -                         -
GROUND NUT POD BORER,RECOMMENDED TO MISSILE 90GMACRE
Shoot rot in Groundnut,Recommended to spray Thiophanate Methyl 1gm per litre of water to control shoot rot in Groundnut
Attack of Downy or blight,Spray Bavistane 30 gm15 Liter of Water Carbandazin-Basf
Asked about Root rot management for Groundnut,:        :   25  1
Farmer asked query on Weather,39       11
Asked about SMS Activation,Your Registration process successfully completed
Weed management in ground nut,Weed management in ground nut-Metribuzin 70 wp  250 gm aeha as pre emergenceSencorBayerBarrierDhanukaMetristarSwal for Soybean
ground nut weed management,RECOMMENDED TO SPRAY ALACHLOR 1 LITRE    200 LITRES OF WATER PER ACRE
Ask about Insect Problems,WS
groudnut termites,Apply chlorpyriphos 20 EC or lindane 13 to control termites
Varieties of groundnut,Varieties of groundnut : Kisaan Jawan Smruti Kadir-1 Punjab-1 and m-13
wilt in GNUT,carbendezim 10 gm  pumpdrenching
Asking about Leaf minor management in groundnut,Recommended for spray Triazophos 2 ml  1 lit of water
Tobacco caterpillar in groundnut,recommended for the spray  Dichlorvos 2mllit of water
ask for gnut reaction,gnut reaction urea 100gpump
MOONGPHALI ME KHARPATWAR,KOI DAWAA NAHI PADEGI
groundnut varieties,groundnut varieties -tag 24 daptari tg 26
Information regarding weather in jhajjar,some clouds and no chance of rainfall today
TELL ME STEM ROT CONTROL IN  GROUNDNUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
Insect problem in groundnut,Carbofuran 3 GR 8 kgacre upyog kare
GROUND NUT TABBOCCO CATERPILLAR,RECOMMENDED TO SPRAY NOVALURANINDOXICARB PLITHORA 350 ML PER ACRE
FARMER ASKED ABOUT FERTILIZER SPARY FOR GROUNDNUT,-
TELL ME TREATMENT IN GROUNDNUT,USE TRICHODERMA 25 KG PER 100 KG COW DUNG
ask about subsidy,I suggested contact gram sevak
Ask about weed control information,10 SL
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,3   25-30
Weather report for Erode district,Recommended for weather report tomorrow have moderate rain9mm
SEED TREATMENT OF GROUNDNUT,USE THIRUM 3 GM  KILO SEED
Asking About Weather Forecast,Todays Weather is Partly cloudy Possibility of Rain
KIDA LAG JATA AHIN,NEEM OIL KA PRYOG KAR DE
TELL ME WEATHER REPORT IN JAISALMER,-- 2-3
ROOT BORER IN GROUNDNUT,APPLY CARBOFURAN  10-12 KGACOR
gnut red leaf control,sprey contaf 15 mlpump
weed control in groundnut,advised to take up manual weeding as the crop is at 25 days
ASKED ABOUT INFORMATION GROUNDNUT,Spray Proclaim 5gm15lit of Water
Ask about fungus problem in Rootof groundnut crop,SC
Farmer Asked sucking pests control information of  groundnut,WG      Ulala UPL Panama Swal             40         ppm
TELL ME CONTROL OF WHIE GRUB IN GROUNDNUT,APPLY CHOLOROPYRIPHOS 1 LITAR PAR BIGHA WITH IRRIGATION
Ask about Fungus control in Ground nut crop,WP -
Farmer needs information regarding herbicide in groundnut crop,--         -                       -
Farmer asked fungus control information of  groundnut crop,50             250
GROUND NUT SUCKKING PESTS,RECOMMENDED TO SPRAY ACEPHATE ANTAF ARTIN LUCID   300 GRAMS PER ACRE
TELL ME PEST CONTROL IN GROUNDNUT,INDOXICARB 1 ML LITER SPRAY
TELL ME ROOT ROT CONTROL IN GROUNDNUT,50  250
ground nut Collar rot  Sclerotial blight,spray bavistin  2 gm  liter
Ask about yellowing problem in groundnut,- - 10
GNut plant Protection,Humik Acid 15-20gmPump
groundnut sucking pest,RECOMMENDED TO SPRAY ACEPHATE ANTAF ARTIN LUCID   300 GRAMS PER ACRE
leaf curl,spray confidor 05mlt
groundnut season,groundnut season chithiraipattam April  May
Groundnut in thrips,recommended for spray panjakavya 30 mlliter of water
GROND NUT LEAF EATING CATERPILLAR,RECOMMENDED TO SPRAY SPINOSAD 75 MLL
Brown broad spots on leaf and folded leaves Sever infestation leads to burning,Quinalphos 25 EC -  2 mlLITER OF WATER
ground nut season,recommended to sow december to february
FOR BLOOSMING,Spray Boom Flower 30mlDevicropscience15 Liter Of Water
bihar hairy catterpillar in groundnut,spray chloropyriphos  2mllit
CONTROL OF LEAF EATING CATERPILLAR IN GROUNDNUT,RECOMMENDED FOR SPRAY  CHLORPYRIPHOS 20 EC  25 ML   LIT OF WATER
TELL ME  PEST CONTROL IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
GROUNDNUT LATE BLIGHT CONTROL,RECOMMENDED TO SPRAY CHLOROTHALANIL  400 GRAMS PER ACRE
FRUIT BORER IN GROUND NUT,SPRAY TRIAZOPHOS  2 ML1 LITRE OF WATER FOR FRUIT BORER IN GROUND NUT
rate of gawar,BIKANER GRAIN  GOWAR 4300
foliar spray groundnut,foliar spray groundnut : spraygroundnut rich 25kgac200lit of water
Asked about plant protection in Groundnut,Suggested to spray Imidacloprid  05 mlltr of water
groundnut variety,groundnut variety--tag-24tg-26daftari
Asking about Iron deficiency in Groundnut,:     :   2     2
Asking about weed control for Arugu and korai,:      : :   10   20     2
ALTERNARIA BLIGHT IN GROUNDNUT,ALTERNARIA BLIGHT IN GROUNDNUT- SPRAY MANCOZEB 2GM PER 1 LITRE WATER
TELL ME ABOUT OF BLACK ROOTH IN GROUNDNUT,DUSTING OF CARBENDAZIM 250 GM PER BHIGA
Ask about fungus problem in Root,vigha water treatment  50 WP-
weed control in groundnut,Imazethapyr 10 SL 500 miliacre ki dar se chidcav kare
ask for sucking pest control information,recommanded:dia methote 10 ml 10 lit water
TELL ME NUTRIENT MANGEMENT IN GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
Farmer asked query on Weather,3      26
weedicide in gnut,spraying of pendimethalin 12ltac
Farmer asked query on Weather,3                        35     10
asked groundnut leafcurl,RECOMMENDED TO SPRAY CHLORPYRPHOSKORBAN DURSBAN LETHAL CLASSIC RADAR 500 ML PER ACRE
LATH IN GNIUT,USE CHLOROPYRIFOS 20 EC 4 ML PER LITER WATER IN ROOT ZONE
Farmer asked fungus control information of Groundnut Crop,WP 35
tobacco catter piller ground nut,RECOMMENDED TO SPRAY PROPINOPHOS CURECRON PROFEXDON BOLERO  400 ML PER ACRE
TELL ME CONTROL OF COLLER ROT IN GROUNDNUT,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION
GROUNDNUT LEAF EATING CATERPILLAR MANAGEMENT,40-60
Ask about growth Retardant Application In Ground nut,15
The peanut crop is 60 days old and is in the flowering stage Can we use medicine for weed control,60
Groundnut verity information,Grow DH-86 or Awatar verity of groundnut
Groundnut top fertilizer management,Recommended for apply Gypsum 150kg  acre
Asked about Nitrogen deficiency management in groundnut information,:        :  10      15   2
INFORMATION IN GROUNDNUT,KISAN BHAI AP NPK KA USED KARE
farmer ask about varieties of groundnut,-  -   -   -  - -         -
ASKED ABOUT FUNGAL ATTACK ON GNUT,:-
FARMER ASKED ABOUT FERTILIZER SPRAY FOR GROWTH GROUNDNUT,-
weather information,sunny day no clouds in the sky
fertilizer,NPK 20 all
root rot in groundnut,recommended for soil drenching copper oxychloride 25gmlit of water
varieties of ground nut,-12-24
PEST CONTROL OF GROUNDNUT,SPRAY OF  CARBENDAZIM 12   MANCOZEB 63  WP 2 GRAM PER LIT WATER
Asked about selection of groundnut seed information 1  4-5 month old age seed,:      :
leaf curling in groundnut,spray dimethoate 30  ec  2 ml per litre of water
fertilizers of ground nut,Spray Microlla 30 ml15 Lit of Water
PROBLEM OF YELLOWNG IN GROUNDNUT CROP,USE--HRA KSIS 5GRAMLITERWATER BY  SPRAY
Asked about Groundnut foliar application,:       : TNAU    2   200
ASKED ABOUT TO CONTROL OF DISEASE GROUNDNUT,50  250
TELL ME ABOUT DISEASE CONTROL IN,SPRAY OF COPPER OXICHLORIDE 3 GM PER LITER WATER
asked about groundnut,give detaeild information of groundnut
moongfali me pani kab de,BUBAI KE 15 DIN BAD PANI LAGA SAKTE HAI
TERMITE IN GROUNDNUT,TERMITE IN GROUNDNUT-SOIL APPLICATION OF CARBOFURAN 3G 12KG PER 1 ACRE AREA
wilt attack,gypsum 50 kgacre  bavistine  microlla spray
ground nut seed treatment,STEM NECROSIS AND ROOT GRUB-2 ML IMIDACHLOPRIDCONFIDOR TATAMIDA  VICTOR ATOM   PER KG OF SEED  3 GRAMS OF CARBENDAZIM  BAVISTIN DEROSAL CARBENDAZIM PER KG OF SEED
Farmer asked Heliothis Larvae Problem in crop,40      400
Asking about Weed management for Moringa intercrop with Blackgram and Groundnut,:          :
rat control in groundnut,rat control :bromadayalin or zinc phosphide
leafcurl,kinolphosbavistin
ATTACK OF LEAF EATTING CATTER PILLAR ON GROUNTNUT,SPRAY QUINOLPHOS 20 ML  10 LIT WATER
Asking about Yellowing of groundnut leaf information,:         :
Asking about nutrient management in groundnut,RECOMMENDED TO APPLY GRADE-3  3 GM PER LITER OF WATER
Farmer Asked sucking pests control information of groundnut crop,WG 8
asked about ground nut,varieties - nirmal 4  pusa sadabahar  pusa navabahar pusa mosami
seed rate for groundnut,Recommended for groundnut seed rate at 50 kgac
Asking about ground nut seed germination problem information,Query: Asking about ground nut seed germination problem information Ans: Recommended for contact to nearest agricultural department
fertiliser dose in gr nut,use DAP in groundnut as a fertiliser
ground nut richi detail,spray ground nut richi 2 kg  200 lit of water
best sowing time of groundnut information,best sowing time of groundnut  from september 1 st week to november 2 nd week
iron deficiency in ground nut,1 kg Annabhedhi  200 citric acid per acre
ask control of white graub,SPRAYFORET 3G
asked about red hairy cater piller,recommended thiodicarb 15 gramslit of water
Farmer asked Jassid Problem in GNUT  crop,WG -
Farmer asked query on Weather,-           : 1  : 30  : 3
Farmer asked  white grub control information of Groundnut crop,EC
Farmer asked query on Weather,24     16
TELL ME CONTROL TRMAIET PEST OF GROUNDNUT,USE-CALOROPAIRIPOS 4LITTERHAC
Tobacco caterpillar in ground nut,Recommended for spray profenophos 2 ml  teepol 1 mlliter of water
TELL ME BLIGHT CONTROLE IN GROUNDNUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
BLACKROOT IN GROUNDNUT,BAVISTIN 3OOGRAM PER BHIGA
Ask for the fertilizer in groundnut,Gviving the proper information
Alternaria leaf disease,RIDOMIL 25GM1 LITER OR COPPER OXYCHLORIDE 3GM1 LITER
GRAM CATERPILLAR MANAGEMENT,GRAM CATERPILLAR MANAGEMENT : RECOMMENDED TO SPRAY CHLORANTRANILIPROLE 60 ML200 LITRES OF WATER  ACRE
Asked varieties of Groundnut,varieties of Groundnut TAG-24 Tag-26
Asking about weather information,kisan bhai -apke yeha badel bane rahege aur bunda bandi bhi ho sakti hai
farmer asked about blight attack on groundnut,-           WP
LARVALL PEST IN groundnut,QUINALPHOS 30 LPAMP
termite control,give cloropyriphos 25 litha
ASKING ABOUT PREVENTIVE PLANT PROTECTION FOR GROUNDNUT,SPRAY   ACEPHATE 75 SP  15 GM  2 LIT OF WATER
Asked about Groundnut rich availability,:    :
leaf spot in groundnut,spray mancozeb 2 ml  lit of water
DOSE OF MULTI K IN GROUND NUT,DOSE OF MULTI K IN GROUND NUTSPRAY MULTI K 7 GRAM PER 1 LTR
TELL ME ABOUT SEED TREATMENT OF GROUNDNUT SEED,-- 2
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,25   2
FOR BLOOSMING IN GROUNDNUT,FOR BLOOSMING IN GROUNDNUT -Spray Boom flower 30mlDeviCropscience15 liter of Water
wilting of groundnut,Blue copper -40 gm 15 lit water
TELL ME ABOUT SEED TREETMENT IN GROUNDNUT,2
TELL ME INSECT CONTROL IN GRANDNUT,USE IMIDACHLOPRID 178 SL 1 LITERHACTOR IN ROOT ZONE WITH IRRIGATION
TERMITE CONTROL IN PLOT,TERMITE CONTROL IN PLOT-APPLY CARBOFURAN 3G 10KG PER ACRE
Leaf caterpillar in groundnut,Recommended for spray quinalphos 2 ml  neem oil 3 ml  litre of water
groundnut rich details,explain the details
CATERPILLAR,CATERPILLAR : SPRAY CHLOROPYRIPHOS 20 EC 2ML PER LITRE OF WATER
TELL ME  KATRA CONTROL IN  GROUNDNUT,SPRAY OF QUINOLPHOS 25 EC 2 ML PER LITER WATER
ATTACK OF SUCKING PEST on groundnut,Spray Actra 5 gm    redomil gold  30 ml15 Lit of Water
information regarding seeds rate of mungfali,seeds rate of mungfali : 40-45 kg  acre
TERMITE,CHLOROPYRIPHOS 2MLLTR
TELL ME TERMITE ATTACK IN GROUNDNUT,SPRAY OF FIPROLIN 5  2 LITER PER HA
tikka leaf disese in ground nut,RECOMMENDED TO SPRAY CHLOROTHALANILKAVACH DACONIL BRAVO  400 GRAMS PER ACRE
TELL ME VARIETY OF GROUNDNUT,AK-24JYOTI
pod development,gypsum application
TELL ME ABOUT CONTROL OF INSECT IN COTTON,SPRAY OF IMAMECTIN BENZOATE 1 GM PER 3 LITER WATER
FARMER ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT,--     50  250
ground nut thikka leaf spot damage,recommended to spray copper oxy chloride 3 gram  liter water
Asked about Weed management in Groundnut Fusiflex Herbicide,:     : Fusiflex    :  400
EASKED ABOUT TO  DISEASE CONTROL IN GROUNDNUT,50  250
Asking about Leaf caterpillar management in groundnut,:        :   5   4       5  10
PEST IN GROUNDNUT,DIMETHIOATE 15 ML1 LITER
about  asked weather information,Kisan bhai aapke yanha es hapte 4 augest se 9 augest tak badal bane hai aur halki barish ki sambhwna hai
weeds,spray glicoset 2gl
Asked about Plant Protection  in groundnut,Critical stages of crop growth period for irrigationGerminationFlowering and pod filling stageTotal 12 irrigations are sufficient during Kharif and required 16 inches of water for rabisummer
PLANT PROTECTION,METHYL PARATHION 2ML PER LITER OF WATER
ROOT ROT IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG  PER HA IN ROOT ZONE
Farmer asked weed control in groundnut crop,-- 9  EC    -     -     -
Information regarding weather in sirsa,some clouds and no chance of rainfall today
basal fertilizer management for groundnut,apply DAP 50kgac
FARMER ASKED QUERY ON   groundnut fertilizer schedule management,recommended to apply gypsum 200 kg acre
ROOT ROT MANAAGMENT IN GROUND NUT,RECOMMENDED TO SPRAY CARBANDYZUM 200 GMACRE
Ask for groundnut wilt problem,To drenching blue copper 40 gram per pump
TELL ME CONTROL WEED  AFTHER SOWING TIME IN PEANUT,SPRAY OF PENDIMETHILIN 30 EC 25-3 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
ASK ABOUT SMALL SEED SIZE IN GROUNDNUT,--
verieties,-  -1TAG 24 SB 11
Ask about rodenticide,-    -
ask about wilt in ground nut,I suggested to spray mencozeb 30 gm pump for  wilt in ground nut
ASKING ABOUT RAT CONTROL  IN GROUND NUT,RAT CONTROL -------------    -                      I  -                             I
