QueryText,KccAns
ASKED ABOUT TO DISEASE CONTROL IN GEOUNDNUT,12   63    2
weather information for groundnut crop,There is a possibility of heavy rains in your area this week 21-23 September
TELL ME CONTROL THRIPS IN CHILLI,SPRAY OF MALATHIAN 50 EC 2 ML PER LITER WATER
TELL ME NUTRIENT MANAGEMENT IN WHEAT,SPRAY OF ZINK SULPHATE  5 GRAM UREA 10 GRAM PER LITER WATER
Farmer asked query on Weather,:               :              33     24
Ask about PGR Information in Cotton crop,--
GROUNDNUT WEED MANAGEMENT,1  200
MUNGFALI KO KAB LAGAYA JAAT HAI,MUNGFALI KO JUNE SE LEKAR JULY TAK LAGAYA JAATA HAI
seed treatment of groundnut,20  8
TELL ME INECT CONTROL IN GROUNDNUT,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
information graound nut,moongphali me kharpatwar niyantran ke liey imezithaipar 400mlacre ki dar se prayog kare
Asking about stem rot in Ground nut,Recommended for drench with Pseudomonas fluorescens 5 gram litre of water
Asking about growth regulators for Groundnut,:     : :     2  200
Asking about Kadiri 1812 Groundnut seeds availability contact,:  1812     :
groundnut tikka leaf spot,RECOMMENDED TO SPRAY HEXACONAZOLE  400 ML PER ACRE
Ask about larvae control information in Ground nut crop,EC 30
Farmer asked fungus in root control information in groundnut crop,:
fertilizer,amonium sulphat 15 kg per vigha
Information about Seed Rate in Groundnut,-        40
Asked about plant protection                                                                                                                                                                                                                                           IN GROUND NUT,DRENCH THE CROP WITH CHLOROPYRIPHOS AT THE RATE OF 2ML PER LITRE OF WATER
fertilizer dose,application of urea 1 bag  supar phospet 1 bag  acre
groundnut diseas,spray streptocychline at 05 gram  lit
TELL ME FANGAL DESEASE OF GROUNDNUT,SPRAY OF CARBENDAZIM 250 GRAM PER BHIGA
Farmer asked query on Weather,:   -      : :             38  C    24  C     6
insect of groundnut,Phorate 10 GR 10 kg acre ke hisab se burkav kare
Farmer asked seed treatment of white grub and fungus control in groundnut crop,WG                   Ws
ASKED ABOUT THE DOSE OF PSEUDMONAS FLUORESCENS AND  TRICHODARMA VIRIDE  FOR SPRAY,SPRAY DOSE - PSEUDMONAS FLUORESCENS  5 GM  1 LIT OF WATER AND   TRICHODARMA VIRIDE  5 GM  LIT OF WATER
Asking about leaf curl management in groundnut,:       :      2
WEED CONTROL IN GROUNDNUT,SPRAY TARGA SUPERQuizolofop ethyl 5 ECDHANUKA 2 ML 1 LITER WATER AS TO WEED CONTROL IN GROUNDNUT
Farmer asked weed control in Groundnut crop,--  -                      ww ME  -
ASKED ABOUT TO  DISEASE CONTROL IN PEANUT,50   250
variety of groundnut,variety of groundnut : tag 26  tag 24
GROUND NUT STEM ROT,RECOMMEDED TO SCORE 100MLACRE
GROUNDNUT SUCKING PESTS,GROUNDNUT SUCKING PESTS: RECOMMENDED TO SPRAY IMMIDACHLOPRID 60 ML PER ACRE
Information about weed control in groundnut,-- :
early leaf spot in groundnut,spray mancozeb 2glit
GROUND NUT BLACK SPOTS,SPRAY 30 GRAMS COPPER OXY CHLORIDE 1 GRAM STREPTOCYCLIN PER 10 LITRES
Asked about Groundnut leaf caterpillar  tikka leaf spot management,:          :  - 2     - 1
asking abt the rainfall,i have suggested that there is little rain inthis week
fertilizer,give 25kg gypsum
ask for gnut wilt,suggested carbandanzim 15 gram  pump
FARMER ASKED ABOUT GROUNDNUT POD FORMATION TIME,50 - 80
Asked about groundnut foliar application related information,:       :         2  200
TEL ME TERMITE CONTROL IN GROUND NUT,USE CHLOROPYRIPHOSE 20 EC  1 LITER PER BEEGA
nutrient deficiency,agromin max 1kgacre
weed management,recomended persuit 400mlacre
Ask about variety information in Groundnut crop,-32   -20
Ask about Fertilizer application in ground nut Crop,- ::: -
TELL ME ABOUT TERMITE CONTROL IN GROUNDNUT,SPRAY OF FIPRONIL 5  2 ML PER LITER WATER
Late leaf spot in groundnut,recommended for the spray of bavistin at the rate of 2 gram in 1 litre of water
asked about information groundnut,pashoot  chi favrani 25 dewsani karave
leaf folder,acephate 300grmacre
Farmer asked query on Weather,5          5
TELL ME WHITE GRUB CONTROL IN PEANUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
groundnut root rot management,RECOMMENDED FOR 30 gr COPPOR OXY CHLORIDE AND 1 gr STREPTOCYCLIN  IN 10 ltr of WATER
asking about groundnut season and varieties,recommended for  groundnut season Purattasipattam Sep- Octand varieties TMV 7 VRI 2 VRIGn 6TMVGn 13
Weed management in Groundnut crop,Kisan bhai Nirai Gudai karaye
FARMER ASKING SEED TREATMENT FOR GROUNDNUT,-   -
Information about weed control in groundnut crop,-
Asking about weather forecast,This week -weather is cloudy and Possibility of  light to medium  Rainfall
WEED CONTROL IN GROUNDNUT,SPRAY TARGA SUPERQuizolofop ethyl 5 ECDHANUKA 2 ML 1 LITER WATER TO WEED CONTROL IN GROUNDNUT
TELL ME SOWING TIME GROUNDNUT,SOWING TIME OF GROUNDNUT 1 APRIL TO 15 JUNE
TELL ME CONTROL THRIPS IN GROUNDNUT,SPRAY OF ACETAMIPRID 20 SP 05 GM PER LITER WATER
Asking about Groundnut kadiri1812 variety information,:      :  18 12
NUTRIENT MANAGEMENT IN GROUNDNUT,--APPLY UREA POTASH AND GYPSUM
TELL ME  WHIT  GRAB  GROUNDNUT,USE IMIDACHLOPRID 178 SL 05 ML PER LITER WATER IN ROOT ZONE
TELL ME TERMAIT CONTROL IN GRONUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
ATTACK OF SUCKING PEST,Spray Actra 5 gm15 Lit of Water
FARMER WANT TO HOW KNOW TO CONTROL FUNGAL INFECTION IN groundnut CROP,Recommended for spray  Mencozeb  Carbindazim Saaf or  sixer 30 g pump
Leaf spot control in groundnut,recommended for spray chlorothalanil 2gliter water
CUT WORM IN GROUNDNUT,SPRAY OF ACEPHATE 2 GM PER LITER WATER
GROUNDNUT SUCKING PEST,SPRAY DIMETHIOATE 2MLLT OF WATER
NUTRIENT   MANAGEMENT,recommended to spray planofix 45 ml20 litre
Asking about Prevention of termite damage for groundnut crop,:     :       100
Fertiliser dose of Groundnut,Advice to give 5-7kg amonium sulphate per vigha at 25days of crop
TELL ME CONTROL OF CATTERPILLER IN GROUNDNUT,USE QUINOLPHOS 15 DUST 25 KG PER HA MIX IN SOIL
MOONGPHALI KI PATTI PAR KIDA LAGA HAI,monokrotophos-36sl ka 2ml dawa  liter pani milakar sprey kare
pest,carboryl 2ml
larval pest in GNUT,quinalphos 30 mlpump
ground nut stem rot management,RECOMMENDED TO SPRAY TEBUCONAZOLE GRAMS 200 LITRES OF WATER  ACRE
tell me about pest control in groundnut,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER
FARMER ASKED QUERY ON NUTRIENT  MANAGEMENT IN GROUND NUT,RECOMMENDED TO CALCIUM NITRATE -25 TO 50KGACRE FOR SOIL APPLICATION IN GROUND NUT PEGGING STAGE
APHIDS IN GROUNDNUT,SPRAY OF DIMETHOET 30 EC 1 ML PER LITER WATER
growth factors,apply boron 2 gm 1liter
TELL ME FANGAS OF GROUNDNUT,TRIKODARMA 25 KG  HACTEIR
HAIRY CATERPILLAR IN GNUT,RECOMENDED DOSE OF CHLOROPYRIFOS 2ML1LIT WATER SPRAY
Farmer wants to know information about weed management in Groundnut crop,Amicus UPL 50    800
attack of rust on groundnut,spray saaf 20 gm  15 litter of water for controlling  rust on groundnut
ASKING ABOUT VARIETY OF GROUND NUT,:  -  -    -
ASKING ABOUT CONTROL OF CATTERPILLER IN GROUNDNUT,SPRAY EMAMECTIN BENZOATE 15  FIPRONIL 35 SC  1 ML  LITER OF WATER
seed tratment in groundnut,bavistin3glit
aphids,Spray Confidor super  Confidor 10ml15 Lit of Water
Fertilizer dose for ground nut,Fertilizer dose for ground nut - Advised to apply 60 kg SSP  18 kg MOP  4 kg Boraxacre
Bihari hair caterpillar in Groundnut,Bihari hair caterpillar in Groundnut-Spray quinalphos-2mllit of water
Leaf Spot disease in Groundnut,Recommended to spray Carbendazim-MancozebSaafSixer 2gm per litre of water to control Leaf Spot disease in Groundnut
FARMER ASKED ABOUT YELLOWING OF GROUNDNUT,30   30
Farmer needs information regarding seed rate of groundnut crop,20
TELL ME INSECT CONTROL IN GROUNDNUT,USE QUINOLPHOS 15 DUST 25 KG PER HA MIX IN SOIL
SOWING TIME O F GROUNDNUT,1 MAI TO 15 JUN
PLANT PROTECTION,REGENT 2MLM PER LITER OF WATER
GROUNDNUT PRE EMERGENCE HERBICIDE,24
Asked about plant protection,spray 20 ml Quinolphos 25 EC in a lit water
Fungus in groundnut,Hexaclonozol 25ml per pump
TELL ME WEATHER INFORMATION BARMER,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY
TELL ME WEATHAR INFORMATION,LIGHT RAIN MAY BE NEXT 2-3 DAYS
leaf miner management of Groundnut,Recommended for spray Dimethoate 30 EC 2ml1 litre of water
LEAF SPOT,CHLORTHALONYL 2GMLITRE OR MANCOZEB 2GMLITREDIMETHOATE 15MLLITRE
Asking about tobacco cut worm in Ground nut,:       :
TELL ME YELLOWING IN GROUNDNUT,SPRAY OF FARES SULPHATE 3GM  LIT WATER
Asked about plant protection in groundnut,suggestyed that to spray dimethoate 2ml in one liter of water
WEEDICIDE,ROUND-UP 800ML1ACRE
Asking about nutrient deficiency management in groundnut,:      :     5
ASKED ABOUT WHITE GRUB ATTACK IN GROUNDNUT,FOR WHITE GRUB ATTACK IN GROUNDNUT : Use Thimet 4 kgacrediethyl S- phosphorodithioatemvac
ASKED ABOUT TO INSECT CONTROL IN GROUNDNU,25   4
TELL ME DISEASE CONTROL IN GROUNDNUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
Powdery Mildew Attack,Spray Bavistine 30gm15lit of Water
groundnut top dressing fertiliser management,apply 150 kg gypsum per acre
Ask about Variety of Gram,-5
weed management in groundnut,RECOMMENDED TO SPRAY QUIZALOPOP ETHYLTARGA SUPER 400 ML PER ACRE
ferti lizer recommended in ground nut,recommended to apply 200 kg of zypsum per acre
TELL ME PEST CONTROL IN GROUNDNUT,SPRAY OF PROFENOFOS  CYPERMETHRIN 15 ML PER LITER WATER
Farmer needs information regarding  control of  leaf spot disease in groundnutsoybean,spray recommended dose of daithen M 45  2 GMLITER WATER in ground nut
TELL ME ABOUT SEED TREATMENT,25
ROOT ROT IN GROUNDNUT,SPRAY STREPTOCYCLINE  3GM  COPPER OXYCHLORIDE  35GM  CARBOFURAN 3G  8KGACRE FOR ROOT ROT IN GROUNDNUT
Farmer asked  Fertilizer dose information of Groundnut crop,-    100
Asked about aphids management in groundnut,:      :  2   1
Asking about groundnut top dressing fertilizer management,Recommended for apply gypsum 160kg  Borax 4 kg  acre
FARMER ASK ABOUT FERTILIZER USES,SSPSINGLE SUPER PHOSPHATE 15 KG PER VIGHA IN GROUNDNUT CROP
Pod borer in ground nut,Recommended for spray Chlorantraniliprole 4 ml 10 litre of water
fertilizer application,urea-17kgzipsum 100 kg per acre
TELL ME WEATHER INFORMATION OF BHILAWARA,NO RAINFALL NEXT FIVE DAYS OF BHILAWARA
ATTACK OF APHIDS on groundnut,SPRAY ADMIRE 7 GM 15 liter water BAYER CROP SCIENCE
asked about wild boar management in groundnut field,:      :     2
TELL ME INSECT CONTROL  IN GROUNDNUT,30  2
Asking about caterpillar and Early leaf spot in groundnut,:         : :     2     2
Disease Attack -  Blight,Spray Redomil Gold 30gm15Lit of Water
groundnut root rot control management,3
farmer wants to information of variety of groundnut,variety of groundnut-GG-3jyoti
TELL ME ABOUT INSECT CONTROL IN,75    2
basal fertilizer application for groundnut,recommended for the fertilizers  :  DAP 50 kg gypsum  75 kg acre
Ask about white grub control in Ground nut crop,EC
groundnut seeds,recommended to contact   kvk
TELL ME ABOUT STEM ROT IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
TERMITE ATTACK IN GROUNDNUT,RECOMMENDED APPLY CHLOROPYRIPHOS DUST 7-8KGACRE FOR TERMITE ATTACK IN GROUNDNUT
FUNGICIDES APPLICATION,RECOMMENDED TO SPRAY CHLOROTHALONIL 400 GRAMS  ACRE
Disease Attack,Use Redomil gold 05kgacre
GROUNDNUT GROWTHING,RECOMMENDED TO MULTI K 1KGACRE
Farmer asked Thrips problem in GROUNDNUT crop,SC
PROBLEM OF YELLOWING IN GROUNDNUT CROP,USE--FERAS-SALFETH  5GRAMLITERWTER BY SPRAY
thrips on on ground nut,spray regent  2 mili liter
ask about seed treatment,I suggested chloropyrifos 25 ml for 10 kg seed
Farmer asked Larvae control information of groundnut crop,SG 10
foliar spray for Groundnut,Recommended for spray Groundnut rich 2kgac200 lit of water at the time peak flowering and peg tooth formation
call from delhi,suggested
FARMER ASKED THE CONTROL OF TERMITE  IN GROUNDNUT,178   1
ask gnut intercropping,I suggest green gram blackgram
Farmer asked query on Weather,:          :    -                   37C    27C     5
Asking about Improves pod filling for Groundnut Borox can spray or soil application,:       :  4
tell me weather information,one days raifall
ASKED  ABOUT  TO  IRRIGATION  OF   GROUNDNUT,-                  4
FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY CALCIUM NITRATECN- 1KG ACRE200LITERS OF WATER
asked for water management,Critical stages of crop growth period for irrigationGerminationFlowering and pod filling stageTotal 12 irrigations are sufficient during Kharif and required 16 inches of water for rabisummer
Information about Nutrient management in Groundnut crop,35 kg 10 kg 3 kg
Asking about root rot disease management in groundnut,Recommended for spray Carbendazim 2 g  sticking 05 ml litre of water
asking for how many irrigation applied in gnut during whole season,I suggested to 7 to 8 irrigation is necessary  during whole season
Holes in pod of groundnut,Advised to call after proper diagnosis of the plant
var of gnut,sb 11 tag24
Farmer asked fungus control information of groundnut crop,4    WP -
Asked about amirtha karaisal application method,:    : : 10   1
ask about whitegrub in groundnut,i suggest: apply cloropayriphose 250mlvigha
ASKED ABOUT FERTILIZER DOSE OF GROUNDNUT,FERTILIZER DOSE OF GROUNDNUT - 4 KGN :16 KG P : 16 KG K  ACRE
tobacco caterpillar in Groundnut,Recommended for spray chlorpyriphos 2ml  teepol 1ml  neemoil 3mllit of water
PEST IN GROUNDNUT,DIMETHIOATE 15 ML 1LITER
TELL ME ABOUT TERMITE CONTROL IN  GROUNDUT,178   1
Asking about Leaf spot and Sucking pest control in Groundnut,:         : :      2   2
TELL ME SEED TREATMENT OF GROUND NUT,USE CARBENDAZIM 2 GM PER KG SEED
Asked about foliar application information,:       : 25
Ask about fungus control in ground nut,WP
ask about sowing season,15 January to February
Asking about leaf miner in groundnut,:       :     2
TELL ME WEATHER INFORMATION OF PALI DIST,FIVE DAYS RAINFALL
INFORMATION REGARDING WEATHER FORECASTING,WEATHER IS CLEAR AND NO CHANCE OF RAINFALL TODAY
Ask for groundnut fertilizer information,sugg to potash and salpher fertilizer
tell me weather information,NO  RAIN POSSIBILITY IN NEXT 5 DAYS
groundnut aphid damage,recommended to spray  monochrotophos 16 milli liter water
Neem oil garlic emulsion,spray neem oil garlic emulsion 20 g garlic  20 ml neem oil  5 g  barsoap in a litter of water
groundnut seed buying information,contact bij nighm
weather report,Today  tomorrow rain comes
Asked about Late leaf spot management for Groundnut,:       :  2
asking about leaf spot in groundnut,Recommended for spray mancozeb 2gm  lit
The farmer asked about the groundnut crop,90   3
stem rot control in groundnut,recommended for Spray carbendazim 2 gm lit of water
Farmer asked Larvae control information of,SG 7-8
asking about Thiruvannamalai weather Report,Recommended for Thiruvannamalai Today No Rain Fall 00 mm
Attack of Caterpillar on ground nut,Spray Chloropyriphos 30ml15 Lit of Water
groundnut rats management,recommended to zinc pospide 10gm
Ask about yellowing in groundnut and thrips problem,WG   WS 8
Asked about stem rot management in groundnut crop,:        :      1   20
Asked  about groundnut seed rate,:            : 50
Weather report,Tonight 65 F Partly Cloudy
Attack of White Grub IN GROUNDNUT,-   40
groundnut seed treatment,spray carbondizim 2gmlit of water
ASKING ABOUT THE NUTRIENT MANAGEMENT OF GROUNDNUT,SPRAY GRADE 2    2-3 GMML  LIT OF WATER    BOZNMO
YALLOW  LEAVES IN GROUNDNUT,ZINK SULPHATE 33  4 GRAM  BUJA CHUNA 25 GRAM  LITTER PANI ME SAPRAY
TELL ME CONTROL FUNGAL DISEASE,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
LEAF SPOT IN GROUND NUT,saaf 2 gr lit of water
downy mildew in grape,RECOMMENDED TO SPRAY COPPER OXY CHLORIDE BLITOX 600 GRAMS PER ACRE
Ask about variety of groundnut crop,:   -     A       -
asking about leaf folder management in groundnut,Recommended for spray chloripyriphos 2 ml  litre of water
ASKED ABOUT TO NUTRIENT MANAGEMENT IN GROUNDNUT,--   4
ROOT PROBLEM OF GROUNDNUT,USE CARBENDAZIM 250 GM BHEEGA IN ROOT ZONE WITH IRRIGATION
TELL ME DISEASE CONTROL IN  GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
how to control of termed in ground nut crop,use cloropyrifos 400mlacre
GROUNDNUT SEED TREATMENT  INFORMATION,SEED TRATMENT WITH THIRAM AND CAPTAN
Asked about groundnut leaf feeder management,:      :  2      1
ask about larvae problem in groundnut crop,GR                 SC 7-8
Asking about Root rot in groundnut,:     :  1
ground nut root rot management,RECOMMENDED  TO DRENCH  COPPOR OXY CHLORIDE  3 GM  LIT OF WATER
ask for groundnut molo,sugg to monocrotophos 10 ml  10 lit water
Asked about white grub management for groundnut,:     :     2
farmer asked query about is gypsum can be mixed with blitox,recommended to spray gypsum separately gypsum should not mix with blitox
FERT DOSE FOR GROUNDNUT,APPLY 65 KG SUFLA  65 KG SUPER PHOSPHATE PER ACRE
Ask about  The message you sent does not reach my mobile,SC
Farmer asked pink ball warm control information of cotton crop,-       EC 30
groundnut leaf miner,spray Quinalphos 2 ml  lit
bio fertilizer ki jankari chahiy,bga azolarhizobium psb
Asking about Early leaf spot in groundnut,:       : :          2
aphids,acatra
TELL ME SEED TRITMENT OF GROUNDNUT,USE CARBENDAZIM 2 GM PER KG SEED
Groundnut Leaf eating caterpillar,RECOMMENDED TO SPRAY CHLORPYRPHOSKORBAN DURSBAN LETHAL CLASSIC RADAR 500 ML PER ACRE
TELL ME INSECT CONTROL IN GROUNDNUT,SPRAY OF ACEPHATE 2 GM PER LITER WATER
FARMER ASKED QUERY ON DOSAGE OF DHANZYME GOLD IN GROUNDNUT,RECOMMENDED DOSAQGE OF DUNZYME GOLD IN GROUNDNUT  200 ML PER ACRE
IMPROVED VERITIES OF GROUNDNUT,IMPROVED VERITIES OF GROUNDNUT PB MUNGFALI NO 1MH-4
Asked about nutrient management in  Groundnut,Suggested to spray Samrudhi - 2 ml per litre of water
GROUND NUT POD BORER,SPINOSAD 75 MLACRE SPRINTER  TRACER
Asking About Weather Forecast,This week weather is Partly cloudy and no Possibility of Rainfall
information of seed registration,please contact krishi raksha ikai
white grub control in groundnut crop,you can apply phoret 3-4 kg acre use for white grub control in groundnut crop
ASKED ABOUT ATTACK OF BLIGHT ON GROUNDNUT,Spray Actra 5 gm   Bavistane 30 gm15 Liter of WaterCarbandazin-Basf
The Groundnut which is 1 month old crop the green larvae like insects eating the leaf portion,This is due to leaf eating caterpillarSuggested him to spray  chloropyriphos  2 ml ltwater
helicoverpa damage in gnut,RECOMMENDED TO SPRAY CHLOFENPYRPHOS  INTRAPRID LEPIDO 300 ML PER ACRE
Ask about Anti-biotic and anti-fungal,2    40
DIMAK LAG JATA HAI,CHLORPYRIPHOS30 MLKG SEED TREATMENT KAREN
ground nut root rot management,recommended to spray mancozeb 3gm  lit of water
caterpillar,spinosad 2 mllitre
Asking about leaf roller in groundnut,Recommended for spray fipronil 2 mllit
FARMER ASKED QUERY ON COMPATIBILITY OF PESTICIDESFUNGICIDES AND NUTRIENTS,FOR GOOD RESULTS RECOMMENDED TO SPRAY SAPERATLY
Ground nut pre emergence herbicide,Recommended for Ground nut pre emergence spray Fluchloralin 800 mlac
caterpiller attack on groundnut,Spray Roger 30 ml15 Liter of WaterDimethoate-Cheminova
GRAM CATERPILLAR MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITRES OF WATER  ACRE
TELL ME PEAST CONTROL IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
TELL ME FOR CONTROL OF TERMITE IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION
Asked about disease prevention management in groundnut,:     :        20
Farmers query about nutrient management in Groundnut,: :  0 :52 :34             -         I
Ask about fungus Control in Groundnut,EC -
asked for the irrigation schedule after germination,20 days agter germoination
ask for redmite in gnut,I suggested dia methote 10 ml 10 lit water
stored pests,malathion 1 ml l
Farmer asked query on Weather,6
ask about fertilizer dose in groundnut,BASAL DOSE - AMMONIUM SULPHATE  80KG  SSP 150KG
ASKING ABOUT NUTRIENT MANAGEMENT IN GROUNDUT,SUGGESTED TO APPLY 10 KG UREA 20 KGS OF DAP AND POTASH PER ACRE
SEED TREATMENT TO GROUNDNUT,-                                  - -  -      -    -  -  -     -
Top dressing fertilizer application in Groundnut,Recommended for apply Urea - 7 kg  Potash - 16 kg  Neem cake - 10 kg acre
groundnut caterpillar control,spray quinalphos 20 mlpump
moongfali ke paudhey such rhe hai,carbandazim  mancozeb  400 gramacre ka spray kare
1 LITRE,1 LITRE
TELL ME ABOUT INSECT CONTROL INFORMATION,USE CHLOROPYRIFOS 20 EC 4 ML PER KG SEED FOR SEED TREATMENT IN GROUNDNUT
Weather information,There is a possibility of drowsiness this week in your area till 5th july
FARMER ASKED ABOUT FERTILIZER SPRAY FOR GROWTH OF GROUNDNUT CROP,-    -
groundnut leaf spot management,recommended to spray saaf 2 gram  liter water
ATTACK OF APHIDS ON GROUNDNUT,15
Ask about Fertilizer dose of Groundnut crop,- ::: -    90
what is the dose of 4 APPLICATION OF MICRONUTRIENTS,ix 125 kgha of micronutrient mixture developed by Department of Agriculture with enough dry sand to make a total quantity of 50 kgha
ASKED ABOUT TO DISEASE CONTROL IN GROOUDNUT CROP,2
Aphids:Due to sucking the sap curling of leaves and development of sooty mold,Spray Dimethoate 30 EC  17 mllit water
TELL  ME WHITE  GRUB  CONTROL IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
ASK ABOUT EFFECT OF CHEMICAL IN RAINY SESON,KISAN CALL SENTER
ask for caterpillar attak in Groundnut,I suggested spray Quinalphos 20mlPump
leaf miner damage in groundnut,recommended to spray chloropyriphas 500 milliacre
TELL ME ABOUT WEATHER INFORMATION,RAINFALL MAY BE ON 789 AUGUST  IN YOUR DIST
Ask about fertilizer dose in Groundnut crop,150     15
root rot management in groundnut,Recommended for soil drenching copper oxy chloride 25 g  lit of water
GROUND NUT VARITIES,GROUND NUT VARITIES  KADIRI 5  KADIRI 6  KADIRI 7  VEMANA  ANATHAYA
Asking about season for groundnut,recommended season for groundnut is june-july
terimte control in groundnut,kisan bhai aap mungfali me Chlorpyriphos 20 EC 1 literacre ki dar se sichai ke piani ke sath prayog kare
ask abt groundnut in variety,Gujarat groundnut -20
FARMER ASKED QUERY ON GROUNDNUT BORER MANAGEMENT,90    150
FARMER ASKED ABOUT FERTILIZER DOSE FOR GROUNDNUT,- :: -     -     -
ASKED  ABOUT DISEASE CONTROL IN GROUNDNUT,5    2
manure in paddy,micronutrients10
TELL ME ABOUT INSECT CONTROL IN GROUND NUT,5  1
MUGFALI KI JANKARI,KISAN BHAI-CHITRA  KAUSAL  PRAKAS MUGFALI KI  PRAJATI HAI
groundnut nutrient management,RECOMMENDED TO SPRAY POTASSIUM NITRATE  5 GRAMS1 LITRE OF WATER
asking about groundnut root rot management,recommended for trichoderma viride 1 kg mixed with 20 kg of FYM
TELL ME CONTROL OF YELLOWING IN GROUNDNUT,SPRAY OF ZINK SULPHATE  5 GRAM UREA 10 GRAM PER LITER WATER
TELL ME CONTROL   WHITE GRUB IN GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
Information about Cartop Hydrochloride 4G Use in Groundnut  Green Gram Crop,4 G  8-10
Weed control in groundnut,Alachlor ka prayog kare
Farmer asked termitewhite grub control information of Groundnut  crop,2   300
ASK ABOUT VARIETY OF GROUND NUT,SUGGESTED TO Erect: GG-24567
GROUNDNUT WEED MANAGEMENT -,no weedicide recommended to spray in this crop stage
WEATHER REPORT BATAO,KISAN BHAI IS MONTH ME VARSHA KI KOI sambhavna HAI
insect control in groundnut,spray imidachloprid 178sl  1mllit of water
Asked about leaf caterpillar  rust management for Groundnut,:       :     2   2
leaf eating caterpillar,monocrotophos 2mlltr
INSECT CONTROL IN GUAR,ACIPHET 2 GRAMLITER WATER SPRAY
root rot of gr nut,blue coppar 30ml15 Lit of Water Drenching
seed treatment in groundnut,seed treatment in groundnut -agalal 2 gramkilo seed
ABOUT THE GROUNDNUT TOBACCO CATERPILLER MANAGEMENT,RECOMMENDED TO SPRAY EMAMACTIN BENZOATE 100 GRAMS PER ACRE
Farmer asked query on Weather,33        13
FARMER ASKED ABOUT TO WEED CONTROL IN GROUNDNUT,30     25
Ask about fungus problem in Root,WP 3
Farmer wants to know information about how to control of root insect in groundnut crop,G
TELL ME ZIPSUM QUTITY IN GROUNDNUT,250KG PER HAC
tikka disease of groundnut,mencojeb 2 gm per liter water ka spray
Farmer wants to know about Post emergence Weed Management in Groundnut,48
Asking about fertiliser in groundnut in split,No recommendation of fertiliser in split
Ask about weed control in Groundnut crop,MW  60
TELL ME CONTROL WHITE GRAB IN GROUNDNUT,SPRAY OF FIPRONIL 5  2 ML PER LITER WATER
groundnut nutrient mgt,foliar spray with grountnut rich 22kgac in 200 lit of water
wielt of ground nut,karbandazim 250 g per bhiga after sowing time
FARMER ASKED ABOUT ATTACK OF LEAF EATING CATERPILLAR ON GROUNDNUT,-  -     - 30          SG
TELL ME SEED TREATMNET IN GROUNDNUT,USE CARBENDAZIM 2 GM PER KG SEED FOR SEED TREATMNET IN GROUNDNUT
Asking about groundnut top dressing bio-fertilizer management,recommended for apply azospirillam 1 kg Phosphobacteria 1kg mixing FYM acre
Asked about second weeding in groundnut,:       : 45
Asked about Leaf miner and Leaf blight management for Groundnut Corogen can be spray,:            :  15   2  1
asking about Stem rot in gronudnut,Recommended for soil drench Carbendazim 2gram1 liter of water
season,15 jan - 15 feb
Asking about top fertilizer management for groundnut40-45,:    : :   150  4
Information about fertilizer management in groundnut,18    500ml
SUCKING PEST ATTACK,Spray Actra 5 Gm15 Liter Of WaterThiomithoxom 25-Syngenta
FERTILIZER DOSE GROUNDNUT,FERTILIZER DOSE GROUNDNUT-50 SSP KGYEKAR
Weed management in groundnut,To control the weed crop in groundnut crop you should weeding
Nutrient management in Groundnut,Nutrient management in Groundnut: Advised to spray Calcium and Sulphur mixed micronutrient
Farmer asked Semilooper Problem in crop,GR
Groundnut bud borer,Recommended for spray Thiochloprid 1 ml  Teepol 05 mlliter of water
Information regarding how to control root borer in groundnut crop,broadcast carbofuran  10 kg mixed in 20 kg urea acre
Plant Growth Promoter in Groundnut Crop,8  10
Groundnut top dressing fertilizer management,recommended Apply gypsum 80 kg  ac
FARMER ASKED QUERY on  weather report,THERE IS A DRY WEATHER IN YOUR AREA
groundnut crown rot management,groundnut crown rot management : RECOMMENDED TO SPRAY COPPER OXY CHLORIDE  600 GRAMS PER ACRE
Weed control in groundnut,Quizolofop ethyl 5 EC 400mlacre ka prayog kare
