QueryText,KccAns
ask for trips control information,suggest:fipronil 25 mlpump sprey
Farmer asked fungus in root Organic control information of cotton crop,:
VARIETIES FOR  GNUT  ---,VARIETIES FOR  GNUT  --- TAG-24TAG-26
Asking about weather forecast,This week weather is cloudy  NO CHANCES OF RAINFALL
SUCKING PEST MANAGEMENT IN GROUND NUT,RECOMMENDED TO SPRAY DIMETHOATE ROGORE 2 ML1 LTR OF WATER 400 MLACRE
piliya rog in groundnut,5 gram feresh salphate par bigha use in groundnut
APHID IN GROUNDNUT,APHID IN GROUNDNUT  SPRAY DIMETHOATE  ROGAR  - 2ML1LITRE OF WATER
Farmer asked Aphid problem in crop,WG 12
Asking about top fertilizer management for groundnutRecommended for apply urea 6 kg  potash 12 kg ac on 25th day after sowing,:     : :  6    12    25
FARMER ASKING ABOUT FERTILIZER  DOSE FOR GNUT,:
weed management on groundnut,weed management on groundnut  - PARSUIT SPRAY
Farmer asked fungus in root control information of  cotton crop,WP                    WP
Asked about plant protection in  groundnut,suggested that to spray mancozeb 2 gram in one liter of water
ASKED ABOUT VARITIES OF GROUNDNUT,- -            -    -
g nut,g nut spray mancozeb or bavistin
zn deficiency in groundnut,znso4400gacre
Attack of Caterpillar on groundnut,Caterpillar on groundnut -Spray Chloropyriphos 30ml15 Liter of Water
TELL ME NUTRIENT DEFICIENCY IN GROUNDNUT,SPRAY OF MULTIPLAX MICRONUTRIENT 4 ML PER LITER WATER
Ask about Fertilizer application in Ground nut,-37-
Ask about crop variety information,T-9 Zandelwal TPU4
Asking about Rust  Stem root disease management in groundnut crop,:         :    2     1
Farmer asked query on Weather,2                       4     5
Asking about groundnut top dressing fertilizer application at earthing up,:      :  80    4
Groundnut Thrips and leaf Webber control,Recommended for spray imidacloprid 3g  10 lit of water
TELL ME ABOUT WEATHER INFORMATION,TELL ME ABOUT WEATHER INFORMATION  RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY
ask about sucking pest in coton,Traizophos 10 ml  10 lit water
Farmer asked query on Weather,4         ASKED ABOUT TO NUTRIENT MANAGEMENT
ASKING ABOUT GROUNDNUT APHIDS MANAGEMENT,GROUNDNUT APHIDS MANAGEMENT  SPRAY CHLOROPYRIPHOS 2MLL OF WATER
LEAF CURLING IN GROUNDNUT,SPRAY DIMETHOATE 30 ECROGOR 2 ML PER 1 LITRE WATER TO CONTROL VECTORS OF LEAF CURLING IN GROUNDNUT
TELL ME LOW GROWTH OF GROUNDNUT,8 KG UREA  4 KG ZINK SULPHATE PER BIGHA WITH IRRIGATION
asked about seed emerging complaint,contact to talika krishi adhikari
fertilizers in ground nut,growthing in  ground nut  multi k 1kgacre
TELL SUCKING PEST AND FUNGAS CONTROL IN MOONG,SPRAY OF ACEPHATE 75 SP 2 GMMENCOZEB 2 GM PER LITER WATER
sowing time of groundnut,june to july
GROUNDNUT LEAF HOPPER MANAGEMENT,GROUNDNUT LEAF HOPPER MANAGEMENTRECOMMENDED TO SPRAY THIAMETHOXAM 03 GRAMS  LITRES OF WATER
TELL ME FERTILIZERIN GT NUT,SOWING IN SSP 20 KG  ZINK SALPHET 2KG  BEGHA  FERTILIZERIN GT NUT
Pest control in Groundnut crop,Carbofuran 3 GR 8 kilogramacre khet me dalva kar sinchaai karaye
GROUNDNUT POD BORER CONTROL,RECOMMENDED TO SPRAY SPINOSAD 75 ML200 LITERS OF WATER  ACRE
asking about weather information,clear weather with cloudy condition till 2 april
ASKING ABOUT DEVELOPMENT IN GROUNDNUT,NOT TO BE PRACTICE
asking about leaf minor  leaf spot in groundnut,recommended for spray profenophos 1mlcarbendazim 1gmlit
Farmer asked query on Weather,37       10
root rot control in groundnut crop,you can spray aliet 15 gram pamp water use for root rot control in groundnut crop
Groundnut Leaf Eating Caterpillar,RECOMMENDED TO SPRAY QUINOLPHOSEKALUX FLASH DHANULUXQUINGUARD 400 ML PER ACRE
Ask about general information,suggested:All information is provided  Thanks for calling kisan call center
TELL ME ABOUT WEED CONTROL IN GROUNDNUT,-- 30  25-3
Farmer asked query on Weather,:   -       : :              34  C    24  C     6
PILIYA ROG IN GROUND,FERESH SULPHAT IN 5 GRAMPER LITER WATER SPREY
CONTROL ROOROT IN GROUNDNUT,CARBENDAZIM 300 GRAMBIGHA BEFOR IRRIGATION
Ask about variety of groundnut,:  -    -A    -   - -
asked about groundnut,give 5 kg sulpher acre
Asking about caterpillar and aphid management in groundnut,Recommended for spray Fipronil 15 ml  1 litre of water
weather information,baadal hai halki bunda baandi ki sambhavna hai
Farmer asked fungus control information of Ground nut,EC -
fertilizer,yuriya 30kiloekar
Groundnut top dressing fertilizer management,Recommended for apply Urea 11 kg potash 6 kg ac
Groundnut plant protection,Imidachloropid confidor  5mlpump
Leaf folder in groundnut,Recommended for spray profenophos 2ml  teepol 1ml  neemoil 3mllit of water
TELL  ME CONTROL JASSID IN GROUNDNUT,SPRAY EMIDACHLPRIDE 40 M L 100 LTR WATER ACRE
Farmer want to know information about How to control of White Grub  attack in  Ground Nut crop,20   40
groundnut seeds,groundnut seeds 125kghac
TELL ME SEED TREATMENT OF GROUNDNUT,CARBENDAZIM 2GM PER KG SEED CHILOROPYRIPOS 20EC 20ML PER  KG SEED TREAMENT OF GROUNDNUT SEED
DOSE,I
TELL ME WEATHER INFORMATION OF NAGAUR,RAINFALL 50 MM NEXT FIVE DAYS
Fertilizer dose,Apply urea 2 bag  ssp 1 bag per acre
ground nut me deemak lagi hai,chloroparipos 125li acre ka spray kare
BLIGHT ATTACK,Spray Antracol 30 gm15 Liter of Water Propineb BAYER CROP SCIENCE
RUST IN GROUNDNUT,RUST IN GROUNDNUT- RECOMMENDED TO SPRAY CHLOROTHALONIL KABACHA- 2G PER LITER WATER
Asking about Groundnut leaf miner  aphids management,:       :  - 15
TO CONTROL ATTACK OF LEAF ROLLING CATYERPILLAR ON GROUNDNUT CROP,SPRAY CHLOROPYRIPHOS 25 ML IN 10 LTR OF WATER TO CONTROL ATTACK OF LEAF ROLLING CATYERPILLAR ON GROUNDNUT CROP
WEATHER,Partly cloudy and no possibility of rain
gram pod borer in groundnut,Recommended for spray quinalphos 2mllitre of water
Give information about termite insect problem in Groundnut crops,Fipronil 03  GR  8-10 kg
disease,confidor 05 ml 1liter
Groundnut thresher availability,recommended for contact to agriculture engineering department in district level
WEATHER INFORMATION,kisan bhai apke yaha badal bane rahege or bunda baandi bhi ho sakti hai
GROUNDNUT TOBACCO CATERPILLER MANAGEMENT,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITRES OF WATER  ACRE
tikka leaf spot,recommended saff 2gliter
semilooper control on groundnut crop,you can spray profex super 40 mili pamp water use for semilooper control
ask for fungus problem,hexakonazol 30 gm per pump and to sprey
g nut leaf folder,CHLORPYRPHOSKORBAN DURSBAN LETHAL CLASSIC RADAR 500 ML PER ACRE
TELL ME  WEATHAR INFORMATION,RAIN FALL IN 5 DAY IN THIEAS AREA
asking about Thrips in Groundnut,Recommended for spray Fipronil 15 ml litre of water
Post emergence Weed management in Ground nut,Advised to spray IMAZETHAPYR 10 SL  2 ml1 liter water to control Post emergence Weed management in Ground nut
TELL ME FERTLIZAR  PEA NUT,SSP FERTLIZAR  PEA NUT  350 KG PER  HEAT
Farmer asked  white grub Problem in gnut  crop,GR
SOWING TIME OF GROUNDNUT,SOWING TIME OF GROUNDNUT JUN KA FRIST AND SECOND WEEK
TELL ME ABOUT FUNGAL CONTROL IN GROUNDNUT,DRENCHING OF HEXACONAZOLE  2 ML PER LITER WATER IN ROOT ZONE
tobacco leaf eating caterpillar infestyation in gnut,SPINOSAD 75 MLACRE SPRINTER  TRACER
TELL ME CONTROL PILIYA ROG IN GROUNDNUT,5     1
ASKED ABOUT ZYPSUM DOSAGE IN GROUNDNUT,SUGGESTED 200 KILOS ZYPSUM PER ACRE at the time of flowering
Attack of White Grub,Drenching of Chloropyriphos 40 ml  15 lit of water
TELL ME TRMIT CONTROL IN,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
TELL ME BLACK ROOT CONTROL IN GROUNDNUT,BLACK ROOT CONTROL IN GROUNDNUT TRIGODRMA 25 KG PER HA 100 KG FYM
powdery mildew,spary wettable sulphur 2gmlt
Pls tell me leaf eating caterpillar in Ground nut,50  2
groundnot weedicide application,alachlor 33ml in 1 liter water
asked about tomato fertilizer doses,phorate-10 kgacre
MOONG PHALI KI PATTIA PEELE PAD RAHI HAI,SPRAY MENCOZEB 75  400 GM  ACRE
Farmer asked Sucking pests and Larvae problem in Groundnut crop,25- 40
Ask about fungus Control in Groundnut,SC
ask about fertilizer,ammonium sulphate 20-25kgpump
ASKED ABOUT VARIETIES OF GROUNDNUT,- -            -    -  :   -
foliar spray in groundnut,Recommended for spray zinc sulphate 5 glit
GROUND NUT VARIETIES,RECOMMENDED TO SOW GROUND NUT VARIETIES  KADIRI  5 6  9 ABAYA SUITABLE FOR KHARIF SEASON
blight attack on groundnut,Spray Regent 30 ml 15 liter waterFipronil 5 SC-Bayer
Asking about Tobacco caterpillar control in Groundnut,:     : 50  - 2
groundnut aphid management,recommended for groundnut aphid management Spray imidaclopride 04 mllit
fertilizer for g nut,urea 215 kgekar dyave
VARIETIES OF GROUNDNUT,Punjab Mungfali No- 1  M-45  M-13
ASK ABOUT WEED MANAGEMENT IN GROUNDNUT,60        Shaked
ask for yellow leaf in gnut,suggest:blue copper 40 gmhumic acide 20 mlpump
FARMER ASKED QUERY ON FERTILIZER MANAGEMENT IN GROUNDNUT,RECOMMENDED TO APPLY UREA 8 KGSACRE
TELL ME ABOUT SEED TREATMENT OF GROUNDNUT  IN,USE CHLOROPYRIFOS 20 EC 4 ML PER KG SEED FOR SEED TREATMENT IN GROUNDNUT
asking abt the control of yellowishness in gnut,suggested to spray hirakasi  citric acid
Asking about top dressing for groundnut,recommended for apply Gypsum 100kgborax 4kgMN nutrient 5kgac
For better yield in Groundnut,Recommended to spray Fantac Plus 1ml in 2litres of water at beginning of floweringpegging for better yield in Groundnut
sowing time of ground nut,sowing time of ground nut in kharif-june -july
leaf burn,mancozeb 3gl of water spray
how to control aphids in groundnut crop,Recommended for Spray Dimethoate 30EC Rogar 40 ml per pump
asking about control of stem rot in melon,SPRAY AZOXYSTROBIN 23 SC  1 ML   LIT OF WATER
FARMER ASKED QUERY ON ROOT ROT MANAGEMENT IN GROUNDNUT,---RECOMMENDED TO DRENCH COPPER OXYCHLORIDE  BLITOX 3 GRAMS  1 LITRE OF WATER    3
ASKED ABOUT SUCKING PEST ATTACK ON GROUNDNUT,- 10  30
ASKING FOR BROWN LEAF IN GROUND NUT,RECOMMENDED FOR SPRAY CLOTHALONIL  2GMLIT OF WATER
ROOT ROT DISEASES IN GROUNDNUT,RECOMMENDED TO SPRAY SAAF 2 GM LIT WATER FOR CONTROL OF ROOT ROT DISEASES IN GROUNDNUT
Asked about Groundnut Leaf caterpillar management,:     :   1    1
Asking about Trichoderma viride application in crop,:     :   1      20
asking about control of leaf caterpillar in ground nut,SPRAY   CHLORPYRIPHOS 20 EC  25 ML   LIT OF WATER
WATER MANAGEMENT APPLICATION,YOU CAN APPLY WATER IN SUMMER 8 TO 10 DAYS INTERVAL AS PER DEPEND ON SOIL
mausam ki janari leni  hai,badal rahege barsa ki sambhavna  nahi  hai
Asked about Nutrient management in groundnut,suggested to give gypsum100kgacre
tikka rog ki samsya hai,Hexaconazole 5 EC ka spray kara de
TELL ME INSECT CONTROL IN GROUNDNUT,SPRAY OF DIMETHIOATE 30 EC 2MLLITER WATER
TELL ME CONTROL WHITE GRAB IN GRONDNUT,3   25-30
leaf spot in ground nut,recommended spray of contaf 2 ml litre in groundnut
Ground nut Earthing up management,Recommended for Earthing up provides medium for the peg development Use the improved hoe with long handle which can be worked more efficiently in a standing positionDo not disturb the soil after 45th day of sowing as it will affect pod formation adversely
ground nut leaf spots,RECOMMENDED TO SPRAY HEXACONAZOLECONTAF ANVIL  400 ML PER ACRE
termite problem in groundnut,chloropyriphose 125 lacre spray
Asking about Leaf roller management in Groundnut,Recommended to spray Profenophos 2 ml  liter of water
GROUNDNUT BIHAR HAIRY CATERPILLER CONTROL,RECOMMENDED SPRAY SPINOSAD 75 MLACRE SPRINTER  TRACER
Asked about stem rot management in Groundnut,:      :    1    20
FARMER ASKED ABOUT WATER MANAGEMENT IN GROUNDNUT CROP,-   -          -                          -                          -
asked about leaf blight and caterpillar management in groundnut,:             :   2   2  1
Ground nut basal dressing fertilizer application,Recommended for apply 50 DAP 75 kg Gypsum  acre
Asked about plant protection in groundnut,--Suggested to spray carbendazim 1 gmlit of water
tell me about termed control in ground nut,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
Farmer asked query on Weather,DRY WEATHER NO CHANCE OF RAIN FALL IN YOUR AREA
Farmer asked  Fertilizer dose information of Soyabean crop,-
Farmer needs information regarding control measures of soil insect in Groundnut crop,50   20
asked about Attack of White Grub in groundnut,Use Thimate 5 kg  acre
Asking about aphids  leaf minor management in groundnut,:       : :     2   1
ask for fungus problem,suggest : bavistin 30 gmpump dranching
weed management in gnut,weed management in gnut - spray imazethapyr
Asking about fertilizer MN management in groundnut,:     :       5   20
ROOT ROT IN GROUNDNUT,ROOT ROT IN GROUNDNUT- SPRAY SAAF 2GM PER LITRE WATER
FARMER ASKED QUERY ON WEEDICIDE EFFECT,RECOMMENDED THAT  THEY IS NO EFFECT IF RAIN FALLS AFTER 4 TO 5 HRS SPRAYING ON GROUNDNUT
Varieties of Groundnut,SB-11 TG-37
Asking about leaf roller management in groundnut,:        :  2
asked about nutrient management in groundnut,:      :    2  200    1
Farmer ask about control of sucking pest in groundnut crop,EC -
fertilizer for groundnut:,zink sulfet 25 kg
ask for the larva in gn,provided all the information
COLLAR ROT IN GROUNDNUT,SPRAY COPPER OXYCHLORIDE 3 GRAM IN 1 LITRE WATER FOR COLLAR ROT IN GROUNDNUT
Attack of Caterpillar,Spray Profex super 30ml15 liter of waterProfenofos Cypermethrin
GROUND NUT TIKKA LEAF SPOT,RECOMMENEDED TO TILT 400MLACRE
groundnut water mgt,At flowering give two irrigations
TELL ME CONTROL OF COLAR ROT IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG HA IN ROOT ZONE WITH IRRIGATION
Farmer asked seed treatment of fungus problem in groundnut crop  Farmer asked seed treatment of white grub control in groundnut crop,WDG -              WG
asking about groundnut Gram pod borer,recommended for spray azadiractin -3 ml  teepol - 1ml lit of waetr
TERMITE CONTROL IN GROUNDNUT,USE  FIPRONIL 5  2 LITER PER HA WITH IRRIGATION FOR TERMITE CONTROL
FARMER ASKED QUERY ON    GROUNDNUT ROOT ROT MANAGEMENT,RECOMMENDED TO DRENCH COPPER OXY CHLORIDE  3 GRAMS  1 LITRE OF WATER    3
CONTROL ROOT ROT IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
Farmer asked query on Weather,-                26    10      8
FERTILIZERS,app gypsum 15 bagacre
weed management in ground nut,weed management in ground nut :not recommended
GROUND NUT LEAF EATING CATERPILLAR MANAGEMENT,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITRES OF WATER  ACRE
TELL ME ROOT ROT OF GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
catterpiller attack,spray profex supar 30 ml  15 liter of water for controlling caterpillar on tur
ask about fungicide in gnut,suggested mencozeb 40 grampump
DISEASE CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE
Early leaf spot in groundnut,spray mancozeb 2 gmlitre
Asked about Groundnut top dressing fertilizer management 25th DAS,:   25   :  - 6    - 12
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,90   25 KGHA
TELL ME WEATHAR INFORMATION,RAIN FALL IN  DAY IN THIEAS AREA
pest problem of groundnut,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
fungal infection,fungal infection-apply saaf 2gram in 1lit water
TELL ME CATERPILLAR CONTROL IN GROUNDNUT,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
GROUNDNUT WEED MANAGEMENT 60 DAYS,RECOMMENDED TO HAND WEEDING IS THE BEST METHOD
CERCASPORA LEAF SPOT IN GROUNDNUT,CERCASPORA LEAF SPOT IN GROUNDNUT- RECOMMENDED TO SPRAY COPPER OXYCHLORIDE BLITOX 50-2G PER LITER WATER
TERMITE PROBLEM IN GROUND NUT,TERMITE PROBLEM IN GROUND NUT  SPRAY CHLORPYRIPHOS 2ML1 LITRE OF WATER
FARMER  ASKED ABOUT ATTACK OF CATTERPILLAR ON GROUNDNUT,-    5  SG 07 15
Ask about red leaf problem in DANGAR,Suggested: Magnesium sulphate 100 gmpump spray
early leaf blight in ground,recommended for spray carbendazim 2gmlit of watrer
TELL ME ABOUT THE ROOT ROT CONTROL OF GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
TEEL ME BLACK ROOT CONTROL,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
moongfali me khr hua hai,atrazin 15 kg  hac
GROUNDUT PEANUT BUD NECROSIS VIRUS DAMAGE,RECOMMENDED TO SPRAY MONOCHROTOPHOS  16 MILLI LITER  LITER WATER
Information about land purification,2  60
Fertilizer overdose in groundnut,Recommended for water stagnation and drain the water
groundnut caterpillar control management,90    200
Moongfali mai rog laga hai,Fosteyl-al 3gmliter ka spray
Farmer asked Jassid Problem in crop  ground nut,50 SC
TELL ME SEED TREATMENT IN GROUNDNUT,USED CARBENDAZIM 2GM  KG SEED
weather report,showers in the evening
Asking about Late leaf spot in groundnut,:         :        5
jassids in groundnut,recommended for spray of roger at the rate of 2 ml in 1 litre of water
White grubs control in Groundnut field,Recommended for apply neem cake 10 kg acre
TELL ME PEST CONTROL IN GROUNDNUT,IMIDACHLOPRID 178 SL ML PER PALNT WITH IRRIGATION
TELL ME ABOUT WEATHER INFORMATION,LIGHT RAIN POSSIBILITY UPTO NEXT 2-3 DAYS AND CLOUDLY SKY
Asking about Alterneria leaf disease in groundnut,Recommended for spray Mancozeb 2 glit of water
Asking about Top fertilizer management for Groundnut Potash and any spray for Pod formation,:       -        :
moongphali ki prajati,chitra kaushal amber
SPOTS ON GROUND NUT LEAVES,RECOMENDED FOR SAAF 400GRMSACRE
Asked about plant protection in Groundnut,Recommended to spray Dimethoate 30 EC  2 mllit water
ASKED  ABOUT TO  INSECT CONTROL IN  GROUNDNUT,-- 40   4    15
MUNG PHALLI KI INFORMATION,2  URIYA KA SPRAY KARE
Asking about after harvest groundnut G7 and VRI2 varieties seeds can be use sow immediately,:  7   2          :    3
CATERPILAR IN GROUNDNUT,SPRAY OF MONOCROTOPHOS 36 SL 2 ML PER LITER WATER
NO POD FORMATION,CONTACT DAO
leaf eating caterpillar infestation in gnut,SPINOSAD 75 MLACRE SPRINTER  TRACER
ASKED ABOUT FERTILIZER DOSE FOR GROUND NUT,FERTILIZER DOSE FOR GROUND NUT-UREA 25 KG  SSP 50 KGHA
TELL ME ABOUT TIKKA DISEASE CONTROL IN GROUNDNUT,-- 12   63    2
TELL ME FUNGAL DISAESE CONTROL IN GROUNDNUT,SPRAY OF RIDOMIL MZMETALEXYLMENCOZEB 2 GM PER LITER WATER
water management,givan information
deemak ki samsya hai,foret 10 G 8-10 kilo gram  acre
Farmer need information regarding how to control sucking pest in  gorundnut crop,--          50 WG 80
About Groundnut seed availability,Recommended for contact to agriculture department office
POST EMERGENCE WEED MANAGEMENT IN GROUNDNUT,NOT RECOMMENDED
GROUNDNUT LEAF EATING CATERPILLAR,RECOMMENDED TO SPRAY IMAMECTINE BENZOATE 90 GRAMACRE
ground nut  which soil suitable  seed rate,ground nut sandy soil  red soil best suitable seed rate : 60-75kgacre
Asking about Aphids control in groundnut,:       :  05  1
asked information of groundnut,Spray Bavistine 30gm15lit of Water
ASKING PLANTING MATERIAL GROUND NUT,PLANTING MATERIAL GROUND NUT
Asked about Pest management in groundnut,Recommended to Spray CHLOROPYRIPHOS  2mllitre of water
Information reagrding Sowing time of Ground Nut,Sowing time of Ground Nut  are : Julay-August
weed control for groundnutmung phalli,kewal nirai ki kriya kare
Asked about plant protection in Groundnut,Suggested to spray SAAF :- carbendazimbavistin  mancozeb 1 gmlit of water
tell me insect control in groundnut,DRENCHING OF CHLOROPYRIPHOS 20 EC 2 ML  LITRE WATER
Asked about Leaf caterpillar management in Groundnut,:    :   2
ask for groudnut clorosis information,suggest: spray ferrus sulphet 100gm citric acid 10gmpump
GROUNDNUT WHITE FLY MANAGEMENT,RECOMMENDED TO SPRAY THIOMETHOXOME  40 GRAMS PER ACRE
Asked about plant protection in groundnut,suggested that to spray dimethoate 2ml in one liter ofwater
SOWING TIME OF GROUNDNUT,SOWING TIME OF GROUNDNUT FRIST JUN- 15 JULY
fertilizer,25kg ureaa after 25 dday sowing
FARMER ASKED ABOUT CONTROL WHITE FLY ON GROUNDNUT,-   WG
VARIETY,AK 12 -24KISSANJAWAN
groundnut duration detail,130day
TELL ME MUSTARD VARITIES GM-1,PLEASE VISIT TO AGRICULTURE KHUSHINAGAR GUJARAT UNIVERSITY
ask about wilt control,I suggested blue copper 40 grampump and drenching
TELL ME SEED TREATMENT IN GROUNDNUT,SEED TREATMENT IN GROUNDNUT  TRICODERMA 6 GRAMKG SEED
TELL ME INSECT CONTROL,GR
NUTRIENT MANAGEMENT IN GROUND NUT,RECOMMENDED TO SPRAY AGROMINIMAX 3 GRAMS 1 LITER OF WATER RECOMMENDED TO SPRAY BORAX 3 GRAMS1 LITRE OF WATER
ground nut seed varieties,recommended for ground nut variety kadiri-6
Asking about groundnut weed management,Recommended for hand weeding
Farmer asked about trichhoderma virde uses,:
Farmer asked query on Weather,5                  22
USE TRICHODERMA 25 KG PER 100 KG COW DUNG,USE TRICHODERMA 25 KG PER 100 KG COW DUNG
ASKED ABOUT VARIETIES OF GROUND NUT,VARIETIES OF GROUND NUT-TAG 24TG 26
Asking about Plant Protection of groundnut,SPIROMESIFEN 229 SC
tell me seed garmination,light irrigation in groundnut
root rot in ground nut,recommended to spray saaf 2 gm per litre water
Asking about groundnut Micro nutrient deficiency,:       :     5
ground nut sookh rahi hai tatha jad kali nikal rahi hai,thayofinat methyl 70 wp 500 gram acre spray kare
sarson ki unnati prajati bataye,nerandra ageti rai-4 ki buwai kare
Farmer needs information regarding weed management of Groundnut crop,30 EC 1
TELL ME ABOUT VAREITY OF GROUNDNUT,7
Asking about Tobacco caterpillar ground nut,Recommended for spray Azadirachtin 3 ml teepol 1 ml litre of water
Farmer asked termitewhite grub control information in groundnut crop,EC
ASKED ABOUT VARIETIES OF GROUNDNUT,VARIETIES OF GROUNDNUT - TAG-24SB-11
ASKING FOR FERTILIZER DOSE,ADVICED THE RECOMENDED FERTILIZER DOSE SUCH AS UREASSP  MOP  6KG33KG  7 KG PER BIGHA
weediside,Pursuitimazethapyr-
weed control,Spray Targa super 2ml in 1 litre water
Farmer wants to know  information about growth and development of flower in groundnut crop,8  10
Groundnut leaf miner management,Recommended for spray neem oil - 3 ml 1 litre of water
TELL ME ABOUT INSECT CONTROL IN GROUNDNT,25   4
FARMER ASKED ABOUT ATTACK OF THRIPS ON GROUNDNUT CROP,:-
asking about nutrient management of groundnut,BORAX  OCTABORET  15 - 2 ML LITRE OF WATER SPRAY ZINC EDTA  05 GMLIT OF WATER
Asked about leaf curl in groundnut,Recommended to spray dimethoate  2mllit to control leaf curl in groundnut
ASKING ABOUT MICRO NUTRIENT DEFICIENCY IN GROUND  NUT,RECOMMENDED FOR SPRAY GRADE 2    2-3 ML  LIT OF WATER
Farmer wants information regarding  Varieties of Groundnut,:-   -      -     -    -44 Gangapuri Jyoti  Narayani
Information about  amount of sulfur  groundnut crop,5   15
termites attack in groundnut,recommended for apply neemcake 20kgcarbofuradon granules 5kg10kg sand
SUCKING PEST IN GROUNDNUT,RECOMMENDED TO SPRAY TATAMIDA 1ML 3 LIT WATER FOR CONTROL OF SUCKING PEST IN GROUNDNUT
Asking about Ground nut leaf webber management,:        5     15
TELL ME ROOT ROT DISEASE CONTROL IN GROUNDNUT,HEXAKENAJOL 1 ML LITER SPRAY
about management of helicoverpa on groundnut,RECOMMENDED TO SPRAY CHLORPYRPHOSKORBAN DURSBAN LETHAL CLASSIC RADAR 500 ML PER ACRE
SOIL TREATMENT IN GROUNDNUT,RECOMMENDED APPLY CHLOROPYRIPHOS8 KGACRE
Asking about Prevention Root rot disease management in groundnut,Recommended for apply trichoderma viride 1 kg mixed with 25 kg of Farmyard manure acre
termite control in groundnut,Chlorpyriphos 20 EC 1 liter acre sichai ke samay naali me bund-bund kar prayog kare
TELL ME NUTRIENT DEFICINCY IN GROUNDNUT,SPRAY OF ZINK SULPHATE  5 GRAM UREA 10 GRAM PER LITER WATER
insect problem,Spray Fesolone or asefet or carbaril  2 ml in 1 litre of water
TELL ME GROWTH IN GROUNDNUT,SPRAY MICRO NUTRIENT 4 GLIT WATER
Farmer asked Fertilizer dose information of Groundnut crop,-      120      67
Asked about Whether the yield is affected when Herbicide is applied to groundnut crop,:          :
Asking about Leaf Miner and Tobacco caterpillar management in groundnut,:         :  2     3     1
groundnut herbicide,no herbicide use for groundnut
Farmer asked query on Weather,32    16     7
sowing time of groundnut,you can sowing last week of jan to frist week of feb month
Ask about growth retardant in Ground Nut,15
Asking about top dressing for groundnut,Recommended for apply urea 6 kg  potash 12 kg acre on 25th day after sowing
Groundnut seed rate information,80
FARMER ASKED ABOUT FERTILIZER SPRAY FOR GROUNDNUT CROP,-
Asking about Rainfed Groundnut top dressing fertilizer application,:       :   80    4     45
AGRICULTURE MECHINARY USE,CONTACT AGRICULTURE ENGINEER OF BLOCK
SOWING TIME GROUNDNUT,SOWING TIME OF GROUNDNUT 1 APRIL TO 15 JUNE
Caterpillar infestation in Ground nut,Recommended to spray Emamectin Benzoate 5SG  6gm per 15 liter of water for controlling Caterpillar infestation in Ground nut
Asked about nutrient management in groundnut,:    :  300  10
Farmer asked query on Weather,5            25
ASKED ABOUT TO INSECT CONTROL IN  GROUNDNUT  CROP,5   15
ASKING ABOUT ADVANCED CONTROL OF DISEASE IN GROUND NUT,SPRAY   Cymoxanil 8  Mancozeb 64  25 GM   LIT OF WATER
Blight Attack,Blue copper -40 gm 15 lit water
Wilt control in Ground nut crop,kisan bhai aap copper oxicloride 2 gram dva prati litre pani ke hisab se ghol banakar spray kare
ask about groundnut variety,I suggest GG 25720
White grub in Groundnut,Cartop Hydrochloride 8 kgacre ki dar se prayog kare
Asking about aphids management in groundnut,:     :      3     1
FARMER ASKED QUERY ABOUT ON TIKKA LEAF SPOT MANAGEMENT IN GROUND NUT,RECOMMENDED TO SPRAY CHLOROTHALONIL 400 GMACRE
ROOT ROT IN GROUNDNUT,ROOT ROT IN GROUNDNUT - RECOMMENDED TO SPRAY SAAF MANCOZEB  CARBENDAZIM- 2G PER LITER WATER
Second fertilizer dose for Gnut,Apply SSP 50kgacre
Groundnut,Gypsum
sowing date of groundnutr,-
Asking about prevention root grub in groundnut,:        ::     50  100
FARMER ASKED ABOUT 2ND  FERTILIZER DOSE FOR GROUNDNUT,- -
seed treatment,seed treatment - thiram 4 gmkg  rizobium 25 gm kg
FARMER ASKING ABOUT WEED MANAGEMENT ON GROUNDNUT,WEED MANAGEMENT ON GROUNDNUT : SPRAY  PENDAMITHALIN
micronutrient management in ground nut,recommended to apply zinc sulphate 400 gramacrev
pest in groundnut,dimethioate 15 ml 1liter
Farmer asked query on Weather,:       :             31     24      6
Asked about leaf spot management for Groundnut,:      :      5
