QueryText,KccAns
Ask about larvae control informationSuggested: Suggested:,Cypermethrin 10EC 15 mlpump spray
ASKED ABOUT THE FERTILIZER APPLICATION,RECOMMENDED TO APPLY 17KG UREA DURING SOWING TIMEAND 9KG UREA AFTER 30DAYS
Asking about groundnut topfertilizer application,:     : :  6    12    4
FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED TO  ALREADY APPLAIED GIPSUM SO NOW NOT NEED TO APPLAY PLEASE CALL AFTER10-15 DAYS
CONTROL OF GRAM POD BORER IN GROUNNUT,KISAAN BHAI AAP quinolphos 2mlLITER PANI MEIN GHOLKAR SPRAY KAREIN
ASKED ABOUT TO INSECT CONTROL IN GROUND NUT,-- 5   15
TELL ME FIELD PREPARATION IN GROUNDNUT,FIELD PREPARATION IN GROUNDNUT
ask information about fertilizer in ground nut,no need any fertilizer
attack of thrips on ground nut,Spray Neem Solution 20 ml10 Liter of Water
Asking about leaf roller and Thrips management in groundnut,Recommended for spray Chlorpyrifos 2 ml  Acephate 05 gram  Sticking agent 1 ml litre of water
ground nut seed development,Recommended to 4kg boron  acre ground nutfor see development
Farmer asked about dose of dap in groundnut sowing time,--     130
Farmer asked query on Weather,:             27       13
Ask for groundnut redmite,dycophol 30 ml per pump and to spray
farmer asked about yellowing in groundnut,-     10
asked about variety of groundnut,variety of groundnut  - sb- 11  phule unap  phule pragati
Ask about Fertilizer Application in Groundnut,12
FRMER ASKED ABOUT FERTILIZER DOSE FOR GROUNDNUT,-  50    10
Asked about Groundnut leaf folder management,:    :  - 2
asking about water management in groundnut at flowering stage,suggested not do water management at flowering stage because of flower dropping
Farmer asked fungus control information of groundnut crop,magfalina pakma     WP
VARIETY OF GROUNDNUT  GG 20 HNG 10 M 13 TG 37 A,TELL ME VAREITY OF GROUNDNUT
asking abt the control of yellowishness in gnut,i have suggested to spray hirakasi  citric acid
yellow vein mosaic virus in groundnut,Recommended for spray methyldemeton 2ml  lit
Asking about caterpillar management in groundnut,:    : :     3     1
Farmer query about seed treatment of groundnut,seed treat with Carboxin or carbendajim 2gkg seed or Thiram or Mencozeb 4 grampump
PEST CONTROL IN GROUND NUT,RECOMMENDED AZADIRACTON OIL 1 LITACER
NUTRIENT FOR GROUND NUT,DAP-35KGPOTAS-27KGUREA-4KG PER ACRE
ground nut tobaco catterpiller,recomended to spray phosalone 400milliacre
blight control in ground nut,spray of chlorotahlonil  2 gm  liter
FARMER ASKED QUERY ABOUT CARBOFURAN 3G GRANULES IN GROUNDNUT,RECOMMENDED  TO APPLY AFTER LAST PLOUGHING - CARBOFURAN 3G GRANULES 8 KGS PER ACRE
moogfali me dimak lag raha,Chlorpyriphos 20 EC 500 ml  acre pryog kare
Asked about Leaf miner management for Groundnut,Recommended for spray neem oil-3ml sticking agent-05ml1 litre of water
TELL ME FUNGAL CONTROL IN GROUNDNUT,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION
Farmer asked Sucking pests and Larvae problem in groundnut crop,30- 40
aphids on ground nut,Spray Rogar 15ml15 Liter of WaterDimethoate-Cheminova
wilt in groundnut,Spray Redomil Gold 30gm15Lit of Water
ask for gnut chlorosis,sugest:blue copper  30-35 gmpump sprey near to root
Mycorrhiza Dosage and method of Application in groundnut crop,: 50       -    4      1
FLOWERING,RECOMMENDED TO SPRAY BORAX 3 GRAMS1 LITRE OF WATER
Ask about seed treatments for white grub control in,EC
FARMER ASKED QUERY ON WEED  MANAGEMENT IN GROUNDNUT,RECOMMENDED TO REMOVE WEEDS BY MANUALLY
asked for groundnut sucking pest,recommended-spray dimethoate at 2ml in 1 liter water
caterpillar in groundnut,recommended for spray chlorpyriphos 2 mllit of water
asked about weed management in groundnut,weed management in groundnut- spray parsuit 40 ml  15 litter of water
Attack of Thrips and Jassids,Spray Karate 20ml15 Liter of WaterLambda 5 SC-Syngenta
GROUND  NUT  STEM  ROT,GROUND  NUT  STEM  ROT  MANAGEMENT  NATIVE  160GRACRE
Farmer Asked sucking pests control information of Groundnut Crop,WG
ask for the registration in kkms,ask for the registration in kkms
TELL ME ABOUT LEAFSPOT CONTROL IN GROUNDNUT,SPRAY OF MENCOZEB 2 GM PER LITER WATER
Ask about groundnut information,45
Blight Attack,Spray Tilt  score  kavach 30gm15lit of Water
asking about groundnut leaf miner management,recommended for spray indaxocarb - 1 ml lit of water
Asked about Wild boar management in groundnut field,:   : 9
groudnut bud necrosis,Go for spray with Confidar super 05mllitrAcrobat 2glitr
fertilizers use in ground nut,recommended for 1 tonne gypsum 10kg neem cake
ask for gnut terga super,40 ml10 lit water
Farmer wants to know about pre emergence herbicide in groundnut crop,Pendimethalin 30  Imazethapyr 2 EC
ASKED ABOUT TO DISEASE CONTROL  IN   GROUNDNUT,GROUNDNUT      80  2
Farmer asked growth problem in groundnut crop,--
CONTROL OF CATERPILLAR IN GROUNDNUT,RECOMMENDED FOR SPRAY CHLORPYRIPHOS 20 EC  25 ML   LIT OF WATER
fertilizer,yuriya 20-25 kilo ekari
fertilizer dose for groundnut,apply DAP  jypsum
GROUNDNUT FERTILIZER SHEDULE MANAGEMENT,200                45
Information on treatment of yellowing of leaves in groundnut crop,- Calcium 5 Boron 4  5
blight,spray folicure 050mllitquinolphos 2mllit
Asking about Groundnut top dressing fertilizer management,:       :         2  200
ground nut root rot,RECOMMENDED TO SPRAY COPPER OXY CHLORIDE  600 GRAMS PER ACRE
Farmer needs information regarding Control of Termite of Groundnut crop,20   1    10
TELL ME PLANT PROTECTION IN GROUNDNUT,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER
tobacco cater pillar,monocrotophos 3 mlliter
Gram pod borer in groundnut,Spray quinalphos 2 ml  neem oil 3 ml lit
WEED MANAGEMENT IN GROUNDNUT,SPRAY TARGASUPER 2 ML PER 1 LITRE OF WATER
Farmer asked query on Weather,34      5      19
Farmer asked seed treatment of fungus problem in groundnut crop,WG         DS               Ws            WP
WANT TO KNOW ABOUT SPACING FOR GROUND NUT CULTIVATION,RECOMMENDED SPACING FOR GROUNDNUT 30 CM X 10 CM
asked about fertilizer application,27 kg DAP  4 kg urea  5 kg sulphur
GROUND NUT ROOT  ROT,RECOMMENDED TO SPRAY COPPER OXY CHLORIDE BLITOX 600 GRAMS PER ACRE
information about groundnut variety,-20-23-3
TELL ME INSECT CONTROL IN GROUNDNUTR,SPRAY OF ACETAMIPRID 20 SP 05 GM PER LITER WATER
FERTILISER DOSE IN GROUND NUT,5 KG NITROGEN  8 KG PHOSPHORUS
Farmer asked fungus in root control information in groundnut,WP
Farmer asked Larvae control information of  groundnut crop,SC 7-8
WHITE FLIES IN GROUND NUT,RECOMMENDED TO SPRAY ACETAMIPRID   40 GRAMS  200 LITRES OF WATER ACRE
Asking about Aphids management in groundnut,:          : 1
ground nut in Rust,Recommended for ground nut  Rust  apply Mancozeb 2g litre of water
termite pest,topdressing cloropairiphos-10g500acar
Ground nut foliar spray,Recommended for spray groundnut rich 2 kgac
Asking about Groundnut top dressing fertilizer management,:    :    6    12   20
Asking about water management in groundnut,:      :
FARMER ASKED ABOUT WATER  MANGEMENT IN GROUNDNUT,-                          -                         -
ASKED ABOUT TO WEED CONTROL IN GROUNDNUT,75   15
attack of rust,use bavistin
Ask about groundnut information,WDG
Asking about root rot in groundnut,Recommended for spray carbendazim 2 gm  litre of water
TELL ME ABOUT STEM ROT IN GROUND NUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
Please tell me weather information,There is a possibility of light rain in your area this week
gnut wilt control,give coc 25  kgha
Farmer asked query on Weather,-  - 28      - 19      -  8
TELL ME GROUNDNUT VARIETIES,MA-10RS-1M-13
FARMER ASKED QUERY ON WEED MANAGEMENT IN GROUND NUT-40 DAYS OLD CROP,NO WEEDCIDE RECOMMENDED IN GROUND NUT-40 DAYS OLD CROP
Asking about disease prevention management in groundnut,:   :     5
ask abt wilt problem,suggested thiran seed coating 3 gm1 kg seed
LEAF SPOT IN GROUNDNUT,RECOMMENDED TO SPRAY RIDOMIL GOLDMANCOZEB 64  METALAXYL 8WP  25GM PER LITER OF WATER TO CONTROL LEAF SPOT IN GROUNDNUT
asking about Groundnut foliar application information,:         :         2  200
groundnut stem rot damage,recommended to spray mancozeb  2 gram  liter water
Asked about Weed management in  groudnut,--Suggested to go for hand weeding and intercultural operation
Asked about Pod borer and caterpillar management in groundnut,:    : :      1
TELL ME NUTRIENT MANAGEMENT  GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
Attack of blight on Groundnut,-  -
STEMROT IN GROUNDNUT FRUIT BORER IN BRINJAL,APPLY COPPER OXICHLORIDE  3GRAMLIT APPLY ROGOR  2MLLIT
STEM ROT IN GROUNDNUT,RECOMMENDED SPRAY CARBENDAZIM-MANCOZEBSIXER 2GMLTR WATER FOR STEM ROT IN GROUNDNUT
TELL ME INSECT CONROL IN GROUNDNUT,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
TELL ME BLIGHT CONTROL IN GUAR,SPRAY OF COPPER OXICHLORIDE 45 GM  STREPTOCYCLIN 2 GM PER 15 LITER WATER
TELL MEPLANT PROTECTION IN GROUNDNUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER
Farmer asked fungus control information of grounfnut,SC -
ask about white grub in ground nut,I suggested to give chlropyriphos 4 lit ha with irrigation for white grub in ground nut
wilt in groundnut,thrips attack  ans- actra  bavistine  5gm15lit of water
TELL  ME WEATHER  REPORT NAGAUR,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY
Asked about Plant protection in  Groundnut,Recommended to spray Dimethoate 30EC - 2ml per litre of water
tell me black root control in groundnut,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
ask about fertilizer dose in ground nut crop,:
Ask about District bij nigam Officer Contact number,http:wwwgurabinicombranchDetailsaspxid5
Tobacco caterpillar in groundnut,Recommended for spray quinalphos 2ml  lit
variety,SB 11 tAG 24
tikka leaf spot in ground nut,recomanded to spray mancozeb m45 400gramsliteracre
GROUND NUT WHITE FLY,ULALA 75GRACRE IN 200 LT WATER
GROUNDNUT CATERPILLER MANAGEMENT,RECOMMENDED TO SPRAY FLUBENDIAMIDE  40 ML 200 LITRES OF WATER  ACRE
FARMER ASKED ABOUT WATER MANAGMENT ON GRAOUNDNUT CROP,-          -                          -                         -
Farmer asked fungus control information of Groundnut Crop,WP -
Information regarding sowing time of Ground nut,Information regarding sowing time of ground nut is 15th june- 15th july
fertilizer dose,urea
Asking about root grubs management in groundnut,:   : :       2
Groundnut-Variety,SB-11
Farmer asked weed control in Groundnut crop,60    -
information for termite insect in mung phalli,kisan b hai aap cloroparyphosh 20 ec ki matraa- 1 litar acre prayog kare
TELL ME ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,SPRAY OF ZINK SULPHATE  5 GRAM  COPPER OXICHLORIDE 3 GM PER LITER WATER FOR YELLOWING LEAF CONTROLE IN GROUNDNUT CROP
fertilizer,05234microlla spraying
FARMER ASKED ABOUT FOR CONTROL ATTACK OF BLIGHT ON GROUNDNUT CROP,-  30
ASKED ABOUT USES OF GYPSUM IN GROUNDNUT,:
Asking about white fly management for groundnut,recommended for the spray  : Imidacloprid  05 mllit of water
FARMER ASKED QUERY ON TOBACCO CATERPILLAR CONTROL IN  GROUND NUT,RECOMMENDED TO SPRAY FLUBENDIAMIDE  FAME 40 ML 200 LITRES OF WATER  ACRE
Farmer asked organic Fungus control in groundnut crop,-            -
ground nut leaf cutting,RECOMMENDED TO SPRAY CHLOFENPYRPHOS  INTRAPRID LEPIDO 300 ML PER ACRE
Farmer asked Jassid Problem in GROUNDNUT crop,50 SC
TELL ME ROOT ROT DISEASE IN GRO,HEXAKONAJOL 1 ML LITER SPRAY KARE
assked for the irrigation in the ground nut,recomended to go after 20-25 days for the irrigation
TERMITE IN GROUNDNUT,RECOMMENDED TO SPRAY FURADAN 10 KG ACRE FOR CONTROL OF TERMITE IN GROUNDNUT
Farmer asked weed control in Groundnut crop,80    -
ASKED ABOUT TO NUTRIENT MANAGEMENT  IN GROUNDNUT,--  5     1
Farmer want to know about seed rate of groundnut,Recommended seed rate of groundnut is 70-80 kilogram  hectare
Asked about Groundnut sowing in Rainy season,:       :
Asking about sucking pest and leaf blight management in groundnut,:           :  2        2
mungphali ke jad se uper bala bhag kala pad rha hai,Carbendazim   Mancozeb 20 gm liter water ka spray kara de
Asking about Groundnut top dressing fertilizer application,:      :     80    4
Farmer asked fungus in root control information groundnut,WP
Asking about Stem Rot management in Groundnut,:       :    1    20
Asking about top fertilizer management for groundnut,Recommended for apply urea  6 kg  potash 12 kg gypsum 80 kg acre
Tobacco caterpillar in ground nut,Recommended for spray Profenophos 2 ml Teepol 1 mllitre of water
Asking about sucking pest   white fly and Thrips  management in groundnut,:     :
Ask about yellowing leaves  in groundnut crop,-
FERTILIZER IN GROUND NUT,APPLY 6KG PHOSPHORUS AND POTASH 6KG
varieties of groundnut,varieties of groundnut - TAG-24 SB-11
Moongphali ke patton me sundi lagi hai,Quinalphos 25 EC  2 ml  litre pani ke sath spray karen
groundnut me deemak lag rahi hai,Chlorpyriphos 20EC-25 lit hac
Yellowing of young leaves in Groundnut,Recommended to apply 100 kg gypsum per acre to correct sulphur deficiency in Groundnut
ROOT ROT IN GROUNDNUT,USE KITAZIN GR 4KGBIGHA BROADCASTING IN FIELD
varieties in ground nut,Recommended varieties in ground nut:kadari6JL-24ANANTHAHARITHANDRA
Basal fertilizer management for  groundnut,apply DAP 50 KGac
TELL ME CROWN ROT CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
ASKED ABOUT TO MICRO NUTRIENT MANAGEMENT  IN GROUNDNUT,4 ML
Attack of Jassids,Spray Actra 5 gm15 Lit of Water
groundnut me termitte,cloropyriphos 20ec literacre ki der se pani lgate samay dal de
TELL ME CATERPILLAR CONTROL IN PEANUT,SPRAY OF PROFENOFOS 15 ML PER LITER WATER
TELL ME INSECT CONTROL IN GROUNDNUT,SPRAY OF INDOXACHARB 145SC 1MLLITTER WATER
Tobacco caterpillar in groundnut,Recommended for spray Imidacloprid 178 SL 05 mllter of water
ground nut me dimak lagi hai,Apply- clorpyriphos 20 EC  3-4 lithacwith irrigation of water
about management of the leaf eating caterpillar,RECOMMENDED TO SPRAY CHLORPYRPHOSKORBAN DURSBAN LETHAL CLASSIC RADAR 500 ML PER ACRE
Ask for groundnut fertilizer information at 30 DAS,I suggested not use fertilizer in groundnut at 30 DAS
asking about groundnut Tobacco caterpillar,recommended for spray Carbaryl - 2 gm lit of water
groundnut nutrient management,RECOMMENDED TO SPRAY AMBITION 250 ML PER ACRE
ASKED ABOUT TO NUTRIENT MANAGEMENT IN  GROUNDNUT,5ml
TELL ME WHITE GRUB CONTROL IN GROUNDNUT,CHLOROPYRIPHOSE 20 EC 1 LITTER   BIGHA WITH  IRRIGATION  WATER
farmer wants to information how to control white grubs in groundnut crop,Recommended for use phorate or corbofuron 8-10 kg per acre
Asking about suitable high yielding groundnut variety for cuddalore district,:         : 8 1080
Asked about caterpillar and leaf spot management in groundnut,:          : 10   4    20
Asked about alterneria leaf spot and leaf miner management in groundnut,:            :      2    2
groundnut top fertilizer management,recommended for apply gypsum 75 kilo  acre
Asking about Tobacco caterpillar management in groundnut,Recommended for spray indoxacarb 8 ml  10 lit of water
Farmer want to know information about Weed Management on groundnut Crop,0-72                      -
TELL ME NUTRIENT MANAGEMANT IN GROUNDNUT,30KG UREA USE IN GROUNDNUT IN FIRST IRRIGATION
Groundnut tobacco caterpillar management,Recommended for spray Profenophos 2 ml  litre of water
TELL ME ABOUT WEATHER INFORMATION,next 3 days rain posibility
ground tobacco hairy caterpiller,RECOMMENDED TO SPRAY  Profenophos 400 ml  acre
TELL ME WEATHER INFORMATION OF NAGOUR DIST,TWO DAYS RAINFALL
spray for more flowering,Spray Boom flower 20ml15lit of Water
rate of isbagol,JODHPUR GRAIN  ISABGOLE 6225
groundnut aphids,ulala 75mlacre
HAIRY CATERPILLAR IN GROUNDNUT,CARTAP HYDROCLORIDE 2GRAM PER LITER OF WATER IN GROUNDNUT
For vegetative growth of groundnut,recommended to spray multi-K 75gm per litre of water for vegetative growth of groundnut
Asking about root rot management in groundnut,:       :       2
attack of blight on groundnut,Spray Score  8 ml15 Liter of WaterDifenconyazol 25EC-Syngenta
ground nut seed rate,ground nut seed rate-75 kg per acer
varieties,sb 11groundnut varieties
TELL ME ROOTRATE OF GROUNDNUT,TRIKODARMA 25 KG  HACTEIR
Farmer asked query on Weather,:   -     : :            36  C    26 C     6
GROUNDNUT YELLOWING OF LEAF,BLITOX 30 G AND STREPTOCYCLIN 1 G10 LTR OF WATER
TELL ME WEED CONTROL IN GROUNDNUT,SPRAY OF PENDAMITHELIN 50 WP 1 GHRAM LITRE WATER
ASK ABOUT GENERAL INFORMATION,centrall information provided - thanks for calling in kisan call
Ask about larvae  sucking pests Control in Ground nut Crop,126    95  ZC
Peanut bud necrosis virus in Groundnut,Recommended for spray Dimethoate - 2ml litre
ASKED ABOUT GROUNDNUT VARIETY,GROUNDNUT VARIETY -TAG-24SB-12PHULE PRAGATI
ground nut varieties,recommended kalahasthi narayanaitirupathi-4 kadiri-456
TOBACCO CATERPILLAR MANAGEMENT IN GROUND NUT,RECOMMENDED TO SPRAY NOVALURANINDOXICARB PLITHORA 350 ML PER ACRE
Asked for the yellowish color of groundnut,Apply the hirakashi powder and lemon powder in 10L of water
Askking about when groundnut crop earthing up is done,Recommended for earthing up is done at 40-45 days after sowing
LEAF EATING CATERPILLAR MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITRES OF WATER  ACRE
Information about insect control in mung phalli,8-10
ASKED ABOUT TO USE FERTILIZER IN PRE SOWING FOR GROUNDNUT,130
plz tell me weather information,is saptah halki barish ki sambhavana hai
TELL ME ABOUT TERMITE CONTROL IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 40 ML PER PALNT WITH IRRIGATION
Farmer asked about variety of groundnut,variety of groundnut  SB-XI TAG-24TG-26
Farmer asked query on Weather,:                -       -     -
Ask about whitegrub in groundnut,I suggested drenching the cloropayriphosh 30 mili  15 liter
INFORMATION ABOUT WEATHER OF LALITPUR,KISAN BHAI IS HFTE ME 78 KO TEZ BARISH AUR BAKI DINO ME HLKI BUNDABANDI KI SAMBHAVNA HAI
TELL ME PLANT PROCTION IN GROUNDUTE,SPRAY OF FIPROLIN 5  2 LITER PER HA
Information about termite control in Groundnut crop,03 GR 10Kg
ONTROL OF WHITE GRAB IN GROUND NUT,FORET 10 4KGBIGHA
Asking about Aphids in groundnut,:        :   2
Asking about control of fruit borer and sucking pest in groundnut,:-                                                                                                     :-                               10-15
ASKING ABOUT WEATHER INFORMATION,NO CHANCES OF RAIN TILL 24 JUNE
SEED TRETMENT,SEED TRETMENT -thiram 45 gm1 kg seed
TELL ME CONTROL OF GREEN CATER PILLER,SPRAY OF IMAMECTIN BENZOATE 1 GM PER 3 LITER WATER
groundnut water management in flowering stage,recommended to give irrigation frequently because crop in moisture sensitive stage45-75 days after sowing
TELL ME SEED TREATMENT OF GROUNDNUT,USE OF CARBANDAZIM 2 GM CHLOROPYROPHOS 6 MLKG  RHIZOBIUM 600 GMHAC
ASKED ABOUT TO FERTILIZER DOSE IN GROUNDNUT,375        35
Asking about Pod formation process in Groundnut,:      :
micronutrient,microla spraying
asking about Whitefly management in Groundnut,:         :  1     3      1   1
TELL ME MARKET  INFORMATION,NO RAIN POSSIBILITY IN NEXT 5 DAYS
mites,CHLORPYRIPHOS 2GM 1 LITER
tikka,Spray Bavistine 30gm15lit of Water
termit problem in groundnut,Chlorpyriphos 20 EC  1 liter  acre ke hisab se pryog kre
Ask about seed treatments of fungus Problem in Groundnut crop,WG
ASKED ABOUT SUCKING PEST ATTACK ON GROUNDNUT,:-
FARMER ASKED QUERY ABOUT STEM ROT MANAGEMENT IN GROUNDNUT,2
ask for  weedicide control information,not use weedicide in any stand crop
Farmer asked seed treatment of white grub control,--        30  FS
WEED MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY TARGARSUPER 2ML1 LITER OF WATER
farmer asked query about sweep power herbicide,Sweep power is a non-selective post-emergent herbicide used for the control of perennial weeds in plantation crop
TELL ME SEED TREATMENT OF GROUNDNUT,USE OF CARBANDAZIM 2 GMIMEDACHLOPRID 3MLRHIZOBIUM CULTURE 600 GMHAC
root wilt,blitox 3 grams liter water
tikka,m 45 25grlit
ABOUT MANEMENT OF THE HELICOVERPA AND SPODOPTERA,RECOMMENDED TO SPRAY FLUBENDAMIDEFAME 40-50 ML PER ACRE
aphids in groundnut,Recommended to spray Dimethoate 30 ECRogor 2ml per litre of water to control aphids in groundnut
TELL ME4 ABOUT TIKKA DISEASE CONTROL IN GROUNDNUT,SPRAY OF HEXACONAZOLE 5 EC 2 ML PER LITER WATER
FARMER ASKED QUERY ABOUT ON ROOT GRUB  MANAGEMENT IN GROUND NUT,RECOMMENDED TO APPLY PHORATE GRANULES 6 KGSACRE
white grub in gnut,25 ml chlorpyriphos
TELL ME LEAF SPOT CONROL IN GROUNDNUT,SPRAY OF MENCOZEB 2 GM PER LITER WATER
leaf curl in groundnut,spray methyldemeton 2ml  lit
root rot in ground nut,RECOMMENDED TO DRENCHCHLORIPYRIPHOS 6 mllitre
GROUND NUT SUCKING PESTS,RECOMMENDED TO SPRAY SPIROMECIFIN OBERON 180MLLITRE
Groundnut-Caterpillar,Profenophos
Weather information,Apke yahan es saptah 04 se 08 October tak boonda-baandi ki sambhavna hai
Asked about sowing season  character of  groundnut variety kadiri 1812,Query: Asked about sowing season  character of  groundnut variety kadiri 1812 Ans: Recommended for dec-jan
FARMER ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT,-- 12   63    2
How to control of fungal attack in soyabean crop,recommended for Use copper oxy chloride 45 gram and steptrocyclin 2 gram at 15 liter of water
ask for ground nut wilt,sugg to carbendezim 15 gm  10 lit water
thrips on g nut,spray regent 2 mllit
Leaf hopper in sesame,Recommended for spray Methyl demeton 25 EC 2mlliter of water
tobacco caterpillar management in ground nut,90    200
FARMER ASKED NUTRIENT MANAGEMENT IN GROUNDNUT,4 ML
ask for groundnut whitegrab control,provided proper information to control
Query about Plant Protection in Groundnut,Chlorpyriphos 20 EC 2
FARMER ASKED ABOUT ATTACK OF SUCKING PEST ON GROUND NUT,-
ask abt heliothis,i suggested quinalfos
ASKING ABOUT FERTILISER DOSE IN GROUNDNUT,RECOMMENDED FOR SOIL TEST AND VISIT BLOCK OFFICE OR ADA
Attack of Caterpillar,Spray Hamala 1 mili  nim tel 15 mili  liter of water
sucking pest,methyl demeton
Asked about leaf caterpillar  Sucking pests management in groundnut crop,:         : 2
ask about groundnut thrips,I sugg phipronil 30mlpump
Farmer asked Larvae control information of groundnut,SC
CONTROL OF DAMPING OFF IN GROUNDNUT,RECOMMENDED FOR SPRAY  COPPER OXYCHLORIDE 50 WP   4 GM  LIT OF WATER
Farmer asked fungus control information of groundnut crop,30
TELL ME TERMITE CONTROLE IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
GROUNDNUT WHITE GRUB MANAGEMENT,RECOMMENDED TO USE FORATE GRANULES 5-6 KG  ACRE
TELL ME ABOUT INSECT CONTROL IN LOCUS,25   2
asking about groundnut leaf miner and aphids management,recommended for spray propinophos - 2 ml asiphate - 1 gm lit of water
ask control of thrips,i suggested spray triazophos 30 mili pump
Asking about Groundnut Late tikka leaf spot management,:       :  - 2
TEL ME ABOUT PEST CONTROL IN GROUNDNUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER
WEEDICIDE IN GROUNDNUT,WEEDICIDE IN GROUNDNUT - SPRAY emazithyper  H                                                    ERBICIDE AFTER 30-35 DAYS OF SOWING
TELL ME CONTROL OF CALLAR ROT IN GROUNDNUT,for callar rot control in groundnut trichoderma 25 kg per ha with 100 kg fym
asked about varieties of groundnut,varieties of groundnu- TAG-24 SB-11
suitable groundnut season and variety,recommended for Purattasipattam
VERIETIES OF GROUNDNUT,VERIETIES OF GROUNDNUT -
WILT ATTACK OF GROUNDNUT,30
groundnut season,groundnut season december - january
FERTILIZER USE,--RECOMMENDED TO USE UREA AND POTASH
Asked about aphids in groundnut,:    :      2
TELL ME SEED RATE OF GROUNDNUT,SEED RATE OF GROUNDNUT80 KGHAC
Farmer asked fertilizer dose in groundnut,8  11
Information regarding of trichoderma,1                       1    100
Ask about PGR Information of groundnut crop,23 SC
ground nut weed,pursuits 1literhac
TELL ME ABOUT YELLOWING IN GROUNDNUT,USE OF AZADIRICTINE  05 MLLLITER WATER
groundnut me galan ho rahi hai,spray carbendazim 12 mancozeb 63  2 gmlit of water
Farmer asked Varieties information of Groundnut crop,-            -                    -
FARMER ASKED FOR GRONDNUT VARIETY,GRONDNUT VARIETY -SB-11 JL-24
ASKED ABOUT TO  ABOUT DISEASE CONTROL IN  GROUNDNUT,12   63    2
weed management in groundnut,does not use after 25 days planting
groundnut top dressing fertilizer management,Recommended for apply gypsum 75 kg  BORAX 4 kg acre
--Farmer asked fungus in root control information of groundnut,:
CATTERPILLOR ON GROUNDNUT,CATTERPILLOR ON GROUNDNUT  - CLOROPAYRIFOS 30 ML 15 LITER WATER SPRAY
Asked about groundnut foliar application,Recommended for groundnut foliar spray TNAU Groundnut rich 2kg  ac  200 lit
TELL ME MANDI RATE OF DAUSA DIST,3590 RU QU
variety,phuale pragati  koapargoan  tag -24
Information regarding control of fungal disease in groundnut,600    25
GROUNDNUT VARIETY INFORMATION,GROUNDNUT VARIETY INFORMATION : KADIRI-6 KADIRI-9 ABHAYA NARAYANI VEMANA
TELL ME SEED RATE OF GROUNDNUT,SEED RATE OF GROUNDNUT  60-80 KGHAC
ASKING ABOUT FERTILIZER DOSE FOR  GROUND NUT,-                    -
ASKING ABOUT OF IRRIGATION TIME IN GROUNDNUT,-
groundnut Stem rot,recommended for the soil trench with Carbendazim 2gmlit of water
Farmer asked fungus control information of groundnut crop,EC 10       WP 30
Farmer want to know information about fertilizer schedule in groundnut,hac
fungal,spray tilt
Asking about weeds management in groundnut,:     :
TELL ME CONTROL OF DTY  ROOT IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
Farmer wants to know information about weed control in groundnut crop,40
GROUNDNUT CROP IS AFFECTED BY LOW YELLOWING PROBLEM,USE ZINK SULPHATE BY FOLIOR SPRAY
White Grub,Humnasur 1 kgacrePatil Biotech
Ask about yellowing problem of groundnut crop,--
FARMER  ASKED ABOUT THE CONTROL OF DISEASE GROUNDNUT,50   1
TELL ME NUTRIENT MANAGEMENT GROUNDNUT,5
groundnut me bad nicrosis,daimethoet ka 10 mllit ka spray kara de
farmer want to know information about how to controls caterpillars and  sucking insects in paddy crop,5   50 EC 35
MICRONUTREN DEFICENCY,MICRONUTREN 50 ML IN 15  LIT WATER
Ask about larvae  sucking pests in groundnut crop,126    95  ZC
Plant Protection Related Query,Copper Oxychloride 50 WP  3
TELL ME    ABOUT  NUTRIENT MANAGEMENT     IN  GROUNDNUT,33 5   10
Farmer asked Varieties information of Groundnut crop,:-  :- -  -  -3233  :-  -  -  -
mungfali ka per such ja rha hai,mungfali me- carbendazim 12  mancozeb 63  3 gm  liter pani spray kre
about weed management,RECOMMENDED TO SPRAY PENDIMETHALINSTOMP 1-125 LITREACRE
chemical use,no chemicals
White Grub Attack,Ferterra 4 kgacreChlorantraniliprole 04 GR-Dupont
