QueryText,KccAns
FARMER ASKING ABOUT VARIETY OF GROUNDNUT,:
HOEING AND HARROWING IN GROUND NUT FIELD,RECOMMENDED TO DO HOEING AND HARROWING  FOR WEED CLEARANCE
weed management,atrazine 2 gm1 liter
TELL ME ABOUT THE CONTROL OF WHITE  GRUB IN FILED,5  25
Asked about nutrient  management  in,Suggested to provide 19 all fertilizer  25 kg per 1 acre and irrigate the field thoroughly
Farmer asked query on Weather,30-35
TELL ME PEST CONTROL IN GROUNDNUT,25   4
Black headed Caterpillar in Ground nut,Recommended to spray Emamectin benzoate 5SG  80gm per acre for controlling Black headed Caterpillar in Ground nut
groundnut herbicides,groundnut herbicides--qzalofof ithayel  spray
The G-9 varietyof banana which is 4 months old cropthe spots are seen on the leaves,This is due to red weevil insects damageNow apply 20-30 gms Phorate to the basal portion of each plant
asked about catterpilar,spray profenofos
root problem in groundnut,karbandazim 500 gramper bhiga
Asked about foliar spray in groundnut groundnut rich,:     : :     2  200
WEEDS IN GROUNDNUT,RECOMMENDED TO APPLY DINAMAZ 18 ML15 LITRES WATER TO CONTROL WEEDS IN GROUNDNUT
FARMER ASKED QUERY ABOUT ON FERTILIZER SCHEDULE IN TILLAGE IN GROUND NUT,RECOMMENDED TO APPLY SSP 100 KGS POTASH 33 KGS ACRE ALONG WITH FYM
TELL ME BETTER GROWTH IN ROOT IN GROUNDNUT,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION
leaf spot in groundnut,Recommended for spray mancozeb 2gm  lit of water
asking about groundnut Stem rot,recommended for apply pseudomonas fluorescens - 1 kg  FYM -25 kg acre
Ask about variety information of Summer groundnut crop,-  TAG -  TAG -
moongfali me kal dhbe arhe hain,propecanazole 2 mllitr ka spre karen
Asking about leaf folder in groundnut,:       : :       2
Better growth  reproductive growth in Groundnut,Recommended to spray Fantac plus  mixture of amino acid  vitamin  protein    8 ml in 15 liter of water for Better growth  reproductive growth in Groundnut
VARITIES OF GROUNDNUT,VARITIES OF GROUNDNUT  JL-286 FULE UNNATI TAG-24
FARMER ASKED ABOUT VARIETIES OF GROUNDNUT,-   - -
TELL ME WEATHER INFORMATION OF DAUSA,RAINFALL 20 MM NEXT FIVE DAYS OF DAUSA
Asked about when to sowing ground crop after herbicide application,:         :
WEED MANAGEMENT IN GROUND NUT,RECMMENDED TO SPRAY IMAZITAPYR IMAZAMAX - 40 GR 200 LITRES OF WATER PER ACRE
FARMER ASKED FERTILIZER USE IN GROUNDNUT,375
Basal fertilizer management for groundnut,Recommended apply DAP 5Okg  gypsum 75 kg ac
ask about g nut,I suggest boron
ASKED ABOUT TIKKA OF GNUT,-- 30         WP
TELL ME ROOT ROT CONTROL IN  GROUNDNUT,USE CARBENDAZIM 250 GM BHIGA WITH IRRIGATION
farmer want to know information about seed rate  in groundnut crop,1
TIKKA ROG IN GROUNDNUT,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION
Ask about fungus Problems in groundnut crop,70   5 WG 25 gm
Asking about Thrips management in groundnut,Recommended for spray fibronil 2 ml 1 lit of water
TELL ME ABOUT THE CONTROL OF TERMITE IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
TELL ME ABUT PEST CONTROL IN IN GROUNDNUT,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER
leaf miner in groundnut,Recommended for spray CartapHydrochloride 2ml  lit
asked about attack of rotentile,Use Thimate 4 kg  acre
TELL ME CONTROL OF ROOT ROT IN GROUNDNUT,TELL ME ROOT ROT CONTROL IN GROUNDNUTDRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
groundnut fertilizers,levosin spray
ASKING ABOUT GROUND NUT  VARITIES,VARITIES OF GROUND NUT
Asked about tobacco cut worm management in groundnut,:          :    3     1  1
Asking about Root grub groundnut,:       :  3 - 5
Groundnut seed treatment,Recommended for treat the seeds with malathion 2 gram litre of water
groundnut post weed management 50 days,recommended to no weedicide is used hand weeding is the best method
Farmer asked Termite problem in crop groundnut,SG  CG
groundnut tikka problem,mancozeb 35 gram per pump and to spray
NUTRIENT MANAGEMENT IN GROUNDNUT,APPLY UREA  DAP AND POTASH
Farmer asked white grub control information of groundnut,-
spray time of micronutrient,answer in detail
Dose of Trichoderma viride for doing seed treatment in groundnut crops,Dose of Trichoderma viride for doing seed treatment in groundnut crops  5g per kg seeds
farmer asked about redenning of groundnut,spray rogar 15 ml15 lit
TELL ME ABOUT INSECT CONTROL IN,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
Asked about application of urea in Groundnut at 80 DAS,:       : -
ASKING ABOUT CONTROL OF LEAF HOPPER IN GROUNDNUT,RECOMMENDED FOR SPRAY  ACEPHATE 75 SP  15 GM  2 LIT OF WATER
ASK ABOUT LARVA IN GROUND NUT,I SUGEGSTED TO SPRAY QUINALPHOS 20 MLPUMP FOR CONTROL LARVA IN GROUND NUT
Farmer wants to know information about weather forecasting on your  district,chance of  low rainfall next 5 days in your  district
nutrient management in ground nut,recommended to apply gypsum 200 kg  acre
farmer query on groundnut nutrient management,recommended to spray speed foll oil cereals 1 kg-2 kg acre
ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT,25  1
ASKED ABOUT TO SEED TRETMENT IN GROUNDNUT,5  5ml
FERTILIZER,GYPSUM  DAP
Farmer asked query on seed rate of kadiri lepakshmi groundnut,Recommended to sowing seed rate 30-35 kg per acre
LEAF WEBER IN GROUNDNUT,APPLY CHLOROPYRIPHOS 2MLLIT WATERPER ACRE 200 LIT WATER
TELL ME CONTROL COLLOR ROT IN GROUNDNUT,400
Asked about controlling rat in groundnut field,suggested to keep 2 zinc phosphide was evaluated for small rodents infesting groundnut fields
Ask about Dusting for pests and insects Control,Suggested: Phorate 10 SGCG 2 kgvigha
VARIETY OF GROUNDNUT,TAG-24 SB-11 PHULE PRAGATI
FARMER ASKED ABOUT ATTACK OF SUCKING PEST ON  GROUNDNUT CROP,Thiomithoxom 25  WG
control of weed in mung phali,mung phali ke khet me kharpatwar ki nirai gudai kren
ask for g nut varieties,g nut varieties gg20
Ask about weed control in crop,Suggested: pendimithalin 30  ec 100 ML  pump spray
wilt attack,Blue Copper 30 gm humic acid 30 mlCopper Oxichloride-syngenta
root rot in groundnut,recommended for Spray copper oxychloride 25 glit of water
FERTILIZER DOSE,100 GRAM FERECE SULFATE  10 GRAM CITRIC ACID PUMP SPRAY
groundnut weed management,post emergency herbicide spray imazethapyr 250 ml  ac
TELL ME ROOT ROT CONTROL IN GROUNDNUT 250,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
ask for  weed control information,suggested targasuper 35 mlpump
ASKED ABOUT  TO  DISEASE CONTROL IN  GROUNDNUT,50  250
ROTTING OF GROUNDNUT,RECOMMENDED TO APPLY SAFF MANCOZEBCARBENDEZIM 2GM IN 1 LITRE WATER TO CONTROL ROTTING OF GROUNDNUT
Asked about fertilizer information ground nut crop,35 ML
TELL ME WEATHER INFORMATION OF JAISALMER,NO RAINFALL NEXT FIVE DAYS OF JAISALMER
ask about pre control information,Suggested: All information provided - Thanks for calling in kisaan call center
TELL ME TERMITE AND PEST  CONTROL IN GROUNDNUT,USE CHLOROPYRIPHOS 20 EC 4 LITER PER HA WITH IRRIGATION
nutrient management for groundnut,recommended for spray borax 5 mllt of water
borer,spray monocortophos 2mlltr
Farmer asked  Fertilizer dose information of green gram crop,-   250   87   ---
ground nut season,november to december
Attack of wilt on Groundnut,-
TELL ME COULAR ROTE OF GROUNDNUT,HECXACONAJOL 1 LITER  HACTEIR
STEM ROT MANAGEMENT IN GROUNDNUT CROP,2   100
Asked about disease management in Groundnut,Recommended to spray Saaf  2 gltr of water
white grub on groundnut,white grub on groundnut  - FERTERA 4 KG ACRE
Attack of Sucking Pest on groundnut,Attack of Sucking Pest on groundnut-Spray Actra 5 gm  bavistin 30gm 15 Lit of Water
TELL ME CONTROL OF LEAF BORER IN GROUNDNUT,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
Weather information,Farmer brother is likely to have a drizzle in your area this week with a slight change
asked about attack of sucking pest on cotton,25
GROUND NUT WEEDICIDE,RECOMMENDED TO SPRAYPENDIMETHALINSTOMP 1-125 LITREACRE
FARMER NEED INFORMATION ABOUT FERTILZER MANAGEMENT IN GROUNDNUT CROP,-                    -
TELL ME WEED CONTROL  IN GROUDNUT,SPRAY OF PENDIMETHILIN 30 EC 25-3 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
varities,tag-24tag-26
FARMER ASKED ABOUT ATTACK OF THRIPS  APHIDS  JASSIDS ON GROUNDNUT,-  30 15
Farmer asked query on Weather,:   -       : :            34  C    26 C     5
asked about varieties of groundnut,varieties of groundnut: sb11 PHULE UPANTG26
Information about seed rate of groundnut,75 - 90
farmer wants to control root rot disease in ground nut,recommended for to control of fungal attack in gram crop use captan  hexaconazol 40gmand streptocyclin 2 gram at 15 liter of water
Ask about irrigation apply in groundnut crop,-                                                                                                                                         -                          -                                                                                                                                              -     -          -
ASKING ABOUT CONTROL OF WEED IN GROUND NUT,Diclosulam 84 WD  Dose: 124 gmacre
Asked about Plant protection in groundnut,Suggested to spray imidachloprid at 05 ml per litre water
Asking about top fertilizer management for groundnut,Recommended for apply urea 4  kg  potash 8 kg ac on 25th day after sowing
Farmer asked about Single Super Phosphate,375      35
FERTILISER DOSE FOR GROUNDNUT,RECOMENDED TO APPLY DAP 35KGPOTASH 27KGUREA 4KG PER ACRE AS FERTILISER DOSE FOR GROUNDNUT
TELL ME ABOUT OF INSECT CONTROL IN GROUNDNUT,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
Ask about nano urea in g nut crop,40               60
asked about blight in gnut,-
LEAF MINOR,QUINALPHOS 2MLL
Asking about Groundnut Drying and  Storage information,:      :  8-9
ASKED ABOUT TO MICRO NUTRIENT MANAGEMENT  GROUNDNUT  CROP,33 15
variety of groundnut,sb 11  tag 24
Ask about Insect Problems in groundnut crop,EC 10
Ask for some problem,suggest: imidachloropride 5 mlpumpsuggest: monocrotophose 25 mlaecifet 15 gmpump
ASK ABOUT CONTROL OF LARVAE,Suggested: Cypermethrin 10EC 15 mlpump spray
Tobacco caterpillar in groundnut,Recommended for spray Quinalphos 25 EC 2mlliter of water
Asking about gram borer in groundnut,Recommended for spray malathion 1mllitre of water
Asked   about  to  irrigation  of   groundnut,2  3                                         2-3
asked about tikka leaf spot management in groundnut,:       :     2  1
ROOT ROT DISEASES IN GROUNDNUT,RECOMMENDED TO SPRAY SAAF 2GM LIT WATER FOR CONTROL OF ROOT ROT DISEASES IN GROUNDNUT
groundnut tobacco caterpillar management,recommended for Quinalphos 2 ml 1 litre of water
FARMER ASKED ABOUT  ATTACK OF LEAF EATING CATERPILLAR ON GROUNDNUT,- 30   30
Farmer asked query on Weather,34       14
Farmer asked about diseases and pests in groundnut crop,50   1                25ml
Information about Post- emergence weed control in Groundnut crop,15  20
TELL ME ABOUT ROOT ROT CONTROL IN groundnut,250
asking about asking about weather information,possibility of lightly rainfall in this week
ask for fertilizer information,ask for fertilizer information
gnut varieties,gnut varieties  - t a g 24  western 5  t g 26
ALTERNARIA LEAF DISEASE IN GROUNDNUT,ALTERNARIA LEAF DISEASE IN GROUNDNUT- SPRAY MANCOZEB 2GM PER 1 LITRE WATER
Groundnut leaf miner,Recommended for spray Dimethoate 2 ml litre of water
SEED TREATMENT FOR GROUNDNUT,RECOMMENDED TO APPLY 3GM CARBENDAIZM THIRAM PER 1 KG SEED BEFORE 7 DAYS OF SOWING
farmer want to know information about control over growth of groundnut crop,50 SL  250ml
TELL ME  GROWTH IN  GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
groundnut herbicides,groundnut herbicides--parshout spray
Ground nut foliar spray,Recommneded for spray DAP 20 g  lit of water
GROUND NUT LEAF EATING CATERPILLAR,RECOMMENDED TO SPRAY   Monocrotophos 400 ml  acre
varieties,SB 11 GNUT VARIETIES
TELL ME WHITE GRUB CONTROL OF GROUNDNUT,USE QUINOLFOS 5 G 25 KG PER HA IN SOIL FOR CONTROL OF WHITE GRUB IN GROUNDNUT
g nut fower drop,boom flowwer spray
LEAVES ARE YELLOW,SPRAY FERASH SULPHET 5 GML WATER
LEAF ROT,SPRAY SAAF 400GMACRE
--asked about FERTILIZER DOSE FOR GROUNDNUT,- -
moog phali me demak lage hai,Chlorpyriphos 20EC 15-2 ml  liter pani ka ghool banaker spray kare
tikka,spray em 45  25grlit
borer,Sprey Tracer
TELL ME CONTROL OF COLLARROT IN GROUNDNUT,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION
Farmer asked query on Weather,-         -
TELL ME INSECT CONTROL IN GROUNDNUT,SPRAY OF IMIDACHLOPRID 178 SL 1 LITRE PER HACTRE
LEAF YELOOW IN GROUNDNUT,SPRAY OF SULPHAR 2 GMLTR WATER
Farmer want to know information about control of root insect and sucking pest in groundnut crop,GR  - kg
TELL ME DAP QUNTITY IN GROUNDNUT,130KGHAC
asked for groundnut development,recommended-apply gypsum at 200kg per acre
FRUIT BORER,CALDON 2GM LIT
TELL ME WEATHER INFORMATION,NO RIANFALL NEXT FIVE DAYS
ASKING ABOUT CONTROL OF EXCESSIVE GROWTH OF GROUND NUT,SPRAY PACLOBUTRAZOL 23  SC  05 ML LIT OF WATER
ASKED ABOUT VARIETY OF GROUNDNUT,GG-20 FOR TIMELY RAINFALL
leaf eating caterpillar in Groundnut,Recommended for spray chlorpyrifos 2mlneem oil teepol 1mllit of water
TELL ME CONTROL ROOT ROT IN GROUNDNUT,USES TRICODERMA 25KG MANURE 50KGBIGHA IN GROUNDNUT
TELL ME WHITE GRUB CONTROL IN  GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
varsities of ground nut crop,varsities of ground nut crop  tag-25 fule unnati
varieties,GS 335 phule kalayani
SPOTS ON LEAVES ON GROUND NUT LEAVES,CHLOROTHALANILKAVACH DACONIL BRAVO  400 GRAMS PER ACRE
TELL  ME  ABOUT  DISEASE  CONTROL  IN  GROUNDNUT,3
Farmer asked query on Weather,:   -      : :             30 C    23  C     8
ASKED ABOUT TO NUTRIENT MANAGEMENT IN GROUNDNUT,-
rust,RECOMMENDED TO SPRAY CHLOROTHALANILKAVACH DACONIL BRAVO  400 GRAMS PER ACRE
Ask about general information,Suggested: All information provided
Variety of groundnut,Variety of groundnut-SB-11PHULE PRAGATITAG-24
ABOUT THE SUCKING PEST IN GROUND NUT,RECOMMENDED TO SPRAY   Monocrotophos 400 ml  acre
cut worm in Groundnut,recommended for Spray quinalphos  2ml  lit of water
ALTERNARIA LEAF SPOT DISEASE IN GROUNDNUT,RECOMMENDED TO SPRAY RIDOMIL GOLD  25 GRAM  1 LIT OF WATER
Ask about use fertilizer information in Groundnut crop,ASP 12 14
Information regarding control of fungal disease in groundnut,600     20
Insect in maze at stage of 2-3leaf stage,Spray deltamethlene 0001gl water
moonfali me deemak lagi hai,moongfali me deemak lagne ki dasaa me cloorpyriphos 20 ec 2 mililiter  liter pani me milakar chidecave kare
Asking about Groundnut sowing season and varieties,Recommended for vaigasipattam May- June varieties : TMV 10 COGn 5 TNAU CO 6 VRIGn 7
Stem rot management of Groundnut,recommended for drench with Carbendazim 1g1 litre of water
FARMER ASKED ABOUT YELLOWING ON GROUNDNUT CROP,WP-     30
Asked about groundnut top dressing fertilizer management,Recommended for apply gypsum 150kg  borax 4 kg  ac
Green larvea in ground nut,Crbaryl40ml10L
weed management,moongfali ki khet me sirf nirai kare
Farmer asked  about yellowing in groundnut crop due to lack of drainage,WP        ::
groundnut nutrient management,RECOMMENDED TO SPRAY ATONIC  AMBITION  ISABIAN 250MLACRE
Farmer asked Thrips problem in crop,EC -
groundnut root rot,Spray copper oxychloride 2gmlit of water
Fungal attack on Ground Nut,-30
Ask about How to make Jivamrut for fungus control,-
ask for larava prob In ground nut,use quinalfos 30 mlpump
seed rate of groundnut inacare,55-60 kigra seed rate of groundnut inacare
Farmer asked query on Weather,:   -      : :            30  C    22 C     6
SEED COLLECTING MACHINE,CONTACT NO OF DR AKGOEL
Farmer asked for information about groundnut crop,5
TELL ME PLANT PROTECTION IN GROUNDNUT,OF CARBENDAZIM 250 GM PER BHIGA  DRENCHING
GROUND NUT LEAF EATING CATERPILLAR  MANAGEMENT-,GROUND NUT LEAF EATING CATERPILLAR  MANAGEMENT-RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITRES OF WATER  ACRE
Asking about Groundnut rich spraying days information,:        :
Ask about blank pod in ground nut,--      100
Asking about top fertilizer groundnut boron available form,Query: Asking about top fertilizer groundnut boron available form Ans: Recommended for biosarsoluborallbor
weather information,Kisan Bhai there will be light rain in the next 5 days
Farmer asked Jassid Problem in Groundnut crop,WG   WS 8
weed management  groundnut,recommended to dont  use at 6 days
Farmer asked query on Weather,SANKRA
Information about control of termite in ground nut crops,Carbofuran 3G  8  10
ground nut foliar spray,Recommended for ground nut foliar spray ground nut rich 2kg  200 litre of water
TELL ME CONTROL OF DISEASE IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
TELL ME ABOUT INSECT CONTROL IN GROUNDNT,145   1
improved verities of groundnut,panjab mungfali no-1 mh-4
Ask about sucking pests problem in cropAphid,SL 7-8
TELL ME LEAF YELLOWING IN GROUNDNUT,FERAS SULFET 5 GRAMLITTER SPRAY
GROUND NUT TOBACCO CATERPILLAR MANAGEMENT,RECOMMENDED TO SPRAY  Profenophos 400 ml  acre
white grub in ground nut,application of phorate 10kg per acre
GROUND NUT ROOT DRYING,NEEM POWDER 200 KGACRE : GROUND NUT
Farmer asked query on Weather,8     19
Farmer asked query on Weather,31           14
ASKED ABOUT HOW TO INCREASE YIELD IN GROUNDNUT,SAGARIKA  SEA WEED EXTRACT-28 PROTEIN CARBOHYDRATE MICRO-NUTRIENTS- Ca B Fe Mn Zn Cu Mg PRIMARY NUTRIENTS- N P K S AUXIN CYTOKININ GIBBERELLIN   -
TELL ME TER MITE CONTROL IN GROUNDNUT,USE CHLORIPYRIPHOS 1 LITER BIGHA WITH IRRIGATION
WEED MGT IN GROUND NUT,SPRAY TARGA SUPER 2 ML IN 1  LITRE OF WATER FOR WEED MGT IN GROUND NUT
Asking about plant protection of groundnut,Chlorantraniliprole 93  Lambda Cyhalothrin 46 ZC
about management of the tikka leaf spot,RECOMMENDED TO SPRAY HEXACONAZOLECONTAF ANVIL  400 ML PER ACRE
asking about groundnut foliar application,Recommended for groundnut foliar spray TNAU Groundnut rich 2kg  acre 200 litters of water
Better yield in ground nut,Advised to apply gypsum  20 kg per acre for Better yield in ground nut
farmer asked about root grub control in ground nut,recommended to apply PHORATE 10 G granules 6 kg per acre at the time of sowing
gnut fertilizer information,15-20 kg dapvigha
Farmer asked query on Weather,-             -   -     -      -
FARMER ASKED ABOUT PEST CONTROL IN GROUNDNUT,30  2
FARMER ASKED QUERY ON FERTILIZER MANAGEMENT IN GROUNDNUT,DAP 50KG  GYPSUM 200KGACRE
CHEWING PEST IN GROUNDNUT,SPRAY FLUBENDIAMIDEFAME  5GM15LIT WATER FOR CHEWING PEST IN GROUNDNUT
ASKED ABOUT VARIETY OF GROUND NUT,VARIETY OF GROUND NUT-PHULE UNNATIT G-26T A G-24
Asked about groundnut Top Dressing fertilizer application,:      :  5    12
Farmer asked Sowing Time information of SUMMER Groundnut crop,-                    -
Asking about top fertilizer management for groundnut,:     : :  6    12    45
ABOUT GYPSUM APPLICATION IN GROUND NUT,GYPSUM APPLICATION IN GROUND NUT: IN PEGGING STAGE APPLY GYPSUM 200 KGACRE
ASKED ABOUT TO SEED REEATMENT IN GROUND NUT,2              50 25
PEST CONTROL IN GROUNDNUT,DUSTING OF METHYL PARATHIAN 2 25 KG PER HA
TELL ME WEED CONTROL  GROUNDNUT,TEL ME WEED CONTROL IN  GROUNDNUT
Ask about sucking pests control information in Ground nut,EC 30
Asking about  foliar spray management in groundnut,:     : :     2  200
TELL ME TERMITE CONTROL IN GT NUT,IRRIGATION WITH CLOROPYRIPHOS 4 LT  HA
use multi micro nutrients in groundnut crop,3
Ask about groundnut information,3   100           7
Leaf caterpillar in groundnut,Recommended for spray chlorpyriphos 2 ml  litre of water
TELL ME VAREITY OF RADISH,VARIETY OF RADISH  Co 1 Pusa Rashmi Pusa Chetki Pusa Desi Japanese White and Arka Nishant
asked about attack of caterpillar on groundnut,EC
Asked about Groundnut  root rot management,recommended for apply pseudomonas 1 kg  25 kg fym  acre
ask for groundnut varatie,sugg to gg-20
asked about root grub management in groundnut,:        :   1  20      1
Asking about termite problem in groundnut,Recommended for spray Chlorpyriphos 2 mllit of water
Information about fungus control in groundnut crop,Carbendazim 12 Mancozeb 63 WP 2
LATE LEAF SPOT,RECOMMENDED TO SPRAY CHLOROTHALONIL 400 GRAMS  ACRE
How to control of fungal attack in paddy crop,use copper oxy chloride 3 gram per liter watersteptrocyclin
TELL ME ABOUT SEED TREATMENT OF GROUNDNUT SEED,2
Alternaria leaf spot in groundnut,recommended for the spray of bavistin  carbendazim at the rate of 1 gram in 1 litre of water
fertiloizer doses,90-120 day
Cut worm in ground nut,Recommended for spray Azadirachtin 3 ml Teepol 1 mllitre of water
basal fertilizer for groundnut,recommended for apply DAP 50 Kg  potash 24 kgacre
fertidoses,spray of actra 5gm bavistin 20gm15litwater
Farmer asked query on Weather,2  3                                         2-3
sucking pest,recommended rogar 400mlacre
TERMITE IN GNUT,USE CHLOROPYRIPHOS 20 EC 4 LITER PER HAC WITH IRRIGATION
stam boorur in groundnut,4 kg malathiyan power per bhiga
TELL ME BLACK ROOT CONTROL IN GROUNDNUT,DRENCHING CARBENDAZIM 250  BEEGHA
FERTILIZERS DOSAGE,RECOMMENDED TO NOT TO APPLY ANY FERTILIZERS AT THIS STAGE
season  for  groundnut,Nov-dec
Asking about dry root rot in ground nut,Recommended for apply Trichoderma viride 1 kg  FYM 25 kgac
TELL ME PEST CONTROL IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
Asked about  powdery mildew management in Groundnut,:       :1      2
YELLOWING LEAVES,DI THEN M 45 SPRAYING
TELL ME WIGHT GRUB CONTROL,USE QUINOLFOS 25 EC 4 LITER PER HA WITH IRRIGATION
SIDEEFECT OF,TABA SPRAY
TELL ME APHID CONTROL IN GROUNDNUT,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER
Farmer asked Thrips problem in crop,WG -            SC             SC
Asked about Alternaria leaf disease management for Groundnut,:         :  1   Tebuconazole 2
ASKED ABOUT TO NUTRIENT MANAGEMENT IN SOYBEAN,33 5   10
Farmer want to know  information about control of sucking pest in groundnut crop,25 WG    4  8
Ask about Fertilizer dose of Groundnut crop,- -
Ask about fungus problem in Groundnut Root,:
NECK ROT MANAGEMENT,DRENCHING CARBENDIZIUM 1GML OF WATER
Farmer asked weed control in crop,--       -- 9  EC    -     -
information regarding of varieties in groundnut,varieties in groundnut -HM-4  PM NO-1
groundnut top dressing fertilizer management,Recommended for apply gypsum 75kg  ac
Ask about Rat problem in field of Groundnut,-    -
asked about fungal disease,recommended to spray m-45
TELL ME TREATMENT IN GROUNDNUT,SPRAY OF WETTEBLE SULPHUR 80 WDG 2 GM PER LITER WATER DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
asking about groundnut top dressing fertilziers,recommended for apply gypsum - 75 kg  borox - 4 kg acre
Fertilizer Dose -,thiram 45 gm1 kg seed
Asked about Caterpillarstem rot and Leaf hopper management in groundnut,:        : :      2   1
TELL ME TERMIET CONTROL IN,178   1
tell me tika disease control in groundnut,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
ASKING ABOUT NUTRIENT MANAGEMENT,ASKING ABOUT NUTRIENT MANAGEMENT
blight problem in ground nut,spray of carbendazim 12  mancozeb 63  2 gram litre water
ASKED ABOUT INFORMATION WEED CONTROL GROUNDNUT,PENDYAMETHILIN  USE TO SPRAY
FARMER ASKED ABOUT TO WATER MANGAEMENT IN GROUNDNUT,1
GROUNDNUT WEED MANAGEMENT,RECOMMENDED TO SPRAY PENDIMETHALIN  5 MILLI LITER  LITER WATER
Shoot borer,apply 10 grams of  phorate or carbofuron
Farmer asked query on Weather,DRY WEATHER NO CHANCE OF SHOWERS IN YOUR AREA        43C - temperature
Asking about Red spider mite in groundnut,:    : :      2
Asking about groundnut seed treatment,4         10
Asking about rat management in groundnut,:       :  :                          2   -
FARMER ASKED QUERY ABOUT ON ROOT GRUB MANAGEMENT IN GROUND NUT,RECOMMENDED TO APPLY PHOREATE 10  GRANULES 2-3 KGS ACRE
asking about groundnut white flies management,recommended for spray Azadirachtin - 3 ml lit of water
Farmer asked Spotted bollworm problem in groundnut,EC
Farmer asked about fertilizer application on ground nuts,Fertilizer application on ground nuts  DAP one bag  100 Kgs Gypsum sulphur ACRE
Collar rot of Ground nut,Recommended for basal drenching with Zineb 78 WP 3gm per litre of water to control collar rot of Ground nut
Early leaf spot management in groundnut,Recommended for spray Carbendazim 2 g  sticking 05 ml litre of water
ASKING ABOUT BETTER GROWTH IN GROUNDNUT,ADD GYPSUM 50 KG  ACRE
GROUND NUT SUCKING PEST,RECOMMENDED TO SPRAY IMIDACLOPRID 60 ML 150 LITRES OF WATER  ACRE
LEAF EATING CATERPILLAR IN GROUND NUT,SPRAY DICHLOROVUS 2 ML IN ONE LITRE OF WATER FOR LEAF EATING CATERPILLAR IN GROUND NUT
Asking about Rat control in Groundnut field,:      :    10
FARMER ASKED ABOUT SEED TREATMENT TO GROUNDNUT,-
ASKING ABOUT INTER TILLAGE OPERATION IN GROUNDNUT,-                                    -
asked about variety of groundnut,variety of groundnut tag 24 tg 26
attack of batrial bliget,strptocyclin 25 gm  carbanyzin 20 gm
water management in groundnut,water management in groundnut- watering 8-10 days interval according to soil condition
ask abt heliothis,i suggetsed cyper methrin
groundnut,gypsum 100kgacre application
ASKED ABOUT TO ROOT ROT  DISEASE CONTROL IN  GROUNDNUT CROP,5   1
about spraying time for nutrient application13045,suggested to spray at right moisture content in soilat  morning or evening times
ASKED ABOUT TO NUTRIENT MANAGEMENT,5     1            5    10
foliar spray in groundnut,Recommended For spray TNAU Groundnut rich 220kg  ac
asked about drum rolling in groundnut,-
Asking about groundnut weed management,20  40-
Information about termite control in groundnut crop,Fipronil 03 GR 10
leaf minor in groundnut,recommended for spray neem seed kernel extract 30mllit of water
Farmer asked fungus in root control information of ground nut crop,WP -30  SAAF
Thrips Attack,Spray Actra 5 gm  15 Lit of Water
SEED TREATMENT GROUNDNUT,THIRAM 2 GRAM  1 KG SEED
ask for early or late leaf spot in groundnut,carbendazim 25 gm10 liter water
Late leaf spot in groundnut,recommended for spray mancozeb 2 gm  lit of water
ask for the white grub attak in the gnut,I suggested for the chloropyriphos-25  ml pump  as a drenching
Farmer asked query on Weather,2           16
Groundnut top dressing,Recommended for Groundnut top dressing apply gypsum 75 kg borax 10 kgacre
groundnut sowing season,April - May
Better pod production in Groundnut,Recommended to apply Gypsum100 kg per acre for better pod production in Groundnut
Varieties of Ground Nut,:-  -  -    - --  -       -
Downy or blight Attack,Spray Bavistane 30 gm15 Liter of WaterCarbandazin-Basf
groundnut early leaf spot,mancozeb 25 gram per pump and to spray
Asking about leaf spot management in ground nut,:      :       2
Asked about groundnut peg rot management information,1        20
moongfali pili ho rhi hai,mancozeb 2 gram  dimethoate 2 mll spray
varieties of groundnut,varieties of groundnut - sb 11  western  jag tpj
