QueryText,KccAns
Asking about Groundnut bio fertilizer application,:        :   800    20
ferti dose,give urea
please contact agri office,:       400     :
TELL ME LEAF MINER CONTROL IN GROUNDNUT,--   1   3
Ask about yellowing problem in groundnut,-
varieties of ground nut,varieties of ground nut  TAG - 24   SB - 11
Asking about crop booster in groundnut information,:     : :     2  200
leaf folder in groundnut,Recommended for spray Chlorpyriphos 2 mllit of water
APHIDS,METHYLDEMETON 400MLACRE
Groundnut top dressing fertilizer management,rscommended Groundnut top dressing fertilizer management Apply gypsum 80 kg  ac
Groundnut leaf miner,Groundnut leaf miner- recommended to spray malathin 2ml per liter water
ASKING ABOUT CONTROL OF ROOT ROT IN GROUNDNUT,THIOPHANATE METHYL 70 WP
GROUNDNUT POD BORER,RECOMMENDED TO SPRAY  NOVULURON 2OOMLACRE
ASKING ABOUT CONTROL OF ROOT ROT AND STEM ROT OF GROUNDNUT FIELD,AZOXYSTROBIN 11  TEBUCONAZOLE 183  SC   ML
Farmer asked  Larvae problem in ground nut crop,EC
Asked about Bio potash application for Groundnut,:        :    25  VAM  1
Asked about groundnut rich application information,:     :     200
ABOUT CONTROL BLIGHT DISEASES OF GROUNDNUT,SPRAY MANKOZEB 2GMLITTER WATER
TIKKA,MANCOZEB
Asked about Indexocarb and Borax can be mixed,:        :
WEED MANAGEMENT,RECOMMENDED NOT TO USE WEEDICIDE
asking about Tobacco caterpillar management in groundnut,Recommended for spray profenophos 2ml  litre of water
Groundnut,Regent-2mllit
ground nut cater piller,recomonded  dosage plethora 350mlacre
tell me white gurb control in groundNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
Asked about weed management in groundnut intercrop with banana,:        :
FARMER ASKED ABOUT TO SEED TREATMENT IN GROUNDNUT,2                                                                              25   4-5
Leaf caterpillar in Groundnut,recommended for spray quinalphos 2 ml  liter of water
Blight on Ground nut,Blight on Ground nut-Spray Antracol  45 gm15 Liter of WaterPropineb-Bayer
ask for gnut rust,suggested mancozeb 40 gram  pump
Ask about Gernal information,all information provided - thanks fo calling in kisan call centre
TELL ME SEED TREATMENT IN GROUNDNUT,SEED TRITMENT OF GROUNDNUT CARBENDAJIM 2 GMCLOROPAYRIPHOS 4 MLKILO SEED
NUTRIENT MANAGEMENT RELATED QUERY IN GROUNDNUT,--        3ml
Bud necrosis in groundnut,recommended for groundnut in bud necrosis spray Monocrotophos 2mlliter of water
Asking about Leaf eating caterpillar control in Groundnut,:        :  2
GROUNDNUT STEM ROT,MANCOZEB 2MLLIT WATER
Weed management in 60 days old groundnut crop,moongphli ki fasal par kharpatwar niyantran ke liye rasaynik dawa ka prayog ya to buwayi se poorv athwa buwayi ke baad kintu jamaav se poorv prayog kare
groundnut fertilizer management -,200                45
TELL ME FANGUS CONTROL OFGROUNDNUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
TELL ME CONTORL OF WHITE GRUB IN GROUNDITE,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
ask for the fertilizer dose of groundnut,preffered for the N-125kg and P-25 kgha as a basal dose
ASKING ABOUT THE CONTROL OF LEAF SPOT IN GROUNDNUT,SPRAY  CHLOROTHALONIL 75 WP   2 GM   LIT OF WATER
TELL ME SOWING TIME OF GROUNDNUT,SOWING TIME OF GROUNDNUT JUN FIRST WEEK TO SECOND WEEK
TELL ME CONTROL OF TERMITE IN GROUNDNUT,SPRAY OF FIPRONIL 5  SC 2 LITER PER HA
TELL ME TIOUREA DOSE IN GROUNDNUT,SPRAY THIOUREA 10GM PER TANK
WILTING IN GROUNDNUT,RECOMMENDED SPRAY SECTIN 2GM PLANTOMYCIN1GMLTR WATER FOR WILTING IN GROUNDNUT
ask for gnut fungus problem,suggest:bavistin 30 gmpump
leaf folder in groundnut,recommende spraying with monocrotophos 16 ml for 1 litre
BEANGAL SOWING TIME,BEANGAL SOWING TIME : OCT
Asked about plant protection in groundnut,Suggested to spray dimethoate  2 ml ltr of water
TELL ME CONTROL OF ROOT ROT IN GRONDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
Gram pod borer in groundnut,Imidacloprid 2ml lit of water
Asking about seed treatment for groundnut,:     :    10
Attack Of White Fly on groundnut,Spray Ullala 8 Gm15 Lit Of WaterFlonicamid-UPL
Asking about seed rate Groundnut,Recommended for Groundnut seed rate : 50 kilo gram   acre
Information regarding how to control deemak in  crop,Information regarding how to control deemak in  cropbroadcast of chlorpyriphos20  2 litre mixed in 20 kg dry sendacre
white grub management in ground nut,RECOMMENDED TO SPRAY CHLORIPYRIPHOS 500 MLAcre
TELL ME ABOUT WEATHER INFORMATION,RAINFALL MAY BE ON 21-24 JULY IN YOUR DIST
TELL ME FUNGEL CONTROL IN GROUNDNUT,SPRAY OF COPPER OXICHLORIDE 3 GM PER LITER WATER
Asking about prevention of root rot disease in groundnut crop,:        :     20
sowing time of groundnut,sowing time of groundnut - 15 jan- 1 feb
Ask about fertilizer dose in Groundnut crop,00-00-
Farmer asked Varieties information of Groundnut crop,-24
weed management in ground nut,10 SL
Farmer asked about larvae problem in groundnut,EC 15
Asked about Root grub and termite management for  groundnut,:      :      2
asking about groundnut leaf minar management,recommended for spray chlorpyriphos - 2 ml lit of water
Asked about Pest management in  groundnut,Suggested to Spray:-Dimethoate  2mllit of water
asking can i irrigation applied in summer gnut after 25 days of sowing,i suggested to application of irrigation this time
CONTROL COLLAR ROOT IN GROUNDNUT,USED CARBENDAZIM 250GM  BIGHA
Weather forcast for paddy crop,Kisan Bhai apke kshetra me 04 july se 07 july tak bhari barish ki sambhavna hai
ground nut  leaf folder,CHLORPYRPHOSKORBAN DURSBAN LETHAL CLASSIC RADAR 500 ML PER ACRE
ASKING ABOUT THE CONTROL OF VEGETATIVE GROWTH IN GROUNDNUT AND ENHANCEING GROWTH OF PODS,SULPHATE OF POTASH 0-0-50  -
Asked about plant protection in groundnut,Suggested to the farmer spraying of quinolphos 2 ml per liter of water
Variety of groundnut,Variety of groundnut-phule unapphule pragatisb-11phule unati
TELL ME NUTRIENT MANAGEMENT,SPRAY OF ZINK SULPHATE  5 GRAM UREA 5  GRAM PER LITER WATER
TELL ME NUTRIRNT MANAGEMENT,SPRAY OF MULTIPLAX MICRONUTRIENT 4 ML PER LITER WATER
early leaf spot in ground nut,RECOMMENDED TO SPRAY TEBUCONAZOLE GRAMS 200 LITRES OF WATER  ACRE
Epilachna beetle in Groundnut,Recommended to spray Emamectin benzoate 5 SG  6 gm in 15 liter of water per acre for control of Epilachna beetle in Groundnut
Groundnut leaf spot,Spray Bavistine 30gm15lit of Water
GIVE ME ABOUT WEATHER INFORMATION,kisan bhai aapke yha 8-12 june tak halki  barish hone ki sambhawna hai
TELL ME ROOT  ROT DISESE CONTROL IN  GROUNDNUT,TRAICODARMA 25 KG  100 KG FYM
attack of thrips on groundnut,Spray Actra 5 gm 15 Lit of Water
plant protection,fipronil 2ml per liter of water
asked about plant protection in groundnut,suggested to spray Hexacocnozole  1 ml per 1 liter of water
Farmer ask about Plant protection in Groundnut Crop,WP
Asked about Pest management in   Ground nut,Suggested to Apply   Carbofuron  3-4 kg around the  heap
Powdery Mildew Attack,Spray Redomil Gold 30gm 15 Lit of Water
ATTACK OF SUCKING PEST on groundnut,-
Farmer asked about attack of caterpillar  on Groundnut,-            EC
ground nut basal dressing fertilizer management,Recommended for Apply  DAP 50 kg  75 kg Gypsum  acre
ABOUT COLLER ROT IN GROUNDNUT,DRENCHING OF CARBENDAZIM 2 GM PER LITER WATER
Farmer asked seed treatment of fungus problem white grub  in groundnut crop,Ws
Pest attack in groundnut,Recommended to spray nimbicidine  5ml per litre of water
asking about Groundnut foliar application information,:        :         2  200
Asked about Groundnut G 7 variety information,:  G 7   :   2600
Asking baout groundnut foliar application,:       :         2  200
root problem of groundnut,carbendism 250 gram per bigha
Farmer asked query on Weather,:          :               35       19
plant protection,spray mancozeb 2gml of water
Asked about leaf caterpillar management in groundnut,:      :      1
Asking about Tobacco caterpillar  mealybug management in groundnut,:      :      2
variety,variety  Sb- 11  phule unnati  TG - 26
Asking about sowing season for Ground nut,Recommended for season December-January
white grub problem in ground nut,broad cast the  cartep haydracloraied 4 G  10 kg  acre in moisture condition
asking about groundnut top fertilizer management,recommended for apply gypsum 75 kilo  borax 2 kilo  acre
LEAF EATING CATERPILLAR MANAGEMENT IN GROUNDNUT :,LEAF EATING CATERPILLAR MANAGEMENT IN GROUNDNUT :RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITERS OF WATER  ACRE
ASKING ABOUT THE CONTROL OF COLLER ROT IN GROUNDNUT,RECOMMENDED FOR SPRAY  THIOPHANATE METHYL 75 WP  1 GM   LIT OF WATER
Farmer asked fungus control information of Ground nut,4    WP -
TELL ME ABOUT WATER MANAGEMENT OF GROUNDNUT,25  30
pea nut ki jade gal rahi hai,Hexaconazole 5 EC 600 ml acre me prayog kare
farmer ask about fertilizer spray for groundnut crop,-
Asking about Leaf folder management in Groundnut,Recommended to spray Chlorpyriphos  2 ml  litre of water
ask for gnut sed rate,I suggested 120 kg  ha
GREEN FLIES IN GROUND NUT,RECOMMENDED TO SPRAY THIOMETHOXOME ACTRA SITARARENOVA 40 GRAMS PER ACRE
Groundnut top dressing fertilizer management,Recommended for apply gypsum 150kg  Borax 4 kg   acre
asked about leaf curl in groundnut,spray-dimethoate 2mlliter
insecet controll in groundnut,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER
Farmer asked fungus control information of,--         WP -
Asking about  chemical fertilizer and Pseudomonas fluorescens  mixing using same time,:             :     15
seed treatment,apply 3gm thiramkg seed  rhizobium culture
ground nut root rot management,recommended to spray saaf CARBENDAZIM   MANCOZEB  400 gm  acre
moongphali ki kheti karna chahte hai,moongphali laga sakte hai type-28kaushalchitraambarchandra
farmer asked query on nutrient management in groundnut,-RECOMMENDED  TO SPRAY ZINC SULPHATE 2 GRAM  1 LITER OF WATER    2
YELLOWING IN GNUT,FERRUS SULFATE 3 GRAML WATER
TELL ME COLLAR ROT CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GM PER BEEGHA
BLIGHT IN GROUNDNUT,MANCOZEB 2ML PER LITER OF WATER
fertilizer dose,apply urea  dap and gypsum
TELL ME CONTROL OF GRUB IN PEANUT,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
Ground nut foliar spray,Recommended for spray ground nut rich 25 kg acre
TELL ME YELLOW LEAF CONTROL IN GROUNDNUT,SPRAY OF MICRONUTRIENT 3 GM PER LITER WATER
farmer had enquired about variety of groundnut,variety of groundnut are phule unapTG-24TAG-26
GROUND NUT FERTILISER MANGEMENT,RECOMMENDED TO APPLY UREA 9 KG AT FIRST FLOWERING STAGE
ASKED FOR GROUNDNUT VARIETY,GROUNDNUT VARIETYSB-11TAG-24
asked about to Information about fertilization along with sowing in groundnut,130
TELL ME ROOT ROT CONTROL IN GROUNDNUT,USE CARBOFURAN 3 G 25-30 KG PER HA
TELL ME WHITE GRUB  CONTROL OF GROUNDNUT,USE QUINOLFOS 5 G 25 KG PER HA IN SOIL FOR CONTROL OF WHITE GRUB IN GROUNDNUT
Farmer asked query on Weather,-              28     20      5
TELL ME WEATHER REPORT IN JODHPUR,TOMARROW IN YOUR DIST NO RAINFALL
ASK FOR GNUT WILT CONTROL,I SUGGESTED TO GIVE TRCODERMA VIRIDI 25 KGHA
Farmer asked query on Weedcide  Dhanuka Dabooch Diclosulam 84 WDG information,recommended to Dhanuka Dabooch Diclosulam 84 WDG Pre-Emergence Herbicide Applied In SoybeanDOSE PER ACRE: 124 gm per acre
TELL ME TERMITE CONTROL OF GROPUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
Farmer asked termitewhite grub control information of ground nut crop,SGCG
seed rate of groundnut,80-100kghacseed rate of groundnut
asked about root rot in ground nut,root rot in ground nut  - drenching blue copper 40 gm  15 liter water
RED HAIRY CATERPILAR,CHLOROPYRIPHOS 2MLLIT
FERTILISER DOSE IN GROUND NUT,APPLY DAP 35KGMOP 27KGUREA 4KGACRE
TELL ME CONTROL OF BIACK ROOT IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
Farmer asked Heliothis Larvae Problem in  GROUND NUT crop,EC
Tobacco caterpillar in groundnut,Recommended for spray Fipronil 15 mllit of water
FARMER ASKED ABOUT GROUNDNUT SOWING TIME AND VARIETIES,-                   -   :
top dressing nutrient in groundnut,top dressing nutrient in groundnut-potas-5kgurea-12kggypsum-50kg per half acre
Asking about Rust control management in groundnut,:      :   2    1
TELL ME INSECT CONTROL OF GROUND NUT,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER
Ask about fungus problem in  groundnut crop,30
Asking about Kadiri groundnut yield information,:   :
ASKING ABOUT WEATHER REPORT IN MIDNAPURWESTDISTRICT,MOSTLY SUNNY SKY WITH POSSIBILITY OF RAIN FALL NEXT FIVE DAYS
TELL ME ABOUT INSECT CONTROL IN  GROUND NUT,5   1   3
TELL ME TERMITE CONTROL IN GROUNDNUT,USE CHLOROPYRIPHOS 20 EC 4 LITER PER HA WITH IRRIGATION
groundnut basal fertilizer management,Recommended for groundnut basal fertilizer management apply DAP 50kg  acre
Asking about Leaf caterpillar management in groundnut,:        :  2       1
GROUNDNUT VARIETY,RECOMMENDED GROUNDNUT VARIETY-SMRUTI JAWAN KISAN AK 12-24
Asking about rat management in groundnut field,:      :         3
TELL ME LEAF BLIGHT CONTROL IN GROUNDNUT,SPRAY OF COPPER OXICHLORIDE 3 GM PER LITER WATER
Farmer asked query on Weather,34    17     8
Ground nut in cut worm,Recommended for spray Azadirachtin 3 ml Teepol 1 mlliter of water
FARMER ASKED QUERY ABOUT CAN I USE ORGANIC ZYPSUM,SUGGESTED TO USE
farmer want to know information about How to control thrip in groundnut crop,Ans   control of aphid in groundnut crop sprey of  fipronil 5  sc 250ml per acre
FARMER ASKED QUERY ABOUT ON STEM ROT MANAGEMENT IN GROUND NUT,RECOMMENDED TO SPRAY HEXACONAXOLE 2ML1 LTR OF WATER 400 MLACRE
market rate for blackgram,recommended at panruti Rs 7120RsQuintal
vareitry of groundnut,jhumkaM-13
yellowing of leaves in ground nut,recomended for zinc sulphate 2grmsLT WATER
PLANT PROTECTION,PHORATE 5KG PER ACRE
Information regarding improved varieties of mungphali,varieties of mungphali-haryana mungphali-4punjab mungphali-1
gnut varieties,gnut varieties - t g 26  t a g 24
Attac of Fruit Borer,Sprey Coragen  15 lit of water
whitegrab control,give cloropyriphos 25 mlpump
vaerity groundnut,phule pragatiphule unapkopargoan-1
CONTROL OF SHOOT ROT IN GROUNDNUT,RECOMMENDED FOR SPRAY  COPPER OXYCHLORIDE 50 WP   4 GM  LIT OF WATER
Farmer asked query on PENDIMETHALINN IN GROUND NUT,RECOMMEDED NO NEED TO APPLY OF PENDIMETHALIN
stem rot control on groundnut crop,you can spray redomil gold 30 gram pamp water use for stem rot control on groundnut crop
MOONGFALI KA BEEJ SHODHAN KARNA HAI,25 GRAM THIRAM PRATI KILO BEEJ ME PRAYOG KARE BEEJ SHODHAN KE LIYE
Ask about seed rate information in Groundnut crop,22-23
ASKED ABOUT THE PENDIMETHALIN CONCENTRATION IN THE GROUND  NUT,SUGGESTED THEM TO SPRAY AT THE RATE OF 3ML PER LITER OF WATER SUGGESTED THEM TO AFTER THE IRRIGATION OF THE LAND AFTER 3 D AYS YOU CAN SPRAY
ASKED ABOUT TO USE SULPHUR IN CROP GROUNDNUT,80WDG  2             4 ML
ASKED ABOUT FERTILIZER DOSE OF GROUNDNUT CROP,ADVICE TO CONTACT WITH ADAKPS BLOCK
asking about cut worm control in groundnut,Recommended for spray profenophos 25 ml  liter of water
Farmer asked fungus in root control information of  GNUT,50             250
groundnut weediside,Tok E 24
asked about plant protection IN GROUNDNUT,spray-quinalphos 2mlliter and saaf 2gliter
Asking about gypsum fertilizer avilability,:       :
about groundnut weed management,recommended for spray Imazethapyr 40 gram  200 liter of water  acre
ask for groundnut  irrigation system information,suggest: apply next irrigation as per required
bhihar hairy caterpiller in ground nut,RECOMMENDED TO SPRAY MONOCROTOPHOS  16ML   LITRES OF WATER
MOONGPHALI ME DIMAK LAGA HAI,CARBOFURAN100 KGACRE DALEN
Farmer asked about flowering problem in groundnut,10
Farmer asked fungus control information of ground crop,magfalina  375    -  25
Asking about sowing season  varieties for groundnut,:        :  -      -
Farmer asked about control of wilt disease attack on groundnut crop,-       WP -
Leaf curl in ground control,Quinolphos 2ml L water OR Monochrotophos 16 ml L water
asking about groundnut top dressing fertilizer management,Recommended for apply urea 5 kg  potash 11 kg   acre
TELL ME ABOUT INSECT CONTROL IN  PEANUT,5  25
Asking about leaf spot in groundnut,Recommended for spray mancozeb  carbendazim SAAF25gmlit of water
ask for fungus problem,Blue copper 40 gmpump
ASKED ABOUT VARIETIES OF GROUNDNUT,VARIETIES OF GROUNDNUT -Groundnut Variety: Western TG 37-A
weed,hand weeding
Information about Sowing of groundnut has become a weed after 15 days of sowing,15
groundnut sucking pest management,RECOMMENDED TO SPRAY IMIDACLOPRID  60 ML 200 LITRES OF WATER  ACRE
ASKED ABOUT TO DISEASE CONTROL IN peanut,peanut       50  250
Asked about groundnut leaf roller management,:            :  30 SC  2    1   1
ask for fungus problem,suggest:mancozeb Dithen- M 30 gm per pamp and to sprey
asking about rain fall,no rain for next 4 daysd
white grub in groundnut,recommended to apply carbofuran 12kg per acre of land
Asked about water management after herbicide application for Groundnut,:        :
GROUNDNUT VARIETIES,- -
ask for groudnut  sowing time information,suggest: sowing time is june-july
Farmer asked about groundnut crop,130
RED HAIRY CATERPILLAR IN GROUNDNUT,RED HAIRY CATERPILLAR IN GROUNDNUT - SPRAY DICHLORVUS 2 ML PER LITRE WATER
groundnut aphid control,recommended for profinophos 2 ml  acephate 2 gram teepol 11 ml1 litre of water
moongphali ki fasal me   keet ki samshya,25 EC 2ml
Information about sowing time of Ground Nut,-
FARMER SKED ABOUT FUNGAL ATTACK ON GROUNDNUT,-   :-
ROOT ROT,use trichoderma viride
rot wilt,drenching of coc
Wilt,Spray Redomil Gold 30 gm15 Liter of WaterMephonaxonMancozeb-Syngenta
ASKED ABOUT TO INSECT CONTROL IN GROUNDNUT,50    2
GROUNDNUT SUCKING PEST,ROGAR 15 ML  AND NEEM OIL
oilpalm nutrient mgt,apply micronutrient mixture 200gmpalm
TELL ME BORER CONTROL IN GROUNDNUT,SPRAY OF IMIDACHLOPRID 178 SL 05 ML PER LITER WATER
Farmers query about weed mannagement in Groundnut,I
weed problem in groundnut,kisan Bhai aap khet ki nirai gudai kare
How to control Pest attack in Groundnut,Clorpirifos Granular-  8kgAcre Or  Clorpirifos -  2litterha With Irrigation
Asking about White grub and Root rot management for Groundnut,:          :  15   2  1
Asking about groundnut micro nutrient foliar application,:          :   5     5
ROOT ROT,SPRAY RIDOMIL MZ 25GM1LITRE OF WATER
PEST CONTROL IN GROUNDNUT,CATAF HYDROCLORIDE 4 KILO PER BIGHA DALE
TELL ME FUNGALC ONTROL IN GROUNNUT,SPRy of acephate  mencozeb 2 gmlitre
Asking about Leaf caterpillar control management in Groundnut,:      :  3   1
QUERY ON GYPSUM APPLICATION IN GROUND NUT,RECOMMENDED TO APPLY 200 KG GYPSUM PER ACRE AFTER 45 DAYS OF PLANT AT THE TIME OF FLOWERING
Asking the yellowish leaf of groudnut,Advice to spray 100 ferrous sulphate  10 gm cytric acid per pump
Asking about Tobacco caterpillar management in groundnut,Recommended for spray quinalphos 2ml  litre of water
asked about caterpillar attack in gnut,caterpillar attack in gnut - spray monocrotophos 15 ml  15 lit water
mong fali lagna hai,late ho gya hai
Farmer asked about fungus problem in Groundnut crop,:
SEED TREATMENT,Thiram 45 gm1 kg seed
WEED MANAGEMENT IN GROUNDNUT,-        10
Asking about sowing season for groundnut,:           :  -      -
CONTROL OF CATERPILLAR IN GROUNDNUT,RECOMMENDED FOR SPRAY CHLORPYRIPHOS 20EC  25 ML LIT OF WATER
GROUND NUT MANAGMENT,Recommended to spray   Monocrotophos 400 ml  acre
groundnut spodoptera management,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 150 LITRES OF WATER  ACRE
root rot,saaf 25gmltr and plantomycin 1gmltr
TELL ME NUTRIENT MANAGEMENT  MOONG,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
TELL ME WEATEHR INFORMATION,FOUR DAYS RIANFALL
ask for gnut heliothis control,I suggested to sprey quinalphos 30 mlpump
Asked about groundnut rich foliar application in groundnut,:       :     2  200
TELL ME INFORMATION    GRUANDNUT,GRUANDNUT  SEED ARTE  80-100 KG PER  HE
Farmer asked weed control in Groundnut crop,--            80    -
LEAF EATING CATERPILAR IN GROUNDNUT,LEAF EATING CATERPILAR IN GROUNDNUTSPRAY QUINALPHUS 2 ML PER 1 LTR WATER
ask about seed  treatment of ground nut,I suggested to give thram 3 to 4 gm1 kg seed of ground nut
stem rot in groundnut,recommended for application of Bavisin 2 g litre of water
TELL ME WHITE GRUB CONTROLE IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
LEAF YELLOWING IN GROUNDNUT,SPRAY MANCOZEB 75 WP  25GMLIT OF WATER
YELLOWING IN GNUT,SULFURIC ACID 1 MLLIT WATER
asking about groundnut water management,recommended for In pod development stage 2 - 3 irrigations depending on the soil type
caterpillar damagein groundnut,chlorpyriphos 500mlacre
Attack of Caterpillar,Spray Azadirictine 30 ml15 Lit of Water
ask for groundnut white grub information,suggest: apply cloropayriphose
ask for white grub  control information,suggest:chloropyriphose
Asking about  Alternaria leaf spot disease in groundnut,:        :    2
farmer ask about groundnut problem,--  8   250  1
FARMER ASKED QUERY ON 1 ST IRRIGATION TIME IN GROUND NUT,RECOMMNEDED TO 1ST IRRIGATION TIME IN GROUND NUT-10-15 DAYS OLD CROP
Farmer asked Varieties information of Ground nut crop,:-
STEM ROT IN GROUNDNUT,HEXACONAZOL 2 ML  LITTER WATER SPRAY
SOWING TIME OF GROUNDNUT,JUNE-JULLY
THANK YOU FOR CALLING,THANK YOU FOR CALLING
Groundnut root rot control,Recommended for soil drenching copper oxy chloride 25 gram  litre of water
Farmer asked weed control in Groundnut crop,10 SL          -
ground nut red spider management,recommended for spray  Propagate  15 ml   lit of water
Farmer asked Larvae control information of groundnut crop,magflina         SC 7-8
GROUND NUT ROOT GRUB,DRENCH PHORATE 10G PER LT OF WATER
seed treatment,apply bavistin 30 gm 1 kg seeds
information about first irrigation groundnut crop,20
Farmer asked query on Weather,-        -        -
top dressing fertilizer in groundnut,top dressing fertilizer in groundnut-25kg potasurea-25kg per acre
CALLOR ROT IN GROUNDNUT,CORBENDAZIM 250 GRAM  BIGA
TELL ME TERMIET CONTROL IN GROUNDNUT,--      178   1
Aphids in Groundnut,recommended for spray dimethoate 2 ml litre of water
varities of groundnut,-      --     -       --  -     --     -
sucking pest,RECOMMENDED TO SPRAY FIPRONILREGENT BILLGRAN SALVO 400 ML PER ACRE
Tobacco caterpillar control in groundnut,recommended for spray Emamectin benzoate 4 g10 lit of water
NUTRIENT MANAGEMENT IN GROUNDNUT,NUTRIENT MANAGEMENT IN GROUNDNUT- APPLY BORON 4GM PER 1 LITRE WATER
tobacco caterpiller in groundnut : spray trizophos 2mlteepol 1mlneemoil 3mllit of water,tobacco caterpiller in groundnut : spray trizophos 2mlteepol 1mlneemoil 3mllit of water
pink ballworm,Suggested: DDVP 5 ml  Quinalphos 25 ml pump spray
aphids in groundnut,spray imidachloprid 1 ml  acephate 2 g  lit of water
Termite problem in groundnut,Use of cartap Hydrochloride 4G 8-10 kilogramacre
ask for gnut wilt,sugest:bavistin 30 gmpump dranching
Swioing time of Groundnut,Do sowing of groundnut from the second week of June to the first week of July
TELL ME INSECT CONTROL OF GROUNDNUT,SPRAY OF MENCOZEB 2 GM ACEPHATE 75 SP 2 GM PER LITER WATER
information regarding seed rate of groundnut,seed rate of groundnut : 40-45 kg  acre
ask about GJG 22 groundnut variety,GJG
Foliar nutrient spray for groundnut,Recommended for spray MN mixture 5 gram  litre of water
Asking about Groundnut Basal fertilizer application,:       :  43     25
asked about herbicide in groundnut,persuit herbicide in groundnut
tell me about nutrient management in groundnut,80    2
ask for seed rate for ground nut,120 kg seedha for seed rate for ground nut
ASKED ABOUT TO DISEASE CONTROL OF GROUNDNUT,75     2
Fertilizer dose for Ground nut,- -  :  :-
Asked about aphids and  leaf caterpilar management for Groundnut,:           :     2
weather information,chance of precipitation to some extent in your area
TELL ME PEAST CONTROL IN  GUAR,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER
Asked about plant protection in groundnut,3  - 80    3  -
TELL ME TIKKA CONTROL IN GROUNDNUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
Groundnut leaf miner,Recommended for spray Dimethiate 2ml  litre of water
tell me irrigation in gt nut,5- 7 days  irrigation in gt nut
ground nut Tobacco caterpillar management,recommended for spray Quinalphos 2 ml  lit of water
attack of caterpillar,spray chloropyriphos 30ml 15 litof water
ROOT ROT CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GM PER BIGHA WITH IRRIGATION
top dressing fertilizer management in ground nut,recommended for apply urea 6kg and potash 12 kg  ac
asking about caterpillar in groundnut,recommended for spray chlorpyrifos 2mllit of water
ask for gnut white garb,Chlorpyriphos 4 liter ha
kya moongfali me urvark prayog kiye jate he,apply 33 kg urea375 kg ssp hect
TELL ME ROT  ROOT IN GRROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
Farmer asked query on Weather,23     32      9
Asking about Groundnut top dressing fertilizer,:      :
ROOT PROBLEM IN GROUNDNUT,BAVISTIN 250 GRAM PER BHIGA
TELL ME INSECT  CONTROL IN  GROUNDNUT,SPRAY OF PROFENOFOS 15 ML PER LITER WATER
Ask about JAU Contact number SSK for more information of groundnut seed,- -
PEST CONTROL IN GROUND NUT,USE CARTAF HYDOCHLORIDE 4 KILO PER BIGHA-PEST CONTROL IN GROUND NUT
Farmer asked about Fertilizer dose in Groundnut crop,-      -
ground nut tikka disease management,RECOMMENDED TO SPRAY CHLOROTHALANILKAVACH DACONIL BRAVO  400 GRAMS PER ACRE
HAIRY CATTER PILLER IN GROUNDNUT,DRENCH-Malathion 5 D  8 kgacre
FARMER ASKED QUERY ABOUT VARIETIES OF GROUNDNUT,RECOMMENDED VARIETIES OF GROUNDNUT ARE KADIRI-7 BOLD KADIRI-8 BOLD KADIRI-9 KADIRI HARITHANDRA
Tikka Disease in Ground Nut,Recommended to spray Chlorothalonil 75WP  400gm per acre for controlling Tikka Disease in Ground Nut
Farmer asked Thrips problem in GNUT  crop,SC
Ask for the groundnut problem,suggest:quinalphose 30 ml per pump and to spreysuggest:corazen 5 ml per pump and tosprey
Farmer asked query on Weather,suggest to spray deligate 180 ml per acre
Asked about Groundnut pod rot management,:     :   5          1   20
disease,saff 2 gm 1 liter
Ask about groundnut leaf yellow chlorosis problem,FeSO4      citric acid CHO
Farmer asked Thrips  larvae control information of Groundnut,5  25
asking about Groundnut seed treatement,Recommended for apply Pseudomonas fluorescens  10 gram  kg of seed
attack of termites,spray Chloropyriphos 30ml15 Lit of Waterfor drenching
NUTRIENT MANGEMENT,APPLY MOPUREA AND GYPSUM
Q-ask for groundnut deed related,A-suggest:contct with beej nigam
