QueryText,KccAns
Asked about plant protection,Spray Dimethoate 30 EC  17 mllit water
TELL ME WHITE GRUB CONTROL IN GROUNDNUT,QUANALPHOS  20 EC 1 LITTER   BIGHA WITH  IRRIGATION  WATER
Asked about Weed management in   groundnut,Suggested to spry weedicide within 3 days after sowing
ASKED ABOUT TO WEED CONTROL IN GROUNDNUT,30    25
Asked about plant protection in Groundnut,Suggested to spray Larvin once again
Asked about whether pendimethalin herbicide for groundnut crop should be applied only when there is moisture in soil,:             :
INFORMATION REGARDING VARIETIES OF GROUNDNUT,VARIETIES OF GROUNDNUT VARIETIES OF GROUNDNUT : MH-4  MUNGFALI HARYANA -4   PUNJAB MUNGFALI -1
tell me plant protection in groundnut,USE CARBENDAZIM 250GM  BHIGA WITH IRRIGATION
Asking about early leaf spot in groundnut,:      : :    25  1
Farmer asked Larvae control information of pearlmillet crop,EC 0
FERTILIZER USE,RECOMMENDED TO USE DAP OR SSP
Asked about groundnut topdressing managment,10    30
NUTRIENT MANAGEMENT IN GROUND NUT,RECOMMENDED TO APPLY ZINC SULPHATE 20 KGACRE IN LAST PLOUGHING
TELL ME ABOUT DISEASE CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 2 GM PER LITER
SEED TREATMENT OF GROUNDNUT,2 G CARBANDAZIM 5 GRAM IMIDACLOROPRID  20 GRAM RIZOBIUMCULTURE PAR KG SEED
TELL ME ROOT ROT IN GT NUT,BROADCAST IN CARBENDAZEM 200 GM  BEGHA
FERTILIZERS OF GRNUT,APPLICATION OF FERTILIZERS-UREA SSP ZYPSUM
groundnut,Carbendazim-2gmlit-spray
growth regulators for Groundnut,Recommended for spray Groundnut rich 2 kg ac
borreres,recommended acephate 300gacre
TELL ME ABOUT ROOT ROT CONTROL,250
Asking about Rat control in Ground nut field,Recommended for application Bromodiolone Rat cake 3 g  rat hole
harvesting period,90-120 day
Tobacco caterpillar in groundnut,Recommended for spray imidakulopride 2ml  litre of water
ABOUT CANTROL OF COLER ROT IN GROUNDNUT,APPLY KARBANDEZIM 250 G LITER
TELL  ME CONTROL COLAR ROT IN GROUNDNUT,25KG TRICODERMA 100 KG FYM MIXED AND APPLIED IN FIELD
TELL ME TINKA DISEASE IN GROUNDNUT,SPRAY OF MENCOJEB 2GM PAR LITAR WATER
GOVT SCHEMES AND SUBSIDIES,CONTACT AAOAHO OF YOUR BLOCK FOR GOVT SCHEMES AND SUBSIDIES
Rust problem in groundnut crop,Kisan Bhai You should use Mankajb 400 gm  acre for the disease in groundnut
NUTRIENT MANAGEMENT IN GROUNDNUT,APPLY DAP  35 KG  MOP  27 KG AND UREA  4 KG  ACRE
WANT TO KNOW ABOUT HOW TO CONTROL LEAF SPOT IN GROUNDNUT,SPRAY  SULPHUR 80 WPWGWDG   3 GM  LIT OF WATER
Farmer needs information regarding herbicide in Groundnut crop,400ml
GNUT SEED TREATMENT,CABENDAZIN 2 GRAM  CHLORPYRIPHOS 4 MLKG SEED
Plant protection of ground nut against weed and caterpillar,Please dont use any herbicide at or after 2 months of sowing SPRAY EMAMECTIN BENZOATE 5  SG  05 GM  1 LIT OF WATER
soil test,contact kvk
Asking about groundnut basal fertilizer management,recommended for the fertilizer : DAP 50 KG zypsum 75 kgare
Asked about White grubs management in groundnut organic,:  : :   2     40
TELL ME RAIN INFORMATION,NEXT FIVE DAYS 0-0-0-8-0 MM RAIN FORCASTING
GROUNDNUTLEAF FOLDER DAMAGE,RECOMMENDED TO SPRAY IMA MECTIN BENZOATE 90 GRAM  ACRE
ground nut seed treatment,mancozeb 3gkgtrichoderma 5gkg
Asked about Gypsum fertilizer application in groundnut,:       :   75       75
Farmer asked fungus in root control information of Groundnut crop,WP 35
ASKED ABOUT VARIETY OF GROUNDNUT,Suggested: All information provided - Thanks for calling in kisaan call center
TELL ME COLAR ROT DISEASE CONTROL,TRICODERMA 25 KG HECTAR IN FYM 100 KG
ask about groundnut variety,-       -
groundnut herbicide,wedlock15 liter of water
Ask about weed control information,Suggested: Hand weeding will be better in your case
ASKED ABOUT  NUTRIENT MANAGEMENT,SPRAY OF THIO UREA 05 GM PER LITER WATER
FARMER ASKED ABOUT TO NUTRIENT MANAGEMENT IN GROUDNUT,3-4 ml   2 ml
moongfali pili ho rhi hai,copper oxichloride  25 gram prati liter pani ka prayog kare
Ask about seed treatment in groundnut crop,12    63  Ws                        FS
gnut varieties,gnut varieties -  s b 11  western 5  t g 26
FERTILIZER DOSE FOR GROUND NUT,FERTILIZER DOSE FOR GROUND NUT  IS DAP 1 BAG  50 KG GYPSUM  MICRONUTRIENTS 10 KG  ACRE
TELL ME SEED TREATMENT OF GROUNDNUT,USE CARBENDAZIM 2 GM PER KG SEED
Ask about larvae control information,SC -                EC 15
Farmer wants to know information about how to control of Caterpillars attack in groundnut crop,40 EC   4 EC   EC  40 ml
Farmer asked query on Weather,CLOUDY WEATHER NO CHANCE OF SHOWERS IN YOUR AREA           CL
SEED TREATMENT OF GROUNDNUT,RECOMMENDED TO APPLY CARBENDAIZM 2GM PER 1 KG SEED FOR GROUNDNUT SEED TREATMENT 5 DAYS BEFORE SOWING
ASKING ABOUT NUTRIENT MANAGEMENT FOR GROUNDNUT,SPRAY GRADE 2    2-3 GMML  LIT OF WATER       BOZNMO
ASKING ABOUT NUTRIENT MANAGEMENT OF GROUNDNUT,SPRAY   N-TRIACONTANOL   1 ML  3 LIT OF WATER
TELL ME PLANT PROTECTION IN GROUNDNUT,40  2
Control of Stem rot in Groundnut,Copper oxychloride 3 gmliter paani ke saath chidkaw kare
ASKED ABOUT TO VAREITY OF GROUNDNUT IN JAYAD TIME,5
asking about seed treatment for groundnut,recommended for First treat the seeds with biocontrol agents and then with Rhizobium
WEATHER INFORMATION OF JHANSI DISTRICT,SCANTY RAINFALL POSSIBILITY FROM 7 TO 10 AUGUST
downy mildew in ground nut,recommended to spray Redomil gold 2gmslit
Jassids in groundnut,recommended to spray with rogor 2mlltr of water
ROOT ROT IN GROUND NUT,APPLY 1 GM PLANTOMYCIN 2 GM COPPER OXYCHLORIDE PER 1 LITER WATER TO CONTROL ROOT ROT IN GROUND NUT
Asked about weed management in  groundnut,Recommended to Spray Chlorophyriphos 20EC 20 ml per lit water
aphid in groundnut,spray tatamida 1ml per 3litre water
Farmer asked termitewhite grub control information of groundnut crop,GR         GR
Query related Weed management in groundnut,15ml  3
fertilizer data for groundnut,16 kg urea acre
Farmer Asked sucking pests control information of  groundnut,SP 20-25
ask about groundnut root problem,I suggest tricoderma virdi powder 10 gram in 10 liter water
Asking about Tobacco caterpillar in groundnut,Recommended for spray Profenophos 2 ml  liter of water
Ask about fungus problem in crop,Suggested: Carbendazim Bavistin 50 WP 20 grampump
ask for gorudnut sowing timerainy sesason information,suggest: sowing time is june-july
Nematode wilt in ground nut,Recommended to apply Carbofuran 3G  6-8 kg per 1 acre of land  to control nematode wilt in ground nut
Farmer asked white grub control information of groundnut,5  200ml
WEED MANAGEMENT,PENDIMETHALIN 1LITRE
farmer asked about application of growth retarder chemical in groundnut crop,35     nathi
BLACK ROOT IN GROUNDNUT,CARBENDAZIM 250 GRAM PER BIGHA BLACK ROOT IN GROUNDNUT
tobacco caterpillar in groundnut,recommended for spray quinolphos 2mlteepol 1mlneemoil 3mllit of water
Asking about herbicide used on groundnut,no any herbicide used on groundnut
helicoverpa damage in ground nut,recommended spraying with proclaim 5 grams for 10 litres of water
FARMER ASKED NUTRIENT MANAGMENT IN GROUNDNUT,1  2
Asked about Leaf miner management for Groundnut,:         : 2  1
TELL ME WEATHER FORECASTING,345 AUGUST MAY BE RAINFALL
TELL ME LEAF SPOT IN GN,SPRAY OF COPPER OXICHLORIDE 3 GM PER LITER WATER
APHIDS IN GROUNDNUT,RECOMMENDED- Treat the seeds  2 g Carbendazimkg of seeds and sow Spray Dimethoate 30 EC  17 mllit water
SUCKING PEST MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY ACETAMIPRIDPRIDE   40 GRAMS  200 LITRES OF WATER ACRE
Ask for the NFSM,give him information
FARMER ASKED QUERY ON WE SPRAYED PENDIMETHALIN IN GROUND NUT YESTERDAY WHEN WE GIVE IRRIGATION  TO  GROUNDNUT,RECOMMENDED TO GIVE IRRIGATION TOMORROW
ask groundnut grube problem,I suggested chlorophyriphos 35ml10 liter
Farmer asked query on Weather,Weather forecast of Jajpur district of Jajpur block- there is possibility of no rain fall next five days with cloudy weather will remain in these days
how to control jewel  beetle in ground nut,Applying carbofuran granules 33 kghectare
aSKED ABOUT VARIETIESS OF GROUNNUT AND SOWING,:                                -   -
THRIPS MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY MONOCROTOPHOS 2MLLITRE
asked about water management in groundnut,:      :        3
BLIGHT IN GNUT,MANCOZEB 30 GRAM IN 15 LIT WATER
ask about fertilizer dose,sugggetsed info is appply 20kg nitrogen and 40 kg phosphorus
FARMER ASKED ABOUT GROUND NUT VARIETIES,-     -24   -   -286
TELL ME INSECT CONTROL IN GROUNDNUT,SPRAY OF MALATHIAN 50 EC 2 ML PER LITER WATER
Asking about groundnut foliar application,:      :    2
WEED CONTROL IN GROUNDNUT,WEED CONTROL IN GROUNDNUT - RECOMMENDED TO APPLY OXIFLEWROFEN 235EC - 80 MILI LITRE PER ACRE
thrips attack on groundnut,Spray Actra 5 gm15 Lit of Water
Ask about groundnut leaf yellow chlorosis problem,-pump spray
caterpillar in gnut,-     -           SG-
Ask about larvae control information of ground nut crop,SC -
groundnut variety,groundnut variety--TAG-11
Farmer asked Larvae Problem in groundnut crop,SC 7-8      EC
Farmer asked about varieties of groundnut,:-     - - - -
FARMER ASKED ABOUT SEED RATE OF GROUNDNUT,38-40
TELL ME  ROOT ROT CONTROL IN GROUNDNUT,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION
APHIDS,SPRAY IMIDACHLOPRID 1ML3LITRE
TELL ME TIKKA DISEASE CONTROL IN GROUNDNUT,SPRAY OF MENCOZEB 2 GM PER LITER WATER
Ask about variety information in groundnut crop,-2TAG -37   -24
FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN groundnut,RECOMMENDED TO SPRAY AMBITION 250 ML PER ACRE
ROOT ROT IN SUNFLOWER,RECOMMENDED FOR SPRAY SAAF 2GML OF WATER FOR ROOT ROT IN SUNFLOWER
Groundnut sowing season and variety details,Groundnut sowing season : July - August and variety : TMV 7 VRI 2 VRIGn 6TMVGn 13
moongphali ke patte sukh rahe he,carbendazime 2gmli water spray
Asked for plant protection,pray Dimethoate 30 EC  17 mllit water
Asking about groundnut top fertilizer management,Recommended for apply Gypsum 150kg  acre
Farmer asked termitewhite grub control information of groundnut,SGCG
Information regarding Disease control in oil crop,Disease control in oil crop spray machozeb M-45  2 gm or bavastin  1 gm liter water
Asking about Groundnut seed treatement,:    :          2  1
leaf eating catterpiller damage in groundnut,RECOMMENDED FOR SPRAY Profenophos 400 ml  acre
GROUNDNUT STEM ROT,RECOMMENDED SOIL DRENCHING MANCOZEB 25 GRAMSLITRE WATER
Ask about larvae control information Hairy Caterpillarin groundnut crop,EC 15
Asking about groundnut top dressing fertilizer management,Recommended for apply gypsum 75 kg  ac
Farmer asked about rust problem in groundnut,WP 30
Asked about Sucking Pest and Caterpillar management in Groundnut,:         :  2    1
TELL ME ABOUT    COLLAR  ROOT  DISEASE   CONTROL IN  GROUNDNUT,250
early tikka leaf spot in groundnut,RECOMMENDED TO SPRAY CHLOROTHALANILKAVACH DACONIL BRAVO  400 GRAMS PER ACRE
Asked about disease management in Groundnut crop,:       :
Attack of AphidsThrips and Jassids,Spray Ullala 8 gm15 Lit of Waterflonicamid-UPL
TELL ME WEATHER INFORMATION OF JAISELMER DIST,RAINFALL NEXT FIVE DAYS
Asked about caterpillar management in groundnut,:    :
not growth of groundnut,8 KG UREA 4 KG MICRONUTRIENT PER BIGHA
sowing time of ground nut,sowing time of grond nut is 15th to 15th july
Asked about Attack of aphids in groundnut,Attack of aphids in groundnut-Spray of Actra 5 gm15 Liter of Water
farmer asked about seed rate of groundnut,recommended seed rate for groundnut K-6 is 52-56 kg per acre
Ask about seed treatments of fungus Problem in Groundnut crop,WS
top dressing for groundnut,Recommended for apply urea 25kgac
CAN I USE HUMIC ACIDS IN GROUN NUT,Humic acid can improve the ability of the root system to absorb nutrients of peanut Humic acid can increase chlorophyll content NR and SPS enzyme activities of peanut Humic acid can improve antioxidant enzyme activity and decrease malondialdehyde content
chek pea kab boi,octuber me bubai
ASKED ABOUT  DISEASE CONTROL IN  GROUNDNUT,--     50  250
LEAF CURL IN GROUNDNUT,RECOMMENDED FOR SPRAY TRIZOPHOUS 2MLK LIT WATER FOR CONTROL OF LEAF CURL IN GROUNDNUT
FARMER ASKED ABOUT CONTROL OF WHITE FLY  ON GROUNDNUT,:-           WG
Asking about  groundnut TNAU foliar application,Recommended for groundnut foliar spray TNAU Groundnut rich 2kg  ac  200 lit
Attack of Caterpillar,Spray Profex super 30ml15 liter water
ASKED ABOUT TO INSECT CONTROL IN  GROUNDNUT,145   1
varities of g nut,varities of g nut - TAG-24
MIGHT,SPRAY DAICOPHOL1MLLITER OF WATER
ASKED ABOUT TO WATER MANAGEMENT IN IRRIGATION IN GROUNDNUT,-
Farmer asked query on Weather,:   -     : :            36  C    26 C     9
wilt,redomil gold
TELL ME CONTROL OF BRORER IN GROUNDNUT,SPRAY OF PROFENOFOS 15 ML PER LITER WATER
Asked about caterpillar  whitefly management in groundnut,:        : :      15
leaf yallo in groundnut,SPRAY FERUS SULPHATE 5 G  CITRIC ACID 1 GLIT WATER
TELL ME WEATHER CONDITION,RAINFALL  POSSIBILITY IN NEXT 5 DAYS OR  SOME CLOUD POSSIBILITY
Asking about Tobacco caterpillar management in groundnut,Recommended for spray  Indoxacarb  8 ml10 lit of water
Farmer asked Larvae control information of,SC 7-8
Farmer asked seed treatment of white grub control in g nut,WG
ASKED ABOUT TO  DISEASE CONTROL IN GROUNDNUT,50  250
Information regarding weather in Jhajjar,some clouds and no chance of rainfall today
TELL ME ABOUT DISEASE CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
asking about groundnut leaf miner management,recommended for neem oil 3 ml  teepol 1 ml 1 litre of water
ASKED ABOUT YELLOWING,SPRAY MILKROLA 30 MILI15 LI WATER
TELL ME ABOUT TERMITE CONTROL IN GROUNDNUT,--      178   1
ground nut root rot management,RECOMMENDED TO SPRAY MANCOZEB   600 GM   ACRE
ASKING ABOUT SOWING TIME OF GROUND NUT,SOWING TIME OF GROUND NUT-OCTOBER 15
COLAR ROOT IN GROUNDNUT,USED CARBANDAZIM 250GM  BIGHA
SEED TREATMENT OF GROUNDNUT,TRICHODERMA 6 GRAM PER KG SEED -SEED TREATMENT OF GROUNDNUT
Asking about leaf caterpillar management in groundnut,:       :     2
ask about bio control in gnut,:
Plz give seed information of groundnut,blok me jakar ptaa kr skte hai
leaf spot,recommended mancozeb 400gacre
Farmer asked query on Weather,:           :                      34C -26C     8
basal fertilizer management in ground nut,apply DAP 50kg  ac
Ask about fertilizer dose of groundnut,12  15
ASKING ABOUT CONTROL OF YELLOWISH LEAF OF GROUNDNUT,SPRAY CARBENDAZIM 50 WP  1 GM   LIT OF WATER
weed management in ground nut,application of sathi 80 gram per acre
Farmer asked query on Weather,CHANCE  OF CLOUDY WEATHER OCCUR IN YOUR AREA
ask for groundnut yellowing leaf control,spray feso4 25 gmpump
weed management on ground nut,Goal 20 ml oxyfluorfen15 liter of water-Dow Agro
top dressing fertilizer mangement for ground nut,apply 150 kg gypusum ac
weather,rain
FARMER ASKED ABOUT YELLOWING OF  groundnut,30  m 45 3
ground nut irrigation,recomanded to irrigation the field 15 days once
Farmer asked query on Weather,CLOUDY  WEATHER IN YOUR AREA AND  CHANCE OF RAIN
groundnut top fertilizer management,apply gypsum 75 kilo  acre
ask for trips control information,suggest: spinosan 4 mlpump sprey
ask about ground nut larva,i suggest spray cypermetharin 6 - 8 ml  pump
attack of white grub on groundnut,Drenching of Chloropyriphos 40 ml  15 lit of water
FARMER ASKED QUERY ABOUT  FERTILIZER DOSAGE  IN GROUNDNUT,RECOMMENDED TO GIVE UREA  9 KG PER ACRE
FARMER ASKED QUERY ABOUT WATER MANAGEMENT IN GROUND NUT,RECOMMENDED TO APPLY WATER ON MINIMUM 3-4  DAYS GAP WILL BE TAKEN ON ENTIRE SPRAYING ON INSECTICIDES AND FUNGICDES
Ask about Use of Insecticide in Ground nut,--
Asked about white grub attack,Use thimate 4kgacre
Farmer asked fungus in root control information,EC        -
TELL ME INSECT CONTROL IN GROUNDNUT,SPRAY OF IMIDACLOPRID 178 SL 05 ML PER LITER WATER
insect problem,quinalphos  2 ml in one litre of water
Asked about thrips in groundnut,Recommended for spray Dimethoate 2ml  lit
TELL ME ROOT  ROT DISESE CONTROLL IN GROUNDNUT,APPLIED CARBENDAJIM 250 GM BIGHA  WITH IRRIGATION WATER
STEM ROT,SAAF 400GMACRE
Asking about Groundnut harvesting symptoms,:     :
ask for gnut sowing season,I suggested at june-july
Farmer asked basal soil application for pests and insects Control information of groundnut crop,GR       GR
Farmer asked query on Weather,31       8
nut setting which chemical spray,spray microlla 25 ml in 10 lit of water
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,20   4
paddy fertilizer management,Recommended for apply ammonium sulphate 30kg  ac
about the ground nut leaf spot,recommended to spray mancozeb 3grams per liter water
Farmer needs information regarding control measures of termites attack in groundnut  crop,Recommended for to control of tarmit attack in groundnut  crop plz drench the field with chlorpyriphos 1 litre  mix with 8-10 kg sand for per acre
mugfali ki kheti ki jankari digia,propar jankari di
moongphali me dimak laga hai,chlorpiriphos20 mlli water
GYPSUM REQUIREMENT IN PADDY,RECOMMENDED TO APPLY 200 KG GYPSUM PER ACRE AT TIME OF FLOWERING
ROOT ROT IN GRTOUNDNUT,SPRAY STREPTOCYCLINE  2GM  COPPER OXYCHLORIDE  40GM15LIT WATER FOR ROOT ROT IN GRTOUNDNUT
nutrient management in ground nut,recomended to spray multi-k-1kgacre200liters of water
moongphali me kharpatwar ho gaya hi,koe dawa padega niakayi karo
ASKED ABOUT PLANTING DISTANCE IN GROUNDNUT,-  -                          :
Asking about Basal fertilizer management for groundnut,:     :     50   8
mungfali mai sadan,coper oxy cloraide ka sprey
asked about white fly attack in g nut,white fly attack in g nut - spray super confidor 10 ml  15 lit water
YELLOWING OF GROUND NUT,SPRAY DIMETHATEROGOR 2MLLITER OF WATER FOR YELLOWING OF GROUND NUT
ask for gnut pest,suggest:profenophos 30 ml  10 lit water
SARSO KI BUBAI KAR SAKTE HAI,SARSO KI BUBAI KAR SAKTE HAI
asked about fertilizer for groundnut,-
ASKED ABOUT TO VAREITY OF GROUNDNUT,30     25
SUCKING PEST IN GROUND NUT,RECOMMENDED TO SPRAY ACETAMIPRID   40 GRAMS  ACRE
varities,fule unnati  tag -24
Weed Control measures in Groundnut,-
Farmer asked query on Weather,:          :          32       15
ask Abt yellowish leaves,hirakasi no powder 100 gm and citrus acid 10 gm per pump
GROUND NUT APHIDS,Recommended  spray of DIMETHOATE 2mllitre of water
leaf spot in groundnut,Spray SAAF 2 mllit
Asking about Groundnut Top dressing fertilizer,:   :  - 75     - 4
TELL ME TIKA DISEES IN GROUNDNUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
variety of groundnut,use sb-11
ask for cotton pest,suggest:dia methote 10 ml 10 lit water
information about insect control in Groundnut   crop,25 EC 2ml
Ask for the Fertiliser in Groundnut,Apply 125:25 N P Kg per ha
Asked about Wild boar management in Groundnut,:        :  1  5            1  50
Farmer asked fungus control information of Groundnut Crop,SC
Asking about weed management for groundnut rain,:    :       20  40-
ASKED ABOUT TO DISEASE CONTROL IN,12   63    2
leaf miner in ground nut,recommended for spray dimethoate 2mllt
groundnut pest,neem oil spray
TELL ME ABOUT FERTILIZER USE IN GROUNDNUT,20
asking abt the wilting of ground nut,i have suggested to spray m-45
Farmer asked fungus in root control information of Groundnut,EC        -
ground nut root grub management -,ground nut root grub management -RECOMMENDED TO DRENCH CHLORPYRIFOS 6 ML1 LITER OF WATER
mung phalli ki jad sad rhi hai,kisan bhai Copper Oxychloride 50 WP 2 gram liter pani ki dar se sprey kre
Asking about Organic Foliar spray for Groundnut,:         :  30    1         3    1
BULL ATTACK,ELRCTRIC FENCING
asking about Leaf curl management in Groundnut 22 days,:     22   :    3      1   1
TELL ME WEATHER INFORMATION,RAIN POSSIBILITY IN NEXT 3-4 DAYS IN YOUR DISTRICT
ASKING ABOUT THE WEED CONTROL OF GROUNDNUT,QUIZALOFOP-P-ETHYL 5  EC   ML           -
groundnut weed management  30 days,recommended to hand weeding is the best method
FLOWER DROP IN GROUNDNUT,RECOMMENDED TO SPRAY PLANOFIX 1 ML PER 5 LITRE WATER
Tell me about Plant Protection in Groundnut Crop,Trichoderma viride  3
Farmer asked leaf spot  control information of groundnut crop,WP 30
blight attack,Spray Redomil Gold 30 gm15 Liter of WaterMephonaxonMancozeb-Syngenta
basal fertilizer management for groundnut,recommended for apply DAP 50 kgpotash 24kgac
Farmer asked fungus control information ofground nut crop,wp
ASKED ABOUT TO INSECT CONTROL IN GROUNDNUT ROP,5  Aphid WhiteflyJassid Thrips MitesHoppersBoll worms Pod borer Fruit  Shoot Borer contact Insecticide 1
Asked about better growth of groundnut,better growth of groundnut-Spray Boom flower 30mlDeviCropscience15 liter of Water
Farmer asked about applying fertilizer before sowing in groundnut crop,375   35
TELL ME CONTROL OF WHITE GRUB  IN GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
FARMER ASKED ABOUT ROTTING OF GROUNDNUT,-     40    15
Asked about Groundnut rich using days and availability,:        :     TNAU   2   200     -
tell me groundnut seed treatment,groundnut seed treatment by carbandazim-25gmkg  cloro 4mlkg seed
Farmer asked Sucking pests and Larvae problem in crop ground nut,SC
leaf curl in groundnut,Recommended for spray imidacloprid 2ml  lit
Farmer asked  white grub Problem in Ground Nut crop,SGCG             GR
PROBLEM OF YELLOWING IN GROUNDNUT CROP,USE-FERASSALFETH  5GRAMLITERATER BY SPRAT
ask about yellowing in gnut,I suggested to spray 100 gm ferrous sulphate and 10 gm lemon flower
ASKED ABOUT TURMITE IN GROUNDNUT,-
ASKED ABOUT TO DISEASE CONTROL IN    GROUNDNUT CROP,50  250
Farmer asked fungus in root control information of  groundnut and fertilizer,WP            salfet                      WP            salfet 12
varieties,SB-11TAG-24
catter piller in ground nut,RECOMMENDED TO SPRAY CARBARYLSEVIN THANVIN KRIVIN 600 GRAMS PER ACRE
Farmer asked query on Weather,:             :           -                    - 39C   -  27C       8
Asking about Alternaria leaf disease in groundnut,Recommended for spray mancozeb 2 gmlit
ASKING ABOUT  CONTROL OF LEAF HOPPER IN GROUNDNUT,RECOMMENDED FOR SPRAY THIAMETHOXAM 25 WG  1 GM  3 LIT OF WATER
LEAF BORER IN GROUNDNUT,SPRAY CHLORPYRIPHOS 20EC 2 ML PER LIT WATER TO CONTROL LEAF BORER IN GROUNDNUT
Farmer asked miteredmiteant control information of groundnut crop,EC
Asked about Root rot management in Groundnut,Recommended for apply castor cake or neem cake or mustard cake - 200 kg acre
Asking about Termites management in groundnut,--:     :     4
TELL ME DISEASE CONTOL IN GROUNDNUT,50     3
NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY ZINC SULPHATE 2 GRAM 1 LITER OF WATER
ask for gnut whitegrab control,i suggested give cloropyriphos 25 litha
tell me about termite control in groundnut,20   4
ASKED  ABOUT INSECT CONTROL IN  GROUNDNUT,25   4
asking about drip subsidy information,Recommended contact to block level agriculture office
ASKED FOR:GROUNDNUT LEAF EATING CATERPILLAR,ASKED FOR:GROUNDNUT LEAF EATING CATERPILLARRECOMMENDED:SPRAY CHLOROPYRIFOS 2MLLT OF WATER
SEED RATE OF GROUNDNUT,:  -4    -4     -1
ASKING ABOUT GROUND NUT PLANT,ZINC SULPHATE NOT APPLY AT THIS STAGE
TELL ME YELLOWING CONTROL IN GROUNDNNUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
TELL ME ABOUT WHITE GARB CONTROL  IN BAJRA,25   4
wilt problem in ground nut crop,aap apne yaha TA se sampark kre
TELL ME  INSECT CONTROL IN  GROUNDNUT,SPRAY OF MONOCROTOPHOS 36 SL 2 ML PER LITER WATER
asked about information groundnut,1846 1 bag acre fertilizer use groundnut
Farmer wants s to know information about seed treatment of groundnut crop,Recommended for seed treatment of  groundnut treat the  seed with thiram or captan or mancozab or monosan 2-25gramkg of seed
Farmer asked query on Weather,:    -      : :            35  C    25 C     6
TO CONTROL ATTACK OF SUCKING PEST ON GROUNDNUT CROP,SPRAY DIMETHOATE 10 ML IN 10 LTR OF WATER TO CONTROL ATTACK OF SUCKING PEST ON GROUNDNUT CROP
Farmer asked Larvae control information of  groundnut crop,25  EC 20
Weather Forecast,Partly cloudy and not possibility of   light rain
Ask about growth retardant in groundnut,-
farmer ask about nutrient management,4    15  20
asked about nutrient management,SEED TREATMENT - RHIZOBIUM
asking about aphid management in groundnut,recommended for Imidacloprid 1 ml 1 litre of water
Farmer asked weed control in Groundnut crop,70-80    -
Asking about nutrient management in ground nut crop,SPRAY GRADE 2  2-3 GMML  LIT OF WATER
ROOT ROT IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
Asked about leaf caterpillar management in groundnut crop,:       :
ASK ABOUT WHITE GRUB CONTROL INFORMATION,30 GRAM   60 GRAMPUMP
varieties of groundnut,varieties of groundnut TG-37  TAG-24
ASKING ABOUT WEED CONTROL  IN GROUND NUT,RECOMMENDED FOR SPRAY FLUCHLORALIN 45  EC  12 LITERACRE WITH IN 2 DAYS  IN SOWING
Asking for Groundnut Fertiliser Dose as Supplement,Suggested there is no requiremnet for nitrogenous fertiliser as supplement but if yellowing observed FeSO4 and Citric Acid Spray should be done
FARMER ASKED ABOUT TO SEED TREATMENT IN GROUNDNUT,2                50 25
Sowing season for ground nut,Recommended for season June-July
Farmer asked termitewhite grub control information of Groundnut Crop,300
Asking about sowing season for groundnut,:         :  -     -
rotting,Recommended to spraydrench Copper oxy Chloride  2-3 gram per liter of water
stem borer in paddy,Recommended for spray Profenofos 2ml  lit
Farmer asked Fertilizer dose information of Groundnut crop,-               --
Asked about root rot  Stem rot management in groundnut Precaution,:        :   1        20
which varities of groundnut use for sowing,you can use for sowing tg 26 jl-501 this is groundnut varities
FARMER ASKED QUERY ON ROOT ROT MANAGEMENT IN GROUNDNUT,RECOMMENDED TO DRENCH COPPER OXYCHLORIDE  BLITOX 3 GRAMS  1 LITRE OF WATER    3
FERTILISER DOSE,APPLY DAP 35KGMOP 27KGUREA 4KGACRE
Farmer Asked sucking pests control information of groundnut crop,ZC
Information regarding to seed treatment in mungphali crop,seed treatment in mungphali crop-use of bavastin  3 gmkg seed
Asking about leaf spot in Ground nut,Recommended for spray Carbendazim 2 gram litre of water
farmer want to know information about  Seed rate  of groundnut,Seed rate  of groundnut 15-16 kgacre
ask about groundnut tikka,mencozeb m-45 40gmpump to apply
Farmer asked Spotted bollworm problem in groundnut crop,EC 15
ASKED ABOUT TO BACTERIAL BLIGHT DISEASE IN GROUNDNUT CROP,50     3
ground nut late leaf spot,RECOMMENDED TO SPRAY CARBENDAZIM BAVISTIN DEROSAL CARBENDAZIM 200 GRAMS PER ACRE
Ask for the Fertiliser in Groundnut,Advise to the 125:25 kg N P per ha
GROUND NUT LEAF FOLDER,RECOMMENDED TO SPRAY   Monocrotophos 400 ml  acre
