QueryText,KccAns
Asked about caterpillar management in Groundnut crop,:        :   2
FERTILISER IN GROUNDNUT,TOP DRESSING OF UREA
Dimak lag rhi hai,Chloropyriphos  1 lit  acre
asking about groundnut root rot msnsgement,recommend for apply trichoderma viridi 1 kg  farmyard manure 20 kg acre
TELL ME WEATHER INFORMATION,NO RAINFALL NEXT 5 DAYS
I want number resister  in sms facility,your number is resister in sms facility
Farmer asked fungus in root control information of groundnut crop,:                        WP
PLANT PROTECTION,CHLOROTHALONIL 2G PER LITER OF WATER
Farmer asked fungus control information in Groundnut crop,wp
Farmer Asked sucking pests control information of  groundnut crop,SP    SP
--Farmer asked Semilooper Problem in ground nut crop,SC
Asked about Foliar application for Groundnut flower enhancement,:      :      2    200
Ask about the yellowish leaves in groundnut,prefer to spray 100 gm ferrous sulphate  10 gm cytric acid per pump
asking about nematode in groundnut,Recommended for apply carbofuran 3 - 5 kg  ac
groundnut cultural practices,seed rate 36kgacre
Attack of Powdery Mildew,Blue copper -40 gm15 lit water
ASKING ABOUT THE CONTROL OF ALTERNARIA LEAF BLIGHT ON GROUNDNUT,RECOMMENDED FOR SPRAY  COPPER OXYCHLORIDE 50 WP   4 GM  LIT OF WATER
NUTRIENT MANGEMNET,Gypsum- 200 kgacre
ROOT ROT IN GROUND NUT,DRENCH THE SAAF 2 GRAM  PLANTOMYCIN 1 GRAM IN 1 LITER OF WATER
Ask about variety of groundnut crop,:
TELL ME CONTROL FUNGAL DISEASE,SPRAY OF WETTEBLE SULPHUR 80 WDG 2 GM PER LITER WATER
ASKING PLANT GROWTH REGULATOR IN GOUNDNUT,SPRAY TRIACONTANOL  1ML3LIT OF WATER
Mancozeb 75 WP seed treatment,Advised to go for seed treatment with Mancozeb 75 WP3gm per kg of seed
early leaf spot in groundnut,Recommended for spray Carbendazim 2gm  lit of water
Asked about plant protection in Groundnut,Suggested to Apply barazide adama  2ml per litre and Acephate  2ml per ltr
Farmer asked query on Weather,:   -       : :             32  C    22  C     9
Farmer asked seed treatment of white grub control of groundnut crop,30  FS            SLFS
DIMETHOATE 1 GM  1 L WATER,DIMETHOATE 1 GM  1 L WATER
groundnut pod borer,groundnut pod borer :recommended to spray novuluron 200mlacre
coller rot damage in ground nut,recommended to spray copper oxi chloride 3gramsliter
TELL ME TERMITE CONTROL IN GROUNDNUT,APPLY CHOLOROPYRIPHOS 20 EC 1 LITAR PAR BIGHA WITH IRRIGATION
asked about root borer management in groundnut,:     :   1    1
ASKED ABOUT TO WEED CONTROL IN peanut,--       30     25
Information about Groundnut moongphalivariety,-    -37 A -13
Groundnut me keeda lga hai,Cartap Hydrochloride 4G  8 kg Acre
Asked about Beetle and sucking pest management in groundnut,:      : :      2  2
Farmer asked query on Weather,0           0
Asked about varieties of Groundnut,- - -    RHRG-6083     -
groundnut leaf eating catterpiller management,RECOMMENDED TO SPRAY FLUBENDIAMIDE  40 ML  200 LITRES OF WATER  ACRE
white grab in groundnut,SPRAY OF FIPROLIN 5  2 LITER PER HA
FERTILISER DOSE IN GROUNDNUT,APPLY N 8KGP 16KGK 16KGACRE
weedicide,alachore50EC
ASKING ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED FOR SPRAY GRADE 2    2-3 GMML  LIT OF WATER       BOZNMO
ATTACK OF BLIGHT,3015
TELL ME SUBSIDY IN FARM POND,50 SUBSIDY IN FARM POND
Groundnut,BASAL DOSE - AMMONIUM SULPHATE  80KG  SSP 150KG
Asked about plant protection in   NUT,Suggested to spray  KAVACH or CHLOROTHALONIL 05 g per lit waterRecommended to Spray fipronil 05g per lit of water for borrersRecommended to Spray DDVP dichlorovas  1ml per of water for borrers and mites  MITICIDE
TELL ME ABOUT IN SEED TREATMENT,-- 50   2
For quality grain formation in Groundnut,Recommended to apply 100kg Gypsum Single Super Phosphate per acre for quality grain formation in Groundnut
Farmer asked Larvae control information of groundnut crop,magfali        SC 7-8
CATTER PILLER ON GROUND NUT,CATTER PILLER ON GROUND NUT - Sprey Tracer 30 ml  15 lit of water
TELL ME NUTRIENT MANAGEMENT IN GROUNUT,SPRAY OF MULTIPLAX MICRONUTRIENT 4 ML PER LITER WATER
GROUND NUT LEAF DAMAGE,RECOMMENDED TO SPRAY  SPINOSAD 75 MLACRE SPRINTER  TRACER
Asking about groundnut TNAU foliar nutrient application,:       :         2  200
TELL ME WEED CONTROL IN SOYABEAN,SPRAY OF QUZALOPHOP ETHYIL 50 GM ai PER HA 15 DAYS AFTER SOWING
Informetion about Insect control of Mentha Crop,50 5EC 25ml
ask about how apply tricoderma viridi,-  :
ASKING ABOUT Herbicides ON GROUNDNUT,Herbicides ON GROUNDNUT - SPRAY Pursuitimazethapyr-Soybean
fertilizer,microla 3mllit
gnut varieties,gnut varieties -  phule pragati  t a g 24
TELL ME NUTRIENT MANAGEMENT GROUNDNUT,5    10
Asked about Leaf miner management for Groundnut,:      :  15
ASKED ABOUT VARIETIES OF GROUND NUT,VARIETIES OF GROUND NUT--TAG 24TG 26
Fertilizer kgha,BASAL DOSE- AMMONIUM SULPHATE 80KG  SSP 150KG
GROUND NUT LEAF EATING CATER PILLAR MANAGEMENT,GROUND NUT LEAF EATING CATER PILLAR MANAGEMENTRECOMMENDED TO SPRAY FLUBENDIAMIDE  40 ML 200 LITRES OF WATER  ACRE
groundnut leaf spot management,recommended for spray mancozeb 3 grams 1 liter of water
ASKING ABOUT SEED TRATMENT IN GROUNDNUT,RECOMMENDED FOR TREAT THE SEEDS WITH TRIRAM 75 WS  25 GMKG  THIS CANE BE DONE JUST BEFORE SOWING
INFORMATION ABOUT FERTILIZER MANAGEMENT IN GROUNDNUT,0:05:0
LEAF EATING CATERPILLAR,APPLY CHLOROPYRIPHOS 2MLL AT 10 DAYS INTERVAL
Asked about Can we spray insecticides with herbicides,:        :
LEAF CURAL,ROGOR 2ML LIT SPRAY
TELL ME ABOUT SEED RATE IN GROUNDNUT,80-100
Farmer asked query on Weather,NAGAUR   JAYAL                      36    26     9
TELL ME PEST CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
Farmer needs information regarding Dost Herbicide Pendimethalin 30  EC,Dost Herbicide Pendimethalin 30  EC           72    1
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,30 FS 4-5
disease,LEAF SPOTBLAST- apply carbendazium 2gramliter of water
CONTROL OF ANT IN GROUNDNUT FIELD,RECOMMENDED FOR SPRAY CHLORPYRIPHOS 20 EC  25 ML LT OF WATER
helicoverpa infestation in groundnut,RECOMMENDED TO SPRAY EMAMECTIC BENZOATE PROCLAIM SPOLIT 100 GRAMS PER ACRE  RECOMMENDED TO SPRAY SPINOSADTRACER SPINTER  CHARGE   80 ML  PER ACRE
foliar spray for griundnut,recommended for DAP 2kgac
Farmer asked query on Weather,:   -        : :             30  C    23  C     7
GROUNDNUT LEAFSPOT,GROUNDNUT LEAFSPOT : RECOMMENDED TO SPRAY SAAF 2 GRAM PER LITRE WATER
asked about weed management in gnut,-
TELL ME ABOUT INSECT CONTROL GROUNDNUT,1   3
asking about Groundnut top dressing fertilizer management 45 days Rainfed,:      45  :   75     4
Farmer asked fungus control information of Groundnut,-
WEED MANAGEMENT IN GROUNDNUT,Herbicide  in groundnut - Spray Pursuit Imazethapyr 20 ml10 liter of water
TELL ME TERMITE CONTROL IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION  TELL ME TERMITE CONTROL IN WHEAT
Farmer asked query on Weather,33      25      6
--TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,178   05
ask for the jassid problem in the gnut,preffered for the monocrotophos-15 mlpump
TELL ME WEATHER INFORMATION OF BARNER,NO RAINFALL FIVE DAYS OF BARMER
Asking about groundnut variety CO 7 information,:  CO 7     :
Asking about Tobacco caterpillar management in Groundnut,recommended for spray profenophos 2 ml 1 litre of water
Farmer wants to know how to control sucking pest of crop,Recommended for spray Imidacloprid 178  SL confidor  7 ml pump
Asking about squirrel management in groundnut field,:       :   5  20
Ask about fertilizer dose in groundnut crop,00-00-
Ground nut foliar spray,Recommended for Foliar spray of TNAU Groundnut Rich  2 kgacre in 200 litres of water
Information regarding how to control root borer in groundnut crop,broadcast to carbofuran  10 kg mixed in 20 kg ureaacre
Asking about control of leaf borer in groundnut,SPRAY   FIPRONIL 5 SC   1 ML   LIT OF WATER
Asking about aphids and caterpillar management in groundnut,:       :      2
Asking about Leaf minor in Groundnut,Recommended to spray profenophos 2ml  teepol 1ml  neemoil 3mllit of water
Ask about weed control in Groundnut crop,- 5 EC
Alternaria blight in Groundnut,Recommended to spray Mancozeb 75 WP 3gm per litre of water to control Alternaria blight in Groundnut
Ask about purchase seed of groundnut crop,-
ASKED ABOUT TO BACTERIAL BLIGHT DISEASE IN GUAR,12   63    2
asked about caterpillar management in groundnut,:      :  4  10
ASKED ABOUT TO INSECT CONTROL IN GROUNDNU,5   1-15    3
Attack of White Grub  on groundnut,4
FARMER ASKED ABOUT ATTACK OF WHITE FLYTHRIPS ON GROUNDNUT,:-                   -  : :
groundnut diseases,spray copper oxychloride  4 gmliter of water
Ask about fungus Control in Groundnut,EC
Information about Weed problem in Groundnut crop,l
TELL ME CONTROL OF CATERPILLAR IN GROUNDNUT,SPRAY OF PROFENOFOS  CYPERMETHRIN 15 ML PER LITER WATER
Asking about How much quantity add Kadhi soap Neem oil and Pungam Oil spray Ground nut leaf miner,:                      :
Ask about sucking pests problem in crop,Suggested: Dimethoate Arrogant 30 EC 20 mlpump spray Suitable for young crop
Ask about larvae control information Hairy Caterpillar,EC
ASK ABOUT TAG 24 SPACING OF GROUNDNUT CROP,-    -     -
TELL ME VAREITY OF GROUNDNUT,35  SSP 375
mungfali me dimak lagi hei,chloropyriphos 1 litre  acre  sichai ke sath priyog kre
Farmer needs information regarding control of weeds in groundnut crop,50
Asking about rust and Caterpillar management in groundnut,:         :  4  10          1
Asking about Groundnut top dressing fertilizer application and Gypsum application time,:      :  5     12
TELL ME ABOUT INSECT CONTROL IN  GROUNDNUT,- 25  05
farmers registration - wwwkrishimisin,farmers registration - wwwkrishimisin
TELL ME CONTROL BLACK ROOT IN GROUNDNUT CROP,BAVISTIN 250GM PER BIGH WITH IRRIGATION
ask about gnut fungus,I suggested to spray mancozeb 35 gmpump
TELL ME WEATHER INFORMATION,LIGHT RAIN MAY BE NEXT 2-3 DAYS
wilt,Spray Tilt 30gm  actra 5 gm 15 Lit of Water
Attack of  blight,Spray Bavistane 30 gm15 Liter of WaterCarbandazin-Basf
tell me varieties in groundnut,chandratg-37m-13
TELL ME ABOOUT WEED CONTROL IN GROUNDNUT,SPRAY OF PENDIMETHILIN 30 EC 25-3 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
varieties,TAG-24JL-24
mungphali ki patti ko keead laga hai,400 ml quinolphos  acre ka spray kare
what are cantrol of Zinc deficiency of groun nut,Zinc deficiency: Apply 25 kg ZnSO4ha as basal
Farmer Asked sucking pests control information of,SP 20-25
Query about Nutrient management,multi micronutrients 3  4
groundnut root wilt control,drenching carbandazim 25 gmpump
ground nut fertilizer details,gypsum 50kgac
FARMER ASKED ABOUT FERTILIZER DOSE FOR GROUNDNUT CROP,50
as about white grub in groundnut,I suggest cloropiriphos 4 liter ha
Basal fertilizer management for groundnut,apply gypsum 150 kgac
ROOT PROBLEM OF GROUNDNUT,CARBENDISM 250 GM PER BIGHA
TELL ME GRUB CONTROL IN MOONG,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
groundnut variety,Adippattam  July-Aug TMV 7 VRI 2 VRIGn 6TMVGn 13
fertiliser dose of groundnut,FERTILISER DOSE OF GROUNDNUT - DAP -35 KG  UREA -4 KG AND MOP- 27 KG
tell me collar rot control in groundnut,DRANCHING CARBENDAZIM250 GBEEGHA WITH IRRIGATION
FERTILIZER FOR GROUNDNUT,25 KG N  50 KG P
TELL ME NUTRIENT MANAGEMENT,--  5    10
Asked about General information,recomended varieties TMV 4 5 6
GROUND NUT GROWTH  DEVELOPMENT,RECOMMENDED TO SPYAY MULTI-K 5GM LIT
TELL ME CONTROL OF ROOT ROT IN GWAR,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
ASKED ABOUT CONTROL OF LEAF EATING CATERPILLAR IN GROUNDNUT,NOVALURON 525  EMAMECTIN BENZOATE 09 SC
asked about attack of caterpiller on groundnut,bhuimug
WHITE GRUB IN GROUNDNUT,RECOMMENDED APPLY ACRBOFURAN3GFURADAN 12KGACRE FOR WHITE GRUB IN GROUNDNUT
TELL ME PLANT PROTECTION IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE
Farmer asked query on Weather,:    -      : :           32  C    24 C     7
Asked about Stem rot management in Groundnut,:        :     1    20
ASKING ABOUT THE HARVESTING TIME OF GROUNDNUT,TELL HIM IN DETAILS
TELL ME IRRIGATION IN GROUNDNUT,IRRIGATION IN GROUNDNUT -20-25DAYS
FARMER ASKED QUERY ON FERTILIZER MANAGEMENT IN GROUNDNUT,RECOMMENDED TO APPLY GYPSUM-200 KG PER ACRE
GROUNDNUT LEAF HEATING CATTERPILLER,RECOMENDED FOR PROCLAIM 100 GRACR
FARMER ASKED ABOUT CONTROL YELLOWING OF LEAVES IN GROUNDNUT CROP,-        -
Farmer asked fungus in root control information of groundnut crop,EC        -
ground nut white fly,recomended to spray acephate 300gramsacre
Ask about white grub control information Ground nut,GR 2
asked about varieties of groundnut,varieties of groundnut  - TAG-24 SB-11
leaf spot in groundnut,recommended to spray ridomil-25gmlit of water
HARA TELA IN GROUNDNUT,IMIDACLOROPRID 178 SL 1 ML 2 LITER WATER SPREY
Sowing season for Groundnut,Sowing season for Groundnut : Mid Junekharif
TELL ABOUT SEED TREATMENT IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 ML PER KG SEED FOR SEED TREATMENT IN GROUNDNUT
TELL ME ROOT ROT CONTROL IN GROUNDNUT,USE CARBENDAZIM 250 GM PER BEEGHA IN ROOT ZONE WITH IRRIGATION
moongphali ki fasal me galan ki samshya,50 WP  25g
asked about weedicide in groundnut,WEEDICIDE IN GROUNDNUT - SPRAY emazithyper  HERBICIDE AFTER 30-35 DAYS OF SOWING
TELL ME INSECT CONTROL IN MUNG PHALLI,PEST CONTROL IN LEMON CYPERMETHRIN 15 ML PER LITER WATER
Asking about  leaf minor and caterpillar management in groundnut,:        : : 1     2
Wilt Attack,30 15
Farmer asked query on Weather,5                      10-12
FARMER ASKED ABOUT TO TERMITE CONTROL IN GROUNDNUT,- 20   4
TELL ME white GRUB CONTROLL IN GROUNDNUT,CHLOROPYRIPHOSE 20 EC 1 LITTER   BIGHA WITH  IRRIGATION  WATER
Asking about leaf caterpillar and Sucking pest control management in Groundnut,:            :  2    1
FARMER ASKED ABOUT VARITIES OF GROUND-NUT CROP,- -           -  -   -   -
TELL ME ROOT ROT CONTROL IN GROUNDNUT,DRANCHING CARBENDAZIM250 GBEEGHA WITH IRRIGATION
weed management in groundnut,recommended to spray propaquizapop 250 ml  acre
Farmer want to information about sucking pest in groundnut crop,25  5-6
Asking about Groundnut fertilizer MN mixture management,:     :      5
Flower Drop,boom flower 20 ml  15 litar waterv
INFORMATION REGARDING VARIETIES OF GROUNDNUT,INFORMATION REGARDING VARIETIES OF GROUNDNUT VARIETIES OF GROUNDNUT : MH-4  MUNGFALI HARYANA -4   PUNJAB MUNGFALI -1
groundnut pest,dimethoate at 2ml in 1 liter water  mancozeb at 2g in 1 liter water
caterpillars,RECOMMENDED TO SPRAY EMAMECTIC BENZOATE PROCLAIM SPOLIT 80 GRAMS PER ACRE
Stem rot in groundnut,recommended for the soil trench with Carbendazim 2gm lit of water
Farmer asked query on Weather,3  4      -
groundnut rot,groundnut rot : recommended to spray copperoxychloride 30 gram   1 gram in 10 litres water
Tobacco caterpillar in groundnut,Recommended for spray Indoxacarb 1 mllit of water
Early leaf spot management in groundnut,Recommended for spray pseudomonas 5 g  litre of water
Asked about flower shed in sesame,Recommended for spray planofix 3ml10lit of water
ASKED ABOUT TO DISEASE CONTROL   GROUNDNUT,GROUNDNUT      80  2
FARMER ASKING ABOUT ATTACK OF SUCKING PEST  ON GNUT,:
TELL ME DOSE OF RHIZOBIUM  CULTURE FOR SEED TREATMENT,600GM RHIZOBIUM CULTURE PER HEC SEED
how to control white grubs in groundnut,mix 160 ml chlorpyriphos with 3 to 4 kg sand and broadcast it per bigha
varieties of groundnut,TAG-24 SB-11
Time of sowing of ground nut-- 10 july,Time of sowing of ground nut- from 15 june- 10 july
Asking about groundnut fertilizer management,recommended for the fertilizes  : urea 6 kg potash  12 kg gypsum  75 kg acre
Weedicide in groundnut,Quizalopop- p- ethyl 5 EC  300 mlacre
varities of groundnut,--     --      - -  --   -        --   -    --
CONTROL OF RAT IN GROUNDNUT CULTIVATION,APPLY SELPHOS 1TABLATPITH
ground nut tobacco caterpilar management,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 150 LITRES OF WATER  ACRE
FARMER ASKED ABOUT FERTILIZER SPRAY OF GROUND NUT CROP,- :: -
FARMER ASKED ABOUT ATTACK OF SUCKING PEST IN GROUNDNUT,-    15
seed treatment in gnut,thiram 3 gramchlorpyriphos 8 ml kg seed and rhizobium culture 3 packet
ask for groundnut thrips information,suggest: spray  dimethoate 20mlpump
TELL ME INSECT CONTROL IN GROUNDNUT,25   2
PLANT PROTECTYION,SPRAY QUINOLPHOS 2MLL OF WATER
TOBACCO CATER PILLAR MANAGEMENT,RECOMMENDED TO SPRAY QUINOLPHOS 2 ML 1 LITERS OF WATER
Farmer asked  white grub Problem in crop,EC
Aphids of Groundnut,Recommended to spray Dimethoate 30 EC 2ml per litre of water to control Aphids of groundnut
ASKED ABOUT TO NUTRIENT MANAGEMENT IN GROUNDNUT,375    35
cut worm in groundnut,Recommended for Spray chlorpyriphos 2 ml litre of water
groundnut leaf roller,recommended for spray profenofos 50 ec 2 ml acephate 1 gm litre of water
ask for gnut fungus control,give tricoderma powder 25 kgha
Farmer asked fungus control information of Groundnut,wp
Asked about Pod borer management for Groundnut,:       :   100
How to control leaf  borer in g nut,Ans:- Spray the solution of Metasystox or Daimethoate 2mllit of water or soil application of Cartap hydrochloride  7kgacer
TELL ME ABOUT DISEASE CONTROL IN GROUNDNUT CROP,75   45   3
GROUNDNUT ROOT ROT MANAGEMENT,RECOMMENDED  TO DRENCH COPPER OXYCHLORIDE  3 GRAMS  1 LITRE OF WATER    3
Groundnut nutrient management,200                45
ASKED  ABOUT TO  DISEASE CONTROL IN  GROUNDNUT,-- 12   63    2
asking about seed availability of groundnut,recommended for contact to block level agricultural officer in ADA Office
weed management in ground nut,only hand weeding is good way for it
rate of gawar,NOHAR  GOWAR 4340
top dressing fertilizer management in groundnut,apply gypsum 150kg  ac
tell me,SPRAY OF MALATHIAN 50 EC 2 ML PER LITER WATER
Asking about root grub management in groundnut crop,:      :      10
ATTACK OF CATTERPILLER ON GROUNDNUT,Spray Coragen 5ml 15 Liter of WaterChlorantraniliproleDupont
ASKING ABOUT FERTILISER DOSE,UREA 20 KG  MICRO NUTRIENTS 10 KGACRE
leaf miner in groundnut,Spray quinalphos 25 EC  cypermethirin 3ml  neem oil 3ml teepol 1mllit of water
rain effect,just drainage the water
Asked about General information on groundnut,--Gave necessary information
NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY BORAX 3 GRAMS1 LITRE OF WATERcalcium nitrate-5 GRAMS1 LITER OF WATER
TELL ME SEED TREATMENT IN GROUND NUT,USE CARBENDAZIM 2 GM PER KG SEED
Asking about Groundnut weed management,:    :  35-40
KHIRE ME PARPARA ROG LAGA HAI,BORAN KA SPRAY KAREN
pea nut stem necrosis disease,recomonded spray dimethoate rogar  400 mlacre
TELL ME NUTRIENT MANAGEMENT  in groundnut,SPRAY OF ZINK SULPHATE  5 GRAM UREA 10 GRAM PER LITER WATER
CONTROL OF TOBACCO CATERPILLAR IN GROUNDNUT,RECOMMENDED FOR SPRAY DICHLORVOS 76  EC  15 ML  2 LIT OF WATER
Attack of White Fly on groundnut,Bifenthrin 10 EC     Pyrethroid  -                      30          EC
WHITE GRUB IN GROUNDNUT,QUIENAL PHOS   25  4 LITTER  HACTER
Ask about all type of pest control in groundnut,40         ppm
Farmer asked query on Weather,:    -      : :             34  C    22  C     5
asking about groundnut leaf miner and aphid management,recommended for profinophos 2 ml 1 litre of water
ground nut shoot borer,chloripyripos 25 mllit
peanut bud necrosis in groundnut,RECOMMENDED TO SPRAY PROPINOPHOS CURECRON PROFEXDON BOLERO  400 ML PER ACRE
MOONGFALI ME SUDI LGI HAI,dimathoate 30 EC  15 mlliter pani ka spray kare
weed control in moong fali,nirayi kare
weather information,7 se 12 agust ko barish hone ki sambhavana hai aur din mousam saf rahega
ROOT ROT IN GROUND NUT PLANT,SPRAY SAAF 2 GM PER LITRE WATER
Asked about groundnut seed dormancy information,:      : 45
Asking about mealybug management in groundnut,:       :                 20          3    1      1
FARMER ASKED ABOUT SEED RATE AND SEED TREATMENT FOR GROUNDNUT CROP,:                                -   -
weather forecast,partly cloudy and no possibility of  rain
Asked about Weed management for Groundnut,:      :
WEEDS IN GROUNDNUT,RECOMMENDED TO APPLY DINAMAZ 18ML15 LITRE WATER TO CONTROL WEEDS IN GROUNDNUT
Asking about Micro nutrient mixture application for groundnut,:         :   5  20
Asking about Leaf caterpillar management in Groundnut,:     :     2    50
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,5   1
plant protection,acephate1gmlit  dimithoate2mllit
Attack of White Grub,Humnasur 1 kgacrePatil Biotech
Farmer asked query on Weather,5                    16
Information about of groundnut Variety,-
FARMER ASKED ABOUT ATTACK OF THRIPS  APHIDS  JASSIDS ON GROUNDNUT,:-      sl
varieties for black gram,Recommended for black gram varieties at ADT 5
larva management in ground nut,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  PROCLAIM 90 GRAMS 150 LITRES OF WATER  ACRE
MAUSAM   KI JANKARI,KISAN BHAI- AAPKE YEHA 31 JULAI SE 5 AGUST TAK HALKI BARISH KI SAMBHAVENA HAI
USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION,20   4
TELL ME MICRO NUTRIENT MANAGEMENT,4 ML
TELL M E ABOUT INSECT CONTROL IN GROUDNNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
GROUND NUT APHID MANAGEMENT,IMIDACHLOPRIDCONFIDOR TATAMIDA  VICTOR ATOM   60 ML PER ACRE
sucking pests in groundnut,advised to spray fipronil regent 400 ml per acre
leaf eating caterpiler control,use awant 7 mili prati pump
tell me iinsect control in soyabeen,SPRAY OF DICOFOL 15 ML PER LITER WATER
HOW TO GROWN ORAGANICALLY GROUND NUT CROP,BY USING BIO FERTILIZERS AND BIO PESTICIDES WE CAN GROWN ORGANICACLY
VARIETIES,-  -1
TELL ME CONTROL OF TERMITE,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
SEED TREATMENT OF GROUNDNUT,GENRAL- 1 GRAM OF CARBENDAZIM BAVISTIN DEROSAL CARBENDAZIM or MANCOZEB DITHANE M-45 INDOFIL M-45 MANJET PER KG OF SEED
VARIETIES OF GROUNDNUT,VARIETIES OF GROUNDNUT: DHARANI
TELL ME GROUNDNUT PREPARATION,USE METHYL PARATHION 5 KG PAR BIGHA
CONTROL OF WHITE GRUB IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
moongfali me sudi lg rhi hai,dimathoate 30 EC  15 mlliter pani ka spray kare
ASKING ABOUT CONTROL OF STEM ROT IN GROUNNUT PLANT,SPRAY  kasugamycin 5copper oxychloride 45 wp   1GRAM  LIT OF WATER
Farmer needs information regarding fertilizer dose in groundnut crop,--                    140    34
askign about groundnut leaf caterpillar mangemen t,recommended for spray azadirachtin - 3 ml  lit of water
season VARIETIES for groundnut,recommended for groundnut VARIETIES TMV 7 VRI 2 VRIGn 6TMVGn 13
Farmer asked query on Weather,:         :    2       31       6
asking abt the  control of thrips in gnut,i have suggested to spray phosphamidon 5mlpump
Asked about plant protection in groundnut,Suggested to Spray:- mancozeb  2glit of water
attack leaf eating cater pillar on groundnut,spray of Chloropyriphos 40 ml  15 lit of water
ASKED ABOUT TO NUTRIENT MANAGEMENT IN GROUNDNUT,DAP 2-4 ML
Groundnut top dressing management,Recommended for urea 5 kg  potash 13 kg acre at 20 day
Asking about groundnut top dressing fertilizer management,:    :  150    4
TELL ME CONTROL OF YELLOWING IN GROUNDNUT,SPRAY OF MULTIPLAX MICRONUTRIENT 3-4 ML PER LITER WATER
Fertilizer spray,5    25
groundnut atac rat,palapali 5kg par acer
ask gnut besel dose fertilizer  seed treatmant,I suggest urea DAP  thairum or captan 3gmkg seed treatmant
weed management for groundnut,recommended for the spray   Imazethapyr  300mlacre
ROOT ROT IN GROUND NUT,CARBOFURANFURADANTATAFURAN10 KG PER ACRE
FARMER ASKING ABOUT FERTILIZER DOSE FOR GNUT,:  50
Green caterpillar in Groundnut,recommended for spray profenophos 2 ml liter of water
FARMER ASKED ABOUT TO WEED CONTROL IN GROUNDNUT,:   75   15
Ask about larvae control information in groundnut,EC -
NUTRIENT MANAGEMENT IN GROUNDNUT,NUTRIENT MANAGEMENT IN GROUNDNUT-DAP-35 KG UREA-4 KG POTASH-27 KG
Asking about fish amino acid apply in sugarcane field,Recommended for apply fish amino acid 20 litre ac
ground nut fertilizer,general tonic 2 ml per liter
how to control aphid problem in groundnut crop,spary of imidachloropid  7 mlpump
Farmer needs information regarding control measures of stem borer in groundnut,Recommended for to control stem borer in paddy Apply phorate 10G  125kghac
Ask about fungus problem in Root of groundnut crop,50     250           WP
FARMER ASKED ABOUT  FERTILIZER SPRAY ON  groundnut,-   ---
TELL ME ABOUT DISEASE CONTROL IN GROUNDNUT,45   3
weed problem in groundnut,moongfali me nikai gudai kare
FARMER ASKED ABOUT TO FERTILIZER MANAGEMENT IN GROUNDNUT,10    5    5
GROUND NUT SUCKING PEST MANAGEMENT,RECOMMENDED TO SPRAY THIAMETHOXAM 40 GRAMS 200 LITRES OF WATER  ACRE
attack of root rot on groundnut,root rot on groundnut -SPRAY RIDOMIL GOLD 30 GM  15 LITERS OF WATER SYNGENTA
Ground nut tobacco cut worm,recommended for spray Azadirachtin 3 ml teepol 1 mlliter of water
yellowing,spray multimicronutrient
Plant protection measure for Groundnut,50   25
CATERPILLAR DAMAGE IN GROUND NUT,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  100 GM ACRE
Groudnut me sundi lagi hai,monocrotophas 36 EC 2ml  liter pani me milaklar chidkav karen
pest,chloropyriphos 2mllt
farmer asked about ground nut seed rate,suggest him 600-80kgs per acre
sucking pest control on groundnut crop,you can spray trayzophos 40 miliasefet 30 gram pamp water use for sucking pest control on groundnut crop
storage of groundnut,storage of groundnut-Apply celphos tablet in that room
variety,s b 11  tag 24
ground nut upward curling:,ground nut upward curling:recommended pipronil 400mlacre
Asked about plant protection in Groudnut,Suggested to spray     Dimethoate 30 EC  17 mllit water
Tobacco caterpillar in groundnut,spray quinolphos 2 ml  lit of water
TELL ME SOIL SAMPLE FOR SOIL TESTING,DEEG 6-9 INCH DEEP V SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL
Asking about Herbicides use procedure for Groundnut After irrigate,:     :
Asking about humic acid application in groundnut,:   3  1
--Farmer asked weed control in Groundnut crop,-  EC     -
information regarding to fungal in groundnut,control of fungal in groundnut - 1 Kg bavistin in 15 Kg ret acre
