QueryText,KccAns
VARIETIES FOR GNUT----,VARIETIES FOR GNUT---- TAG-24  TAG-26
weathe rinformation,varsha ki sambhawna nhi hai
TELL ME ROOT ROT CONTROL IN GROUNDNUT,USE OF CARBENDAZIM 250 GRAM PAR BIGA WITH  IRRIGATION
groundnut leaf spot management,recommended to spray AMBITION 250 ML PER ACRE
ask about groundnut irrigation,as per needed crop
weather information,apke yaha 1 aur 2 jun ko hlke chinte pad skte hai
Asking about foliar spray in groundnut,:       : :   10   200
ask for seed treatment in groundnut,I suggested to give cloropyriphos 25 mili1 kg seeds
GROUNDUT LEAF SPOT MANAGEMENT,GROUNDUT LEAF SPOT MANAGEMENT : RECOMMENDED FOR SPRAY SAAF 2 GRAMS 1 LITER OF WATER
insect in sugarcane,fatera
TELL ME CONTROL OF ROOT ROT DISEASE IN GROUNDNUT CROP,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
WEEDS IN GROUNDNUT,RECOMMENDED TO SPRAY TARGA SUPER 2ML1 LITRE WATER TO CONTROL WEEDS IN GROUNDNUT
Asking about Leaf miner management for Groundnut,:      :  2  1
want to know about weather report information,Weather are clean in the date of september 5 to september  10
Ask about yellowingfertilizer dose in groundnut crop,kg
Asking about Jassids management in groundnut,Recommended for spray dimethoate 2 mllit of water
attack of blight in groundnut,Spray Bavistane 15  gm15 Liter of WaterCarbandazin-Basf
FARMER ASKED ABOUT VARITIES OF GROUNNUT,15   15            -  - -
LEAF ROT IN GROUNDNUT,SPRAY MANCOZEB  2 GM1 LITRE OF WATER FOR LEAF ROT IN GROUNDNUT AND SPRAY IMMIDACHLOROPIT  1 ML3 LITRE OF WATER FOR LEAF CURL IN MOONG
ground nut,risobium 500g
SOWING TIME OF GROUND NUT,--  -         10     18                                                      -
Root rot in GROUND NUT,RECOMMENDED FOR Root rot in GROUND NUT Spray copper oxychloride 2gmlit of water
Attack of Sucking Pest,Spray Karate10ml15 Lit of Water
Asking about Greenmanure Sowing Details,:         :  45
TELL ME ROOT ROT CONTROL IN Groundnt,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
how to controlwhite grub in ground nut,apply Carbofuran 3CG 333 kgha
Asking about Tobacco caterpillar in groundnut,Recommended for spray fipronil 15 ml  liter of water
gross,pendimethaline 1literacr 200liter
ask for  larva problem iyal,suggest : quinalphose 30 ml per pump and to sprey
TELL ME GROUNDNUT GROWTH AFFACTED,SPRAY NPK 10 GRAM PER LITTER WATER
variety,phule pragatisb-11tag-24
spodoptera damage in gnut,thiodicarb 15 gmlt
Ask about use AK 56 for larvae control in Ground nut crop,56   20
kadiri groundnut seed variety availability,Recommended to consult near KVK  Reddipally
mung phali ki jad kali ho rhi hai,kisan bhai copper oxycloride 50 WP 500 gramacre ki dar se prayog kre
Asked about ground nut leaf feeder management,:      :  2
Ask about groundnut leaf yellowing problem,-
farmer want to know about How to control white fly in groundnut crop,Recommended for Spray imidaclorprid 178SL 5 to 6 ml per pump
Asked about plant protection in groundnut,suggested to spray chloropyriphos 2mll
fertilizer in gnut after 30 days,suggested urea
farmer had enquired about variety of groundnut,variety of groundnut are phule unapTAG-24TG-26
Farmer asked Larvae control information of groundnut  crop,EC 0
Farmer ask about attack of sucking pest on Groundnut crop,30    15
TELL ME ABOUT ROOT ROT DIEASE CONTROL IN GROUND NUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
Asking about foliar spray for groundnut,recommended for spray neemoil 3 to 5ml  teepol 05ml lit of water
Ask about Gujarat state seed corporation contact number for purchase groundnut seed,:
Late leaf spot in ground nut,Spray Mancozeb 02 in ground nut crop
mungphali ki prajati jankari,moonphali  ki prajati -T 64CHANDRAKAUSHAL LAGA SAKTI HAI
how to cantrol weed in ground nut,weed cantrol in pre imerjence pendimithilin 50 - 60 mili  pump spray
Sucking pest in ground nut,Recommended for spray dimethoate 2 ml  neem oil 3 ml  teepol 1 ml  litre of water
Asking about Termite management in Groundnut,:       :    1   20
please contact your beej nigam,please contact your beej nigam
Asking about Borox spray for Groundnut,:             :
ATTACK OF LEAF EATING CATERPILLAR on groundnut,LEAF EATING CATERPILLAR on groundnut-Spray Chloropyriphos 30 ml15 Lit of Water
Asked about plant protection in ground nut,Suggested that spray chloropyriphos 2 ml per liter of water
Farmer asked seed treatment of fungus problem,WP
Root rot in groundnut,Recomemdned for drench with carbendazim 2gmliter of water
Asked about Groundnut Top Dressing application,:      :  80    4
TELL ME ROOT ROT DISEASE CONTROL IN GROUNDNUT,CARBANDAJIM 250 GRAM BIGHA
ask for gnut yellowing leaf control,i suggested feras salphet 100 gm10 gm lemon flower pump
TELL ME WEATHER INFORMATION OF BARMER,RAINFALL 50 MM NEXT FIVE DAYS BARMER
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT CROP,5   1    3
ATTACK OF APHIDS ON GRANUDNUT,APHIDS ON GRANUDNUT - confidor 15 ml  15 litar water
Seed treatment in Groundnut,Recommended to use Vitavax powder  Carboxin  Thiram  - 25 gm per kg of seeds
FARMER ASKED QUERY ON FERTILIZER MANAGEMENT IN GROUND NUT,UREA  9 KGACRE GYPSUM  200 KGACRE
Farmer asked fungus control information of Groundnut crop,WP  35-40
stem rot of ground nut,redomil mz 25 mllitre of water
Control of disease in fruit plant,Control of disease in fruit plant Spray 2 gm M-45 or Bavastin or copper oxy chloride or sulfex or captan  liter water
groundnut fertilizer information,125 kg N and 25 kg P
TELL ME BLACK ROOT CONTROL IN GUAR,DUSTING OF CARBENDAZIM 250 GRAM  BIGA WITH IRRIGATION WATER
ask for the gn ferilizer,provided all the information
preventive measures for pest control in groundnut,spray neem ark 30 ml  15 liter of water for controlling sucking pest in groundnut
Ask about fungus problem in Root,Suggested: CoperOxichloride Blue copper 50 WG 40 grampump
Farmer wants to know information about seed treatment of Soybean crop,12   63 WP  3
ASKING ABOUT CONTROL OF ROOT ROT IN GROUNDNUT,SPRAY AZOXYSTROBIN 23 SC  1 ML   LIT OF WATER
Farmer asked query about Pink boll worm management in Cotton,Spray CORAGEN 60ml per acre
Aphids in groundnut,Recommended for Spray imidaclopride 2 mllit of water
FLOWER DROP IN GROUNDNUT,RECOMMENDED TO SPRAY POTASSIUM CHLORIDE 05ML PER 1LITRE OF WATER TO CONTROL THE FLOWER DROP IN GROUNDNUT DUE TO WATER STRESS
Groundnut early leaf spot control,Recommended for spray carbendazim 2 gram  litre of water
TELL ME ABOUT ROOT ROT DIEASE CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
SEED TREATMENT GROUNDNUT,3 GRAMS MANCOZEB PER 1 KG SEEDS
TELL ME MORE FLOWERING IN GROUNDNUT,PLANOFIX 1 ML 4 LITER WATTER SPRAY
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,20   4            1
ask for g nut varieties,g nut varieties gg 20 tg 45
asking about root rot management in groundnut,Recommended for soil apply pseudomonas 1kg  FYM 20kg  acre
mg deficiency,spray mg sulphate 10gl
Provide information about nutrient management in Groundnut crop,20  25        1
SPODOPTERA IN GROUNDNUT,RECOMMENDED TO SPRAY SPINOSADTRACER SPINTER  CHARGE   75 ML  PER ACRE
BORER  MANAGEMENT IN GROUNDNUT,RECOMMENDED TO  APPLY  CHLORANTRANILIPROLE GRANULES 4 KGSACRE    4  1
TOBACCO CATERPILLER CONTROL,RECOMMENDED TO SPRAY SPINOSAD 75 MLACRE
TELL ME YELLOW CULOUR IN LEAF IN GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
LEAF BLIGHT IN GROUNDNUT,SPRAY SAAF 2 GRAM IN 1 LITRE WATER FOR LEAF BLIGHT IN GROUNDNUT
LEAF EATING CATERPILLAR MANAGEMENT,RECOMMENDED TO SPRAY CHLORANTRANILIPROLE 60 ML200 LITRES OF WATER  ACRE
Query about plant protection,Chlorpyriphos 50Cypermethrin 5EC  2ml
COLLAR ROT IN GROUNDNUT,USE TRICODERMA HARJENIAM 1 KGBIGHA WHEN IRRIGATION
YALLOW LEAVES IN GROUND NUT,FERUS SULPHATE 4 GRAM  LITTER WATER SPRAY
TELL ME COLAR ROOT CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
varities of gnut,varities of gnut - tag-24  tg-26
groundnut basal fertilizer,recommended for apply DAP 50 kg  gypsm 75 kg acre
Ask about fungus problem in Groundnut crop,:
Gram pod borer in Groundnut,Recommended for spray Fipronil 2 ml litre of water
mungfali ka jad kat rahi hain,app Phorate 10 CG  10kgacre
Ask about soil testing laboratory contact number,-  -
TELL ME NUTRIENT MANAGEMENT,90
DOSE OF SULPHUR 90 IN GROUNDNUT,DOSE OF SULPHUR 90 IN GROUNDNUT 10 KG PER HA
Asking groundnut top dressing fertilizer management,Recommended for apply gypsum 150kg  borax 4 kg  ac
Asking about wild boar control in groundnut,:    : 1    50
--Farmer asked Larvae control information of groundnut,SC
weed in groundnut,kisan bhai kharpatwar ki niraae - gudaae karaye
TELL ME DISEASE CONTROL IN GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
TELL ME ABOUT WEED MANAGEMENT IN MUSTARD,SPRAY OF PENDIMETHILIN 30 EC 25-3 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
Asked about Tobacco caterpillar in groundnut,Recommended for spray chlorpyrifos 2ml  litter of water
wed in groundnut,wed in groundnut  - parshuit spray
GROUNDNUT--INSECT CONTROL,APPLY FUTERA-3G6-8 KGACRE--SICHAI KARTE SAMAY
zinc deficiency in ground nut,spray zinc sulphuate  2  gr  lit of water
Ask about fungus problem in groundnut,EC -
leaf spot in groundnut,spray carbendazim 25gmlit of water
TELL ME ROOT ROT CONTROL IN GRONUDNUT,DRENCHING OF CARBENDAZIM 250 GM PER BEEGHA
SUCKING APHIDS IN GROUNDNUT,SPRAY ROGER DIMETHOATE  2ML 1LTR OF WATER
Asked about increase flowering in ground nut,recommended for spray groundnut rich 25 kg  200 litre of water
foliar spray for groundnut,recommended spray for groundnut rich 25kgac200lit of water
Farmer asked about fertilizer dose in Groundnut crop,8-10
Asking about Tobacco caterpillar control in groundnut,:    : 25     1
fertiliser management in gronudnut,apply Gypsum 150 kgac
gnut varieties,gnut varieties - s b 11  t g 26
MITES IN GROUNDNUT,RECOMMENDED TO SPRAY CHLOROPYRIPHOS 25 MLLIT WATER TO CONTROL MITES IN GROUNDNUT
ground nut fertlizer management,urea 8 kgacre   single super phosphate 16 kg and murate of potash 20 kgsacre
Asking about Tobacco caterpillar and Jassids in groundnut,Recommended for spray Triazophos 2 ml  litre of water
Farmer Asked sucking pests control information of groundnut crop,WG   WS 8
Asking about Groundnut top dressing fertilizer management,:    :   80     4
Asked about Groundnut yield increasing method,2
STEM ROT IN GROUNDNUT,RECOMMENDED TO SPRAY TO SAAF 2 GM LIT WATER FOR CONTROL OF STEM ROT IN GROUNDNUT
TELL ME CONTROL FUNAGAL DISEASE,SPRAY OF HEXACONAZOLE 5 EC 2 ML PER LITER WATER
Farmer asked query on Weather,5                    19
ASKING ABOUT CONTROL  OF ROOT ROT IN GROUNDNUT,SPRAY   THIOPHANATE METHYL 70 WP  1 GM    LIT OF WATER
ATTACK OF SUCKING PEST ON GROUNDNUT,-    10
Wilt MarDrenching,Spray Redomil Gold 30 gm15 Liter of WaterMephonaxonMancozeb-Syngenta
asked about pre emergence herbicide for groundnut crop,- Pendimethalin  30 ml
white grub in groundnut field,application of phorate 10kg per acre
Farmer wants to know information about seed treatment of GROUNDNUT,Recommended for seed treatment of groundnut treat the seed with tricoderma viridi 5gmkg of seed or thiram 1gm  carbendazim 2kg of seed
asking about the preventive measures of disease in groundnut,SPRAY  CARBENDAZIM 50 WP  1 GM   LIT OF WATER
weed management,targasuper  400 ml per acre in 20 days after sowing
ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT CROP,50            250
patti me insect laga hai,spray - Triazophos 40 EC 250 ml  acre
seeds,western 40
Ask about the  yellowish leaf in groundnut,Advice to apply 100 gm ferrous sulphate  10 gm cytric acid per pump
Asked about Aphid management in Groundnut,:        :   4  10
Farmer wants to know information about how to control stem borer in Groundnut,Recommended for to control stem borer in paddy apply phorate 10G  15kghac
information regarding sowing time of mung phalli,sowing time of mungphalli-june last week to july first week
TIKKA LEAF SPOT MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY CHLOROTHALONIL 400 GRAMS  ACRE
FARMER ASKED QUERY ON WATER MANAGEMENT IN GROUND NUT,7-10       4-7
spacing for groundnut,recommended spacing for groundnut 3010 cm
Weed management for groundnut,Recommended for Weed management for groundnut Spray fluchloralin 2ml liter of water
ASKING ABOUT TO CONTROL NO SEED FORMATION,SPRAY CALCIUM NITRATRE  25-3 G  L OF WATER
Asked about Groundnut leaf miner caterpillar management,:     : :      2
asking about Groundnut basal fertilizer management,Recommended for apply Trichoderma viridi 1 kg  FYM 20 kg  acre
top dressing fertilizer for groundnut,recommended for apply urea 6 kgpotash 12 kgac
Information regarding prevention of disease wilt in groundnut crop,-  5
LEAF EATING CATERPILLAR IN GROUNDNUT,LEAF EATING CATERPILLAR IN GROUNDNUT-SPRAY CHLOROPYRIPHOS 2ML IN 1LITRE OF WATER
FARMER ASKED QUERY ON SEED TREATMENT IN GROUNDNUT,RECOMMENDED TO TREAT  ONE KG OF GROUNDNUT  SEED WITH 3 GRAMS MANCOZEB AND 8 GRAMS TRICHODERMA  AND 2 ML IMIDACLOPRID
Ask about weather information in rapar,-
Farmer asked query on Weather,28      6     19
ROOT PROBLEM IN GROUNDNUT,BAVISTIN 250 GRAM  PAR BHIGA
Farmer wants to know the crop maturity of groundnut crop,-                                                                                8  10
WEED CONTROL,SPRAY 24D 2MLLT OF WATER
Tikka leaf spot problem in groundnut cop,recommended to spray mancozeb 500 gracre
ASKED ABOUT TO NUTRIENT MANAGEMENT  GROUNDNUT,DAP4-5  ML
ASKED ABOUT VARIETIES OF GROUND NUT CROP,VARIETIES OF GROUND NUT CROP--TAG 24TG 26
SOIL FOR GROUNDNUT,LOAMY ORGANIC SOIL FOR GROUNDNUT
Information to get insurance for Kharif crop,--       emitr
SEED REQUIREMENT GNUT,SEED REQUIREMENT GNUT:36 KG OG KERNELS1ACRE
CONTROL ROLLAR ROOT IN GROUNDNUT,USED CARBENDAZIM 250GM  BIGHA
asked about ground nut  fertilizer,ground nut  fertilizerMinor nutrients applicationZinc sulphate- 4 kgacreBorax- 4 kgacreGypsum- 200 kgacre
deemak control in mugfali,cloropairifas 20-30 lithac  sicai jal ke sath lagaia
Asking about weather forecast,Cloudy Weather  Rainfall Chances Today
Asking about weather information,Drizzle may occur in the coming 5 days There is no heavy rain
Asked about Groundnut seed rate per care,:    :  50
ASK ABOUT YELOWISH IN GNUT,SUGGESTED SALFAR 3 KG PER VIGHA
SEED TREATMENT,SEED TREATMENT : 3GM THIRAMKG SEEDS AND RHIZOBIUM 20GM  40 ML WATERKG SEEDS
ask about sucking pest in gnut,I suggested trizophosh 30 mili  15 liter
TELL ME INSECT CONTROL IN MOONG,RAIN POSSIBILITY IN NEXT 5 DAYS IN YOUR DISTIC
WEED MANAGEMENT IN GROUND NUT,WEED MANAGEMENT IN GROUND NUT-SPRAY PRETILACHLOR 2ML IN 1LITRE OF WATER
WEED MAGEMENT IN GROUND NUT,RECOMMENDED TO SPRAY QUIZALOPOP ETHYL 400 ML PER ACRE
Green caterpillar in Groundnut,recommended for spray profenophos 2 ml liter
ASKED ABOUT VARIETIES OF GROUNDNUT,VARIETIES OF GROUNDNUT- JL 24 SB 11 PHULE PRAGATI
asked about fertilizer for groundnut crop,30
ground nut leaf miner,QUINOLPHOSEKALUX FLASH DHANULUXQUINGUARD 400 ML PER ACRE
Ask for some problem in groundnut,suggest: blue copper 40 gm per pump and dranching
asking about root rot management in grounndut,recommended for pseudomonas fluoroscnes 1 kg mixed with 20 kg of FYM
TELL ME PEST CONTROL IN GROUNDNUT,QUNOLFOSH 25EC 2 ML LITER SPRAY
asked about groundnut information,no herbicide use hand weeding should be done
Asked about Groundnut seed rate information,:          :    50
WEED MANAGEMENT IN GROUNDNUT,WEED MANAGEMENT IN GROUNDNUT-Spray Pursuit Imazethapyr 20 ml10 liter of water
GROUNDNUT VARIETIES,GROUNDNUT VARIETIES-phule unap phule pragatijl-501
fertiliser in groundnut,fertiliser in groundnut - 1 bag DAP acer
GROUNDNUT PODBORER,GROUNDNUT PODBORER: RECOMMENDED TO SPRAY MONOCROTOPHOS 320 ML PER ACRE
ASKED ABOUT TO SEED RATE OF groundnut,15  20
Asking about groundnut rosette virus management in groundnut,:      :  2
Asked about plant protection in  ground nut,Suggested that spray chloropyriphos 2 ml per liter of water
Farmer asked fungus control information of ground nut,SC -
Top dressing for groundnut,Recommended for apply urea 25 kg  potash 20 kg  borax 4 kg  acre
TELL ME ABOUT THE INSECT CONTROL IN  GROUNDNUT,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER
Asked about plant protection,suggested to spray Mancozeb 2gram per litre
gnut sucking pest control,sprey diemithoat 15 mlpump
wilt attack,Spray Redomil Gold 30gm15Lit of  Water
ask about fertilizer dose,BASAL DOSE - AMMONIUM SULPHATE  80KG  SSP 150KG
Shoot Borer Attack,Sprey Profex Super 30 ml  15 lit of water
TELL ME CONTROL OF WHITE GRUB IN GROUNDNUT,25   4
ask for gnut rust,mencozeb 30 gpump
Asked about Alternaria leaf spot management in groundnut,:     :       2
TELL ME DOSAGE OF NPK FOR SPRAY,SPRAY NPK 5 GM LIT WATER
caterpillar,Spray Chloropyriphos 30ml15 Lit of Water
ask about microdeficiency in gnut,suggested salphar 3 kg per vigha
Farmer want to know about How to control of fungal attack in groundnut  crop,Recommended for Use copper oxy chloride 45 gram and steptrocyclin 2 gram at 15 liter of water
Weed Control in GROUNDNUT,WEED  REMOVED BY HAND
FARMER ASKED ABOUT CATTERPILAR ATTACK ON GROUNDNUT,:
Asked about Leaf miner management for Groundnut,:      : 2   1
TELL ME CONTROL WHITE GRUB,USE  IMIDACHLOPRID 2 LITER PER HA WITH IRRIGATION
TERMITE IN GROUNDNUT,RECOMMENDED TO SPRAY CHLOROPYRIPHOUS DUST 10 KG ACRE FOR CONTROL OF TERMITE IN GROUNDNUT
asked about Gnut growth,-  -      -
SOWING TIME,15 MAY - 15 JUNE
Asking about Blast management in Paddy,Recommended to spray Azoxystrobin 1 ml  liter of water
NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY BOOMFLOWER 2ML1 LITER OF WATER
Farmer asked fungus in root control information of groudnut,magafali             WP
Asked about Alternaria leaf spot management in groundnut,:        :     2
ask for yellowing leaves in ground nut crop,100 gm ferrous sulfate  10 gm citric acid pump for spraying
ground nut root rot management,RECOMMENDED  TO DRENCH COPPER OXY CHLORIDE  3 GRAMS  1 LITRE OF ATER
ROOT ROT,MANCOZEB M 45 3GMLIT
Farmer asked query on Weather,WEATHER REPORT A thunderstorm with squall is likely to take place in your area
TOBACCO CATERPILLAR IN GROUNDNUT,APPLY QUINALPHUS  2MLLITRE WATER SPRAY
asked about hariyali control in ground nut,weeding operation is done
Farmer asked Fertilizer dose information of Groundnut crop,-  84 kg      3kg
Asked about root grub  nematode management in groundnut,:    : :     50
TELL ME CONTROL COLLOR ROT IN GROUNDNUT,KARBANDAZIM 400 G PAR BIGHA DE DE
groundnut sucking pest,RECOMMENDED TO SPRAY   Monocrotophos 400 ml  acre
Asked about leaf caterpillar management in groundnut crop,:      :  6  10
weedicide in groundnut,use persuit 1 lit  hectori
Powdery mildew in groundnut,Recommended to spray Multiplex Bio Jodi Bacillus spp  Pseudomonas spp   5-10 gmliter of water to control Powdery mildew in groundnut
ASK Abt wilt problem,suggested drenchin of bavistin
Asked  about  to  irrigation  of  groundnut,-                  4
soil required for groundnut,medium to black cotton soil
FARMER ASK ABOUT PROTECTION OF ATTACK OF WILD ANIMAL IN GROUNDNUT,-
Farmer asked seed treatment of fungus problem in groundnut crop,WG                30  FS
GROUNDNUT GROWTH,GROUNDNUT GROWTH: RECOMMENDED FOR MILTI K 5 GLITER WATER WITH MICRONUTRIENT MIXERS
root rot in groundnut,recommended for drench with carbendazim 2 g litre
k6 seed  rate,75 kgsacre
plant protection,apply gypsum and nutrients
TELL  ME  PEST CONTROL WHIT GRAB IN  GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
GROUNDNUT VERIETIES,GROUNDNUT VERIETIES - TAG 24 SB11
Asking fertiliser in groundnut,Prefer 125-25kgN per hactare
Farmer asked  Fertilizer dose information of Groundnut crop,https:ikhedutgujaratgovinPublicfrmPublicSchemeDetailsaspx
asked about control of leaf eating cater pillar in groundnut,suggested to spray prophinophos500ml per acre
ASKING ABOUT THE TRAINING ON GROUNDNUT CULTIVATION,ADVISED HIM TO CONTACT KVK SILAPATHAR DIST: DHEMAJI
Ask for groundnut weediside information,sugg to targa super 30 mili pamp spre
Asked about plant protection in groundnut,suggested to spray Thiamethoxam 25 WG 05gmlitSuggested to spray  Acephate 1gmlit
ASKING ABOUT THE NUTRIENT MANAGEMENT OF GROUNDNUT,SPRAY GRADE 2    2-3 GMML  LIT OF WATER
Asking about Groundnut Seed germination information,:       :    5  10
thrips control in groundnut crop,Dear farmer use to  Dimethoate 30 EC 2ml liter water splash in the field
Ask about irrigation,GIV IRRIGATION THERE IS NO RAIN    4-6 IRRIGATION REQUIRED
sucking pest problem in groundnut crop,recommended to spray bifenthrin tallstar 325 mlacre
Information about weather forecast of Block Jakhaura in District Lalitpur,34C    29C     4
weed management in groundnut at 35 days,weed management in groundnut at 35 days :not recommended
provide information about water management in groundnut,25     I
asking about fertiliser in groundnut,i have suggest to give nitrogen
ASKED ABOUT TO NUTRIENT MANAGEMENT GROUNDNUT,2-3    2  3
FERTILIZERS APPLICATION,RECOMMENDED
Ask about use fertilizer information in Groundnut crop,DAP 15     90 2
Asking about Alterneria leaf disease and  Tobacco caterpillar management in groundnut,:         : :     2    15
Asked about plant protection in groundnut,Suggested to spray copper oxychloride 1g per lit of water
WEEDCIDE SPRAY BHIMUG,GROUND NUT WEEDICIDE PERSUIT
Ask about fertilizer Dose,AMONIUM SULPHATE 15 KGVIGHA
Peanut Bud Necrosis Disease,RECOMMENDED FOR SPRAYING CHEMICALS CONTROLLING THRIPS
Farmer asked query on Weather,:            :                 34 - 23 C    8
ask about seed management in gnut,I suggested seed treated with fungicide and insecticide
TELL ME EST CONTROL IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
Ask about Variety of Ground nut For Summer season,-
Second fertilizer dose after one month,Apply SSP 50 kgacre
TELL ME YELLOWNES IN GROUNDNUT,ZINC SULPHATE2KGUREA 6KG PER BIGHA
attack of sucking pest on groundnut,sucking pest on groundnut -Spray super confidor 6 ml  Aliette 30 gm15 Liter of WaterFosety-AL-Bayer
FARMER ASKED QUERY ON PM TRACTOR YOJANA,CONTACT YOUR MANDAL AGRICULTURE OFFICER
ask about root wilt in gnut,suggested bavistin 15gm per pump
groundnut rich application details,apply groundnut rich 3kgac mix with 200lit water
asking about Chlorothalonil trade name,recommended for Chlorothalonil trade name- Daconil Manicure Concord SST Echo
TELL ME CONTROL COLAROT DISEASES IN GROUNDNUT,USE-CARBENDISAM 250GMBIGAA
Asked about White grub management in groundnut,:  : :      1
MN defeciency in groundnut,MN defeciency in groundnut : foliar spray MN mixture 5mllit of water
Storage of groundnut,Advised to dry the groundnut seeds and keep it in air tight container in dry place
Asked about Alternaria leaf disease management for Groundnut,:       :    2     2
TELL ME SOWING TIME OF GROUNDNUT,1 JUNE - 15 JUNE SOWING TIME OF GROUNDNUT
TELL ME TERMITE CONTROL IN TERMITE,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
ask abt fertilizer,sugggested magnesium sulphate
Asked about Nutrient management in groundnut,suggested that to apply gypsum 50kg per acre of land
farmer asking about groundnut cultivation,-     -   -   -       -  -
groundnut varieties,groundnut varieties--tag 24sb11
groundnut ko bo sakte hai kay,grorundnut bo bo nahi sakte hai
asked about water management in groundnut,water management in groundnut- give 10 to 12 days of intervalsas per soil type
groundnut,groundnut persuit or targasuper
moongphali  ke  jad  me safed  kida laga hai,regent   8  kg  acre  prayog kare
Ask about whether infromation at porbandar,5
Farmer needs information regarding how to control  white grub in Ground Nut crop,03     8-10
Information about weed management in peanut crop,4  5        -
Ask about groundnut information,ppm
asked about post emergence herbicide for groundnut,5
knob problem in groundnut crop,is samay sichai kare
Weed management for groundnut,Recommended for Spray Imazethapyr 300 ml acre
TELL  ME GROWTH GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
TELL ME CONTROL OF BLACK ROOT IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
ASKING ABOUT NUTRIENT MANAGEMENT FOR GROUND NUT,SPRAY GRADE 2    2-3 GMML  LIT OF WATER    BOZNMO
disease,triazopos 2 ml  1 liter
About sulphur application in ground nut,Advised to apply SSP  70 kg per acre as Gypsum is not available
Information about the use of 0:52:34 in peanut fields,0:52:34
Groundnut sowing season and variety,Groundnut sowing season : september - october and variety : TMV 7 VRI 2 VRIGn 6TMVGn 13
leaf blight in groundnut,recommended for spray SAAF 2gmteepol 1mllit of water
Attack of White Grub on groundnut,White Grub on groundnut-Use Thimate 5 kg  acre
ASKED ABOUT TO PLANT PROTECTION IN GROUNDNUT,5    10
COLLAR ROT IN GROUNDNUT,RECOMMENDED TO DRENCH STREPTOCYCLIN 15GM10 LITER OF WATER
TELL ME INSECT CONTROL,SPRAY OF MONOCROTOPHOS 36 SL 2 ML PER LITER WATER
root rot  in groundnut,3
Groundnut rust,Recommended for spray Wettable sulphur 2 gm  litre of water
Cut worm in ground nut management,Recommended for spray chlorpyriphos 2 ml Teepol 1 mlliter of water
TIKKA ROG IN GROUNDNUT,KARBANDAZIM 12 - MENKOZEB 63 WP 2 ML  PER  LITER WATER SPREY
VARIETY OF GROUNDNUT,VARIETY OF GROUNDNUT--PHULE PRGATISMURATIKSSAN
asked about fertilizer dose,spray boomflower 20 ml  15 lit water
variety of ground nut,Prakash Amber Chandra Chitra Kaushal
FARMER ASKED ABOUT ATTACK OF WILT ON GNUT CROP,WP -
Ask about fertilizer apply in groundnut and castor crop,-
Red headed hairy caterpillar,Malathion 5 D  8 kgacre during morning hours
ASKED ABOUT HERBICIDE FOR GROUNDNUT,SPRAY BASALIN - 20 ML AFTER 21 DAYS OF SOWING
TELL ME PEST CONTROL IN GROUNDNUT,SPRAY OF FIPRONIL 5  SC 2 LITER PER HA
sowing in gn  nut,rabi
Asked about plant protection in groundnut,Suggested to spray chlorpyriphos at 2 ml per litre water
Farmer asked Spotted bollworm problem in groundnut crop,5  EC 10
APHID  IN GROUND NUT,SPRAY IMIDACLOPRID 1 ML  3 LITRE OF WATER
farmer asked about nutrient management in groundnut,RECOMMENDED TO SPRAY  CALCIUM NITRATECN- 1KGACRE200LIR OF WATER
Information about root Insect for groundnut crop,4   8-10
Ask for Sesume Aphid,I suggest  spray  Imidacloprid Or Acetamiprid 5 mlpump
root grub damage in groundnut,carbofuran  3g 10 kg  acre
root grub,phorate
Asking about groundnut seed treatment,10
Information on weed control in groundnut crop,--
ask for fertilizer after 45 days,i have suggested NPK
FARMER ASKED ABOUT SUCKING PEST ATTACK ON GROUNDNUT,-    -
