QueryText,KccAns
leaf eating pest in groundnut,RECOMMENDED TO SPRAY NOVALURANINDOXICARB PLITHORA 350 ML PER ACRE
Information about  Peanut roots are turning black,2
ask about larva problem in ground nut,suggest:cypermethrin 10 ml per 10 liter water and
FARMER ASKED ABOUT VARIETIES OF GROUNDNUT,-             -    -    -
INFORMATION REGARDING TO WEATHER IN BARMER,SOME CLOUDS BUT NO CHANCE TO RAINFALL TODAY
Farmer want to know information about  How to control aphids in paddy crop,Recommended for Spray Fipronil 5  SC 20-25 ml per pump spray
weather report for Dharmapuri district,Recommended for Today and tomorrow will be cloudy weather  Have possibility of no rain chances 0mm
asking about leaf miner management of groundnut,recommended for spray Dimethoate 30 EC 2ml1 litre of water
Asking about Trichoderma viridi can be mixed with other chemical fertilizers,:        :
wilt,Spray Tilt 30gm15 Lit of Water
GRASSHOPPER IN GROUNDNUT,SPRAY CHLOROPYRIPHOS 20EC 2ML IN 1 LITER OF WATER
Ask about Variety of Ground nut,-
TELL ME CONTROL OF WHITE GRUB IN GROUNDNUT,USE QUINOLPHOS 15 DUST 25 KG PER HA MIX IN SOIL
groundnut thikka leaf spot,recommended to spray mancozeb m-45 2 gram  liter water
Ask about fertilizer dose in Groundnut crop,-       -
moongphali me kida laga hai,Spray  quinalphos 25ec  2mllit of water
Asking about Ground nut Weed management,3
varieties,TAG-24PHULE PRAGATI
Plant protection Insects,Leaf eating caterpillar Semi looper Hairy caterpillar Spodoptera Hand picking and destroying the egg mass and gregarious form of caterpillars Spray 10 ml Cypermethrin  35 EC in a lit water when infestation noticed
tell me about pest control in groundnut,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
Asked about plant protection in   ground nut,Recommended to spray Emamectin benzoate  05g1 litre of water
farmer asked query about on how to treat ground nut seeds,recommended to apply mancozeb 3 gm1kg seed to treat ground nut seeds
STEM ROT IN GROUNDNUT,RECOMMENDED TO SPRAY SAAF 2GM LIT WATER FOR CONTROL OF STEM ROT IN GROUNDNUT
FARMER ASKED ABOUT CONTROL OF SUCKING PEST ATTACK IN GROUND NUT CROP,-     -
Farmer asked  white grub Problem in ground nut  crop,EC
Asked about plant protection in groundnut,Kavach Chlorothalonil 75 WP 1 ml per litre
varieties of groundnut,varieties of groundnut- TAG-24SB-11 phule unap
ASKED ABOUT VARIETY OF GROUNDNUT,VARIETY OF GROUNDNUT - SB-11  TAG - 24  WESTERN
SEED VARIETY OF GROUNDNUT,SEED VARIETY OF GROUNDNUT:KADIR-1PUNJAB-1AM-13KISANJAWAN
Asked about Groundnut leaf caterpillar management,:     :   - 2
Farmers reached the groundnut seed rate,20
TELL ME WEATHER CONDITION IN KAPURTHALA DIST,25-30 CHANCE OF RAIN NEXT 5 DAYS
Groundnut nematode management,Recommended for apply neem cake 30 kg  acre
LEAF BLIGHT IN GROUND NUT,SPRAY REDOMIL M Z 2 GM IN 1  LITRE OF WATER FOR LEAF BLIGHT IN GROUND NUT
Information regarding to fertilizer dose in groundnut,:   -1  -9
weather  report,there is no rain  your  area
Asked about plant protection in groundnut,Suggested to spray SAAF :- carbendazim  mancozeb 2 gmlit of water
TELL ME INSECT CONTROL OF GROUNDNUT,USE CLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION FOR TERMITE CONTROL
asking about groundnut thrips management,recommended for spray imidachloprid - 05 ml  lit of water
groundnut me sundi lagi hai,Dimethiate 30 EC 660 mililiterhacter spray
asked about information groundnut,western -55 phule prgati van lagvad kara
Ask about flowering problem in g nut crop,--
Information about Fungus control in Groundnut crop,50 WP  1 kg    10 kg
groundnut top dressing fertilizer management,recommended for the fertilizes  : gypsum  75 kg urea 5 kg potash  12 kg acre
groundnut root rot,RECOMMENDED TO SPRAY CARBENDAZIM BAVISTIN DEROSAL CARBENDAZIM 200 GRAMS PER ACRE
afid of groundnut,Cartap Hydrochloride 4 GR 10 kgacre daale
farmer wants to know information about weed control of groundnut crop,30  35                                     I
Groundnut which is 3 months old cropthe basal portion of the crop is drying and roots are rottening,Recommended 200 kgs of Gypsum to the soil
mungphalli me wilt lga hai,10 kilo tricodarma ko 40 kilo gober ki sadi khad me milakarecar me paryog kare
Ask about yellowing leaves information in Groundnut crop,10
TELL ME ABOUT INSECT CONTROL IN TIL,25  05
--TELL ME ABOUT WHITE GARB CONTROL IN GROUNDNUT,25   4
Asked about Oxygold herbicide application for Groundnut,:          :
groundnut tobacco catter piller,DICHLOROVAS NUVAN DOOM FUME LAVA 250 ML PER  ACRE
Red headed hairy caterpillar MANAGEMENT IN GROUNDNUT,Red headed hairy caterpillar MANAGEMENT IN GROUNDNUTdust Fenvalerate 04 D  4 kg or Malathion 5 D  8 kgacre during morning hours
ASKED ABOUT FERTILIZER DOSE FOR GROUNDNUT,FERTILIZER DOSE FOR GROUNDNUT - SINGLE SUPER PHOSPHATE 75 KG  GYPSUM - 75 KILO  ACRE
termite problem in sugarcane,Fipronil 03 GR  8 kigraacre ki dar se prayog kare
black spot,spray coc 3g per lit
Asking about Early tikka leaf spot management in Groundnut,Recommended to spray Carbendazim 2 gm  liter of water
TELL ME ABOUT WEATHER INFORMATION,NO RAIN POSSIBILITY IN NEXT 2-3 DAYS  BUT CLOUDY SKY
CONTROL OF ROOT ROT IN GROUNDNUT,TRICHODARMA 25 KG 100 KGCOMPOSTHEC
white grub in gnut,white grub in gnut - apply foret 4 kg  acre
thrips in groundnut,Recommended for spray Dimethoate 2ml  lit
Asked about top dressing fertilizer application for Groundnut,:        :    55     12    4
Ask about fungus problem in Root,WP
Farmer asked Thrips problem in ground nut  crop,5  25
FERTILIZER DOSE,APPLICATION OF GYPSUM 50 KG  ACRE
ask about sowing time,Suggested:June-July Jan-Feb
TELL ME GROWTH IN GROUNDNUT,USE OF 5 KG ZINK BIGHA
COLLAR ROT IN GROUNDNUT,SOIL DRENCH WITH TRICHODERMA VIRIDE 10 GRAM PER LITRE WATER
A booster with nutrients and growth regulators for Groundnut,spray Groundnut rich 22kgac
Attack of Thrips,Spray super confidor 10 ml 15 liter water
LEAF FOLDING CATTER PILLAR,RECOMMENDED TO SPRAY CHLORIPYRIPHOS 500 MLAcre
Farmer asked weed control information of,Farmer ask about general question
spodoptera damage in ground nut,RECOMMENDED TO SPRAY NOVALURAN REMAN NOVA SICISSORS  400 ML PER ACRE
Farmer asked about varieties of groundnut,-
black rooth in groundnut,application of Trichoderma viride 25 kgha mixed with 50 kg FYM then irrigation
Asking about weather information,Farmers here the week you have no possibility of rain will remain cloudy
foliyar spray in groundnut,spray groundnutrich 2kgac200lit
TELL ME CONTROL OF ROOT ROT IN GROUNDUT,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
fertilizer management in groudnut,basal fertilizer  DAP 50 KG AC
top fertilizer management for groundnut,Recommended top fertilizer management for groundnut apply gypsum  150 kgac
APHID PEST IN GROUND NUT,APHID PEST IN GROUND NUT- RECOMMENDED TO SPRAY DIEMETHOID ROGOR- 2MLLIT WATER
asked about groundnut pest,recommended to spray acephate15gmlit
TELL ME SOWING TIME OF GROUNDNUT,JUN MONTH SOWING TIME
ground nut wilt,recommneded drench with bavistin  1glit water
Give information about the treatment of Groundnut,3    2
Farmer asked query on Weather,:   -      : :            32 C    21 C     8
APID IN GROUNDNUT,IMIDACLOPID 1ML PER 3 LITER OF WATER
RED ANT INFESTATION,CHLOROPYRIPHOS 2glt OF WATER
CONTROL COLAR ROOT IN GROUNDNUT,USED KITAZINE 200ML  BIGHA
Farmer wants to know information about control of rot on groundnut crop,-
ASKED ABOUT TO MICRO NUTRIENT MANAGEMENT  IN GROUNDNUT CROP,4
Asking about early leaf spot management in Groundnut,Recommended to spray Carbendazim 2 gm  liter of water
Asking about weather forecast,This week weather is CLOUDY and  of  Possibility LIGHT To MEDIUM Rainfall
weed management for groundnut,recommended for spray Imazethapyr 300 mlac
Asking about foliar spray in groundnut  groundnut  rich,:     : :     2  200
ASKED ABOUT ATTACK OF WHITE GRUB IN GROUNDNUT,BUIMUG         VIS
FARMER ASKED QUERY ON IMPROVE PEGGING STAGE MANAGEMENT IN GROUND NUT,RECOMMENDED TO APPLY ZYPSUM-200 KGACRE
Groundnut seedling blight control,spray benomyl 50  wp   2 gm   liter
asking about top dressing for groundnut,recommended for apply Gypsum 150kgborax 4kgac
Asking about Germination time for Groundnut,:       :
pod borer in ground nut,Use spinosad 75 gr acre
FERT DOSE FOR GROUNDNUT,65 KG SUFLA  65 KG SUPER PHOSPHATE PER ACRE
BUD NECROSIS IN GROUND NUT,MONOCHROTOPHOS 2MLLIT
TO CONTROL ATTACK OF LEAF EATING CATERPILLAR ON GROUNDNUT CROP,SPRAY CORAGEN 5 ML IN 15 LTR OF WATER TO CONTROL ATTACK OF LEAF EATING CATERPILLAR ON GROUNDNUT CROP
TELL ME WEED CONTROL OF GROUNDNUT CROP,SPRAY OF PENDIMETHILIN 30 EC 25-3 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
Attack of Sucking pest on GNut,25 - 5   15
TELL ME DISEASE CONTROL,--      2
Farmer asked fungus in root control information of groundnut,-                     WP
leaf spot in groundnut,Recommended for spray Carbendazim 2gm  lit
MOONG PHALI ME PODHA SUKH RHA HAI,CARBANDAZIM 1 GRAM LITER OF WATER
Alternaria leaf disease control management in groundnut,Recommended for spray Mancozeb 2 g  1 litre of water
ABOUT MANAGEMENT OF SUCKING PESTS IN GROUND NUT,RECOMMENDED TO SPRAY DIMETHOATEROGAR 400 MLACRE
asked about seed treatement for groundnut,apply thirum - 5 gram  1 kg seed
Farmer asked fungus control information of groundnut crop,25 WG 15
seed rate of moongfali,75 kghactayer is the seed rate of moongfali
Farmer asked Sulphur information in Groundnut crop,90 WDG 3
Ask about groundnut information,100      10
FARMER ASKED ABOUT VARIETIES OF GROUNDNUT  CROP,-            -    -
Govt  Schemes- Drip Irrigation subsidies,50-60  subsidies loan please visit nearer nationalised bank
FARMER ASKED ABOUT FOR CONTROL ATTACK OF WHITE GRUB ON GROUNDNUT CROP,:-
Asked about Water management in Groundnut,:     :
TELL ME ABOUT DISEASE CONTROL IN,25
Farmer asked query on Weather,:     :            33     25      8
Asked about Groundnut leaf miner management information,:        :    2  1
WEEDS IN GROUDNUT,WEEDS IN GROUDNUT-SPRAY DINAMAZ 18ML15 LITRES WATER
VARIETY OF MUNGPHALLI,PHOOLO PRAGATI JL-24GG-3
Asking about Prevention for groundnut sucking pest,:        :  - 3
WEATHER REPORT DINAJPUR NORTH DISTRICT,AS  PER ACCUWEATHER NEXT 5 DAYS CLOUDY SKY POSSIBILITYOF RAIN FALL
Farmer asked query on Weather,18
ASKED ABOUT TO NUTRIENT MANAGEMENT GROUNDNUT,3-4 ml   2-3 ml
TELL ME GROWTH OF GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
Farmer asked query on Weather,:    -     : :            30  C    20 C     7
Information about weed management of Mungphali,30
Farmer asked query on Weather,4       6     3
Farmer asked query on Weather,WEATHER REPORT :THERE IS CHANCE OF CLOUDY WEATHER  SHOWERS IN YOUR AREA
GROUNDNUT HERBICIDE--,GROUNDNUT HERBICIDE-- PARSUIT
ROOT PROBLEM OF GROUNDNUT,CONTROL COLAR ROOT IN GROUNDNUT TRICODERMA 25KG WITH 100KG FYM PARTI HA
Farmer asked query on Weather,:       :              35      26       8
weed control in groundnut,weed control in groundnut--spray pendamethylene 70 mili  15 liter
Farmer asked Heliothis Larvae Problem in groundnut crop,SC 7-8
TELL ME ABOUT USE GYPSUM,ABOUT USE GYPSUM 250 KILLOGRAM PERHECTOR
Tobacco caterpillar in groundnut,Recommended for spray cloripyriphass 2 ml 1 liter of water
Farmer asked query on Weather,:   -     : :            33  C    24  C     8
Farmer asked query on Weather,:    -         : :              30  C    21  C     6
asking about groundnut leaf thrips management,recommended for spray fibronil - 2 ml lit of water
Herbicides for groundnut,Goal 20 ml oxyfluorfen15 liter of water-Dow Agro-Onion Tea Potato Groundnut Direct Seeded Rice Mint
weed control in groundnut,SPRAY OF PENDIMETHILIN 30 EC 25 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
TELL ME WHITE GOURB CONTROL IN GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
Farmer asked Thrips control information of groundnut,SC               40         ppm
VARITIES OF GROUNDNUT,YOU CAN TAKE SB-11 JL-24 THIS IS  GROUNDNUT VARITIES
Farmer asked Aphid problem in groundnut crop,WG   WS 8
ask for gnut wilt,carbendezim 20  gm  10 lit water
Ask about water logging problem information in Groundnut crop,90 15
FARMER ASKED ABOUT CONTROL OF SUCKING PEST ATTACK ON GROUNDNUT CROP,-      -          -
ground nut root rot,RECOMMENDED TO SPRAY COPPER OXY CHLORIDE 600 GM  ACRE
TELL ME TERMITE CONTROL IN GUAR,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
ask about weedicides,not use weedicide
asking about leaf caterpillar in Groundnut,Recommended for spray profenophos 2 ml  litre of water
about management of the mite,RECOMMENDED TO SPRAY PROPIRGITE OMITESIMBHA  200 ML PER ACRE
Asking about Leaf caterpillar control management in Groundnut,:      :   2    1
Ask about 2nd irrigation   information in groundnut crop,-
Asking about root grub management in groundnut,:       :     4
FARMER ASKED ABOUT WEED MANAGEMENT IN GROUNDNUT,-    -  -      -
Asking about weather information,Apke yaha 20-25 september ke madhy baadal chaye rahege barish ki sambhawana bni rahegi
FARMER ASKED ABOUT WATER MANAGEMENT IN GROUNDNUT,:                 2 - 3
APHID IN GROUNDNUT,APHID IN GROUNDNUT SPRAY DIMETHOATE ROGAR-2ML1 LITRE OF WATER
mungphlai ki jad ko kida kat rhai,carbofuran  8 kg acre
Asked about Stem rot management in Groundnut,:       :    4         1   20
Ask for some problem in Groundnut,Blue copper 40 gmpump
Farmer needs information regarding how to control sucking pest in  groundnut   crop,5  25 ml       I
ask about larval information in groundnut,GR 2
VERITIES,284
ABOUT THE GROUNDNT SPODOPTERA MANAGEMENT,RECOMMENDED TO SPRAY CHLORIPYRIPHOS 500 MLAcre
TELL ME ROOT ROT CONTROL IN GN,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
TELL ME   SUBSIDY ON DIGGI,SUBSIDY ON DIGGI 50 OF TOTAL COST OR 3 LAKH MAXIMUM
groundnut varieties,jl-24
TELL ME DISEAS CONTROL IN GROUNDNUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
Asking about foliar spray for groundnut information,:     : :     2  200
Asking about Bio fertilizers Liquid Application For Paddy,:           4         10
POD BORER IN GROUNDNUT,POD BORER IN GROUNDNUT - APPLY CARBOFURAN 3 CG  20 KG PER ACRE
Asking about foliar nutrient spray for groundnut,Recommended for spray DAP 2 kg acre at flowering stage
ASKING ABOUT CONTROL OF STEM ROT IN GROUNDNUT,RECOMMENDED FOR SPRAY  THIOPHANATE METHYL 70 WP  1 GM    LIT OF WATER
VAREITY OF GROUNDNUT,M 13
asking about weather information,cloudy condition with clear weather till 7 September
Ask about fungus problem in Root  groundnut,1
FARMER ASKED ABOUT ATTACK OF WILT ON GROUNDNUT,-      -    45     30
GROUND NUT VARIETY NAME,GROUND NUT VARIETY NAME KADIRI-4 KADIRI-5 VEMANA
TELL ME ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,Mepiquat Chloride 5 2
Farmer asked Thrips problem in groundnut crop,5  25
Farmer asked Termite problem in groundnut crop,EC                     GR
GROUNDNUT VARIETIES,GROUNDNUT VARIETIES - TAG 24 SB 11
TELL ME WEATHAR INFORMATION  JALOR,NO RAIN POSSIBILITY IN NEXT  5 DAYS
ASKED ABOUT VARIETIES OF GROUNDNUT,VARIETIES OF GROUNDNUT : TAG-24  JL-24  MHYCO  PIONEER
Leaf roller in groundnut,Recommended for spray dimethoatelit of water
Asking about groundnut rich  application method,:       :         2  200
Attack of Fruit Borer and Shoot Borer,Spray Profex super 30 ml15 liter of waterProfenofos Cypermethrin-Nagarjuna
asking about fertillizer in ground nut,25 - 50 - 0 npk kg per ha
TELL ME  YELOW COLUAR  GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
SMALL FRUIT,APPLY FERTILIZER AND GYPSUM
ask about ground nut herbicide,application of pendyamethlin
FERUS DEFICIENCY IN GROUNDNUT,SPRAY OF FERUS SULPHATE 5GMLITER WATER
sucking pest in groundnut,recommended for spray imidachlopride 2mllit of water
TELL ME BLADCK ROOT CONTROL IN MUNGFALI,USE OF CARBANDIZEM 250 GMBIGHA
FARMER ASKED ABOUT SEED TREATMENT IN GROUND NUT CROP,:
Groundnut top dressing fertilizer management,Recommended for Groundnut top dressing fertilizer managementApply gypsum 80 kg  acre
Late leaf spot problem in groundnut,kisan  bhai aap Carbendazim 50 WP  15 gram prati litre pani ki dar se spray kare
ask about tg 37 a variety information,TG  A     -
Information to increase and increase the number of flowers in groundnut crop,2ml
Asking about late leaf spot in groundnut,:    :      2
Ask about fungus problem in groundnut  crop,WP    WP 10-15
Tobacco caterpillar in groundnut,Recommended for spray fipronil 2ml  lit
Information about how much quantity of NPK required  in Groundnut crop,8-10                       V
asking about groundnut root rot management,recommended for apply pseudomonas fluorescens - 1 kg 20 kg of FYM
asked about sowing time of groundnut,sowing time of groundnut - upto 15 october
weed problems in groundnut,groundnut me nikai gudai kare
Ask about the yellowish leaf in groundnut,apply 100 gm ferrous sulphate  10 gm cytric acid per pump
MOONGPHALI ME ROG LAGA HAI,CARBENDAZIM20 MLLI WATER SPRAY KAREN
seed protection,carbendizium 2gmkg seeds
Leaf caterpillar in Groundnut,Recommended for spray Chlorpyrirphos 2 ml  Azadiractine 3 ml litre of water
Farmer asked fungus in root control information of groundnut,:    1 kg
seed treatment for groundnut,treat the seed rhizobium 4gm with rice gruel
variety of groundnut,variety of groundnut TAG 24
Farmer needs information regarding control of root rot disease in Groundnut Crop,-         -          I
CONTROL COLAR ROOT IN GROUNDNUT,USED CARBENDAZIM 250GM  BIGHA
asked about plant protection,Recommended to spray chloropyriphos2mllit
groundnut fertilizer,gypsum application
Asking about groundnut weed mangament,:  3-   1
Asked about General information,RECOMMENDED TO CONTACT rsk and KVK
leaf minor in groundnut,spray quinalphos 2ml  lit
Farmer wants to know information  about seed rate of groundnut crop,100 kg of cloves of groundnut And 80 kg of proliferation and semi-spreading species Seed per hectare use has been found to be excellent
Farmer asked fungus control information of  Groundnut Crop,WP 35
farmer asked about vaerity of groundnut,-- - -  -      -    -  -  -     -
Asked about leaf caterpillar  beetle management in groundnut crop,:       : 3
Asked about tobacco caterpillar management in Groundnut,:     :   4   10
Asking about leaf cater pillar and  aphids  in groundnut,:        :    2
Asking about foliar nutrient spray for groundnut,Recommended for spray groundnut rich 2 kg acre at flowering stage
groundnut pest,imidachloprid 3ml in 1o liter water
RED HAIRYCATERPILLAR IN GROUND NUT,10 KG PADDY HUSK 1 KG JAGGERY 1 LITRE QUINOLPHOS
SEED TREATMENT,SEED TREATMENT FOR RIZO OR AZO
groundnut pod borer,recommended to spray chloropyriphos 25mllitre water
GROUND NUT GAM POD BORER MANAGEMENT,RECOMMENDED TO SPRAY IMIDACLOPRID 60 ML 200 LITRES OF WATER  ACRE
for flowering,RECOMMENDED TO SPRAY BORAX 3 GRAMS1 LITRE OF WATER
Ask about sucking pests problem in  groundnut crop Jassids Aphids Thrips,-
asking about jassids management in Groundnut,:     :  2
FARMER ASKED QUERRY ABOUT FERTILIZER DOSE FOR GROUNDNUT,-                                 -
Farmer needs information regarding control measure of fungal disease in groundnut crop,45    2    15
asked about pest in cotton,we recommended monocrotopos16mllt
weed,parshut weedicide
Information about wilt disease Control in groundnut crop,5
ASKING ABOUT THE WEATHER REPORT OF GOGHAT-1 HOOGHLY,POSSIBILITIES OF SOME CLOUDY WEATHER  LESS RAINFALL AND COMING IN 3 DAYS
TELL ME ABOUT INSECT CONTROL IN,178   05
TELL ME ABOUT INSECT CONTROL IN,25  05
NUTRIENT MANGEMENT IN GROUNDNUT,BORAX--600GRASACRE
asked about attack of aphids,Spray Actra 5 gm15 Liter of WaterThiomithoxom 25-Syngenta
FARMER ASKED ABOUT ROOT KNOT NEMATODES MANAGEMENT IN GROUNDNUT,RECOMMENDED TO DRENCH CHLORPYRIFOS 6 ML1 LITRE  OF WATER   6   1
grounut crop booter,recommended for spray 25-3 kg acre
Farmer asked fungus control information of ground nut,magfali    EC 10
TELL ME GRUB CONTROL IN GROUNDNUT,SPRAY OF PROFENOFOS 15 ML PER LITER WATER
Seed Treatment of Groundnut,Recommended for treat the seeds with Trichoderma viride 4gkg of seed
Farmer asked query on Weather,WEATHER REPORT:THERE IS A CHANCE  OF CLOUDY WEATHER  IN YOUR AREA
leaf eating cater piller in groundnut,recommended for emamectinbenzoate 100 gracr
plant protection of groundnut,Cartap Hydrochloride 4 GR 8-10 kgekad ki dar se prayog kare
CONTROL OF STEM ROT IN GROUNDNUT,SPRAY TRICHODERMA VIRIDE  5 GM  PSEUDOMONAS FLUORESCENS  5 GM LIT OF WATER
weedicide,spray pershut weedicide in groundnut
farmer want to know information about varieties of mustard crop,:-         -2
TELL  ME TERMITE CONTROL,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
Farmer need information regarding weed management in groundnut crop,25
asked about harvesting period of groundnut,groundnut harvest 115 days after sowing
sked About SMS Activation,Your SMS Activation Process has been successfully
gipsum dose,gipsum dose : 100 kg per acre
tobacco caterpillar management in groundnut,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 150 LITRES OF WATER  ACRE
ASKED ABOUT  NUTRIENT MANAGEMENT GROUNDNUT,33 5   10
TELL ME THRIPS OF GROUNDNUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER
Information regarding sowing time of Gobhi sarson,- 10   30
white fly in ground nut,recomanded use yellow stickey trap 8-10acre
weed control in mugfali,Paraquat di-chloride 24 SL
Farmer asked weed control in Groundnut crop,-   -    -    -     -    -        -
moongfali ki sichai kar sakte hai,kisan Bhai ap halki sichai kar de
asking for the spray of groundnut rich,recommended for spray of groundnut rich 2 kg  acre mixed with 200 litres of water at Peak flowering and pod development stage after adding adequate quantity of wetting agent
TELL ME DISEASE CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 2 GM PER LITER
ask about ground nut tikka disease,i suggest spray mancozeb 30 gm  pump
TELL ME BLACK ROT CONTROL IN GROUNDNUT,USE TRIGODRAMA 25 KG WITH 100 KG FYM  PER HA
Ask about  Fertilizer dose,BASAL DOSE - AMMONIUM SULPHATE  80KG  SSP 150KG
Termites control in groundnut,use the fipronil 03 GR 8-10kgacre
Water stress in Groundnut,Recommended to spray MoP 5gm per litre of water in Groundnut
Wilt Attack,3015
WHITE GRUB CONTROL IN GROUNDNUT,CHLOROPYRIPHOSE 20 EC 1 LITTER   BIGHA WITH  IRRIGATION  WATER
TELL ME ABOUT WHITE GRUB CONTROL IN GROUNDNUT,25   4
leaf spot,spary carbandazem 2gltr
TELL ME PEST CONTROL IN GROUNDNUT,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
straonm extra,straonm extra
TELL ME MICRO NUTRIENT MANAGEMENT GROUNDNUT,SPRAY OF MULTIPLAX MICRONUTRIENT 4 ML PER LITER WATER
TELL M ECONTROL OF LEAF BORER IN GROUNDNUT,SPRAY OF PROFENOFOS 15 ML PER LITER WATER
TELL ME DISEASE CONTROL IN GROUNDNUT,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER
farmer want to know information about seed treatment,recommended for to know information about seed treatment apply to like mencozeb  carbendazim or  carboxcin  thairam  use to 2gram kilogram of seed
Weather information,There are no chances of rainfal in Jind distt of Haryana
FARMER ASKED QUERY ON GROUND NUT CROP K6 DURATION,RECOMMENDED ITS A 110 DAYS CROP
TELL ME CONTROL OF YELLOWING IN GROUNDNUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
Farmer asked White Fly problem in groundnut crop,-
TELL ME BLACK ROOT DISESE CONTROLL IN GROUNDNUD,APPLIED BAVISTEN 250 GM BIGHA  WITH IRRIGATION WATER
asked about sucking pest in gnut,sucking pest in gnut - spray pegasus 15 gm  15 lit water
TELL ME CONTROL ROOT ROT IN GROUNDNUT,USES TRICODERMA 25KG 50KG MANUREBIGHA IN GROUNDNUT
Asked about Groundnut basal fertilizer application,:      :  DAP 43    25
CONTROL OF DISEASE IN GROUNDNUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
tikka leaf spot in ground nut,recommended mancozeb 25glit water
ground nut mgmt,SPRAY IMAZITAPYR PURSUIT  400 ML PER ACRE
GROUND NUT LEAF SPOT MANAGEMENT,GROUND NUT LEAF SPOT MANAGEMENT RECOMMONDED 400GR MANCOZEB
WEED MANAGEMENT IN GROUNDNUT,-   -       10
Leaf caterpillar  management in groundnut,Recommended for spray quinalphos 2 ml  litre of water
ATTACK OF WOLLY APHIDS,METHYL DEMATON
GROUND NUT BORER,RECOMMENDED TO SPRAY CHLORPYRPHOSKORBAN DURSBAN LETHAL CLASSIC RADAR 500 ML PER ACRE
Ask about sowing time and varieties of groundnut crop,: --
ASKING WHETHER MICRO-NUTRIENT  IS APPLICABLE IN SOIL FOR GROUNDNUT,MARKET RATE OF POTATO IN KOLKATA Bara Bazar Posta BazarPotato  1520RsQuintal
Asking about groundnut sowing season for thiruvannamalai district,:      :    -
White grub in Groundnut,Recommended to apply Chlorpyrifos dust 12 kg per acre at before sowing to control White grub in Groundnut
Asking about Groundnut color rot management,:      :    - 1  20
Asked about Plant protection in ground nut,Suggested spray chloropyriphos at 1 ml per liter water                           OR lamda cyahalothrin at 05 ml per liter water for sucking pest
market rate for groundnut,Recommended for market rate for groundnut Villupuram Rs 6286quintal
information about insect control in  Groundnut Crop,-- 30 EC 2ml
ASKED ABOUT TO INSECT CONTROL IN GROUNDNUT,50   2
TELL ME ROOT ROT CONTROL IN GROUNDNUT,50 1
CATERPILLARS MANAGEMENT IN GROUNDNUT,90    150
TELL ME WEATHER REPORT,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY
FARMER ASKING ABOUT GROUNDNUT  WATERMANAGEMENT,--
TERMITE CONTROL IN GROUNDNUT,USE PHIPRONIL 5  2 LITGHA WITH IRRIGATION
Asking about growth regulators for Groundnut,Recommended for spray groundnut rich 2 kgac on Peak flowering and pod development
Sowing time of mungphalli,Sowing time of mungphalli- june month
Farmer asked fungus problem in groundnut crop,:
Thrips Attack,Spray Rogar 15ml15 Lit of Water
Asking about paddy top dressing fertilizer management,:     :       5
Farmer asked Heliothis Larvae Problem in crop,40
Farmer asked query on seed rate  ground nut crop,RECOMMENDED TO Use 90 kgha of kernels
ENSECT PRABLAM IN MUNG PHALI,Hexaconazole 5 EC 15 ml  liter pani ka ghol banaker spray kare
GNut Varieties Information,--  -
Ask for groundnut wilt,I suggested to drenching blue copper 40 gram per pump
Asked about varieties of Groundnut,-   -     -   - - -     -
TEL ME ROOTROTE OF GROUNDNUT,TRIKODERMA 25 KG  HACTEIR
groundnut nutrient management,--recommended to spray ambition 250 ml per acre
Query related to disease management in ground nut,50  2
top fertilizers for groundnut,Recommended for apply borax 10 kgacre
TELL ME MICRO NUTRIENT MANAGEMENT  IN GROUNDNUT,3
asking about early leaf spot management  in groundnut,Recommended for spray Carbendazim 2gm  litre of water
TELL ME CONTROL OF COLAR ROT IN GROUNDNUT CROP,BAVISTIN 250GM PER BHIGA WITH IRRIGATION
