QueryText,KccAns
control of mava,spraying of admire 4 gm  15 liter water
GROUNDNUT THRIPS CONTROL,RECOMMENDED TO SPRAY ACETAMIPRIDE 40 GRAMS PER ACRE
Asked about plant protection in  ground nut,Recomended to spray imidacloprid  05 ml per lit of water
ASK ABOUT GUJARAT RAJYA BIJ NIGAM OFFICE CONTACT NUMBER,-  --  --
Asking about Kadhiri 1812 Groundnut seeds availability contact,:  1812     :
Farmer asked Aphid problem in Cotton crop,SP    SP
FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN GROUND NUT,RECOMMENDED TO SULPHUR-250 GRACRE IN GROUND NUT
Farmer Asked sucking pests control information of GROUNDNUT,ZC
ASKED ABOUT VARIETIES OF GROUND NUT,VARIETIES OF GROUND NUT-PHULE UNNATIS B -12T A G -24
Ask about fertilizer dose in Groundnut crop,:::
Farmer asked query on Weather,:          :      -                       33C    26C      8
Attack of  blight,Spray Takat 15 gm15 Liter of Water
control for hairy caterpillar in mung phalli,Monocrotophos 36 SL 2 ml litar pani ke sath spray kren
Farmer asked White Fly problem in Groundnut crop,SP        -       -
Farmer asked about how to stop further growth in groundnut,1ml
root rot management in groundnut,recommended to spray copper oxi chloride 600 grams 20 grams streptocyclin acre
asking about Groundnut season,Recommended for Groundnut season July-Aug
Farmer asked Thrips problem in crop groundnut,25
Asked about leaf feeder management in groundnut,:        :     2
FARMER ASKED ABOUT VARIETIES OF GROUNDNUT CROP,-     -  -  -
Fungus attack,Blue copper -40 gm 15 lit water
Ask about fungus control information in root of Groundnut,EC        -
TELL ME NUTRIENT DEFICIENCY,SPRAY OF MULTIPLAX MICRONUTRIENT 4 ML PER LITER WATER
Asking about nutrient management in groundnut,Recommended for planofix 140 ml10 lit
Farmer asked fungus control information of GROUNDNUT,wp
about management of the leaf eating caterpillar,RECOMMENDED TO SPRAY CHLORPYRPHOSKORBAN DURSBAN LETHAL  RADAR 500 ML PER ACRE
asked about TCP,recommended spinosad 75 ml200 lit of water
Farmer asked Army worm Problem in ground nut crop,ZC
TELL ME GROUNUT ROOT ROT DIEASE CONTROL,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
Asked about Root grub management in Groundnut,:     :     4    10
leaf eating caterpillar in ground nut,spray quinalphoos 2 ml in 1  litre of water for leaf eating caterpillar in ground nut
ask for white grub,EC
For quality seed formation in groundnut,Recommended to spray Fantac Plus 1ml in 2litres of water for quality seed formation in groundnut
Thrips problem in mung,Spray metasistox  15 ml in 1 litre of water
tell me control colar rot diseases of groundnut,use-taraicodrma 25kgfym 100 kilogram hac
groundnut fertilizer information,at basal stage 12 kg per vigha
Farmer asked query on Weather,4                 4           10
top dressing for groundnut,Recommended for apply urea 25 kg  potash 15 kgac
Asking about Aphids in groundnut,Recommended for spray Dimethoate  2ml  litre of water
Sowing time for ground nut,Sowing time for ground nut - june to july
ask for gnut larva,suggest:coragen 5mlpump
Seed treatment for groundnut,Treat the seeds with Pseudomonas fluorescens 10gkg of seed
Asked about plant protection in GROUNDNUT,Suggested to spray--SAAF Carbendazim  Mancozeb   1gram per litre of water
Groundnut Diseases Information,-          -
Farmer asked query on Weather,15  20
Asked about Groundnut foliar spray,:     :   5
ATTACK OF LEAF EATING CATERPILLAR ON GROUNDNUT,SG-
caterpillar,spray chloropyriphos 2mllitre
FARMER ASKED ABOUT WILT ATTACK ON GROUNDNUT,--  45     30
Information about weed control in Ground nut,-
Asking about groundnut cake application for paddy crop,:       : 25      25
groundnut fertilizer use,apply   zipsum  200 kg  acre
ground nut disease,copper oxy cloride 2 gm per liter
TOBACOCATERPILLAR,SPRAYING OF MONO 16 ML  LIT OF WATER
Farmer asked Varieties information of Groundnut crop,:-  :-   -  TG-24  TGA-37   -  -
FARMER ASKED ABOUT VARIETY OF GROUNDNUT,1 - -            -    -  2 -
GROUNDNUT SUCKING PEST,RECOMMENDED TO SPRAY ACETAMIPRID   40 GRAMS  200 LITRES OF WATER ACRE
ask abt gnut crop,suggested all info
asking about the basal application and top dressing fertilizer dos of groundnut,:-    :-
TELL ME CONTROL  LAT IN GROUNDNUT,DIACLOROWAS 100 EC 2 MLPAR LITER WATER SPREY
asked about gnut market rate,gnut-
groundnut me sichai ki jankari,proper jankari di gai
ask about herbicide information in groundnutcottonsesame,30 EC                 37  CS
ask about fertilizer and fungus information in groundnut,WP
TERMITE IN GROUND NUT,APPLY CHLOROPYRIPHOS 2ML  LT WATER SPRAY
Asked about leaf folder  leaf blight disease management in groundnut crop,:           : 2     2
TELL ME MICRO NUTRIENT MANAGEMENT   IN GN,SPRAY OF MULTIPLAX MICRONUTRIENT 3-4 ML PER LITER WATER
asking about groundnut root rot management,recommended for soil application of Trichoderma viride 1 kgacre  mixed with 20 kg FYM
TELL ME BLCK ROTH IN MOONGFALI,USE CARBENDAZIM 250 GM BHEEGA IN ROOT ZONE WITH IRRIGATION
Asked about leaf folder management in Groundnut,:       :  2
insect problem in groundnut,Phorate 10 CG   8 -10 kg  acre ke hisab se pryog kre
weed problem in pea nut crop,mahoday ap moongphali me nirai gudai kara le
asking about Basal fertilizer management for groundnut,Recommended for apply DAP 40 kgpotash 12 kgacre
TELL ME WEEDS CONTROL IN GROUNDNUT,SPRAY OF PENDIMETHILIN 30 EC 25-3 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
TELL ME ABOUT INTER CROPING IN GROUNDNUT AFTER 20 DAYS OF SOWING,NO ANY  INTER CROP IN GROUNDNUT AFTER 20 DAYS OF SOWING
Ask about groundnut leaf yellow chlorosis problem,pump spray
gypsum time of application in groundnut,200                45
Farmer asked query on Weather,:       :        32       15
bud necrosis in ground nut,recommended to spray monocrotophos-2mllit of water
attack fangash,bavistin spray
yellowing leaves  of groundnut,Blue copper -40 gm 15 lit water
STEM ROT IN GROUDNUT,RECOMMENDED TO SPRAY SAAF 2GM  PLANTOMYCIN 1GM  1 LIT WATE FOR STEM ROT IN GROUDNUT
ask about the total  package and practice of g nut,I suggested total package and practices of g nut
alternaria blight in Groundnut,alternaria blight in Groundnut-spray ridomil-2gmlit of water
groundut ki prajati ki jankari,groundut ki prajati-Chandra chitrakosal
ASKED ABOUT OILSEED VARIETY,TAKE TAG 24 JL24
ask for groundnut  white grub information,suggest: drenching with cloropayrophose 250mlvigha
TELL ME CONTROL COLAR ROT DISEASES OF GROUNDNUT,USE-TARICODARMA 25KGHACFYM-100KGHAC
GROUND NUT THIKKA LEAFSPOT,HEXACONOZOL 2 ML  LITER
FARMER ASKED ABOUT SUCKING PEST ATTACK AND LARVAL ATTACK ON GROUNDNUT CROP,05  1
TELL ME EFFECTED BY WHITE GRAB,SPRAY OF FIPROLIN 5  2 LITER PER HA
Tobacco caterpillar in groundnut,Recommended for spray Indoxacarb 1 ml  lit
groundnut ka ped sukh raha hai,Carbofuran 3 GR 8 kilogram prati acre istemal kare
FARMER ASKED ABOUT FOR CONTROL ATTACK OF CATERPILLAR AND SUCKING PEST ON GROUNDNUT CROP,:-
Farmer asked information about water management practices for groundnut crop,-           -                          -                         -
TELL ME ABOUT NUTRIENT MANAGEMENT IN  GROUNDNUT,33 5   10
Farmers asked for groundnut seed rate,80
Ask about white grub control information in groundnut crop,EC
Farmer asked query on better to cultivation crop in rabi season,--The major oilseeds grown in the rabi season are groundnut rape seed mustard  sesame and castor
Farmer asked Larvae control information of groundnut,0    EC
Asking about Root rot management in groundnut,:      : :         25
asking about leaf roller management in groundnut,:       :  50 SP 15
FOR BETTER GROWTH OF GROUNDNUT,ADD GYPSUM 50 KG ACRE FOR BETTER GROWTH OF GROUNDNUT
Asking about drying of emerging shoots in groundnut,:    :         25
LEAF MINOR,Dimethiate 30 EC 400MLAC
SEED RATE OF GROUND NUT,SEED RATE OF GROUND NUT60 KG PER ACER
Ask about weed control information,targasupersuper 35gmpump spray
groundnut ke buvai kab kare,july me buvai kare
ASK ABOUT GENERAL INFORMATIONall information provided -,for calling in kisan call centre
Ask about groundnut information,8     WP
Asked about sucking pest management in groundnut,:       :    2
VARITIES OF GNUT,VARITIES OF GNUT - SB -11  TAG -24  WESTARN
Groundnut foliar spray management,recommended for the spray  groundnut rich  2 kg acre
insect,corajin
Attack of White Fly,Spray Metador 25 ml  15 lit of water
FARMER ASKED QUERY ABOUT WATER MANAGMENT IN GROUNDNUT,-           -                          -                         -
Asking about Leaf spot in Ground nut,Recommended for spray Carbendazim 2 gram litre of water
Attack of White Grub,Use Thimet 4 kgacre diethyl S- phosphorodithioatemvac
Fe def in ground nut,recommended to spray ferrous sulfate  20 grams per litre
Asked about need for groundnut booster,https:wwwtnauagricartcom
ASKED ABOUT TO SEED RATE OF GROUNDNUT,20        25
ASKED ABOUT WILT  ATTACK IN GROUND NUT CROP,:-    30
FARMER ASKED QUERY ABOUT ON  FERTILIZER SCHEDULE FLOWERING  ON GROUND NUT,RECOMMENDED TO APPLY  UREA 9 KGS AND ZYPSUM
Asking about Leaf miner management in groundnut,Recommended for fibronil 15 ml 1 litre of water
Asked about Groundnut rich application and benefits,:     :       15
planting time,planting time  jan- feb
Ask about seed treatments of Termite,10 kg seeds
Asking for fertiliser dose of Groundnut,Asking for fertiliser dose of Groundnut
asking abt the cleaning of drp stt,phosphoric acid
Ground nut root rot,Recommended for spot drenching with carbendazim 2 gram litre of water
Information about tell the variety of groundnut,-93468
Basal fertilizer management for groundnut,recommended for apply DAP 5Okg  gypsum 75 kg  potash 15 kg  ac
Groundnut whitefly control,Recommended for groundnut whitefly control Spray trizophos 2mllit
information regarding about weed management in groundnut,spray stomp15  pendimethlin in 200 liter of water
FARMER WANT KNOW ABOUT SOME VARIETIES OF GROUNDNUT CROP,SOME VARIETIES OF GROUNDNUT CROP KADIRI NARAYANI KALAHASTHI THIRUPATHI VEMANA  JL-24 JCG -88
SUCKING PEST,SPRAY Confidor 10ml15 Lit of Water
ASKED ABOUT WHITE GRUB ATTACK ON GROUNDNUT,- 4
TELL ME DISEASE CONTROL,SPRAY OF RIDOMIL MZMETALEXYLMENCOZEB 2 GM PER LITER WATER
ask about tikka disease in ground nut,I suggested to spray hexaconagal 5 ml 10 lit water for control tikka disease in ground nut
ASKED FOR TERMITES ATTACK ON GROUND NUT,TERMITES ATTACK ON GROUND NUT-Drenching of Chloropyriphos 40 ml  15 lit of water
Asked about Allwin Marvel GR Seaweed extract application for Groundnut,:         :       4
ASKED ABOUT FERTILIZER DOSES,PHORTE-10 KGACRE
top fertilizer management in groundnut,Recommended for apply borax 4 kgac
Asked about Groundnut top dressing application,:       :             80
asked about fish amino acid preparation information,:       :  5         6   3                15
ASKN ABOUT GENARAL INFORMATION,June-July Jan-Feb
Asking about groundnut nutrient management,Recommended for spray Panchagavya 300 ml  10 litre
Ask about sucking pests control information in Groundnut,50  WG 5
Farmer wants to know about how to control insect sucking pest in groundnut crop,178    5  7
ASKING ABOUT BASAL DOSE OF FERTILIZER IN GROUNDNUT,I         I
Farmer asked  white grub Problem in groundnut crop,SGCG
fertilizer dose,125 kilo jipasm
ASKED ABOUT VARIETIES OF BITTER GOURD,Varieties:Arka Harit Priya and Preethi  phule green goldhirakani
Asked about Late leaf spot in groundnut,Recommended for spray Chlorothalonil 2gm  lit
TELL ME INSECT CONTROL IN,15  25
LEAF EATING CATERPILLAR,CHLOROPYRIPHOS 2mllt
rate of gawar,JAIPUR GRAIN  GOWAR 5550
ask abt gnut crop,suggested apply ammonium sulphate
Asked about Azadirachtin can be used for Groundnut,:        : 3     1  1
GROUNDNUT AFTER SOWING WHEN IRRIGATION NEED,RECOMMENDED FOR GROUNDNUT CROP IRRIGATION NEEDED AFTER 2-3 DAYS AFTER SOWING
Information about weed control in Groundnut crop,20  25
ASKING ABOUT CONTROL OF STEM ROT AND ROOT ROT IN GROUNDNUT PLANT,CHLOROTHALONIL75 WP                     -
TELL ME SUBSIDY MULTI CROP THRASER,SUBSIDY ON THRESHER 30000- MAXIMUM
FARMER ASKED ABOUT ATTACK OF CATERPILLAR IN GROUNDNUT,30
Farmer asked Irrigation Management details of Groundut crop,--       -
farmer wants to know information about weed management in groundnut crop under 90 days crop,90
CONTROL OF COLLAR ROT IN GROUND NUT,RECOMMENDED FOR SPRAY   CHLOROTHALONIL 75 WP   2 GM   LIT OF WATER
TELL ME WEATHER REPORT FOR MY DISTRICT,May be rain possibility to 21 june
ground nut basal fertilizer,recommended for apply super phosphate 100 kg gypsum 75 kg
CONTROL OF TERMITES IN GROUNDNUT FIELD,SPRAY CHLOROPYRIPHOS 20  EC  25 MLLITRE OF WATER
ask about weather informations,Suggested: Possibilities of rain in next 5 days
ground nut aphid managament,ground nut aphid managament recommonded marshal 300mlacre
Asked about groundnut sowing season information,:      :  -
Farmer asked Larvae control information of  Groundnut crop,EC 30
flower drop,Spray Plano fix 5ml15 Lit of Water
farmer want to know about fertilizer in groundnut,recomonded sulfur 25kght
ASKED ABOUT TO  DISEASE CONTROL IN GROUNDNUT CROP,50  AnthracnoseBlastblightsmutrotPowdery mildewDamping OffCollar rot 2
ASKING ABOUT WEATHER INFORMATION,CHANCES OF RAIN ON 22 JUNE
FARMER ASKED ABOUT FERTILIZER DOSE IN GROUND NUT  CROP,::
GROUND NUT LEAF EATING CATERPILLAR,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITRES OF WATER  ACRE
Asking about IVRS transfer information,:     :  1  5
TELL ME NUTRIENT MANAGEMENT,--    4 ML
water management,6-7days water
ASKED ABOUT TO INSECT CONTROL IN GROUNDNU,20  05
TERMITE IN GROUNDNUT,TERMITE IN GROUNDNUT -- RECOMMENDED TO APPLY CHLOROPYRIPHOUS DUST 10KGACRE FOR CONTROL OF TERMITE IN GROUNDNUT
ground nut tobacco caterpillar,RECOMMENDED TO SPRAY NOVALURANINDOXICARB  350 ML  ACRE
asked about plantation season of groundnut,plantation season of groundnut -15 January to 15 February
farmer asked  nutrient management in groundnut,RECOMMENDED TO APPLY CALCIUM NITRATE 1 KGACRE   1    200
TELL ME INSECT CONTROL,36   2
ASKING ABOUT ADVANCE CONTROL OF TIKKA LEAF SPOT OIN GROUDNUT PLANT,SPRAY AZOXYSTROBIN 23 SC  1 ML   LIT OF WATER
Insect Control in Ground nut,Dichlorvos 76 EC 2 ml  liter pani ka ghol banaker spray kare
ATTACK OF GREEN CATERPILLAR,SPRAY CHLOROPYRIPHOS 25GM10LTR OF WATER
Farmer Asked sucking pests control information of groundnut,ZC
want to know about weather report,possibility of no clouds in the date of 25 may to 30 may
tell me about the control of termite in groundnut,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
Farmer needs information regarding water management groundnut crop,4
micro nutrient management in groundnut,recommended to spray zinc sulfate  400gramacre
Attack of Sucking Pest,Spray Rogar 15ml15 Lit of Water
Groundnut top dressing fertilizer application management,Recommended for apply gypsum 80 kg  borax 4 kg  acre
YELLOW LEAF OF GROUNDNUT,FERRUS SULPHATE 5 GM  LIT WATER
asking about groundnut leaf miner management,recommended for  spray daimethoiate  2 ml lit of water
Asked about kadiri leepakshi 1812 groundnut seeds availability,:    1812    :
Asked varieties of groundnut,varieties of groundnut TAG-24 SB11 phule agrini
Asked about spots management on groundnut pods,:          :
seed treatment for groundnut,details explained
Farmer asked query on Weather,:   -      : :              30  C    24  C     6
FARMER ASKED ABOUT VARIETIES OF BAJRI,- -
ASKED ABOUT VARIETIES OF GROUNDNUT,- -  -      -    -  -  -
TELL ME WHITE GRUBS CONTROL IN GROUNDNUT,QUNOLFOSH 15 5 KGBIGHA
TELL ME SEEDS CONTROL IN GROUNDNUT,USE CARBENDAZIM 2 GM PER KG SEED
ask for gnut wilt,sugg to blu copar 250 gmvigha
pendamethileen ki kitani  matraa hactaer dete hai,33 liiter  hactaer ka prayog kare
ASKING ABOUT ATTACK OF WILT ON groundnut,-      30     30
Groundnut leaf miner control,Recommended for spray Chlorpyriphos 2 ml  lit of water
TELL ME TERMIT CONTROL IN GROUNDNUT,USE CHLOROPYRIPHOS 4 LITER PER HA WITH IRRIGATION WATER TERMITE CONTROL IN GROUNDNUT
Information on Treating Peanuts,50    15-2
Farmer need information regarding control measures of fungal attack in Groundnut crop,40      2    15
water management in ground nut,season for ground nut totally 8-9 time irrigation should be followed
groundnut post emergence weed management,groundnut post emergence weed management : RECOMMENDED TO SPRAY QUIZALOPOP ETHYL 400 ML PER ACRE
ask about summer season groundnut variety and sowing time,-      -          -                                                                                                                            -
Farmer needs information regarding seed treatment of groundnut crop,1  2 3                    5
farmer want to know information about how to control sucking pest in groundnut crop,30  Rogor   30
TELL ME NUTRIENT MANAGEMENT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
BBLACK ROOT CONTROL IN GROUNDNUT,SPRAY OF CARBENDAZIM 2 GM PER LITER WATER
TELL  Me  TERMITES  CONTROL  GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
leaf miner in groundnut,monocrotophos 16ml  per liter water
GROUNDNUT  WILT DAMAGE,RECOMMENDED TO SPRAY  COPPER OXY CHLORIDE  3 GRAM LITER WATER
Farmer asked weed control in groundnut crop,-     165   - 8 EC          - UPLIRIS PatelaSwal
Groundnut planting season,Recommended for Groundnut planting season june -july
information regarding varieties of groundnut,varieties of groundnut  hariyana moongfali -4 punjaab moongfali no1
reddening of leaves in cotton,mgso4 70 gm  1 teaspoon kimbu na ful pump
LEAF SPOT AND SUCKING PEST,PROPICONOZOLE 2MLLITREDIMETHOATE 15MLLITRE
asked about fertilizer dosage at 30 days,recommended as per the dose
Asked about seed rate for groundnut variety CO 7,:      : :   50        70
ASKED ABOUT VARIETIES OF GROUND NUT,VARIETIES OF GROUND NUT-DAPTARITG 26JL24
WANT TO KNOW ABOUT FERTILIZER DOSE OF GROUNDNUT,-    -   -        I          I
ground nut seed treatment,3 GRAMS OF CARBENDAZIM  BAVISTIN DEROSAL CARBENDAZIM PER KG OF SEED
seed treatment,5                                5
Ask about larvae control information In Ground nut,EC 25
TELL ME CONTROL OF COLLAR ROT IN GROUNDNUT,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION
thrips,spray dimethoate 15mllitre
TELL ME ABOUT WEATHER INFORMATION,LIGHT RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY
ground nut fertilizer use,recommend to apply BASAL DOSE: 2 BAGS SSP 18KG UREA 33KG MOP per acre
Weather information is asking,kisaan Bhai aapke yaha poore saptah badal chaye rahenge tatha 28 me halki va 29  me bhari baris hone ka anuman hai
asked about stress retardant in gnut,spray taba kan byosis
fertilizer,gypaum and zn so4
asking about groundnut collor rot management,recommended for apply pseudomonas fluorescens - 1 kg 20 kg of FYM acre
mungphai safed ho gai hai,Apply - micronutient
root wilt control,give tricoderma powder
humani on g nut,use lesenta 150gramekae drip madhun dyave
asked about seedtreatment of groundnut,suggested to use bevistin for the seeds
Ground nut aphids control,Recommended for spray daimethoateRogar35EC 2 ml  lit of water
ASKED ABOUT TO WEED CONTROL IN GROUNDNUT,--
ASKED ABOUT WHITE GRUB,Use Thimate 4 kg  acre
Asking about Pre-emergence and Post -emergence herbicide used for Groundnut,Query: Post -emergence herbicide used for Sorghum Answer: dont use Post -emergence herbicide  do hand weeding
In peanut crop on how many days do the first irrigation have to be done,20  25
FERTILIZER SPRAY ON GROUNDNUT CROP,-
Ask about Fertilizer Application in Ground nut,150     15
Ask for groundnut late tikka problem,mancozeb 35 gram per pump and to spray
Ask about seed treatments of fungus Problem in Ground nut crop,--  -
FERTILIZER FOR GROUNDNUT,FERTILIZER FOR GROUNDNUT   1846  JIPSAM 1 BAG ACRE
TELL ME CONTROL OF TERMIT IN GROUNDNUT CROP,USE CHLOROPYRIFOS 20 EC 2 ML PER LITER WATER IN ROOT ZONE
seed drum groundnut,contact KVK virinjipuram
TELL ME LOW GROWTH IN GROUNDNUT,SPRAY OF MULTIPLEX POWDER 60 GM 15 LITER WATER
Asking about red spider mite management in groundnut,:       :      2
Asked about groundnut variety information,:     :
FARMER ASKED ABOUT GROUNDNUT POD BECOME BLACK,-
Ask about mite control informationof groundnut crop,EC
moongphali me weed hai kya kare,Imazethapyr 10 SL  300 mili acre prayog kare
TELL ME WHITEGRUB  CONTROL IN GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
Asked about Groundnut foliar application,:       :    5     1
ground nut leaf curl,Leaf curl-spray confidor 1mlliter of                 water
asked about leaf folder,RECOMMENDED TO SPRAY QUINOLPHOSEKALUX FLASH DHANULUXQUINGUARD 400 ML PER ACRE
Ask about Insect Problems,-    -
BLACK ROT CONTROL IN GROUNDNUT,BLACK ROT CONTROL IN GROUNDNUT USE TRIGODRAMA 25 KG WITH 100 KG FYM  PER HA
Farmer wants to know information about weather forecast in   district,According to metrology department of India there is Chance of light rainfall next 5 days in your district
TELL ME ABOUT WEEDS CONTROL IN GROUNDNUT,--
Ask about fertilizer in groundnut,100
Farmer Asked sucking pests control information of groundnut crop,5  25
Information about control of Termites in Ground nut crop,Chlorpyrifos 20 EC 1
GROUND NUT ME SICHAI KAR SAKTE HAI,SICHAI KAR SAKTE HAI
groundnet me plant day ho rahi,mancozeb 2 glitwater spray karain
WEEDICIDE IN GROUNDNUT,WEEDICIDE IN GROUNDNUT -SPRAY IMAZITHAIPER 750 ML HECTER
weed problem in ground,spreying parsut
Ask about seed treatments of fungus Problem in groundnut,WP 30
attack of fungal Disease,Ridomil gold 30 gm15 liter water
FARMER ASKED ABOUT FOR CONTROL ATTACK OF WILT ON GROUNDNUT CROP,-
TERMITE ATTACK ON GROUNDNUT,TERMITE ATTACK ON GROUNDNUT APPLICATION OF THAIMATE 4 KGACRE
FARMER ASKED ABOUT WILT ATTACK ON GROUNDNUT CROP,-    METALAXYL 4   MANCOZEB 64
Farmer asked query on Weather,:   -     : :            38  C    26  C     6
TELL ME FUNGUS PROBLEM IN GROUNDNUT,APPLY HEXACONAZOLE 5  SC 300 ML PAR BIGHA WITH IRRIGATION
Ask about blank pod in chick pea and ground nut crop,100
TELL ME LOW GROWTH IN GROUNDNUT,SPRAY OF MULTIPLAX MICRONUTRIENT 3-4 ML PER LITER WATER
TELL ME SOEING TIME OF GROUNDNUT,SOEING TIME OF GROUNDNUT IS JUNE
TELL ME ABOUT TERMITE CONTROL IN GROUND NUT,178   1
TELL ME ABOUT THE SEED TREATMENT IN  GROUNDNUT,50   2
ASKED ABOUT WEEDICIDE IN GROUNDNUT,WEEDICIDE IN GROUNDNUT-SPRAY PARSHUT HERBICIDE AFTER 25-30 DAYS OF SOWING
Farmer asked weed control in Groundnut crop,16       EC  40     -
ground nut stem rot,recommended to blitox 600gmacre
Asking  about groundnut top dressing fertilizer management,recommended for the fertilizers :  gypsum  75 kg urea 6 kg potash  12 kg acre
Farmer asked weed control in Groundnut crop,50 EC       -
farmer asked about varieties of GROUNDNUT crop,-   -  -  --     ------  - -
PEST CONTROL IN GROUNDNUT,CLOROPIRIPHOSE 1LITERBIGHA
FARMER ASKED ABOUT SEED TREATMET OF GROUNDNUT,MANCOZEB AFTER THAT IMIDACHLOPRID AFTER THAT RHIZOBIUM
Farmer wants information about Seed treatment in Groundnut crop,50  25
COLAR ROT CONTROL IN GROUNDNUT,USE CARBENDAZIM 1 PER HACTOR FOR COLAR ROT
FARMER ASKED ABOUT TURNING YELLOW LEAVES OF GROUNDNUT CROP,-                        05
FARMER ASKED QUERY ABOUT COMPATABILITY CHART FOR PESTICIDES AND FUNGICIDES,RECOMMENDED TO CONTACT MANDAL AGRICULTURAL OFFICER FOR FURTHER DETAILS
Attack of White Fly on ground nut crop,150                 -
MUNGPHALI ME DEEMAK LAGA HAI KAUN SI DAWA DALE,20 EC
How to control sucking pest in groundnut crop,Recommended for Spray imidaclorprid 178SL 5 to 6 ml per pump
varieties,sb11 gnut
Ask about Flower Drop problem,suggest:toboom flower 15 mlpump spray
asked about information groundnut crop,Spray virosol 30gm15lit of water
ASKED ABOUT TO SEED REEATMENT IN Groundnut,48  15 ml
irigation infarmetion groundnut,Peanut is a rain-related crop so there is no special requirement for irrigation The 4-growth phase in the peanut crop is highly sensitive to irrigation in the early vegetative growth phase flower formation hydrogen paging and bean formation respectively The excess water should be immediately expelled from the farm in an urgent way otherwise there is adverse effect on growth and yield
CULTIVATION OF GROUNDNUT,CONTACT WITH BLOCK   ASSISTANT DIRECTOR OF AGRICULTUREADA
Fertilizer requirement for Groundnut,Recommended to apply DAP- 35 kg Urea- 4 kg and MOP-27Kg per acre of land for Groundnut
information regarding seed treatment in groundnut,THAIMETHOXAM 30
FOR GIVEN ZINC,AFTER 25 DAY OF SOWING
GROUND NUT NUTRIENT MANAGEMENT,ZYPSUM 200 KG PER ACRE
Farmer asked weed control in Groundnut crop,-  - 5 EC   25-30
TELL ME SOWING TIME OF GROUNDNUT,1    15
GROUND NUT SOWING TIME,NOVEMBER - DECEMBER CAN  BE SOWN
Termite problem in Groundnut,Chlorpyriphos 20 EC 1 literacre ki dar se sichai ke pani ke sath prayog kare
LEAF EATING CATER PILLAR IN GROUNDNUT,RECOMMENDED TO SPRAY CHLOROPYRIPHOUS 2ML LIT WATER FOR CONTROL OF LEAF EATING CATER PILLAR IN GROUNDNUT
Farmer asked  white grub Problem in white grub crop,EC
TELL ME ABOUT WEATHER REPORT ALWAR,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY
TERMITES IN GROUND NUT FIELD,APPLY CHLOROPYRIFOS DUST 10 KG PER ACRE FIELD
ground nut pod borer,RECOMMENDED TO SPRAY SPINOSAD 75 MLACRE SPRINTER  TRACER
Ask about weed control information,pump spray
ASKED ABOUT TO INSECT CONTROL IN  GROUNDNUT  CROP,5   2
root grub,chloropyriphos
Asked about leaf feeder management in groundnut,:        :   1   1   25
asking about Leaf caterpillar management  in Groundnut,:       :   2
ASKING ABOUT WEATHER INFORMATION,CHANCES OF RAIN FROM 14-16 JULY
asking about fertilizer after 45 days,i have replied urea 1 bag per ha
asked about weed management in groundnut,:       :
TELL ME TERMITE CONTROL IN GROUNDNUT,DENCHING IMIDACHLOPRID 178 SL 1 LITRE PER HACTRE
modalu kullu tegulu in groundnut,spray mancozeb 2gmlit
Ask about fungus problem in soyabean,:
ground nut root grubs,RECOMMENDED TO SPRAY CARBOFURANFURADANTATAFURAN10 KG PER ACRE
PREVENTIVE BACTERIAL WILT,SEED TREATMENT WITH 3GM THIRAMCARBENDAZIM
TELL ME ABOUT WEEDICIDE OF GROUNDNUT CROP,SPRAY OF PENDIMETHILIN 30 EC 25-3 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
ASKED ABOUT TO WEED CONTROL IN GROUNDNUT   CROP,30     25
stem rot problem in groundnut crop,Recommended spray propiconazole 200 mlacre
GTRUONDNUT GYPSUM DOASGE,GTRUONDNUT GYPSUM DOASGE : 200 KG ACE OF GYPSUM
ASKED FOR:aphids in ground nut,ASKED FOR:aphids in ground nut RECOMMENDED:Spray Dimethoate 30 EC  17 mllit water
ask for white grub,Chlorpyriphos 30 ml  10 lit water
TELL ME NUTRIENT MANAGEMENT  IN GROUNDNUT,--  33 5   10
Green leaf hopper management in groundnut,Recommended for spray dimethoate 2 ml  neem oil 3 ml  litre of water
Farmer asked about white fly problem in groundnut,-    SL 7-8
how to control insect pest of groundnut crop,use phorate or corbofuron 8-10 kg per acre
Farmer needs information regarding control measures of cut worm insect in Groundnut crop,-                  I
ground nut nutrient management,recommended to apply gupsum 2oo kg per acre
WATER STAGNANT PROBLEM IN GROUNDNUT OIL FIELD,MAINTAIN PROPER IRRIGATION CHANNEL FOR DRAINAGE
