QueryText,KccAns
nutrien management in groundnut,RECOMMENDED TO SPRAY POTASSIUM NITRATE  5 GRAMS1 LITRE OF WATER
FERTILIZER MANAGEMENT IN GROUND NUT,RECOMMENDED TO APPLY ZYPSUM 200 KG ACRER
weather in sirsa,chance of rainfall today
Groundnut Gram pod borer,Recommended to use Plithora 350 ml acre
groundnut leaf minor,Phosalone 35 EC - 2 mlliter
ME WEED CONTROL IN STANDING CROP OF GOUNDNUT,YOU CAN NOT USE HERBICIDE IN STANDING CROP OF ONION
ask about maturity symptoms of ground nut,yellowing of leaves
attack of caterpillar on groundnut,Spray Quinalphos 25  EC30 ml l5 liter of water
ask about groundnut,suggest humic acid 20gmpump spray
groundnut,yuriya ekari 20-25 kilo
weed in gr nut,aantar mashagat kara
Farmers query about weed mannagement in groundnut,--             I
mausam ki jankari,barish ki koi sambhavna nahi hai
weed control of pea nut,kisan bhai aap khet ki niraai gudaai kare
GROUND NUT SOWING TIME,JUNE - JULY- GROUND NUT SOWING TIME
TELL ME CONTROL OF WHITE GRUB IN GROUNDNUT,USE QUINOLFOS 25 EC 4 LITER PER HA WITH IRRIGATION
Groundnut thrips control,Recommended for spray Profenophos 2 ml  litre of water
Farmer asked Termite problem in crop,EC
asking abt the var of g nut  cotton  its fertilizer,gg 45  bijdhan 1 2 5
TELL ME PEST CONTROL IN GROUNDNUT,TRICODERMA 25 KGHECTAR
GROUND NUT SEEDS,DHARANI  NARAYANI
Ask for groundnut weed control information at 30 DAS,no use weedicide in groundnut at 30 DAS
farmer asked query on nutrient management in groundnut,--RECOMMENDED TO SPRAY 2 UREA 10 GR1 LITRE OF WATER
TELL ME ROOT ROT DISEASE CONTROL IN GROUNDNUT,CARBANDAJIM 250 GRAMBIGHA
ground nut aphids management,RECOMMENDED TO SPRAY MONOCROTOPHOS 400 ML ACRE
Farmer asked query on Weather,5         24
white flies in ground nut,RECOMMENDED TO SPRAY IMIDACLOPRID 60 ML 200 LITRES OF WATER  ACRE
moongphali me sichai kab kare,moongphali me 30 din per sichai kare
QUERY ON GROUNDNUT VAREITIES :,GROUNDNUT VAREITIES : JCG-38 DHARANI TAG-24
Farmer asked query on Weather,DRY WEATHER CHANCE OF SHOWERS IN YOUR AREA
fertilizer,give DAP 50 kg  acer
sowing time in ground nut,sowing time in ground nut  july -august 15
GROUND NUT  WEED MANAGEMENT -,no weedicide recommended to spray in this crop stage
Stem rot in groundnut,recommended for the  soil trench with  Carbendazim 2gm lit of water
groundnut growthing,multy k 1kgacre
Termites and white grub in groundnut,--Recommended to apply 12 kg Chlorpyriphos dust per acre as soil treatment to control termitesand white grub in groundnut
asked for blight on groundnut,40 15
MOONPHALI ME KIRA LAGA,TRIZPHOOS 2ML LITER OF WATER
GROUNDNUT VARITIES,RECOMMENDED TO GROUNDNUT VARIETIES:KADIRI-6ANANTHAHARITHANDRAJL-24
Asking about Pesticide spraying time information,:     :  8-11   3-6
TIKKA LEAF SPOT DISEASE IN GROUNDNUT,RECOMMENDED TO SPRAY CHLOROTHALANILKAVACH DACONIL BRAVO  400 GRAMS PER ACRE
Ask about groundnut leaf yellow chlorosis problem,--       100     10
Ask about larvae  sucking pests control in Groundnut,SP    SP
farmer asked about root rot management in ground nut,recommended to drench plants with Trichoderma  5g per litre of water orrecommended to drench plants with MANCOZEB  3g per litre or with SAAF  2 g per litre of water
variety of ground nut,phule pragati tag 24
FARMER ASKED ABOUT CONTROL OF WILT ATTACK IN GROUND NUT CROP,-   -
FARMER ASKED QUERY  ABOUT ON FERTILIZER SCHEDULE ON GROUND NUT CROP,RECOMMENDED TO APPLY UREA 9 KGSACRE
Ask about larvae  sucking pests in peanut,20 -
Asking about Groundnut rich using quantity and Groundnut rich can be mixed with pesticides,: TNAU          : : TNAU   2  200
tell me sowing time in GTNUT,sowing time in GTNUT  OF  15 MY-  JUNE MONTH
Asked about Root rot disease management in groundnut crop,:         :   1 -2  25
weed in gr nut,weedicide pursuit
varaiety of moonphalli,chandra chitra kausalprakashambar utkarsh aur type-64 type-28 ki buai kar sakte hai
Information about Production of Groundnut crop,25  28
ASKING ABOUT     THIOPHANATE METHYL 70 WP APPLY OF GROUNDNUT,SPRAY   THIOPHANATE METHYL 70 WP  1 GM  LIT
TELL ME CONTROL OF YELLOW LEAF IN GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
FARMER ASKED QUERY ABOUT ATTACK OF LEAF EATING CATERPILLAR,-  30  15
TALL ME ABOUT PLANT NUTRIENT MANGMANT IN GROUNDNUT,SPRAY OF ZINK SULPHATE  5 GRAM UREA 10 GRAM PER LITER WATER
EARLY LEAF SPOT IN GROUND NUT,SPRAY SAAF  2 GM  1 LITER OF WATER FOR CHECKIN EARLY LEAF SPOT IN GROUND NUT
Ask about gujarat rajya bij nigam contact number for purchase groundnut seed,-  -
asking about leaf folder management in groundnut,recommended for spray profenophos 2 mllitre of water
GROUND NUT LEAF FOLDER,ROGOR 2 ML  LITER
Weather Report,Cloudy weather not Possibility of Rainfall
asked about seed treatment,suggested to use mancozeb  2g per kg of seed and trichoderma  10g per kg of seed
TELL ME FUNGUS PROBLEM IN GROUNDNUT,SPRAY OF CARBENDAZIM 250 GM PAR BIGHA
Farmer asked query on Weather,:   -        : :           32  C    22 C     5
Asked about Aphids management in groundnut,:          :  2    05
Farmer asked fungus in root control information of  groundnut crop,WP                 EC
borer in ground nut,agrominmax 5 grlt water
Attack of Caterpillar,Spray Quinolphos 30 ml15 liter of water
TELL ME SUBSIDY ON DRIP SYSTEM,SUBSIDY ON DRIP SYSTEM   90 OF TOTAL COST
SEED TREATMENT IN GROUNDNUT,APPLY THIRAM OR BAVISTIN 2GMLIT OF WATER N MAKE A SLURY N THEN APPLY OVER SEED N DRY IT UNDER SHADE
asking about the nutrient management of groundnut,SPRAY GRADE 2    2-3 GMML  LIT OF WATER
GROUNDNUT RATE OF NAGOUR,NO T AVAILABE
TELL ME BLACK ROT CONTROL IN GOUNDNUT,BLACK ROT CONTROL IN GOUNDNUT TRIGODRMA 25 KG PER 100 KG FYM PER HA
TELL ME GROUDNUT VARIETIES,GROUDNUT VARIETIES-RS-1M-13TG-37A
ASKED ABOUT TO INSECT CONTROL IN GROUNDNUT,49   15
asked about harvest time of ground nut,When the crop is ready leaves become yellow The shape of the legume becomes firm and the inner part of the legume of the legume is seen in black
give the information about weather forecast,Possibility of very light rainfall on Today to 1 of may
Information about fertilizer management in Black gram,40      80
Asked about Nutrient management in  groundnut,Suggested to apply complex fertilizers and gypsum
GROUNDNUT TOBACCO CATERPILLAR,RECOMMENDED TO SPRAY CHLORIPYRIPHOS 500 MLAcre
TELL PLANT PROCTION IN GROUNDUTE,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
variety of grnut,variety of grnut -SB -11
leaf miner in Groundnut,recommended for Spray quinalphos 2ml  lit of water
ground nut sucking pest,DIMETHOATEROGAR   ROGARIN  400MLACRE
Ask for problem in ground nut,- call for soil testing suggest: hirakashi powder 100 gm leman flower 10 gmpump sprey
Asking about Groundnut Tobacco caterpillar management,:     : - 9   10
ASKING ABOUT FERTILIZER DOSE GROUNDNUT,SSP 40KGGYPSUM 50KG  ACRE
ask for gnut stem rot,suggest coc 25gpump
Farmer needs information regarding Weed management of Groundnut crop,45  50                     -
TELL ME ABOUT WEATHER INFORMATION,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS  BUT CLOUDY SKY
Farmer asked query on Weather,29            18
Asked about root rot management in Groundnut crop,:         :        25
FARMER ASKED ABOUT FUNGAL ATTACK ON GROUNDNUT,- 30 15        WP
ASKING ABOUT MICRO NUTRIENT IN GROUND NUT,RECOMMENDED FOR SPRAY GRADE 3    2-5 GM  LIT OF WATER
BLACK ROOT IN GROUND NUT,BAVISTINE 250 GRAM  PER BHIGA
disease control in groundnut,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
asked about fertilizer management in groundnut,:       :   5     1
mugfali me dimak lge hai,mugfali me- foret 10G  6 kg  ecar
Asking about aphids in groundnut,Recommended for spray  Fipronil 15 ml  teepol 1 mllit of water
YELLOWING IN GROUNDNUT,DOSE OF UREA FOR TOP DRESSING IN GROUNDNUT   50 KG PER HA
VARIETY OF GROUND NUT,VARIETY OF GROUND NUT-SB 11  TAG 24
TABACCO CATERPILLAR IN GROUND NUT,RECOMMENDED TO SPRAY SPINOSADTRACER SPINTER  CHARGE   75 ML PER ACRE
GROUNDNUT DRY ROOT ROT DAMAGE,RECOMMENDED  TO DRENCH  COPPER OXY CHLORIDE  3 GRAMS  LIT OF WATER
groundnut   weed problem,not use weedicide
FARMER ASKED BOUT WATER MANAGEMNET IN GROUNDNUT,-
ASKING ABOUT THE MANAGEMENT OF TIKKA DISEASE IN GROUNDNUT,i SUGGEST HIM TO APPLY DITHANE M-45 AT RATE OF 4g IN ONE LITRE OF WATER
Disease control in oil crop,Disease control in oil crop spray machozeb M-45  2 gm or bavastin  1 gm ya 2  gram  saf liter water
asked about variety of groundnut,variety of groundnut - TAG-24 SB-12
variety of groundnut crop,JGN -3JGN-23 variety of groundnut crop
TELL ME SOWING TIME OF GROUNDNUT,SOWING TIME OF GROUNDNUT 1- 15 JUNE
moonphali me kiralaga hai,Apply COPER OXICHOLORIDE  15  20 Grm  Lt of water
PLANT PROTECTION,CHLOROPYRIPHOS 2MLL OF WATER
VARITIES OF GROUNDNUT,YOU CAN SOWING TAG 24 THIS IS A GROUNDNUT VARITIES
insect in brinjal,Dichlorvos 76 EC350 mlacre
Farmer asked white grub control information in Groundnut crop,GR   35
ask for white grub prob in ground nut,use chloropyrifos 25 ml10 kg seed for seed treatment
ATTACK OF CATERPILLAR ON GROUNDNUT,SPRAY PROCLAIM 10 GM 15 LITRE OF WATER
rain fall data,possibility of rian fall
Ask about Larvae control in Ground nut,SC 7-8
mugphali me khar hai,handweeing kre
TELL ME CONTROL OF BLACK,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
ASKED ABOUT TO WHITE GRUB CONTROL IN GROUNDNUT CROP,25   4
fertilizer,info gven
ASKED ABOUT TO INSECT CONTROL IN GROUNDNUT  CROP,5   1-15    3
varieties of ground nut,varieties of ground nut  s b - 11  tag - 24
TELL ME VARITIES OF GROUNDNUT,VARITIES OF GROUNDNUT-HNG-10TG-37A
Asking about Ground nut leaf webber management,:                                            15       5    1
PRQUREMENT OF GROUND NUT SEED,PRQUREMENT OF GROUND NUT SEED--CONTACT KRUSHI VIGYAN KENDRA  BADACHANAJAJPUR
farmer ask about fertilizer spray for groundnut crop,-       15
TELL ME WHITE CLOUR IN GT NUT,SPRAY IN FERUS SALPHET 4 GM  LT WATER
TEWLL ME TRMAET CONTROAL OF GROUNDNUT,SPARY OF MITHAYAL PERATHIYA 2 CURN 25KG HE
TELL ME WHITE GRUB CONTROL IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OFWHITE GRUB
TELL ME SEED TREATMENT OF GROUNDNUT,CARBANDAJIM 2 GRAMKG SEED
MUNGFALI ME MAHU KI TARAH KA KIDA AA RAHA HAI AUR PATTIYA SIKUD RAHI HAI,AAP EMIDACLOPRID 178 KI DAWA KO 2 ML PRATI LITER PANI KE SATH CHIDKAW KARE
flower,spray boomflower 20 mili  15 litre water
weedicide  in groundnut,weedicide  in groundnut  - pendemethuene apply
aphids in gnut,aphids in gnut - spray rogar 15 ml  15 lit water
asking about Tobacco caterpillar management  in Groundnut 50 days,:      :  2     3      1   1
ask for the control of gn larva,i suggested chloropyriphos 20 ml per pump
caterpillar,politrin
Farmer asked organic Fungus control in groundnut crop crop,-
TELL ME ABOUT ROOT ROTE GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
mausum ki jankari de,aapke yhaa 3031 ko barish ho sakati hai
ask for weed management in ground nut,I suggested to hand weeding
COLLER ROT IN GROUNDNUT,400 GRAM KARBANDAZIM POWDER PAR BIGHA
tell me plant proction in moong,SPRAY OF ACETAMIPRID 20 SP 05 GM PER LITER WATER
groundnut fertilizer,apply DAP 50kgac on basal
sucking pest in gnut,sucking pest in gnut -  spray admire 5 gm  15 lit water
WEEDISIDE,USE SPRAY EMAEGITTAYAPAR
OUR GROUNDNUT ROOT ROT CONTROL,PLS SPRAY  OF CARBANDAZIM-25GMLITER
Asking about leaf spot and leaf miner in groundnut,:       :   1     20
ASKED ABOUT TO INSECT CONTROL IN  GROUNDNUT CROP,20   4
Farmer wants information regarding    Animal Repellent Chemical,400
TELL ME PLANT PROCTION IN GROUNDNUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER
Asked about root rot management in groundnut,:       :        25
Asking about Ground nut top fertilizer application,:     2    50
asked about information  groundnut,Spray Bavistine 30gm15lit of Water
Fertilizer dose for groundnut,Recommended to apply urea-4 kgDAP-34 kg MOP-26 kg per acre
groundnut nutrient management,groundnut nutrient managementrecommended to apply 200 kg of gypsum acre
COLLAR ROT IN GROUNDNUT,RECOMMENDED TO SPRAY SAAF 2GM  PLANTOMYCIN 1GM  1 LIT WATER
rate of gawar,JODHPUR GRAIN  GOWAR 4900
ASKING ABOUT FERTILIZER DOSE OF GROUNDNUT,FERTILIZER DOSE FOR GROUNDNUT IS UREA  6KG SSP 33KG AND MOP 8 KG PER BIGHA
asking about Tobacco caterpillar in groundnut,Recommended for spray indexocarb  1 ml  litre of water
Wilt on groundnut,Drenching Bavistine 30gm 15 Lit of Water
TELL ME INSECT CONTROL OF GROUNDNUT,FORET 25 KG  BHIGA OF GROUNDNUT
ask for gnut larva,suggest:corazon 5  ml  10 liter water
TELL ME  SEED TREATMENT OF GROUNDNUT,SEED TREATMENT IN GROUND NUT  CARBENDASIM 3 GM KG SEED  CHOLOROPYRIPHOS  1LITRE40 KG SEED AND RISOBIUM PSB CULTURE
Ask about white fly control information,SP             40        ppm
Asked about Leaf caterpillar management for Groundnut,:         :    2
ground nut root rot,RECOMMENDED TO SPRAY COPPER OXY CHLORIDE  600  GM  ACRE
Asked about Tobacco caterpillar management in groundnut,:     : :      3
STEM ROT MANAGEMENT IN GROUND NUT,RECOMMENDED TO SPRAY COPPER OXY CHLORIDE BLITOX 600 GRAMS PER ACRE
Farmer asked about to irrigation management in groundnut crop,8- 10
sucking pest of gnut,Spray Actra 5 gm15 Liter of WaterThiomithoxom 25-Syngenta
TELL ME GROWTH  GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
--TELL ME ABOUT WHITE GARB CONTROL,25   4
ASKING ABOUT THE CONTROL OF YELLOWS LEAF IN GROUNDNUT,SPRAY  CARBENDAZIM 50 WP  1 GM   LIT OF WATER
farmer asked query on weed management in groundnut,- does not recommended after 25 days after planting
burning symptom,carbendazium 1glit
askig about varieties of groundnut,varieties of groundnut - TAG-24 TG-26
leaf folder in groundnut,spray mnocrotophos 2 ml lit of water
Asked about Disease management in Groundnut,suggested to spray  Copper oxychloride  3 gltr of water  Streptocycline  05 gltr of water
Stem rot in groundnut,Recommended for apply trichoderma viride 1 kg  25 kg FYM acre
TELL ME WEATHER INFORMATION,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT SKY CLOUDLY
white fly in groundnut,spray 25 ml chloropyriphos and 2 ml neem oil per 1 litre water
PROLBME OF YELLWOING IN GROUNDNUT CROP,USE--NPK  3GRAMLITERWATER BY SPRAY
ground nut variety,western 51 tag 24
APHID MANAGEMENT IN GROUND NUT,40     200
WHITE GURB IN GROUNDNUT,CALOROPARIPHOS 1 LITTER  BIGA
MUNGFALI MAI KYA DALE ACHCHI BADHAT KARE,Aminoacids 16 10 8  KGACRE
SEED DRUM SUBSIDY,CONTACT DAO
Ask about water logging problem information in Groundnut Crop,90 15
FARMER ASKED ABOUT TONIC SPRAY ON GROUNDNUT,:-  -   -
helicoverpa in groundnut,recommended spray of LARVIN 300 gram acre in groundnut
Peanut bud necrosis virus ON GROUNDNUT,SPRAY MONOCROTOPHOS 15 ML  15 LITERS OF WATER
black spot on groundnut,kavach 375 gm15lit of Water
Stem rot in groundnut,recommended for the soil application     Carbendazim 2gm lit of water
LEAF EATING CP,CHLOROPYRIPHOS 2MLLITRE
Asked about plant protection in groundnut,Recommended to spray Flubendiamide 4ml per 20 lit
Asking about Increase yield for groundnut,:         :   25-3       1
ASKED FOR:PEANUT ROOT ROT,ASKED FOR:PEANUT ROOT ROTRECOMMENDED:DRENCH COPPER OXY CHLORIDE 3GLT OF WATER
WEED MANAGEMENT IN GROUNDNUT,WEED MANAGEMENT IN GROUNDNUT: Spray Pursuit Imazethapyr 20 ml15 liter of water
farmer wants to know information about water management in groundnut crop,4
Ask about variety information of summer groundnut crop,- TAG - TAG -
FUNGUS IN GNUT,CARBENDAZIN 250 GRAMBIGHA
Asking about ground nut sowing season and suitable varieties Tiruvannamalai Dt,:          :               7  13  2   6
GROUND NUT KI KISM KON SI HAI,TYPE-6428CHANDRACHITRAAMBAR
TELL ME WEED CONTROL IN GROUNDNUT,KEVAL NIRAI GUDAI KARE
Asked about Bio fertilizer Rhizobium and Potash solubilizing Bacteria  application for Groundnut,:            :       1   20
FERTILIZER APPLY IN GROUNDNUT,RECOMMENDED APPLY NPK 81616KGACRE
Weed management for groundnut,spray Pendimethalin 800 mlac 3 days after sowing
Farmer wants to know about the weedicide to be applied before sowing in the peanut crop,2  3        1
Ask for groundnut aphide information,I suggested to spray imidaclopride 200 SL 8 ml per pump
TELL ME NUTRIENT MANAGEMENT,SPRAY OF ZINK SULPHATE  5 GRAM  COPPER OXICHLORIDE 3 GM PER LITER WATER FOR YELLOWING LEAF CONTROLE IN ONION CROP
WEATHER INFORMATION OF JODPUR,WEB SITE IS OFF  NO WEATHER INFORMATION
Weather Information,Partly cloudy not Possibility of Rainfall
GROUND NUT VARIETIES,RECOMMENDED GROUND NUT VARIETIES K-6
Leaf roller in groundnut,recommended for spray dimethoate 2mlneem oil 3mlteepol 1mllit of water
Farmer asked query on Weather,:             :      -                     - 32C   -  23C      8
TELL ME BLIGHT CONTROL IN GRPUNDNUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
Asked about Groundnut top dressing fertilizer management,:     :  80    4
Aphids in groundnut,Recommended for spray Imidacloprid 2ml  lit
Varieties of groundnut,AK 12-24 Smruti Jawan TMV 2
Asked about Leaf spot management in Groundnut,:        :      5
Aphids in groundnut,recommended for the spray  Chlorpyrifos 2mllit of water
askewd about variety of groundnut,variety of groundnut -  NH-4
Asking about Sucking pest control management in Groundnut,:       :  2   1
ROOT ROT IN GROUND NUT,RECOMMENDED TO DRENCH COPPER OXY CHLORIDE  3 GRAMS  1 LITRE OF WATER    3
Ask about growth problem in groundnut crop,25          10
TELL ME ABOUT THE SEED TREATMENT IN GROUNDNUT,--         2                       20   6ML                     4
groundnut fertilizer,gypsum 80 kg  ac
Asked about plant protection in  Ground nut,Suggested to spray lambda cyhalothrin 1 ml per litre of water
Farmer asked query on Weather,jodhpur  BALESAR                     33    27      9
ROOT ROT MANAGEMENT IN GROUND NUT,RECOMMENDED TO SPRAY CARBANDYZUM 200 GMSACRE 1 GM1 LTR OF WATER
weather,Clear Weather No Possibility Of Rainfall
FARMER ASKED ABOUT FERTILIZER DOSE FOR  GROUNDNUT,1 BAG
ground nut pod borer,recommended spray thiodicarb 300mlacre
moongphali ki jankari chahiy,praper jankari i
Farmer Asking About Attack of White Grub on groundnut,-            EC
groundnut variety,groundnut variety--TAG-24
ground nut growth,spray general tonic 3mlliter
Ask about fungus problem in Rootof groundnut crop,WP
water management,to give information
TELL ME ABOUT  SEED TREATMENT OF GROUNDNUT,TREAT SEED BEFORE SOWING  CARBENDAZIM 3 GMKG SEED AND AFTER IMIDACLORPID 3 MLKG SEED
TELL ME MARKET RATE OF GROUNDNUT,MARKET RATE OF GROUNDNUT IN BIKANER MANDI IS 3201 RS PER QUANTEL
cultivation of groundnut,call tarnsfer to epert
ask for fungus problem,40
POTASH DEFICIENCY IN GROUNDNUT SEED,RECOMMENDED TO SPRAY MULTI K 75 GM PER LITRE WATER
Asking about control measures for nutrient deficiency in ground nut,AGROMIN
TELL ME SEED TEATENT OF GROUNDNUT,USE IMIDACHLOPRID 178 SL 25 ML PER KG SEED FOR SEED TREATMENT IN GROUNDNUT
TELL ME SEED TREATMENT IN GROUNDNUT CROP,USE-BAVISTIN 2GM PER KG SEED
GROUND NUT GROWTH,RECOMENDED IN MULTI K 1KGACER
GROUND NUT SUCKING PEST,RECOMMENDED TO SPRAY IMIDACHLOPRIDCONFIDOR TATAMIDA  VICTOR ATOM   160 ML PER ACRE
want to know about weather report information,Weather are clean in the date of april 23 to may 5
Ground nut leaf miner,Recommended for spray chlorpyriphos 2 ml teepol 1 mlliter of water
TELL ME ABOUT INSECT CONTROL IN  GROUNDNUT,50    15
GROUND NUT TIKKA  LEAF SPOT,RECOMMENDED TO SPRAY CHLOROTHALANIL  400 GRAMS PER ACRE
Farmer wants to know information about Weed Management Narrow Broader and sedges leaf on groundnut crop,-                          -
TELL ME CONTROL OF WHITE GURB IN GROUNDNUT CROP,fipronil 5 500 gram par bigha for termite control
Farmer asked query on Weather,DANTA-RAMGARH
Farmer asked Fertilizer dose information of Groundnut crop,45                  90
TELL ME CONTROL OF DRY ROOT ROT IN GROUNDNUT,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION
asked about herbicide,persuite 1 ml 15 liter of water
ask for groundnut fertilizer information after 25 days,provided inormation
Asking about Red Hairy caterpillars management in groundnut,:     :      2
LEAF CURLING,ROGER 2MLLIT
Asking about Tobacco caterpillar management in groundnut,:     :
Tobacco caterpillar in groundnut,recommended for spray Chlorantraniliprole 4 ml10 liter of water
farmer ask about tikka disease in Groundnut crop,25 EC  15   :
farmer want to know information about How to control fungal attack in ground nut crop,Spray Antracol  45 gm15 Liter of WaterPropineb-Bayer
Ask about Sowing Time And Varieties of summer  Groundnut crop,-      :-    ----
asked about groundnut weed contol,spray persute for iffective weed control in grondnut
Farmer asked weed control in Groundnut crop,387 EC     50
SUCKING PEST IN GROUNDNUT,RECOMMENDED TO SPRAY NOVALURANINDOXICARB  350 ML PER ACRE
BIHAR HAIRY CATERPILLER CONTRTOL IN GROUNDNUT,RECOMMENDED TO SPRAY TRIAZOPHOS  300 ML PER ACRE
Farmer asked query on Weather,3           18
moongphali me disease hai,Carbendazim   Mancozeb 20 gm lit ka spray kara de
TELL ME GRUBS CONTROL IN GROUNDNUT,QUNOLFOSH 25EC 1 LITTERBIGHA
POD BORERS IN GROUND NUT,SPINOSAD 75 MLACRE SPRINTER  TRACER
Asking about leaf miner in ground nut,Recommended for spray Profenophos 2 ml teepol 1 ml litre of water
Farmer asked query on Weather,5             26
Asked about caterpillar management in groundnut,:     :  1  1
GROUND NUT BACTERIAL LEAF SPOT,AVATAR 400GRACR
leaf spot in ground nut,spray mancozeb 2 gm lit of water
groundnut Early leaf spot,spray mancozeb 2gmlit
ASKED ABOUT SUCKING PEST ATTACK ON GROUNDNUT,- :-    -       ACTRA
ASKING ABOUT ATTACK OF WHITE FLY ON GROUNDNUT,:-   50 WG  8       15
TELL ME CONTROL OF RROT ROT IN GROUNDNUT,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION
how to control termite in mungphalli,spread 15 litre chlorpyriphos in 20kg of sand
Asked about nutrient management in ground nut,--Suggested that potash fertilizer  40 kg per acre and spray  samrudhi multimax 5 g per liter of water
ground nut stem rot,recommended to spray saaf 2gm  lit
ask about termite problem,I suggest clorpiriphos
white fly management for groundnut,recommended for the spray  :  dimethoate 2 ml lit of water
TERMITE,APPLY CHLOOPYRIPHOS 10KGACRE
thrips in ground nut,RECOMMENDED TO SPRAY IMIDACLOPRID 60 ML 150 LITRES OF WATER  ACRE
LEAF CURL IN GROUNDNUT,RECOMMENDED FOR SPRAY ACEPHETE 1GM LIT WATER FOR CONTROL OF LEAF CURL IN GROUNDNUT
Ask about seed treatments of fungus Problem in Ground nut,-
FARMER ASKED QUERY ON ROOT ROT MANAGEMENT IN GROUNDNUT,--RECOMMENDED TO DRENCH COPPER OXYCHLORIDE  BLITOX 3 GRAMS  1 LITRE OF WATER    3
about water management,water should be apply lightly
powdery mildew in ground nut,RECOMMENDED TO SPRAY TRIDEMORPH 200 ML PER ACRE
which fungicide use root rot of groundnut crop,tumhi fawarani kara redomil gold 30 gram pamp panyat fawarani kara
Asking about fertilizer dose for GROUND NUT,UREA 1 BAG  SINGLE SUPER PHOSPHATE 75 KG  MICRO NUTRIENTS 10 KGACRE
FARMER ASKING ABOUT VARIETIES OF GROUNDNUT,- -            -    -
Asked about nutrient management  in  groundnut,suggested to apply urea and potassium
Asked about Weed management in Groundnut,Recommended to Spray Dimethoate 30 EC  17 mllit water
TELL ME RATE OF GROUNDNUT,CHOMU  GROUNDNUT WHITE 4145
ask about pod development in groundnut,calcium nitrate:3-4kgvighaBoron -250gramVigha
Farmer asked Aphid problem in groundnut crop,-
ask about better yield of gnut,apply gypsum in field for better yield of gnut
asked about water management in groundnut,:      :    4 - 5
A booster with nutrients and growth regulators for Groundnut,A booster with nutrients and growth regulators for Groundnut
season for groundnut,season for groundnut  ans  : Anippattam June-July
Farmer asked fertilizer dose in Groundnut crop,-      -
Asked about GOVT SCHEME,visit to TAO FOR MORE INFORMATION
Control of Bihar hairy caterpillar in Groundnut,Spray ChloropyriphosTriazophos-2ml per litre of wateralso use dust on border of field
Asking about groundnut basal fertilizer management,Recommended for apply DAP 50kg  acre
Root rot in groundnut,-RECOMMENDED TO DRENCH COPPER OXYCHLORIDE  BLITOX 3 GRAMS  1 LITRE OF WATER
groundnut tobaaco caterpillar management,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITRES OF WATER  ACRE
seed terat ment in ground nut,recommended for every kg seed use with 65 ml chlophiraphos and 3gms mancojeb
Asked about water management in groundnut,:      :
Asking about Root grub control in groundnut,:       :   2
Asked about cater pillar management in groundnut,:     :     1
Farmer asked query on Weather,28           26
Farmer asked Aphid problem in crop,-   15
leaf feeder management of Groundnut,recommneded for spray profenophos 2ml1 litre of water
TELL ME VARIETY OF CASTOR,VARIETY OF CASTOR RHC 1 GCH 4 GCH 5 GCH 7
how to get good yield in groundnut,gypsum 200kgacre
Asked about management of effect of DAP in groundnut,:   DAP     :
ASKING ABOUT CONTROL OF ROT IN GROUNDNUT PLANTS,THIOPHANATE METHYL 70 WP
Ask about weather information,Cloudy weather  next 5 days
Ask about JAU Contact number,- -
groundnut nutrient management,recommended to  spray ambition 250 ml acre
groundnut top dressing fertilizer application,recommended for apply borax 4 kg  gypsum 75 kg  acre
asked abot attack of white grub in groundnut,taka
asked about weedicide in GROUNDNUT,use parshut or society as a weedicide in GROUNDNUT
TELL  ME INSECT CONTROL IN GROUNDNUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER SPRAY OF MENCOZEB 2 GM PER LITER WATER
TELL ME ABOUT TERMUD CONTROL IN GUAR,SPRAY OF FIPROLIN 5  2 LITER PER HA
farmer want to know information about weed management in SOYBEAN,25-30               -
TELL ME GROUNDNUT SEED TREATMENT,USE-CLOROPYRIPHOS 20EC 5-6 ML PER KG SEED
leaf spot in ground nut,recommended for spray  Carbendazim  2glit of water
Asked about general information,suggested to the farmer as per the guidelines under agriculturte pop
FARMER ASKED QUERY ON WHEN TO SPRAY BORAN FOR GROUND NUT CROP,RECOMMENDED TO APPLY BORAN AT THE TIME OF FLOWERING
TELL ME VAREITY OF GROUNDNUT,20
moongphali me kida laga hai,quinalphos20 mlli water
