QueryText,KccAns
SEED TREATMENT IN GROUND NUT,3 GRMS MONCOZEB  65 ML CHLORIPYRIPHUS  4GRMS TRICHODERMA
tell me about increase oil content in groundnut,80    2
varieties of groundnut,varieties of groundnut-taj26 jl24
FARMER ASKED ABOUT TO MICRO NUTRIENT MANAGEMENT IN GROUNDNUT,375   35
varities,tag 24  26 fule pragati
ASK ABT RATAD,suggested bavistin 30gmpump
abour herbicides use in groudnut,use parshhit harbicides
groundnut leaf caterpillar,Recommended for spray fipronil 2 ml litre
FARMER ASKED QUERY ON WATER MANAGEMENT IN GROUND NUT,--RECOMMENDED TO GIVE LIGHT IRRIGATION FOR THE GERMINATION OF SEEDS
TELL ME DISEASE CONTROL IN,2
ask for the termite attak in the gnut,I suggested for the chloropyriphos -20 mpump as a drenching
EARLY AND LATE SPOT OF GRONUDNUT,Spray Mancozeb 2gltr of water
asked for groundnut leaf curl,recomendedspray spinosad at 3ml in 10 liters water
Asking about Top fertilizer management for Groundnut,:    : 80
Asking about nutrient management for groundnut,:     : :     2  200
Farmer asked Seed rate of Groundnut crop,GJG-32    -
Nematodes in groundnut,Apply Carbofuran 3G granules 5 kgac
TELL ME DISEASE CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATIONSPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
TELL ME ROOT  ROT DISESE CONTROLL IN  GROUNDNUT,APPLIED BAVISTEN 250 GM BIGHA  WITH IRRIGATION WATER
Farmer asked query on Weather,5         -
Ask about Mealy Bug control informaiton,Suggested: Triazophos 40 EC 30 mlpump spray  suitable for young crop
Farmer asked about ground nut variety,:-                            -    -  -                                           -
Farmer asked fungus in root control information in groundnut,:
asked about varieties of groundnut,varieties of groundnut - sb-11  phule pragati  phule unap
FARMER ASKING ABOUT WATER MANAGEMENT FOR GROUNDNUT CROP,--  -                       -
gypsum application rate,500kgha before sowing and after sowing
ASK ABOUT LARVAL CONTROL IN GROUNDNUT CROP,GR 2
TELL ME ABOUT INSECT CONTROL,5   1    3
PROBLEM IN GROUDNUT,soil application of 25 kg ZnSo4 is recommended
How to minimize Empty pod in Groundnut,How to minimize Empty pod in Groundnut   Recommended to apply Gypsum  100 kg per 1 acre of land
asking about Weed management for Groundnut,:    : 45    75     4
varities,TAG-24
thrips,spray super confidor 05 mili per litre of water
FERTILIZER DOSE,APPLY SINGAL SUPAR PHOSPET 2 BAG PER ACRE
asked about weed management in Groundnut,:      :
LEAF SPOT,MANCOZEB
Farmer asked fungus in root control information of groundnut crop,:               - - 25 kgha
pest control in groundnut,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER
TELL  ME ABOUT INSECT CONTROL IN GROUNDNUT,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
groundnut root rot,recommended for to spray 3 grams coper oxychloride one liter water at the base of the plant
ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT,5    2
groundnut fertilizer information,at basal stage  DAP  12 kg per vigha
Asking about Tobacco caterpillar and whitefly management in groundnut,:        :       15
Asked about Nutrient management  in groundnut,Suggested to Apply:-     Minor nutrients applicationZinc sulphate- 4 kgacreBorax- 4 kgacreGypsum- 200 kgacre
FARMER ASKED ABUT ATTACK OF APHIDS ON GROUNDNUT,-            30
Ground nut root grub management,Recommended for spot drenching with chloropyrifos 2mllitre of water
weed in ground nut,weeding should done
tell me mandi rate in  pea nut,USE CHLOROTHELONIL 25 GM PER KG SEED
PEA NUT BUD NECROSIS  MANAGEMENT IN GROUD NUT,RECOMMENDED TO SPRAY DIMETHOATE ROGORE  400 MLACRE 2 ML1 LTR OF WATER
nutrient management,--recommended to apply per acre 20 kgs potash
tell me weather information of barmer,rainfall 10 mm next five days of barmer
Groundnut top fertilizer management,Recommended for apply Gypsum 150kg  borax 4 kg  acre
ASKING ABOUT CONTROL OF ROOT ROT IN GROUNDNUT,RECOMMENDED FOR SPRAY   THIOPHANATE METHYL 70 WP  1 GM    LIT OF WATER
ASK ABOUT GUJARAT RAJYA BIJ NIGAM OFFICE CONTACT NUMBERIN JUNAGADH,-
tell me varity of jayad grundnut,varity of jayad grundnut -tag-24 dh-2  tg-37a
Asking about nutrient management in groundnut,Spray Paclobutrazol 23 SC  3- ml liter of water
Asked about groundnut leaf feeder,recommended for spray indoxacarb 1 ml  litre of water
TELL ME Citrus canker CONTROL IN GROUND NUT,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
tobacco caterpillar control in groundnut,recommended for spray Chlorantraniliprole 3 ml10 lit of water
FARMER ASKED QUERY ON FERTILIZERS MANAGEMENT IN  GROUNDNUT,RECOMMENDED TO APPLY  UREA 18 KGACRE
Farmer want to know information about seed treatment of graundnut crop,100 kg of pungent species of peanut And 80 kg of proliferation and semi-spreading species Seed per hectare use has been found to be excellent-
Weather report,Weather will be cloudy and there are no possibility of rains
Ask about miteredmiteant control information  of  green gram,EC
Farmer wants to know information about weather,According to metrology department of India there is Chance of light rainfall  for your district
ground nut bud necrosis management,RECOMMENDED TO SPRAY MONOCROTOPHOS 400 ML ACRE
information regarding seed treatment,Treat seeds with thiaram 3 g per kg of seeds
Farmer asked Larvae control information of ground nut crop,SG 7-8
ground nut stem borer,RECOMMENDED TO SPRAY CHLORANTRINIPROLU  CORAZEN 40-60 MLACRE
TELL ME TERMITE CONTROL IN GROUNDNUT,CHLOROPYRIPHOSE 20 EC 1 LITTER   BIGHA WITH  IRRIGATION  WATER
Post emergency Weed control in groundnut,Spray Imazethapyr  300 mlha
Farmer asked query on Weather,WEATHER REPORT :CLOUDY WEATHER NO CHANCE OF RAIN
Farmer asked fungicide in groundnut,4    WP -             00-00-
Ask about white fly control information,Suggested: Acetamiprid 20 SP PrideEkka 5 grampump spray  SP
Asked about caterpillar and root rot management in groundnut,:     :   2    2
Asking about Leaf caterpillar and Sucking pest control management in Groundnut,:         :  2    1
asking about leaf caterpillar in groundnut,Recommended for spray neem oil 3 ml   teepol 1 ml  litre of water
ask abt ground nut,Gg-20 arth veldi and gg-2 gg-5 gg-7
TELL  ME  DISAESE CONTROL IN  GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
GROUND NUT SUCKING PESTS,IMIDACHLOPRIDCONFIDOR TATAMIDA  VICTOR ATOM   30 ML PER ACRE
ASKING PLANTINGB MATERIAL GROUND NUT,-Ground nut  -  -    --     ------ -- -
Asked about termite management in groundnut,:     :     2   20
groundnut ka beej dar,groundnut ka beej dar 90-95 kilogram  hectar
Farmer asked fungus in root control information of groutnut,:
Asking about leaf miner in groundnut,:       :
TELL ME ABOUT THE CONTROL OF ROOT ROT IN GROUNDNUT,-- 250
tell me about pest control in groundnut,25   2
ASKED ABOUT TO NUTRIENT MANAGEMENT IN GROUNDNUT,- 20-25
Asked about Plant Protection in groundnut,suggested to donot apply nutrients during harvesting
caterpillar in ground nut,NOVALURAN REMAN NOVA SICISSORS  400 ML PER ACRE
Ask about larvae  sucking pests in ground nut crop,126    95  ZC
Farmer asked termitewhite grub control information of Groundnut,EC
FARMER ASKED ABOUT TO SEED TREATMENT IN GROUNDNUT,25              1                  5 ml
Asked about Pest management in    Ground nut,suggested to spray  Chlorpyriphos  2 mlltr of water
TELL ME ABOUT DISEASE CONTROL IN,-- 12   63    2
Farmer asked weed control in Groundnut crop,16        EC  40       -
GROUNDNUT ALTERNARIA LEAF BLIGHT MANAGEMENT,RECOMMENDED TO SPRAY COPPER OXY CHLORIDE  600 GRAMS PER ACRE
Ask about fertilizer in ground nut,Suggested: sulphor90 WDG 2 kilo  vigha
Asked about groundnut leaf caterpillar management,:         : :      2
Asking about Early leaf spot management for Groundnut,:         :  2  1
Information about of Pendimethalin 30 EC use in Groundnut crop,30 EC
Asking about Any tonic spray for Groundnut,:    :     2  200
Attack of Thrips,Spray Actra 5 gm  Redomil Gold 30gm15Lit of Water
Asking about root rot management in Groundnut,Recommended for pseudomonas fluororoscens 5 gram 1 litre of water
Asked for the increase size of ground nut,Suggest to take a proper care of crop by applying the right amount of fertilizer and other protectin measure should be taken
Farmer want to know information about  how to increase yeild of  groundnut crop,0:52:34
foliar spray management for groundnut,Recommended for groundnut foliar spray TNAU Groundnut rich 2kg  ac  200 lit
TELL ME ROT ROOT CONTORL IN GROUNDUTE,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
red hairy caterpillar in ground nut,RECOMMENDED TO SPRAY   Monocrotophos 400 ml  acre
water management,give 7 times watering
improved verities of groundnut,improved verities of groundnut panjab mungfali no-1 mh-4
groundnut varieties,groundnut varietiesVARIETY OF GROUNDNUT -TAG-24 TG-26
Asked about nutrient management  in GROUND NUT,Suggested to Apply    gypsum
Groundnut foliar application,Recommended for groundnut foliar spray TNAU Groundnut rich 2kg  ac  200 litre of water
Asked about Root grub management in groundnut,:   : :     50
Ground nut in thrips,Recommended for spray dimethoate 2 ml Neem oil 3 ml teepol 1 mlliter of water
Groundnut me kya khad dale,spray of urea phosphate-1 kg acre
ask about groundnut plant leaves yellowing control,-
asking about groundnut leaf spot management,recommended for spray Mancozeb 2 g  1 litre of water
LEAF SPOT IN GROUNDNUT,RECOMMENDED TO SPRAY MANCOZEB  25 GRAM  1 LIT OF WATER
RATS MANAGEMENT IN GROUNDNUT,10
TELL ME CONTROL OF INSECT IN GROUNDNUT,SPRAY OF MONOCROTOPHOS 36 SL 2 ML PER LITER WATER
tikka leaf spot problem in groundnut crop,recommended to spray Mancozeb 400 gracre
Asked About Weather report,Partly cloudy no chances of rain
groundnut thrips,dimethoate 2mlliter water
farmer asked query on saaf,recommended to saaf control leaf spots do not mix chlorpyriphos saaf  nutrients
TELL ME ABOUT WHITE GARB CONTROL,-- 25   4
ROOT ROT IN GROUND,RECOMMENDED  TO DRENCH  COPPER OXY CHLORIDE  3 GRAMS  LIT OF WATER
ROOT ROTTENING IN GROUNDNUT,SPRAY REDOMIL GOLD 2GM PER 1LTR OF WATER
TELL ME  WHIT GRAB CONTROL IN  SOIL,USE  phoret  GR 12-15 KG PER HA
ROTTING IN GROUND NUT,RECOMMENDED TO SPRAY SAAFSIXER 2 GM IN 1 LITRE OF WATER FOR ROTTING IN GROUND NUT
leaf blight in ground nut,spray saaf 2 gm in 1 litre of water for leaf blight in ground nut
FERTILIZER OF GROUNDNUT,FERTILIZER OF GROUNDNUT  - TABA 30 ML 15 LITER WATER SPRAY
Farmer asked Fertilizer dose information of Groundnut crop,15        2
GROUND NUT LEAF EATING CATERPILLAR  SUCKING PEST,RECOMMENDED TO SPRAY CHLORIPYRIPHOS 500 MLAcre   RECOMMENDED TO SPRAY ACETAMIPRID   40 GRAMS  ACRE
green caterpillar in groundnut,recommended for spray quinalphos 2 ml  litre of water
Leaf eating caterpillar attack in groundnut,Emamectin Benzoate 5  SG  6 g per 15 Litre water
TELL ME ROOT ROT CONTROL IN groundnut,250
farmer want to know information about seed treatment of groundnut crop,Dear farmer recommended for   seed treatment of groundnut treat the seed with tricoderma viridi 5gmkg of seed or thiram 3gmkg of seed
NOT GROWTH OF GROUNDNUT,8 KG UREA 4 KG MICRONUTRIENT PER
ask about castor variety,I suggest GCH-247
TELL ME DISEASE CONTROL IN  GROUNDNUT,-- 1
flowering problem,Spray Boom flower 20ml15lit of Water
ASKED ABOUT WEED MANAGEMENT IN GROUNDNUT,WEED MANAGEMENT IN GROUNDNUT-SPRAY emazithyper  HERBICIDE AFTER 30-35 DAYS OF SOWING
Attack of sucking pest,Spray Rogar 15 ml15 Lit of Water
information groend net,kisan bhai moogphali me Pendimethalin 30 EC 125 liter acre pani me sprey kare
ask for groundnut seed treatment information,give seed treatment with thiram or captan
Farmer asked seed treatment of white grub control,30  FS          SLFS  mili
ASKED ABOUT TO INSECT CONTROL IN GROUNDNUT CROP,45 CaterpillarThripsFruit BorerBoll WormDiamond Black moth 05
STEM ROT IN G NUT,RECOMMENDED FOR SPRAY REDOMYL 25GML OF WATER FOR STEM ROT IN G NUT
groundnut weedicide,groundnut weedicide -2 4 d
asked about water management,after wafsa condition irrigate crop
variety of ground nut,chandra  chitra kaushaltype-2864
ask abt growth,suggested lyosene 25 mlpump
TELL ME SUNI CONTROL IN GROUNUT,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
Asking about pseudomonas fluorescens application in groundnut root rot,:           :     5           20
tell me control of thrips in groundnut,SPRAY OF IMIDACHLOPRID 178 SL 05 ML PER LITER WATER
WHITE SPORT IN GROUNDNUT,2
ROOT ROT,SAAF OR SIXER 2GMLT OF WATER
GROUNDNUT VARIETY INFORMATION,AVTAAR GG-20JL-501 PRAJATI HAI MOONGFALI KI
Farmer asked query on Weather,:   -      : :             30  C    22 C     6
FARMER ASKED ABOUT FERTILIZER SPRAY FOR GROUNDNUT,:--
Weather forcast for groundnut crop,Kisan bhai apke kshetra me aaj se 11 july tak boonda-baandi ki sambhavna hai
Query related to nutrient management,Lihocin 1ml 4  5
aphid management in Groundnut,Recommended for spray Dimethoate-2 ml neem oil-3ml  Sticking agent-05ml1 litre of water
redhairy caterpillar management in groundnut,redhairy caterpillar management in groundnut :RECOMMENDED TO SPRAY DIMETHOATE  2ML   LITRE OF WATERor
Asked about Varieties in Ground nut,Suggested to take home variety
tikka disease in groundnut,tikka disease in groundnut-spray ridomil-2gmlit of water
ASK ABOUT VARIETE  CHARACTERIISTICS  OF GJG 32,-           -
WHITE GRUB IN GROUNDNUT,CARBOFURAN 25 KG PER HA
TELL ME NUTRIENTS DEFICIENCY IN  IN GROUNDNUT,SPRAY OF MULTIPLAX MICRONUTRIENT 4 ML PER LITER WATER
leaf yellowing and curling in groundnut,Recommended to spray fipronil 5SC2ml in 1 liter of water
TELL ME BLACK ROOT CONTROL IN MUNGFALI,DRENCHING OF CARBENDAZIM 250 GM PER BHIGA
ASKED ABOUT TO INSECT CONTROL IN,178   05
white grubs,Phorate 10 G 10kgAcre Application
Ask about Plant Growth Retardant Information in ground nut crop,15
CONTROL OF CATERPILLAR IN GROUNDNUT,RECOMMENDED FOR SPRAY   CHLORPYRIPHOS 20 EC  25 ML   LIT OF WATER
TELL ME WHITE GRUB   CONTROL  GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
ASKED ABOUT VARIETIES OF GROUNDNUT,YOU CAN USE FOLLOWING SB 11 TAG 24 PHULE UNNATI
Farmer asked White Fly problem in  COTTON crop,SP
Asked about MN mixture application for  groundnut,:       :  5         5
Ask about flowering problem in GROUNDNUT crop,--
asking about seed rate for groundnut,:      : :   50
farmer want to know information about moong,Sumitomo max Pack shot and icon                                                  -
ground nut,zypsum recommendation
FARMER ASKED ABOUT SEED TREATMENT ON GROUNDNUT,--
TELL ME FERTILIZERS IN GROUNDNUT,ZINC SULPHATE 2KG PER BIGHA
attack of Sucking Pest,Spray Rogar 15ml15 Liter of Water Dimethoate-Cheminova
planting season,june july
Farmer asked query on Weather,CHURU  TARANAGAR                      39    27     7
Ask about groundnut weed control,30-35
weed management in groundnut,manual weeding
veritires,-  -1
give the information about weather forecast,Today and tommarow cloudy weather and possibility of light rainfall
WEEDISIDE FOR GROUND NUT,SPRAY TURGA SUPER
Groundnut-Caterpillar,Quinolphos
Ask about larvae control information in Ground nut,GR
Provide information about seed treatment of Groundnut seed,1
asked about root fungus management in groundnut,:       :    1  20      1
TELL ME CONTROL OF TERMITE IN GROUNDNUT CROP,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
gnut caterpillar control,sprey fenvalret 10 mlpump
Asking about Ground nut weed management,:
Ask about seed rate information of Groundnut crop,-
variety of groundnut,variety of groundnut  SB- 11  TAG 24
TELL ME GURB  CONTROL IN  GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
varities of groundnut,varities of groundnut  daftari seeds
Asking about caterpillar management in groundnut,:     :   10   4
Information regarding weather in  Sirsa,Some clouds and chance of rain fall today
Ask for Gnut growth,Suggest to spray 100gm ureapump
TELL ME GREEN HOUSE SUBSIDY,50 SUBSIDY IN GREEN HOUSE
groundnut foliar nutrient application,Recommended for Spray DAP 20 gram liter of water
groundnut variety,SB 11 TAG 24
FARMER ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT,75   45   2
leaf folder in ground nut,spray profenophos 2 ml lit
Farmer asked query on Weather,CLOUDY WEATHER THERE IS A CHANCE OF  SHOWERS IN YOUR AREA
Farmer asked query on Weather,23     32      8
GROUND NUT VARIETIES,GROUND NUT VARIETIES  KADIRI 6JL24
management of groundnut root rot,RECOMMENDED  TO DRENCH  COPPER OXY CHLORIDE  3 GRAMS  1 LITRE OF WATER
ground nut varieties,ground nut varieties : k-56
moongphali me kida laga hai,cloripayiphas ka prayog kare
ask abt sowing time of grounnut,suggested first week of june
GROUNDNUT VARIETIES,RECOMMENDED TO KADIRI VARIETIES
fertilizer,microlla and persuit
Farmer asked Sucking pests and Larvae problem inGROUNDNUR crop,126    95  ZC
Sowing season and variety for Groundnut,Recommended for the season AdippattamJuly-Aug TMV 7 VRI 2 VRIGn 6TMVGn 13
ASKED ROT ON GROUNDNUT,Spray Headline 25 gm15 Liter of Water-Basf
TELL ME GROUND NUT VARIETY,TG-37 ADH-86GG-7
ASKING RECOMMENDED VARIETY OF GROUND NUT,GROW RECOMMENDED VARIETY OF GROUND NUT: JL-24TG 1 A
Ask for groundnut whitegrub,i suggested to drenching cloripyriphos 30 mlpump
best sowing time of groundnut information,best sowing time of groundnut - june to july and from september 15th to october 15th
Ground nut white grub management,RECOMMENDED TO DRENCH CHLORPYRIFOS 6 ML1 LITER  OF WATER
Asked about water management  in groundnut,Suggested to give one light irrigation
How to control weeds in groundnut crop,emejhathayper 300 ml per acar spray
TERMITE PROBLEM IN GROUNDNUT,RECOMMENDED APPLY CHLOROPYERIPHOS DUST 5KGACRE FOR TERMITE PROBLEM IN GROUNDNUT
Information about weather,Kisan bhai aapke shetra mein 12 july se 14 july mein varsha ki sambhavna hai
Asked about leaf miner management in groundnut,:         :   2
disease,carbendazium at 2g in 1 litre water
Provide information about varieties of Groundnut crop,- -86     -37 A
WEED CONTROL,NIRAAYI KARE
ASKING ABOUT WEATHER INFORMATION,CHANCES OF LITTLE BIT RAIN ON TOMORROW
FARMER ASKED QUERY ON UREA DOSAGE THROUGH FOLIAR SPRAY IN GROUNDNUT,RECOMMENDED TO SPRAY UREA 10 GR1 LITRE OF WATER
tell me varity of grundnut,varity of grundnut - partap mungfali -1 2 m-13
FARMER ASKED QUERY ABOUT SUCKING PEST MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY IMIDACHLOPRID 60 ML PER 200 LITRES OF WATER
WHITE GRUB IN GROUNDNUT,DUSTING OF PHORATE 10 G 25 KG PER HA
LEAF YALLO IN GROUDNUT,FERUS SULPHATE  4-5 GRAM  LITTER WATER SPRAY
TELL ME SOIL TREATMENT FOR CONTROL OF WILT DISEASE GROUNDNUT,25  100
SEED TREATMENT OF GROUNDNUT,SEED TREATMENT OF GROUNDNUT -THIRUM 2 GRAM PER KG SEED  CLOROPYRIPOS 4 ML PER KG SEED  RHIZOBIUM CULTURE 600   GRAM PER HACTRE
TOBACCO HAIRY CATERPILLER CONTROL,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITERS OF WATER  ACRE
TEL ME WEED CONTROL IN PEANUT,YOU CAN NOT USE HERBICIDE IN STANDING CROP OF PEANUT
FARMER ASKED ABOUT VARIETIES OF CUCUMBER,- -       -    - -          -
Farmer asked about fertilizer use information of groundnut crop,80         90 WDG 3
FARMER ASKED ABOUT CONTROL OF WHITE GRUB  IN GROUNDNUT,25   4
FERTILISER DOSAGES:,RECOMMENDED TO APPLY   UREA 8  KGS    MURATE OF POTASH 20  KGS  ACRE
Asked about Nutrient management in ground nut,suggested them to spray the samruddhi at the rate of 5gm per liter of water
tell me termite control in groundnut,15  25
ground nut  leaf eating cater  pillar management,ground nut  leaf eating cater  pillar management  imomectin benzoate 80gracre
asked about varieties of gnut,varieties of gnut - s b 11  t g 26
Ask about seed treatments of fungus Problem in groundnut,50     250
TELL ME CONTROL OF WEED IN GROUNDNUT,SPRAY OF GLYPHOSATE 25 GM PER LITER WATER FOR CONTROL OF DOOB GRASS IN CROP FREE FIELD
information about groundnut,Dear former use to Imidacloprid 178 SL 1mlliter water splash in the field
Farmer asked fungus control information of,SC             SC -
TELL ME ABOUT DISEASE CONTROL IN,75   45   3
Ask about Fertilizer in groundnut crop,8
TELL ME  UPCHANR IN GROUNDNUT,KARBANDAZIM 3 GRAM  CLOTHOADININ 6 ML PAR KG SEED
WILTING DISEASES IN GROUNDNUT,RECOMMENDED TO SPRAY COPPER OXICHLORIDE 30GM  STREPTOCYCLIN 15 GM LIT WATER FOR CONTROL OF WILTING DISEASES IN GROUNDNUT
Information about the treatment in groundnut,2
TELL ME WHITE GRUBS CONTROL IN GROUNDNUT,PIPRONIL 3-4 KGBIGHA
Asked about Stem rot Management for Groundnut,:        :     2 5
Red spider mite in groundnut,recommended for spray of Spiromesifen 15 milli in 1 litre of water
Ask for groundnut fertilizer at 30 DAS,I suggested not use fertilizer at 30 DAS in groundnut
Farmer asked about nutrient management in pea nut crop,50
ASKED ABOUT TO NUTRIENT MANAGEMENT IN GROUNDNUT,3-4 ml   2-3 ml
asked about Gnut growth,-      -
ask for the jassid attak in the gnut,i suggested for the thiomethoxam-12 gmpump as a spray
TELL ME ROOT ROT CONTROL,PLS GIVE CARBANDAZIM-250GM
Asked about Leaf miner Tobacco caterpillar and Aphid management for Groundnut Ecalax and Acephate can be spary,:            :  2    1  1
TELL ME CATERPILLAR CONTROL IN GRUONDNUT,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
TELL ME FIRST IRRIGATION IN GROUNDNUT,ABOUT 30 TO 35 DAS
Ask about ferilizer in ground nut,Suggested: sulphor 90 wdg 3 kilo  vigha
Asking about Aphid and Rust management in groundnut,Recommended for dimethoate 2 ml  carbendazim 2 gram 1 litre of water
ATTACK OF SUCKING PEST on groundnut,10
Asked about Attack of THRIPS on groundnut,-                 WG        - -
FARMER ASKED ABOUT CONTROL OF WILT ATTACK ON GROUNDNUT,-       WP -
TELL ME CONTROL OF ROOT ROT IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GM PER HA IN ROOT ZONE WITH IRRIGATION
Asked about nutrient management in Groundnut crop,:    : DAP   10         190
Farmer asked about varities of groundnut crop,- -  -      -    -  -  -     -
ground nut leaf eating,spray chloropyriphos 2mlliter
Solution for geru in groundnut,Hexachonazol5ml10L of water
Information about management of white grub in groundnut crop,Fipronil 03 GR 8-10 kg
TELL ME Yellowing in peanut crop,2     2     5
ask about groundnut yellowing,I suggested to 100 gm ferrous sulphate and 10 gm lemon flower
GROUND NUT SUCKING PEST,RECOMMENDED TO SPRAY DIMETHOATE  400MLACRE
ground nut root rot AND DRUM STICK FRUIT FLY,RECOMMENDED TO DRENCH COPPER OXY CHLORIDE BLITOX 600 GRAMS PER ACRE
ASKED ABOUT WEED MANAGEMENT IN GROUNDNUT,:-
ask about the rainfall,give them proper information
ASKING ABOUT CONTROL OF ROOT ROT IN GROUND NUT PLANT,SPRAY COPPER OXYCHLORIDE 50 WP  4 GM  LIT OF WATER
control of sucking pest,dimethioate 2mll
TELL ME WIGHT GRUB CONTROL,SPRAY OF choloropyrifos 20 ec 4 LIT PER HECTER WITH IRRIGATION
top dressing fertilizer management for ground nut,apply GYPSUM 150 kg ac
GROUNDNUT FERTILIZER MANAGEMENT -,200                45
JASSIDS IN GROUNDNUT,RECOMMENDED TO SPRAY ROGOR 2ML LIT WATER FOR CONTROL OF JASSIDS IN GROUNDNUT
groundnut ki ki buwai ka samay,june july
ask abt white groub,Chlorpyriphos 30 ml  10 lit water
tobacco cater piller in groundnut,tobacco cater piller in groundnut : spray emamectin benzoyate 90 gramas
leaf miner control in Groundnut,recommended for spray dimethoate 2mlteepol 1mllit of water
ask about in gnut thrips problem,i suggest trizophos 30ml-pump  in gnut thrips problem
Information about Weed control in Groundnut,Imazethapyr 10 SL  Recommended doseacre : 400 ml acre
root problem in groundnut,USE CARBENDAZIM 400 GM PER BIGHA
GROUND NUT ROOT ROT,RECOMMENDED  TO DRENCH COPPER OXY CHLORIDE  3 GRAMS  1 LITRE OF WATER    3
groundnut seeds availability,contact nearby research ststionsKVK or TNAU seeds
Attack of  Wilt,Drenching Bavistine 30gm 15 Lit of Water
GROUNDNUT HELICOVERA DAMAGE,RECOMMENDNED FOR SPRAY spinosad 75 mlacre sprinter tracer
groundnut fertilizers,groundnut fertilizers---dap 75 kg par acar
TELL ME ABOUT WEATHER INFORMATION,RAIN POSSIBILITY IN AFTER 3-4 DAYS BUT CLOUDY SKY
Asked about Drought tolerant TMV Groundnut  varieties,:     TMV   : TMV Gn 13 TMV 12 TMV 3
Asked about duration of groundnut information,Query: Asked about duration of groundnut information Ans: Recommended for 90-105 days
Asked about plant protection in  ground nut,Recommended to spray Quinalphos 25 EC -  2 ml per lit of water
TELL ME DOSE OF DELTAMETHRIN,SPRAY OF DELTAMETHRIN 28 EC  1 ML PER LITER WATER
fertilizers,compost 10 tonha
Asked about beetle management in groundnut crop,:     : 3-5
Ask about larvae control information Ground nut,SC
leaf hopper in groundnut,recommended to spray with chlorpyriphos 2mlltr of water
Asking about Leaf curl management in Groundnut,:        :      15
asking abt the use of mancozeb,for control of wilt
yellowing problem in ground nut,beej ko carbendazim  2 gram  kilo beej
TELL ME CONTROL OF ROOT ROT IN GROUNDNUT CROP,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
SOIL TESTING  INFORMATION,DEEG 6-9 INCH DEEP V SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL
Asked about caterpillar management in groundnut,:      :  10   4
Farmer asked seed treatment of fungus problem in Groundnut,WG
Tobacco stem borer,Recommended for spray spinosad 3ml  10 litre of water
TELL ME SUNDI CONTROL IN GRONUT,SPRAY OF MONOCROTOPHOS 36 SL 2 ML PER LITER WATER
groundnut leaf caterpillar,recommended for spray Thiodicarb 2 gram  azadiractin 3 ml litre of water
TELL ME WEATHER INFORMTION OF DAUSA,RAINFALL 20 MM NEXT FIVE DAYS OF DAUSA
WEED IN GROUND NUT,SPRAY IMAZETHAPYR  200MLACRE LAND FOR WEED IN GROUND NUT
Farmer asked weed control in Groundnut crop,--      - 5 EC   25 -30
Thrips attack in groundnut,Recommended for spray dimethoate  2 ml  litre of water
TELL ME ABOUT DISEASE CONTROL IN GROUNDNUT,-- 5    2
ASKED ABOUT TO DISEASE  CONTROL IN  GROUNDNUT,GROUNDNUT    80  2
ASKED ABOUT TO NUTRIENT MANAGEMENT IN  GROUNDNUT,375      35
Farmer asked Jassid and thrips  Problem in ground nut crop,ZC
Ask about seed treatments of fungus Problem,-1 kg seed
ground nut ke varieties ki jankari,ta-64ta-28chitrachanda
leaf spot in gnut,WP
Asked about Mite management for Groundnut,:      : Propargite2
plant protection,Neck rot The neck region of the plant with black colour gradually such plants withers Treat the seeds  2 g Carbendazimkg of seeds and sow
Asking about Groundnut leaf miner management,:    : :       2
Farmer asked query on Weather,:   -      : :             29  C    21  C     6
ASKED ABOUT TO ROOT ROT  DISEASE CONTROL IN  GROUNDNUT,50  250
groundnut ke podh sukh rhe hai,traicodarma 1kgdava ko  acre 120 litar paani me spre kre
ask for the termite in the gnut,I suggested for the chloropyriphos-25  ml pump  as a drenching
Fertilizer dose in Groundnut,Advised for mulching with Straw on sprouting of Beans seed in nursery field
